TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59
0.0,0.8284638207171043,0.14372565203660512,-0.4105832677457757,0.7199716406392395,-0.551118749711686,-0.22956081447835583,-0.0942630078825344,-0.12358588156938992,-0.4322250454811864,0.45179661096081825,-0.010994197064445417,-0.4053853875075452,-0.04347914580035045,-0.13174726030849285,-0.34015495997912715,0.3181161403043824,0.015190949542378035,-0.10976357958906438,-0.06875445122641867,-0.3289507499529186,-0.07875619535241853,0.23980481613487487,0.031029980115569084,0.02244069110415614,-0.09529356423110065,0.19829132392365212,-0.24673757055917225,0.22169220775430223,0.17437240020106867,-0.037838716632321384,-0.41079432447627684,0.04704247752716416,0.4645067071857064,-0.20081941473597129,-0.1690625001276415,-0.2472938524105325,0.2816912399949244,0.1444647911311343,0.0362627198537897,-0.1910870271481158,-0.036866788888142335,0.25045971123008254,-0.3425742134031023,0.05821743841979818,-0.0048112723099074115,-0.05152764734136797,0.10590538790644584,0.38247828871043826,0.07349451672409292,-0.23461382058807975,0.027300191802802243,0.09906776506374493,0.3575174669981771,-0.21052244234497877,-0.13875316815135383,0.18161436787747828,-0.0026608950933345492,-0.09834109480756899,-0.07302994658978249
0.0059456383787162,0.022504368028680548,-0.8124666664271849,-0.9087127096021915,-0.15819766393316748,-0.7400211151773535,-0.10392601200410255,-0.25554322745041425,-0.0018879672956947165,0.1082802532030179,-0.04923810669676992,-1.1409656333238172,-0.18166526289478863,-0.3106029891591346,-0.12492037736648894,0.05063775361863646,-0.3115305853887917,0.3350956418974406,-0.2882036333241149,-0.32765126529352245,0.23286964745927446,0.08645609996310769,0.10569013415424394,-0.1583758737118079,0.5071817181003891,0.6832161895718843,-0.3723256439994687,0.31377079289691334,-0.24142870298275876,0.023591039134501276,-0.052346486446373325,-0.38614585869783125,0.35690925835097387,-0.2094207755427045,-0.28704725441006823,-0.5583418756501735,-0.2511283033851524,0.050731155666997846,0.3813726758200806,-0.4963925711056002,-0.24857254488105007,0.22921931939371437,-0.06963457923078929,-0.2109186818380458,0.23690411426448635,0.06914211179401461,0.0907075143167873,0.0323896304540039,-0.44802891288562524,-0.03411365345922789,0.013635201500313898,0.07461745273014013,-0.42026242022440474,0.12437254387373112,-0.28115481606865456,0.11219177786108366,-0.017694089050573288,0.16650711901215418,-0.059402798316675255,0.10674074813582543
0.0152489763573463,-0.07227034303276596,-0.2773047623656273,0.31010639352736574,-0.29329939898781815,-0.6010272856292248,0.08723468748351268,-0.038734653156626546,-0.12848484871814747,-0.2279239307905857,0.5585223477679767,-0.871542993711188,0.18831828700458217,0.31985048354963225,0.655451910466963,0.5082328911120595,0.3521146901886944,0.38943617623110693,-0.10250840503520668,-0.024070759865243603,-0.4607661251668258,0.3690849318908617,0.010741154901150863,-0.12941683735593001,-0.5987476092782861,0.11253817989867926,-0.00018584524094171444,-0.2609363113467471,0.13860714755276357,-0.05783393677975429,0.033955242537195174,-0.25006347467231294,0.06588153011611658,0.3785187793736272,-0.0882872280021624,0.035016522763077554,-0.5973637752223865,0.3743607776135806,0.25891773571231164,0.08398694410952072,0.08793382263921164,0.04631296756446385,-0.022833219461106443,0.019007246784492296,-0.1149417729405493,-0.5069025048114444,-0.05536749675703943,-0.050063522998423475,0.37318055112674736,0.012509438959481393,-0.07762401343187272,-0.09966887991307466,0.09038049439439588,0.014220270839795483,-0.2631513775315748,-0.05531690006521335,0.14062278231706915,-0.19529411989272874,0.1901719540800658,0.0970024714975082
0.0171508319673862,-0.610292157590721,0.8252846699665338,0.6535575543812182,0.9254275704518622,0.1540503772519895,-0.20776256008582025,-0.7308911573817676,-0.534908208849096,-0.3250719180706746,-0.16373338066988857,-0.04454799216191773,-0.05570596913123943,-0.18879431867694435,-0.39875273556246904,-0.17463880243228708,-0.16518630280698302,0.017760141898578084,0.2707198814482964,0.03515890050438312,0.189437477679834,0.08742442638294659,0.08692376652014784,-0.3697043541476723,0.06526145607760298,0.2599694079451165,0.07610659554466775,-0.40683019781423935,0.24173750455857151,0.08286138698727885,0.2582555062618744,-0.049451083829548374,-0.29493383976482146,0.03947672131450093,0.1021038393453484,-0.17879949875106124,-0.014603218475177806,0.22393124998494945,0.09584048063778912,-0.1832328753693369,-0.17909983525349168,0.07007093390374378,-0.005465549922757891,0.02802309441648014,-0.08469098678009286,-0.24966530706290746,-0.20245135547459656,-0.014663648569022381,0.24591475835840793,-0.07724246547222344,0.16366688981734068,-0.17789699396218686,0.20152598886539122,-0.35046747602353506,-0.014507240390965702,-0.15656644439198766,0.251743684432588,-0.019594986826652866,0.2495849860497492,0.109513878885453
0.0215125728042562,-0.42463056906724467,-0.0013926981176021272,0.7703669095321366,-0.6244707918289759,-0.3079820310068232,-0.13853169640609841,-0.5385334140146677,-0.4798432831802878,-0.02161833525814771,-0.0786671474748613,0.38091376395832083,-0.5784284204914625,-0.10842276594483738,0.7105114157510788,-0.17877541652299672,-0.38655691231784944,0.3954538668798252,0.0440569630055971,-0.049270360912955495,0.2873726885063197,0.06663269013439557,0.42399265020343074,-0.16283299727078301,-0.30154888400795726,0.17517788137807486,0.11045889778988396,-0.3076542210400391,0.19894159915009652,0.05099364076339296,-0.3496964255555001,0.21758783596666978,0.2961515506796977,0.15576562003782404,0.25209395644996796,-0.1322796904879585,-0.28031525907772803,-0.0802565885997696,0.5740177358663815,-0.37976031775171587,0.12255314568144426,-0.6613702068348782,0.22492021028155734,0.1574619862643131,-0.4346235348144883,-0.32362145418819643,0.1134801068828182,0.1509504501491674,-0.24227323178743174,0.358252208858743,-0.002545386217378441,0.06779875273678553,-0.15719514238766674,0.12256406487242959,0.24130333298657364,-0.058479088080572464,-0.03960887820013224,0.07294799057912466,0.009754646008195695,0.194210055170791
0.0233562126500812,-0.8881419565174749,1.017219068917424,0.7083100990519535,0.6448961352692725,-0.3481249800703422,-0.06295191307785017,0.15690402794983263,-0.06904361977744505,-0.4697629656427392,0.16610112757876072,-0.04923893733368921,-0.17870115167454678,0.015289913333950859,-0.024485790140031844,0.2920323187759172,0.24453609830855552,-0.08735620381537267,0.18286173386165908,0.1456338843103257,-0.2675840131577075,-0.13158498282073633,0.29308750327570027,0.19030427981783432,0.35568992599982513,-0.041784413438811126,-0.28749278467704253,-0.18709932000641688,0.03791325629282807,0.10549183871065615,-0.0059288441445571735,-0.1142717423878,-0.22128358483942864,0.06366187452599924,0.17115870612925488,-0.14700574328033533,-0.08431745596687533,0.10323882959130506,-0.013826694728524328,-0.0979657514868913,-0.27199440620038023,-0.1202345405772103,-0.195893406317687,-0.29100299106433786,0.1434813007897796,-0.01819009004239487,0.022932781714579843,0.09272986419033724,0.20437740112006292,0.07637637546122865,0.15078886261289015,-0.07651200832629455,0.033139836244482,-0.17446452745037205,0.23293654686166596,-0.04473536200219707,0.1252541188681937,-0.350883441161606,-0.049061859998143706,-0.17075348870647017
0.0455616641763256,-1.0752514905568817,1.0932700658456465,0.3923335063369712,-0.29638561406712444,-0.014723185607243405,0.5556445866983275,-0.10741782403880573,0.07140910094067,0.04854181257135721,0.3877774777154409,-0.08906976855592899,-0.09661294975699711,-0.2203518835627661,-0.4275811466849521,-0.1079076215067293,0.18450302095475943,0.45578704236390677,-0.7633753441707724,0.2743603156697673,0.0007009425596514324,0.3173995135312893,0.018617093347806767,0.09642192224921924,-0.05747863679428383,-0.4679152467601547,0.10873500261291594,-0.4621817032277757,-0.07318328334452184,0.02365047030592317,0.0872438070617331,0.1674839615559721,0.25407979546239295,-0.36532109751422026,0.16243576677938426,-0.2920412209162065,0.2595704180233272,-0.005399725233918573,-0.0029707672091636743,0.10106227008785049,0.008901274574235585,0.2970936130282816,-0.006628144563238481,0.3541443715673822,-0.1829807641619213,-0.3511617685605644,0.6020312896804833,0.06737370290877459,0.04236028436135535,0.1238076373446349,0.13811713503842105,0.08287020824491823,0.07786494003143764,0.20981242300306163,-0.1370642558193853,-0.14522033245208069,-0.0962951567958918,0.24832092597472724,-0.20095758898822744,-0.5388713940372287
0.0668858753704981,-0.3131936164375737,0.2274007514122278,0.9153074714380622,-1.0886177938233266,-0.36850393000040493,-0.033914140730620435,-0.04019788469763271,-0.007391674185786375,-0.3695029450176219,0.00781409337855104,-0.10581552037602936,-0.40366615691411806,0.11461240009443899,0.2054146270777968,-0.3562376367697762,-0.12247370377315614,-0.3819405632499136,-0.33771954291038886,0.06745891309290182,-0.6117677820325577,0.15648706748301022,-0.1641964268256544,0.1934169820568883,0.21193222506313167,-0.12000631832551258,-0.21583627973894753,-0.06304031085480023,0.374216260512393,0.02090454518884872,-0.06110734164249912,0.34447953432619405,-0.7742679265933236,-0.4901851959476086,-0.045276196349869124,0.2223160915133371,-0.23606236463052202,0.46072490213831635,-0.13136581466885514,0.07007148228656472,0.028142958690196337,0.43790456749101925,-0.29024131759880856,-0.22631684719832423,0.0076053115334358025,-0.08019261000213618,-0.03376473594034478,0.04201114342248694,-0.15749365042249874,0.13868684986575627,-0.3478260048846446,0.035440602175407315,0.1386805303688653,0.03712018702507519,-0.16633658416098912,0.38455583965799867,0.06008047491693398,0.025285125758344074,0.058138159502066536,-0.0073925402056745785
0.0901023109950052,-1.5323986584180318,1.0189457180915331,0.6981359695259194,1.0923373595066135,0.3216951151440214,0.18988204724055074,-0.28509271771313976,-0.8286801359390352,-0.037296297922892276,0.041716616923196614,0.08171415077728585,0.6825789599782056,0.2090569279389037,0.3758690089587046,0.2497126972618235,0.3712447681208423,-0.061127806450206906,-0.2720613330930242,-0.665863462922546,0.44571729468204513,-0.5776088979922727,-0.04434663182153881,0.2595062706089248,-0.31837383583138573,-0.18519995928866723,0.6399225857575196,0.051840416500030045,0.40564055267790167,-0.4945235904088568,0.09120201865235959,0.21489836660320166,0.15813070396164736,-0.08275892908573014,0.16249880870888686,0.4052906510751512,-0.2846393649138747,0.12070565011357032,0.2554352898749272,-0.18781483675927707,0.29122011073631004,-0.04599072178708285,-0.08035059907035416,0.03651010381789808,0.2478955540311882,0.020135543933733936,0.09518400047679809,-0.2933449769967775,-0.03963614611801354,-0.4242062163411921,-0.0985150264543039,-0.028603877960711163,-0.19566346147168834,-0.07260360204867676,-0.08984905852100077,0.005845980737390288,0.27369587322214345,-0.11995907153511091,-0.15590181567383202,-0.19668102133442839
0.108445839560347,-0.14972440456739655,0.6635904948706368,1.1119324881359074,-0.4919980236276058,-0.41169901961119476,0.09912726116432663,-0.21862206697266137,0.16009459191003486,-0.1607016565655429,0.01292516554517935,-0.1575547835077905,-0.026052505137527177,-0.2492809819787144,-0.10617516733654246,0.1277307831580036,-0.23359120444780143,0.3090660237165451,-0.15899383207582984,0.022649546140631624,-0.3599540530670506,-0.2329621745166198,-0.24436505838705505,0.5719372307530837,0.1003612733474165,-0.0035471048349965087,0.01614113819124594,0.1560712002030183,-0.4468522078927379,0.1389354962845273,-0.2880072838116605,-0.020058503236775205,-0.15879076342964288,-0.0642083384756309,-0.01666824222129659,-0.2029710187512103,-0.358689476392636,0.004052344411783192,0.006950163756636318,0.2462874454993153,0.08814735718555136,-0.2686936115592226,0.025139292478847115,0.08897419495837831,0.07288980132328006,0.04721384383843937,0.23373522388612986,-0.11171153995996967,-0.24564119595817321,-0.11789586958471489,-0.18712412933665798,-0.34474572895520195,-0.026077429145869937,-0.36648921087265085,0.38972713730360803,-0.0768036798577564,-0.08878265538172052,-0.06618567543771962,0.14924482085529533,0.02240192736267651
