TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82
-3.33556692877411,0.20645747002421166,0.09319050045442277,-0.0879108501929341,-0.03916291131927471,-0.03382052144526002,-0.22513386588299517,-0.15031816513840443,0.0011051833088814183,0.053098483793454936,-0.11842598953016607,-0.0008373640036140434,0.010181198226090904,0.030156965956670147,-0.05334361608205524,0.04758500675059108,-0.09045988005728382,0.06764434712861332,0.025184883358670872,0.08642797052181958,0.0004238046778187278,0.010428561181857872,-0.048466711411071416,-0.03904419666241152,-0.024995108035691948,-0.05755762245073893,0.04168982163862263,-0.002338014052920303,-0.03903182625674654,0.0053176260748343225,-0.06980558224265128,-0.06662963759761484,0.0016859312626474174,-0.04576159183902575,0.0974991196883927,0.04809399407323117,-0.061685970569464725,0.02076606986521998,0.0030680206229022717,-0.05683684368244099,-0.038636817676504634,0.027211921754150964,0.011127767628998224,0.012155415538304045,0.02600346077163095,0.05721284527324682,-0.02279959106260219,0.026602534779330934,0.016860844472814666,-0.0006688444835659915,-0.023675930532756174,0.0020220078060555684,0.008891861000438173,0.06960847016760376,-0.036467839992213806,-0.016288277472021793,-0.06931402786237216,0.023624269591421204,-0.026452686211424326,0.018700965925568917,-0.07622852841227432,0.03479966904473271,-0.0029947695447158735,0.04212814786893478,-0.04398382984287286,0.032681648982549126,0.007050193244439082,-0.031392339917469834,-0.008355011668915885,-0.01663591970736757,0.00246972499611602,-0.006369858909015696,-0.04156662258995622,0.011016994044074475,0.028004831390905333,0.0626957656862032,-0.012663689468568178,-0.07920354818929375,0.04799024413783643,-0.029841952169071387,0.028084545545743918,0.0429273073762679,0.003882137099905941
-3.33556692877411,0.21902992951716269,0.1270518082455866,-0.05866085972429569,-0.16977617025913708,0.004668010584121353,-0.19479860357901563,-0.021716649595250465,-0.0881812631775568,-0.02791402006219248,0.05176329502155595,-0.07152950855063571,-0.08529121306370029,-0.037232835060326465,-0.0638212950549411,-0.004014887448404209,-0.0425071843088236,0.06733482205870184,-0.04330956373763819,0.007194380094913369,-0.07746033622525063,0.1352850487693652,0.019973758314213948,-0.03791697983948175,-0.0342602127833868,-0.04866501728353912,-0.041102564055949004,-0.0023849112065707453,0.01775399952132171,-0.1355213775270253,0.018425655211141583,-0.08023854908784007,-0.014571142316205985,-0.009788558608810304,0.0395766117470386,-0.07342952136327821,-0.02578005293144973,0.03922006527463318,-0.008321038956622286,0.009221294374418184,-0.025469758798353417,0.04005107301519586,0.005052755892692171,0.0020249865013408285,-0.01578789307220332,-0.030481307551335934,-0.11425708641642755,0.0144946855370036,0.08736584285308728,0.0015573044428844269,0.015283889079138956,-0.01793885943406275,-0.003035421018262867,0.01315555863511659,-0.01213253746104584,-0.01520600551883067,-0.0003558211874599265,0.08021733359531667,-0.025245728806305684,-0.012635631120717283,-0.09394254094323752,0.0017168160477005088,-0.08010367853036311,-0.02508702443539298,0.005097710975633503,0.03115639149788038,-0.0470277945683013,-0.028624762160377206,-0.006995671648199198,-0.03887128097949006,0.0038073408796291063,-0.0004957520852781502,0.02776252195691479,-0.01848641678716658,0.016094111222029292,0.006000509806065632,-0.015311174479385178,-0.0381017030974817,0.0015718152714695294,-0.05802156611113111,-0.015797859498622273,0.020964346809042533,0.00019630975771105184
-1.75430895079149,0.18880092493978762,0.4897914110168044,0.0766678988244704,-0.021014075422245516,-0.03167861869503816,-0.16713536953015376,-0.16688568312446136,-0.014868057434685212,-0.14174700033110132,-0.05836604536570157,-0.21363450137894288,0.014596381165729495,-0.10156132653612338,-0.014368314291694217,0.025070079510496442,-0.007325919135392886,-0.167927374310094,0.0634791708198111,0.05062871120480535,0.0395295917700438,-0.10868993617705482,0.02232835651259635,-0.0638920446531919,0.004246979699788222,0.09469252851446455,-0.03199236841522291,0.09500372911609861,0.07091013320750639,0.0009790880451713436,0.013945620547390517,0.043250227989077114,0.050642533654306265,-0.0052104253252621855,0.06643066680092381,-0.051449033489231716,-0.019709672905701903,0.06270703449638733,0.03958222808198641,0.06511357489589273,-0.009646164390938322,0.005821598013524612,-0.08507781445254421,0.03235239271325139,-0.05962088654776996,-0.054859974789408454,0.02727464912875926,-0.047901701857777285,0.07194545041368199,-0.12059651462760196,-0.011857843738166155,-0.0023968224957260495,-0.05561651583845156,-0.003061455367695139,-0.04652984784897621,0.041555451982741985,-0.05506576612884949,0.028191130205499546,-0.02552329147508451,-0.04962408950084395,0.012575275278254094,-0.0703108735112628,0.007601686542326846,0.0014407182950416238,-0.017906853019376643,0.05019089208677784,0.010211321506783909,0.0013866932269182483,0.0428015860569121,-0.020336667035695696,-0.03768903863368697,-0.0040656978397950886,0.03166190896749176,-0.0035086997778536956,-0.036222023548878615,-0.0386334209524167,-0.013956417977122246,0.04468263171835916,0.0335876681734791,0.04308667193284243,0.02255766379610226,-0.013963570951933898,0.005824159550439611
-1.75430895079149,0.1767757027567471,0.38605752693483025,0.20592628249750056,0.028204588933030385,0.04399492247950487,-0.09975879643296798,-0.0032658812152650406,0.00864765861416883,-0.08778298528426613,0.11070219303153007,-0.1880251092342001,-0.13110504265149842,-0.09271227755579195,-0.12856828654443436,0.053311308786095905,-0.09451895103696134,-0.07967791608380297,0.012881824613462533,0.02169568151137973,0.2453007473933682,-0.035119610318108674,-0.04598437121172538,-0.0012097783826394357,0.04708562981257192,-0.06439149069985864,-0.031511436046737944,0.14531698785946298,0.15990751131166664,-0.016788874390979886,0.05247307047298813,-0.02848862140650085,0.08147760296093529,-0.09036820898184754,-0.05312469355241255,0.026980747503363916,-0.04988154356033119,-0.01277228263336785,-0.08399137217632892,0.04366019751730567,-0.02816642075087476,0.04330925891965243,0.0721619073565029,0.02947524480397882,0.008071689375609103,0.048957211484486715,0.04851659474565153,-0.01356869281957673,-0.011749577016408263,-0.008471608551976267,-0.01463593532451173,0.033265619117876774,-0.12079953227428782,0.023435704817618752,-0.07374857197503852,-0.06393672188281803,-0.04894879876439969,-0.025753744387543995,0.05900015578486277,0.03462542077812759,-0.0649085970655656,0.036166035484349116,0.004117243749171685,-0.03553603728504795,0.0197755856697581,0.07415908259512878,0.06673186913263932,0.014301065837372048,-0.026248228114368798,-0.010574046466562795,-0.004967194435134199,-0.0193198699911458,0.033624346961356036,-0.012961487241037961,0.04727308672701494,-0.0007300429772602567,-0.0011177455420523152,0.031065947087544166,0.07445865402535139,0.04981098073147016,0.041967047296261176,0.0011962761174085289,-0.04783963638995347
-0.946564987391368,0.212067090338371,-0.20680298158279828,-0.10225609396125097,0.03335038322675706,-0.2226868214137679,-0.09902611882094255,-0.07923245005808975,0.15255077631889555,0.030666495703428234,-0.10200557072490131,-0.07392141868684342,-0.10129846113440334,-0.15970584738472485,-0.07829514504749477,0.0217972861841211,-0.01493826557467641,0.10659502968683886,0.014948236939518977,0.04133933438766456,-0.09262961059092487,-0.09302865855703665,0.055510907544639124,-0.03499715390089675,0.06853757649203392,-0.0025022544976964645,0.09337546774822321,-0.047403937309988896,0.017024721952835123,-0.04963243852760711,0.006878210501047571,-0.05411543130610535,-0.04045227447365089,0.01574214556936647,0.0311215729924509,-0.0019662414367110615,-0.05208976841780273,0.017341685277556522,-0.06284093946059222,-0.08707899673400214,0.049140717917126396,-0.05049574401433336,0.01894790867153331,0.059149017467293,-0.006404164926929911,0.030608845782436743,0.00901946394618928,-0.027678243666281285,0.028479491888809817,0.009788530863572311,0.005187732213695674,0.0734227682172146,0.06289110751738718,-0.007008843348840198,-0.06350220055596319,-0.031477553492200196,0.01263162344976952,-0.014809829094570997,-0.002425803513089809,0.014003685183121596,0.032188646881936234,-0.017441451010086075,-0.0015974313005961325,-0.02392647118274388,0.0425514963911169,-0.009832243300764203,0.016877771560970395,-0.0029815300180404997,0.02738289989302321,-0.027818379094892785,-0.002485013379719331,-0.006361520645785843,-0.04222407028852092,0.018858045196801433,-0.07952861814898164,0.0448732349655589,-0.02470917248465348,0.01763176429849125,0.006741415286559507,-0.03988339852870242,0.03466336798698816,0.014683282728190724,0.045522533701652025
-0.946564987391368,0.17988116313696553,-0.15390253060691675,0.11814876824121066,-0.030171617646305306,-0.06316401327101176,0.09020477748895828,-0.09114455139209378,0.11340804401684915,-0.12410030394048803,0.045065517793938976,-0.12820734282348795,-0.17424474995187741,-0.25507445431805265,-0.053703058982621336,0.07436386069304692,-0.07085104617494083,-0.024523977640105613,0.004818614492388149,0.09029776985853914,-0.02014415501597524,-0.07717200000065742,0.1441485016483832,0.001569624009033848,0.06506285444307854,-0.06292052682351369,-0.04369206955951351,-0.04142832417963403,0.001992274361220195,-0.02382943277224808,0.03927296544223545,0.04843300211290863,0.006191098228017234,0.03737529845195985,0.05262046193882149,-0.07002294261748668,0.12488406095630221,-0.00980838770349032,-0.04470962327454494,-0.060168062529777154,-0.026045139214533636,-0.006217898828858204,-0.0873712622287448,0.046774344484294385,-0.07801542967475575,0.00041812200765430324,0.013851270738502152,-0.0644518092111302,0.03255090871764747,-0.02888223337384521,-0.015187976473452429,-0.05082115229609882,0.018751300028675935,0.04792267015811543,-0.08685762452647214,-0.06995114645007863,-0.023367962858590753,-0.05402513941525513,0.00047949396208824886,-0.06015447044997124,-0.016418705330188157,-0.04266321765577368,-0.012131650972696134,0.04970830282890096,-0.037160837484392605,0.007318929852973989,-0.010774157414909962,-0.03986950316082644,0.012644433540864508,0.015019676216285117,-0.004099976630204685,0.023808270832175828,-0.02008965223558909,-0.036957794016890276,-0.012681775285296338,0.05211780253507542,0.009167934522272186,0.02450964791177639,0.0018981839401907511,-0.054812855342827566,-0.047827393203360935,0.03559590738910274,0.04799769059054945
-0.839253719086909,-0.8135377135888789,-0.2757658455880763,0.019380452175222607,-0.3068224987450664,-0.04254998378119561,-0.02393214282879023,-0.061275671087395664,0.09230376291129665,-0.0013425862098424986,-0.08736184288364181,-0.08108831556240785,-0.037375045677355,0.011931617299142508,0.005558918683019649,-0.09057975100990506,0.006538590694677195,0.0926482046922874,-0.038174474503410605,0.05814369259931189,-0.04076212141778243,0.03105197051589837,-0.05983448451917854,0.03264580311158866,0.06377869445178663,7.517023503878734e-05,0.1155664189392053,-0.06162392106973415,-0.010151738798021653,-0.01766875706876655,0.05621500634044325,-0.0031490789070666115,0.04419065748997189,0.005803707497432514,-0.029479750793807956,0.07660441397869323,0.12813352285484725,0.022807469219169114,0.011724675613654372,-0.0012937396610988299,0.049433901370288406,0.01049526488608,-0.028377305167901778,-0.03516662978437558,-0.005965733806862701,-0.0065302362796741,0.006441410193928247,0.05621797602849395,0.03465589206506605,0.009462495626143042,0.006251520653493691,-0.020440555541131188,-0.015980056966512744,-0.0012231000596911385,-0.018801893367469208,0.05833598630330974,0.08625348979572918,-0.011174200212900985,-0.021195487908566017,-0.036027748782778604,-0.016941251596422232,0.010109969604761158,0.0322113366226642,-0.007998242925611052,0.02744006186558575,0.009838236705695226,-0.004198210291782467,-0.01858470226741618,-0.052284267985173764,0.002404184413960853,-0.025262057446267545,0.009166864472824329,-0.02605547793524242,-0.07213631901406982,0.03174604162004328,0.03854603297726768,0.016075641699917556,-0.016378772855935815,0.018980305387514256,-0.0171661147591746,-0.018714411844151815,-0.05032755781891671,0.004439845080671749
-0.839253719086909,-0.8056504785420125,-0.443661100446515,-0.10594469951919719,-0.2400143806643953,-0.05724486092601155,-0.14351590142816842,0.10431308221581723,-0.07269278702026,-0.03666689480399345,0.012870771194751527,-0.030327134639599344,-0.006455986331376069,-0.050780556625645824,-0.03417134764404465,-0.12661553202155643,-0.07508064815073939,-0.0672095856190924,0.10057465550422211,-0.05077283481652575,-0.04142726579402902,-0.053613387389264765,0.08134328464201154,-0.00014047102937185023,-0.0065953153887920056,-0.02539196177056382,0.09804881667544353,0.036026754594808585,0.024470604524174825,-0.024618909965861656,-0.014160625362660741,-0.007474790184084291,0.0737254542644606,-0.031807157285481336,-0.01278066207640424,-0.017536146649998058,-0.024737689259111,-0.014029723183523184,-0.04322397490883771,-0.02892275163874116,-0.08010203434749896,0.025930927898961245,-0.019825211533949443,-0.01645935182458905,-0.040425011388396666,0.031958994131826415,0.03914544365414736,-0.010404966946909091,0.02931800341193316,-0.07757346725369589,0.01595985374465775,-0.07151389716792056,0.017592414180374976,0.012736808456303176,0.03491092628598458,0.0035410753714891895,-0.0033923459356742145,-0.03028025173289067,0.0019084854872827679,0.048679613377464896,-0.028082150078221534,0.0028008629786898664,0.04873489600228464,-0.02717723489269929,-0.007778611718501884,-0.05110309145536899,-0.008521935225127609,-0.002440364380975931,0.0014191888567078833,-0.06839984306493734,-0.025370017057575755,-0.032855273269708135,-0.03454155533668626,-0.0007135136135662879,-0.03914501320892773,0.00689382924030319,0.02101811227757022,0.029708615121076584,-0.01086131136951249,-0.012190613055804827,-0.02792595923927577,-0.031311732465152634,0.02390250897172113
-0.629508410326847,-0.8262948099971367,-0.1467961581880591,-0.1936892958042476,0.042799958282601,0.14562496329053715,0.04081208207644255,-0.08642932962081894,0.09177238665459787,-0.09439996973375485,-0.035884552890786584,0.026554203050729544,-0.04393783322476124,0.05226949521216315,-0.02660948493999087,0.018880947642623803,0.189721986750267,-0.0054099403278913966,0.1391726680125971,-0.05093768787633858,-0.024387075839979656,-0.04982675999014575,-0.02763868841280147,0.0773652607781143,0.11875277676408874,0.047780690895083994,0.04620876745198973,0.0065716642220744,-0.03915051798169953,0.06644780925008728,-0.006451498117754288,-0.008223365126553181,0.006018224051250903,-0.024003703723158652,0.14747821054951957,-0.1338978255961884,-0.04209751585758033,0.018527175185622705,0.010245544409781685,0.04394281403623413,0.056003972156481396,-0.006726114565724485,0.03964125760959285,-0.045404209397807864,-0.03733312197528102,0.03138604435214255,0.02838738692163705,0.08302367972736811,-0.008147376649429364,0.09381854017200239,-0.009004889099103602,-0.09584362847253958,0.03510003874395256,-0.023727146867860073,-0.0630309530852443,-0.03267627450029411,0.004877805545683559,0.007458627799337888,-0.0016969034984676828,0.06893267764305715,0.0018916952796666103,0.01297731356247288,-0.011675564063126984,-0.006543629623341144,0.03383495890157641,0.02557569922714802,0.01227813943118203,-0.002351685608615802,0.040598694878358176,0.0008062947459779584,-0.02768950025069816,0.021673161558942246,-0.019501287056648,0.023838452967017344,-0.03220040416658617,-0.0014202963143871638,-0.06556929247187243,-0.03199255591693088,-0.015329831431667568,0.008853068812119873,0.005956842107317245,0.06979186660248957,-0.022772084999084407
-0.629508410326847,-0.8310621074710379,-0.059194101901934325,-0.08641673791815062,0.10367748813689615,0.05122039869088002,0.07073202722876751,-0.016547839404555915,-0.025833210923760813,-0.13561194930392179,0.043782930518983694,0.0664793757136593,-0.009365084549153295,-0.0038113675493633187,-0.10265885295790009,-0.046554020895964277,-0.07916566885073613,0.038848829615063314,0.058064804956831834,-0.1497769258529245,0.0073500258552097264,-0.032726035305942834,-0.05726417114186638,-0.03721327970225281,0.009936000622430444,-0.06305667716485316,0.07550941779314478,0.08617278303764478,0.1207613332501226,0.08646339509912457,0.06669393772358936,-0.03138482483040561,0.05979586808030468,0.04586251188784363,0.10084413494130244,0.027235115826998276,0.04188794467663946,-0.017782525318271132,0.050759163485646255,-0.010513340196446562,-0.04621942246577033,-0.049522780255872575,-0.02343493270434386,-0.026940774240123803,-0.09329301224684305,0.01716265544486137,-0.06679774842319343,-0.03457254844397479,-0.00504065595560827,-0.014027471539606226,-0.006155272001669692,-0.0830941062977955,0.06826653906601206,0.06275625582271627,-0.03279267753383416,-0.09598218628162271,0.025458764544994187,0.024132432116263803,0.0436706455458419,-0.049408547265554825,-0.0820096121968928,-0.03493604063509018,-0.02485854293143679,0.04051431594788012,-0.07269688487545355,0.06112095453867676,-0.03307101887496099,0.049920173603731265,0.015188592067037963,0.0005704869664400391,0.013148741121524749,0.025830499987301636,-0.041329880727945904,0.013432027239184107,-0.02264103276504483,-0.021727456555476022,-0.07359295606022342,0.016392306229954544,0.04855113232668644,0.04245090426728073,-0.03077642496948452,0.01900379733613263,-0.02317948266788685
