TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
-1.75430895079149,0.24011122080897943,0.4295501883667418,0.021519924376075552,-0.03630759987401552,-0.07643113349256102,-0.22445897280036192,-0.16346544856831383,0.04760069589828939,0.008551112676223603,-0.09336590803289789,-0.052852481451733206,-0.04285524935300452,-0.013915687741326338,-0.06175102480001741,-0.19546166610780258,-0.017971239019912107,-0.1763900101721448,0.052263231380111914,-0.09809767486891503,0.0008379097563675676,-0.018854213793711373,-0.09495049513166777,-0.0404060561410941,0.03995147770948756,-0.07481300083321274,0.03708703946410798,-0.10990281010907646,0.09810256341740108,0.06714839029371837,0.1319479028595114,0.014728660588324685,0.03378486539502796,0.007327705805258475,-0.07860212425299361,0.07591763890834868,-0.07347526894180553,0.08425814836911272,-0.030868871808477943,0.046706754075119636,-0.03587178765708136,-0.01966699689470511,0.02651941188049141
-0.629508410326847,-0.7791844784110413,-0.23945330779911497,0.07256443331980582,-0.04309121336633307,0.16249518232135207,0.04576853605667326,-0.03705015120388341,0.04781460705626415,0.07151192849187359,-0.04546328655050684,-0.07055716758240384,0.10955009719643258,0.010185244117898087,0.04094914744135486,-0.12356306363824722,0.019005637686967884,0.08021984097622738,-0.08021530982995478,-0.11203962174246222,0.08597664103379066,0.09631133336110072,0.10643944087793933,0.06370359883494582,0.05454196211998791,-0.0433377320878904,-0.024687654977234585,-0.068809155170755,-0.009762640462040017,0.04979266220167056,0.08232238749564985,-0.023593185407994554,-0.043084273371054485,-0.028298723150854986,-0.08786463998095685,-0.05413476462690448,0.05718285153138155,0.035531127086272575,0.022766858081563764,-0.06140446889505129,0.08206060693457734,-0.018915498383769127,-0.09800034807175341
0.638245310984327,-0.7642371543815213,0.35272677889687093,0.003601230853470482,-0.006496698994532079,-0.09816566324832281,0.09366441676719181,-0.08240070934096216,0.048109292929809165,0.011747436445283314,-0.1657765111010396,-0.005642636841588491,0.0674121373178231,0.039435560287220846,0.14827130610390096,0.028254075522481187,-0.08412813515376193,0.0822998126861178,-0.0014174555667665848,-0.2304276866732501,0.09064083712636319,0.06393525263061915,0.02498563831123295,-0.049880182124601,-0.03638846958191431,0.04073366177658335,-0.05283624079190592,0.07068534113005236,-0.040739855010815444,0.005718515509965568,0.011362124157339422,-0.006139820731170858,-0.026289429030547477,0.06747345880308186,-0.17626003272958776,0.020736894076015384,0.07193277032259843,-0.06496794757186941,-0.006214777718820706,0.046201280392280906,0.027722830504036563,0.12835499517083604,-0.03113967319155296
0.085024864095449,0.27513877398130976,-0.4805424580675146,-0.1973209330987082,0.02110240037904987,-0.005704747620068889,-0.14848338527631755,0.07097529055282792,0.009137201816248462,-0.017830539440263794,0.02207951743116746,-0.06172370327843863,0.0607154569144296,-0.0984652205264359,0.030744022417404534,-0.03444553586460156,0.027189328002541778,0.06799921451961466,0.11234438553783263,0.06215645758304315,0.03238823408785037,-0.09134072404591545,0.0811080186891889,-0.0017937271263841839,-0.0031218173849579794,0.05193331351090069,-0.01813649670566477,0.0625990920969044,0.09525085460638678,0.0870436568250461,-0.02087543403848075,-0.01448463426906338,0.0016109737710838818,-0.010768334124541265,-0.037662900674708746,0.0004325175927242017,0.03646679843764717,-0.0053731432401057854,-0.04494040564180675,-0.03514692059059583,-0.01319199339254319,-0.01562806382308669,0.02977712390679125
-3.33556692877411,0.2550109641209164,0.016128867923301777,0.015394057029730741,-0.10014238347262018,-0.039055384792726806,-0.2137369760190746,-0.12230342850566624,0.003419046263061211,-0.12177512188232782,-0.01064345173503568,0.010745727177886672,-0.08654089036683335,-0.07586971375394233,0.01315847555350221,0.088398273424302,0.06276264059465066,0.026453503086390308,-0.045655061712428974,-0.011976028530631025,0.08046624456301919,0.07650460239235861,-0.03387084974942882,0.04839143710475787,0.005927960612758288,0.026011065863790126,-0.06942731384096111,0.0032877509457900854,0.03567778299093377,-0.03567543889792434,0.05385414096330617,-0.032192630373269325,0.076816761524957,-0.03174345241763436,-0.034982210219466965,0.07123776303146163,-0.056669196168047005,-0.04309049960504317,0.0426403104873108,0.04132418407207975,0.02201614831597404,0.04345495734496811,0.03682140922386539
-0.839253719086909,-0.7264479802449169,-0.3299759611016456,-0.373237116519775,0.02601013580655523,0.023137655519745327,-0.017269066710744237,-0.014613383731530033,0.05268900477057331,0.003549923833295985,-0.1194591866463337,-0.027479207167940247,-0.10515049899926526,-0.010458421194574585,0.07131339387949719,0.04746427397149792,0.003176068735788447,0.03218349451619324,0.047697395577663185,-0.030079707075584314,0.02819149561180772,0.06560966186090501,0.020242132995434363,-0.05265650681936518,0.01479037036808983,-0.020042793275443848,0.042489069069411536,-0.01694667244357931,-0.0851618163801014,-0.14263365657891616,-0.009918059636256799,0.020321618025720772,-0.04725784799300355,-0.032533702216915324,-0.020086979434964573,0.018487847549088207,0.11544430216273474,0.039257929618261335,-0.03239139634272601,0.051635948636778985,-0.05524275217181062,-0.012495937405995673,0.029340763651346198
0.458468272734064,0.23693205603751602,-0.15585169521747735,0.1774979814323381,-0.0344294580773621,-0.09327076278045024,-0.005548912918438931,-0.20585504873995394,0.07900192537756802,0.06576384756024488,0.05864017264537558,-0.23747580148407726,-0.16253689745412775,0.048685950332505376,0.0651627854206204,0.011678840412588732,0.0606854170538547,0.1626399004057769,0.03709309857777995,0.07963182355768414,-0.067310061027686,-0.08940616296275689,-0.07853839225294683,0.09400669270319117,-0.006177333968020418,-0.09852318823908122,0.07266305820006552,-0.015115131174707726,0.033698270836055776,-0.006094537751899208,-0.04988056509634599,-0.051193100255212017,-0.024570119837520856,0.06016663269519656,-0.05956312047878006,0.015253118612699028,-0.08885540647386968,-0.03768999611795623,-0.07767680784921403,0.04792020663332711,0.06932674431673437,-0.06699834613956669,-0.07072758798535476
-0.552569765555599,0.27396111595006,-0.5490545794466726,-0.3344964958710434,0.0440275623500241,0.038487933907076534,-0.1606397246206664,0.033724116922545525,-0.14509302813435326,0.052179605273825286,-0.02022444540967196,-0.03841235091974656,-0.10168485235844735,0.018185749834206337,0.06122248069026873,-0.03196666239995583,-0.00011953133518784102,0.0595469871796274,-0.11846220982359584,-0.0032909522777765567,-0.0455820298848134,0.05034197441596912,0.033413210904104186,-0.004862509101728959,0.03882515739841842,-0.02607900088006267,0.007801215254871715,0.07420705656561276,0.1542907130643955,-0.05888620970276075,-0.021190457889403276,-0.06180205284138334,-0.041857100486041875,-0.027096974287686263,-0.04674452906964659,-0.08152251173321258,-0.05771657625004781,0.03798149592190038,-0.04778541058895836,0.13494066113523281,-0.011904683442302978,-0.0386185088037637,0.0012590339062796493
0.964985078500852,0.2172162133926844,-0.019678997192336112,0.469118621820079,-0.01366586939733221,-0.24248458939338668,-0.40771204604081246,0.2155370760897687,0.28023655428969035,0.1056943768709212,-0.12016556647715884,-0.09661116955666395,0.15317257683862878,-0.09097504314130181,0.06356362240713992,0.05351735728979391,0.19717175982143684,-0.06067282833571191,-0.059870857732172024,0.05546381859004357,0.13619718491906707,0.06014431645508059,0.07274798188566213,-0.13506578776558317,-0.019853022307720455,-0.14268286395972982,0.1661035698582232,0.03586501906628268,0.10890611695491587,0.032467430749778564,-0.09026433320233863,-0.042122009317563,0.10169406997852043,0.0345833941122334,0.10896300005568511,0.032788885215723346,0.011995897445337845,-0.06666848628335424,0.12027440481304091,0.024972017931580697,-0.0052478635144465385,-0.030185859946651086,0.0004476569399457601
1.15457215880067,0.22468505944266579,-0.7669569504970593,0.297839151938949,0.7898131350115063,-0.34990193470505715,0.45703151352523824,-0.09084460754561953,-0.09737745767869718,-0.1261464366266879,0.10634229918436307,0.02940523987688433,0.17214171870923498,-0.042931621761134485,-0.024328071760945164,0.17407466683388692,0.07479576052223401,-0.07353452126071569,0.06899856564866408,-0.16518552264674988,-0.040912149350269315,0.005949809248963452,-0.030114871219890444,0.06859996127847078,-0.13769430517750342,-0.15667228678826187,0.07367063843600238,-0.07320160361336203,0.06174787995309215,0.0013991578875373382,-0.09100700520752791,-0.0839360812926857,-0.045994519281971645,0.04486088236167588,0.02113005592485311,0.06475279465522164,-0.026323824649608595,-0.009320888176654137,-0.07566507172460031,0.0037801303067189827,0.008990427801530594,0.06527192030999389,-0.023379914928378688
