0,1,2,TOD
89.0136139232143,-134.03989212775338,88.35252216798528,0.0794990334380914
90.28975540498959,122.0910406584323,-43.09015807412662,0.045072197488958
-117.59845196104362,-33.45500643743222,-39.149001723191695,0.0
-6.715391958933701,167.1783864907281,26.94074159205704,0.0169665814343902
61.26601285108302,37.79156411840245,35.17490244761751,0.0661673237451101
21.306500888381215,197.22467921267173,8.473211787088202,0.0231052980216988
41.92626146392039,-5.226151953840372,54.0626143687715,0.0150851573643769
-147.8310545281061,84.70736578311855,77.3621014047674,0.0752923830556955
-314.39113364468886,190.67788751756046,165.37482335399915,0.139558348672852
-14.712010906255214,107.73046605716725,31.28641088098412,0.107280811311094
-38.46568060794274,116.76951356962559,50.11923055967999,0.135406575753586
106.56042479451655,202.91173841325897,27.36451842758276,0.0891343463588538
-327.3904126797097,113.92520794257187,131.10051662729626,0.171625973012506
1.4881806649153604,34.61712469314132,76.94680781687457,0.229828892809245
97.94849035008464,-118.25034210357867,436.6466362679996,0.184088387385226
-219.3136986400962,-121.0494914784964,71.0058807673625,0.28516004385258
-170.90909808116083,-65.63150385845833,41.75379478123822,0.350777678554565
-56.68511186162391,107.87711805733338,194.26649189442398,0.351338121287886
30.20302772288042,-56.05744439119777,-71.9002113953662,0.413076999068102
-98.7260314000098,-41.31239021216552,-62.77951169311891,0.424477944114366
-79.30157198580513,-108.22829326175095,-15.978692610930963,0.378242419927555
85.63727253174258,-139.82423756625013,116.60577992094507,0.379636535122511
-6.444268123049298,-154.85489371697594,-67.09291197457112,0.343994424374285
-198.35906653547633,-126.86384384772936,-6.662726107328477,0.484178303533666
-70.20767251383614,-48.23049973425122,-55.45585316061609,0.445506780006983
-271.5029865294252,55.460216341401356,6.26389019099232,0.429953692741648
-178.0674272210983,-131.4177682855039,-4.744218797460603,0.442858856580529
-92.70763814902726,57.83371137709316,80.49924845815698,0.495037025992243
-203.35910945945383,-103.81477601682914,-26.139586441768675,0.45978996486202
-36.81990724503191,12.970777530894983,64.79094226645707,0.42755674488918
-223.03624707420474,-153.98562683566237,-66.64790460895473,0.460736050960286
-62.61140967123485,-62.90644421364587,-41.04953889465766,0.484182793335954
-202.10855445932796,-125.6156003392587,-72.82106333160554,0.479896784923484
-24.622377965125587,-15.529177931895559,-74.15833848770319,0.439257571006539
-90.019138641454,-37.01571496060735,-6.046870190814803,0.451996710124293
87.31715037074672,-183.80242251626748,103.5978140845482,0.463281442569216
29.140185950519093,-88.0030054583725,-59.870577618110694,0.584168152864814
-125.55540427362655,-49.39378713300687,-79.87365391866602,0.542240045223414
-197.19570146121407,-132.91707156970418,-5.7134519677480275,0.56851935527876
-188.65787401790644,72.6549713157731,-37.20511092530002,0.540629529544199
-307.92093530516365,-112.08403324151077,-75.35418734786644,0.551509555410185
98.98183204044695,-81.12262348579614,-114.49702634253264,0.593972935364729
34.03391262804408,-84.70534349098364,14.627713256096042,0.586982785430344
126.22046653304677,-26.298066514012493,-75.41070528574694,0.570873945526372
173.02683660185085,-8.467415727113824,-62.33567662924018,0.53862780485368
101.55231579015486,24.353565691903455,-113.96493925427012,0.593956528592839
-216.66874992423357,-95.2585593763678,9.745389563622242,0.562589779560688
-34.7897438423011,27.337425787694304,-32.02807357559641,0.592459922794371
-143.77056981995452,-157.47156738965603,-67.85697210479258,0.524067924013543
-258.6584928466341,-30.167838533375466,96.93048754529288,0.528450835128453
-165.90242594177369,-87.51800884537435,-1.074421212477155,0.583380487053031
-79.70201349252122,7.511807885235776,29.334891581452982,0.573155116156676
-240.89256884149572,196.04733016350627,61.77611344933078,0.64880214326323
-87.71963552930126,-40.47100237181791,68.45237366334626,0.602734284183711
-114.34283040306939,-4.721384089932986,-7.614306803295331,0.62405631827179
136.85994110052272,16.11036289680819,-48.662857775051044,0.661028947998154
66.81225642376546,-3.747583631149938,-25.20590654951266,0.621175342787369
-79.61836287587913,-92.67801248266198,-88.31111303951175,0.650838524144778
43.96106339523926,-77.55940721578641,-35.41045021422588,0.617229965447586
120.28790204405477,97.79134991791723,158.71629471562213,0.624223988471987
-1.3002002100348702,17.014864942238244,-50.17126776902494,0.6613477531913
149.0914995731489,-96.46533286276049,65.79298542003743,0.615868893619095
37.15443142764898,-23.68328576428857,-57.39027903669617,0.617344676497918
94.04215087568896,108.94585778815642,39.31594286104527,0.654490483395439
-162.17156102675193,148.95345683526966,-10.700080455326283,0.608946292252553
154.60829774289255,32.40531534443006,-87.16260345035339,0.639985637085333
-33.85500670275598,33.55272633792539,4.845268076370839,0.644765141610408
32.79480186471768,20.996984275816843,-80.85639910682733,0.675535859502616
19.88471416577455,-27.177472404125773,-135.65424648898463,0.688751354925152
-65.03695885266738,-36.74633524094403,18.086030048331242,0.756384362275776
-61.22450749474618,6.294921417397486,-84.06271385654614,0.691732488976188
-127.77194931314877,101.6635230680308,-13.033273588054577,0.760838717945218
128.91798723266567,16.58777953388029,-71.37321398491075,0.760645670741211
89.33806717206947,-68.79239899402262,-27.75542617037564,0.704402669690177
233.0982252660121,-19.236684757664854,-67.44020580780364,0.760017851229295
-3.5439005608706595,-57.837708160052145,22.187450457876643,0.747736128202406
59.24047035747021,72.62925973793419,-31.673704973207155,0.711239224373346
125.55770397518292,42.55215146582041,-55.22283433580956,0.688238740774931
372.7398921005831,-119.68669062165561,115.22461055166131,0.743344997310101
