TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52
-3.33556692877411,-0.84437872643755,-0.4676597063314942,-0.45204718180289444,0.021260763797136727,-0.17963619034447761,0.1722318391137571,-0.22152807033878755,0.0457059522934606,0.01979638861846585,0.10842826472464562,-0.33584938940251524,0.030912879990612756,-0.1493927964816871,-0.009380318268543542,-0.030513584188629615,-0.29483675546561905,0.3744469287844966,-0.16241528794386847,0.04845458892797951,0.3468573861690371,-0.13268193790428806,0.10584730902316838,-0.14758786703968885,-0.1780517075022386,0.14599950932118028,-0.15984278150602496,0.06324462732091093,0.17560772026453633,-0.020783606858494796,-0.11304064335313456,-0.19775625457069584,0.08136441366568901,-0.005602061532039738,-0.012813792979155816,-0.10933049119481923,0.03752390899708207,0.07718119599339185,-0.11243616075172307,0.08026986026208142,0.04585192681099643,0.03741685169083797,-0.13772479572120752,0.002267881470382642,-0.000394614735412235,0.002121065875245681,-0.07566636246631635,0.004915155191537098,-0.09374112409665021,0.009469853800392268,0.00929428672119138,-0.0022819381069139467,-0.0071173392778181716
-1.75430895079149,-1.5841590177248717,-0.8604635329066368,0.32038762194875803,0.3649849048631636,-0.3859168388966761,-0.20630391656763722,-0.0037343835544708095,0.3656572473899194,0.032244723115669935,0.0688834448996795,-0.008659440710871942,-0.13793396636218522,0.004325443658723862,0.10686953114736626,-0.3791669361593519,-0.2614333845661426,0.00815709452303991,-0.03284798105078454,-0.13499329831903564,0.04783166999378175,0.06243651968206963,-0.017692921210772254,-0.34947547428658415,0.042720201277138624,0.01829952770692387,-0.270838668249312,-0.16894043003392684,-0.0697302495511981,-0.005123533174359941,-0.15166530975182949,-0.02384998054542872,-0.12132430890743774,0.03313263956287225,0.10593442330514839,0.003139297456694615,-0.001992883482757847,-0.06662288833751498,-0.09383948307932907,0.04553592791865924,-0.006310639967110399,-0.03362210127226254,0.05982696655717402,-0.005099306577840795,-0.0046948461993795,-0.0033783210296463146,0.03566870463841165,-0.005589894992283791,0.10989297636959787,-0.006816920891610887,0.02169797922015965,0.002469391754592056,-0.000856183422494991
-0.946564987391368,-0.7184736820825866,0.03481457339680056,0.3293063767869616,-0.07970563551764323,0.11156210640469406,-0.17650854802047808,-0.06124465141972221,-0.15757452559097743,-0.03494286158770261,0.050034731127609935,-0.3276039999096153,0.2702556575620574,0.02339870125949145,0.03969563960256607,0.37608912432004993,0.038801351633717264,0.62540864293144,0.29478869479109315,0.008096177409961066,0.24384678986646025,-0.12314048430063007,0.12159772134828593,-0.07814698502426777,-0.2805850283316588,0.048145879341092934,-0.1648799202051137,-0.02891344966884508,0.12320909539065975,0.0014865393189179132,0.1846261400757032,0.19057363750384101,0.21086951615881339,-0.013267609205907756,0.12172137444259523,0.0196103236335928,0.024532906487453387,-0.10694668965696592,-0.09438254146429753,-0.007333683628649715,-0.023833399246107157,-0.08550680709600925,-0.022446546637538357,-0.0009567466292723636,-0.0002231690026961074,-0.0022976060261213475,0.0353225912539757,-0.004631495489904133,0.10575050353265639,-0.009585127394022822,0.04418929258535973,-0.0031508273805332483,-0.0031282442243692403
-0.839253719086909,2.517771208921203,-0.024107308260224614,-0.07525508979868896,0.03996574632559692,-0.034320047014953815,-0.03343336906094001,0.028217761651816567,-0.0017250716425216924,0.037555657299227385,0.011663350695093631,-0.005615943780760118,-0.00237908514109178,0.005205959178591008,-0.020819339576911504,-0.0009257769310987109,-0.015950929478330322,0.02050971362161387,-0.06005710216326965,0.026396204362546225,-0.037262589318744696,0.133362814209884,0.13519282410505956,0.004632609479249895,0.004306776703765413,-0.004704548654111777,0.004924785117297092,-0.004192672120519962,-0.020275650744082746,-0.27097990648869563,0.028001555369560706,-0.00269913894142978,0.02960513331126251,0.4862538699474399,-0.06665658445816594,0.02604741927540492,0.21650736131171242,-0.0030716804085583983,0.042483397180603,-0.0333668760780766,0.09778611417975756,-0.016162536724307067,-0.0006861718916682801,0.03851689277519206,0.030754319171418416,0.07596621546170938,-0.00488023153539867,-0.10336689686324618,0.014571206648128148,0.08883145105514968,-0.010829182692143665,-0.004923768511059735,0.014997270737747861
-0.629508410326847,2.8411860887020945,-0.04580518937550918,-0.13156156811799063,0.052512811136541826,-0.015850130542892978,-0.027702045904370327,0.024925350722427863,-0.001681275997644766,0.070786769805067,0.007601143385905124,-0.0013150887556449588,-0.008392095890299872,-0.005589719143928282,0.009086781065760307,-0.000635783073434065,-0.006204239269836134,-0.007009908604386142,0.008916053686158928,-0.0007181383914251055,0.0016160857620009137,-0.02307272784334189,-0.024828387334927836,-0.008362027411274519,0.004107486131757461,-0.0021144407234898136,-0.0015876839133588073,0.0008296689596374691,0.0029663667924483958,0.08359503235006252,-0.002768051033532579,-0.0003891228169638822,0.005917216548100498,0.059643536969546156,-0.008308612528671006,-0.003934377261418431,-0.025078488053617377,-0.0006526500656998378,0.006286092685159884,0.03885318412007091,-0.07643474506243035,0.01290386997519835,0.0004706827134590966,0.44334745643087564,-0.22270981469019838,-0.11876420398764681,-0.0003889292630990397,-0.018328102105618378,0.004245290425460107,-0.033405251126645615,0.010175542030753031,0.005590879437167072,-0.01746293437136801
-0.552569765555599,0.4776283540121514,0.3107274193342931,0.21369566717939104,-0.08926735629055914,-0.14613998829569688,0.2023401346748965,-0.11353086748020409,0.055575350961508785,-0.0019654608648144722,-0.006185997927063296,-0.11060083102351223,-0.19087351562331323,0.014066195398701813,-0.22694276280915726,-0.19530623858699114,0.2813645038820193,0.06554977176241077,0.08503883016613895,-0.08431699695181902,0.09044517232759251,-0.036856291338073,0.05325275594399777,-0.1894458949430602,-0.019507251498309144,0.2516643863602958,-0.16589646455663826,0.20322779294178614,-0.11466893902598833,0.017564416964416664,0.08607203957298602,0.002183534948676449,-0.15496592039161228,-0.011098468422151212,-0.10276912705428987,0.13845223674972315,0.06746010977770996,-0.11569760902037472,-0.21608249307204702,-0.0461557640974786,-0.027114872908896845,0.11512519355740557,-0.07205231396343156,-0.006536562971615076,-0.00909364530323098,-0.0004951733549279626,-0.08088152535766226,0.0025954181944438004,-0.054892697553865236,0.006635936250348369,-0.035306053052950745,-0.011340462780032527,0.00955453221725542
0.750610688492847,1.7369091991407473,0.023116669079430496,0.04008337335284871,0.022647740036888162,-0.0807411212125329,-0.05522685038293534,0.04376240856642101,-0.007702659732882148,0.031545031828640394,0.022902743815611644,-0.01421858725448135,0.0044852143971873485,0.020935049340499143,-0.06533769896932265,-0.0016330767782027258,-0.03150786571829618,0.05144429911135943,-0.11988704750090186,0.044917766166743374,-0.04513577404801801,0.0005607976615226439,-0.0609488147145581,-0.03377231677486069,0.04422241997774422,-0.024659536074230225,0.04318536128144694,-0.021079016306952032,-0.024333941780386798,0.05298805006976494,-0.08360668112429522,0.0038561932762370657,-0.013179776355602158,0.010521103356461848,-0.046585848878545055,0.027734807161606468,0.06435200250320189,-0.00852766380225378,0.010953241885153958,-0.04799106332210317,0.028582140349389832,0.0199294137258513,-0.030251153349373876,0.02918163719600355,0.018365868141058554,0.015072836702181522,0.010233875649559984,0.009414123799331032,0.019516351296312143,-0.0754694729880332,-0.05520709649782288,-0.028255566258944813,0.06444391158407306
0.933069430133357,-0.14051736239487933,0.6023236144356086,0.0671501269593307,0.19487353822069528,0.0858329868321594,0.09138309658250961,0.4767313083743749,-0.14765867910805439,-0.013877968718610842,0.23690258337731815,0.11330695970996076,0.10624137781076651,0.4598221837668913,-0.20321909759205076,0.0068512879281802525,-0.0031603765945902337,-0.02107061467298039,0.15460413682885152,-0.09531686382856021,0.3090704983948995,0.0981550331376049,-0.043763791582617104,-0.019813435795478434,-0.3142677432270889,0.15340905024285928,0.16136299145650201,-0.058988429896164755,-0.09168797230591144,0.006736521798597293,-0.010566191162038571,-0.028902613650088425,0.0057566983729979,0.015109077937890555,0.09344163713858711,-0.08532385874826741,0.0011043003901928525,-0.09440131705955367,-0.06831528782146021,0.12411225851214826,0.04198325431437147,-0.1330775904869947,0.03225625824672913,0.008637994264636526,0.009310443714910565,0.002295106918655056,-0.019687791078074442,0.003183957402166705,-0.058781983212592044,0.006123025757788439,0.04167986476874247,0.0033341765741098893,0.0001355639563959289
0.964985078500852,-1.022960721363383,0.5755713653718558,-0.4256048857704849,0.9395643876501535,0.007686564482183214,0.24170240534226708,0.19978543206651214,0.11341222653280972,0.07025056752731283,0.6669962676087152,-0.1255342640614582,0.33805471466301096,0.4916025732687526,-0.3456119674353596,-0.21873646742041336,0.1271346009246449,0.36352158361374504,-0.12086463756230942,-0.16859746764405423,-0.1699696458619343,0.031399767768355256,-0.08504980374095998,0.08097517820291959,0.16662723652993774,0.03420905226454119,-0.02275537623195751,0.01664178649923706,0.06873701831323067,-0.007159660554006941,-0.009695514892317448,0.028709449388213883,-0.1262582523086681,0.004287092650529619,-0.04758274395279271,0.01243890230173293,-0.008093326817546775,-0.004803198775881277,0.07636061931061047,-0.09046740644509084,-0.025990981790504707,0.12352022647396407,0.020754753798343867,-0.006393938852960138,-0.006526466222005706,-0.0011656357873660033,0.013717799707387382,-0.0014189248808908442,0.01688936068283665,-0.0007724911855658624,-0.01905969186793379,-0.0023399965146808765,-0.0021893324483827107
1.15457215880067,-0.1931537822889038,1.6117950831755194,1.1428290660550946,-0.43534100103801593,-0.40404869867684834,-0.4821825589370146,-0.32480425677147823,-0.2403557203223135,-0.05279115871510414,0.7870612562574657,-0.10211350232239301,0.07604798784448792,-0.27937339541444484,-0.13280995780195087,0.022977401308440056,-0.040626749579379326,0.03161781839590713,-0.0812994314639015,0.04523731997090838,-0.07447523666964559,0.2243475571732789,-0.22134892834865327,-0.04533458890155096,0.09691600194209016,0.09822240909680761,0.1578691021558228,0.055043349163660084,-0.01942449020841261,-0.0023218409532396165,-0.007451474395010086,0.0009098937891641665,0.059608403841926366,-0.009939560545239272,-0.1076742767398282,-0.002084493138720551,-0.008031141763101494,0.014240559601287058,-0.060402437804170504,0.06556970590601569,0.015763230562136906,-0.01934273822974638,-0.00856848345946437,-0.00041754473570919436,-0.001226132541168735,0.0003607209359704104,0.028704094219231892,-8.814458231928794e-05,-0.02686543146009268,0.007353906593132516,0.01763548672475989,-0.008721573839058657,0.004136659189453978
