0,1,2,3,4,TOD
2564.7709317308004,-7625.026510400076,9542.76890011741,4056.2375146974705,-700.3231588396749,0.0231052980216988
1842.3364684494993,2299.0916450038485,1596.853114125029,-3109.0508669146966,-3684.2938380057026,0.0150851573643769
-9676.231780961201,-1647.304455749861,9151.687306422637,-2960.437141939856,-8145.94786137049,0.0752923830556955
8002.370516657888,-7976.900978789213,9161.583617830162,8618.804307639663,2127.9451248224154,0.0891343463588538
7272.255018308858,32666.529509952336,20998.94013534202,-5131.023501703738,3737.246595235236,0.184088387385226
3210.8260592943,10926.13563338851,-6270.01608163505,8953.531640637395,-4721.066599145191,0.379636535122511
-3448.7718681594483,3445.247323343917,-10043.382977396921,-2990.3450033858726,5988.105219919092,0.343994424374285
-5820.2314486058785,1302.0570584946893,-5097.116115143665,-114.31967636097798,8001.756085190053,0.484182793335954
-17949.94864067891,1888.5240817639083,-4317.254631533524,7607.4547459591595,-3714.340318494091,0.479896784923484
-2818.479101553169,-2813.1229720157476,-2554.907932013542,-2293.5878460374724,1666.2704745363912,0.439257571006539
-6926.27906542673,1363.6934541226155,-1517.2735139904678,-6073.321204274593,6770.778767137201,0.451996710124293
3319.414522472464,14605.707021353235,-7900.546950635285,675.9087888307051,8727.439295688124,0.463281442569216
-15838.97998873346,4127.828692147276,-3363.4070357903324,-1292.2331708196105,-884.8250572424479,0.562589779560688
-3079.3119213327054,-3457.394170547989,-162.89803584071947,-5011.8968288730875,-2396.0390908154786,0.592459922794371
-13437.154478359871,4718.980755149421,-8232.288655860342,3728.0493508200475,-25.412643881161188,0.524067924013543
-18653.763426037658,6058.559644838162,4153.9274877469525,-422.5806463155242,3089.6810602521095,0.528450835128453
-13326.652455868241,3287.695160015654,-2442.9282110067447,-714.0158435116992,-3135.9019319037734,0.583380487053031
-6881.083250297714,476.0483641139318,2005.0442332042244,-2389.989613731608,-3109.204821104651,0.573155116156676
120.57926024608682,-2195.901823230412,-4737.52574721884,-288.8320078132988,3024.7542229040055,0.617344676497918
5406.258701736833,-4205.784965731351,2819.468197559242,-1662.7805675889501,-2725.798317985922,0.654490483395439
-10329.209325918355,-6469.8007092512,6502.653521925867,8228.689144808845,7263.873238799743,0.608946292252553
8620.265478115223,-6113.674259873886,-2466.6368875727726,-4594.921446375335,1783.8150089478738,0.639985637085333
-2845.842622502521,-779.0031854081943,2930.6785168868723,-6425.636689845604,-2922.2629596579513,0.644765141610408
874.6261262704603,-3833.4290474698278,-1462.0927472942267,-2722.998218842459,-400.1164037594653,0.675535859502616
4064.193707435553,-4788.590333137024,191.74037620079676,144.6738281675301,265.52017102225324,0.711239224373346
6595.309604606869,-4630.318345295643,-1378.7484591833318,-919.1295073698797,-687.332707991505,0.688238740774931
22157.293300559228,9711.557419310264,-7750.012636459801,-3596.9305890262253,-2579.0629028941094,0.743344997310101
-1072.0577516907633,-5018.906413088578,-1931.589119000605,178.26152350060073,483.2109539226085,0.708228372152003
767.7423039263053,-5669.685408404327,-1596.4489504217297,-2683.3438347327956,1505.1949610683396,0.688209385099622
13500.19742854974,6794.673883427597,-8251.224296853467,4751.77524714506,-7024.192345654621,0.821174261430976
6633.644663274831,-3027.1772335664455,2398.2032372627536,11003.899122164154,2923.2301225330575,0.834529330866635
-3640.860063046666,-1653.1816835095951,-3595.050592196067,-2415.5084184136795,-3361.262225666284,0.831597626239955
8625.781861171858,-6375.1982674790215,-2631.2014616627384,-5131.080198039034,-6.241894305074894,0.816266354757549
10957.662986674872,-6618.6603842232225,-2265.982291863367,-7832.056391872135,592.575422677846,0.887351482017123
-7419.331100468432,-4157.288189559558,8250.607328176182,-285.06921542250336,-7025.063201201779,0.91996911287191
-2254.974889940737,-7728.12709714514,2658.4954546128242,-3621.341671866911,-124.19802322054345,0.933838364986919
9215.410385531479,-7545.774431437488,4303.582843552379,4858.118656896055,6707.423823830438,0.916967103902241
9795.11976375029,-6490.320107636089,5464.567932212978,4076.166952874902,2792.2273144207124,0.969984756266566
5088.757827861023,-3073.0860808516304,1488.4480115185747,-1658.6673476958913,-3651.352855483558,0.976803852985145
6784.346262958155,10221.327407376039,-3650.716884123479,9459.52662463189,-6426.808704283926,0.988429803727533
