TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61
-3.33556692877411,0.2022835283285617,0.027796030699263372,0.07969184016758601,-0.04433218480459066,-0.018376656346921896,-0.21252200474600266,0.0873405140486686,0.005024029558602027,-0.1091636240677203,-0.0026916624366110564,-0.10040982230213477,0.006100952258671273,-0.06284242189933494,-0.05147935409771449,0.05987164739147669,-0.0040020749306846695,0.04146279307874829,-0.011626814766117587,-0.026865283490942485,-0.07456863457754581,0.012535683364645965,0.05425134060905105,-0.02195065488836924,-0.02445611748867743,-0.036876280056276585,-0.0975919658692757,0.0009184222742689315,0.040256143476590525,-0.06838789828641557,0.08557253581072162,0.04177348006005836,0.08973406192888883,-0.02160422412103348,0.048699272298453174,-0.03260536872295221,0.004236758591307643,0.05911999217407882,-0.020127125490994217,0.03787619529257672,0.03397890286639105,0.08763932566749331,-0.035040567296029085,0.02710974069423942,0.025549242153978677,-0.008595584052190615,0.019490075755161897,0.03153790225751226,-0.025376199142464993,0.04674927562953021,0.03348525571876162,0.01347220912969703,0.04802911296676153,0.004774885454831259,0.10023768874761978,0.005145739991006798,0.0076012440426094655,-0.00028817724929450635,0.01787237713710825,-0.0051051440383591724,0.020236292596695942,-0.00376307791692309
-1.75430895079149,0.19576002467251621,0.43902635294289405,0.03354147818030059,-0.09128346349799397,-0.04638570397744759,-0.2064691536946063,0.1589533134088541,0.08919008539762738,-0.010776011702991773,-0.11256484352154218,0.0031894088074033255,-0.1108962794282703,0.00042046323137691344,0.06214365200075899,-0.07437967331629389,0.07846987842959982,0.07635550475158684,0.22715383010247892,-0.030594824960139395,-0.029794902770954052,0.0866091090923121,-0.12630976588521733,-0.04024625603023475,-0.04849175662539951,0.04306128733035498,0.0011723541471082891,-0.025832403520493985,-0.067437702793664,0.11159686892023095,-0.09309597296848098,0.1738687231897263,-0.01621435302157875,0.012138671570010452,0.07891838772823385,0.0611884421370552,-0.04018645346489697,0.04289859811318381,0.019338361039275883,-0.021834149470720456,0.01595510459729675,-0.039471381179155225,0.08673369885969084,-0.050082298679463275,0.005638913227391897,-0.08035628597853609,0.017612825356128754,0.14659160603507423,0.011185434333274862,-0.016919011775655364,0.05295107788672416,-0.06766586702043464,-0.03771190226021675,0.0512631704757873,0.08021138476911327,0.02904473007337169,0.0036368973731479575,-0.010082433123286404,-0.024290238437724453,-0.006566978194016366,0.033648419809912115,0.027736634429837793
-0.946564987391368,0.2067791761757929,-0.25493726557334645,0.004319857511500549,0.05988923776009106,-0.15719114763666947,-0.03961099465448164,0.003147717035059524,0.15138393717931878,-0.07097861580556707,-0.08452356834472814,-0.07348397396406846,-0.04365800101675674,-0.21432278998343685,0.04192068501060214,-0.0773273673555487,-0.014136816735500225,0.09264534529786642,-0.03188233454246772,-0.1551813574731324,-0.09265483661871203,-0.01977983455646398,0.027687876197560777,0.066352240278288,-0.11809050350756184,-0.021194448624218525,-0.02126447409318508,0.060518239729368345,-0.06196018289821332,-0.020776061357702245,0.03270625528448769,-0.07835941587824595,0.03880497484774535,-0.040214072652692924,-0.039586650428908854,-0.030384150164337036,0.017305430783277318,0.009903977123688195,-0.01984782298519175,0.04062546439285416,-0.013736665389959166,0.08984104937416872,0.06720571335444873,0.009076463355971717,-6.143930113262844e-05,0.002750032690714555,0.01543417835702079,0.012947022399839683,-0.0053600317522603455,0.013940341804326274,0.02891081545064108,-0.022642574373117758,-0.03431800087303093,-0.017344311246528125,-0.002518797252500054,-0.0006802475117972709,-0.06877961656579933,0.053791105867663794,0.031133156416059755,0.029258786432102515,-0.04247739050053242,0.08009720477346087
-0.839253719086909,-0.8122324504628565,-0.32288275938303107,-0.05581508565159131,-0.3190160221780679,0.004859150268161987,0.02767104169388665,0.005744842284923439,0.07271378923264947,-0.04824566717134885,-0.08775037088731988,-0.029524014424812454,-0.02739610410531388,-0.08072612268016396,0.03617973054357067,0.06429175622780192,0.056044853390125056,-0.050015434146102516,-0.022443376288970533,-0.015194081550885854,-0.08140274047323796,-0.06796238871265742,0.057536560912288086,0.013359428161911465,0.03309177027828355,-0.03982712912594836,0.04315144713047669,0.02887575218037563,-0.00441788679611043,0.07040958343542085,-0.012490430939054957,-0.12957734178772384,-0.003387826863769449,-0.020729416910376854,0.07853830273898703,-0.019407450659344783,0.018410325163301797,-0.047573796145473,0.06554307900821423,-0.06383324732926392,0.05367064818858636,-0.06433868819012432,0.008777465271737889,-0.005683270264073645,0.06196318882967779,0.02372619070186338,-0.02181326919562361,-0.06355479137933293,-0.016195782733604246,-0.018085044214485608,-0.008072242078157295,0.0369924650732365,-0.046090824751468036,0.09320254259954024,-0.005319917180368283,-0.07890451165226404,0.024673513396105313,0.04057497627438685,-0.006760135895601974,-0.0279176626181684,-0.03775270009687529,0.029565734442125503
-0.629508410326847,-0.8420914166223143,-0.19804002104907226,0.11767789040123983,0.08418740489070982,0.18602136232117503,0.00018513981843258024,0.011540055926678098,0.024991371461724216,0.08903291272772039,-0.07284679030067778,0.032664472342223465,0.06545824906162673,0.07361234932136752,0.087834744032048,-0.08662747760065113,0.08497063102113685,0.0339509643474814,0.05877420841637266,-0.12008457289505832,-0.0018711023845723335,-0.10465789689026302,-0.12297288911943638,0.03344374409404309,-0.0013013323542946807,-0.013485744145755655,0.006659509650997144,-0.027195747021042913,0.06932852167945935,0.002295054644735328,0.05553022358907684,-0.07192463387278188,0.13256660997540248,-0.0001888954107361775,0.014118275264537662,0.037534696330749164,-0.10896732103618491,-0.020986926666982167,-0.022311300680891006,0.06776983646615396,0.05957877251428208,-0.06099033336318475,-0.04347659582448444,0.08958169878742424,-0.07306158793458552,-0.028848511247908316,-0.043890604566187125,0.027991061393883864,-0.022938894291281372,0.008421606814803211,0.005295868192043086,-0.00021845517911962012,0.07268102666135672,-0.03868713045522984,0.05014094246720543,-0.0022338133787826483,-0.06154869841337693,0.022927295758121677,0.032948444921449965,0.04534453314641396,-0.060079886192891084,-0.01850226657284507
-0.552569765555599,0.17885486423937577,-0.5645581030213538,-0.15243665891624367,-0.26429491152342255,0.008818566834896893,-0.09806564238191555,-0.06041547514656636,-0.12507609998736435,-0.020463837202139974,-0.033781554810801924,-0.10539093175312958,-0.06905039870188631,0.006528968702650394,0.11754500073458114,0.10587555645069577,0.04029479970812464,0.055460078266147246,-0.06363023291440706,-0.1087001077104278,0.0762047935625785,0.0031865143359422437,-0.004894418443896365,0.041895906215746216,-0.0298566764636676,0.0306666782316578,0.08962292697384965,-0.1005538722072976,-0.07638607732970391,-0.11692229786324915,0.03640171855093971,-0.022481807403602953,-0.04568852633486632,0.06650156126287389,0.0820178832639178,-0.007187347427604915,0.004959975466141455,0.03187305865692115,-0.041811750758244295,0.04932399454352232,-0.05209931509969492,-0.03774873867548999,0.0954978229701737,0.03571595888598244,0.06746721213174692,-0.06296349855650599,-0.04179534619658379,-0.038524516660965145,-0.04013347866847371,0.05026005376569962,-0.05383105591375189,0.004153259646028784,-0.047208432148012965,0.0035254342261123862,-0.014074314610184484,-0.017150998274129005,-0.045336321290487584,-0.05914548901938094,-0.05835696843900925,0.0020576059274978425,0.03489596409692404,-0.023362368609238987
0.085024864095449,0.1947522122091391,-0.48657087374827535,-0.08626613966439418,-0.13861952327197286,-0.02250809074243423,-0.10478643823192346,-0.08101328681634269,0.011174454080752586,-0.003763719289968703,-0.03093872815495449,-0.03241092894283534,0.0787330487985388,0.16839766981977886,0.011275283697972916,0.040629472540130065,-0.04480341849467965,0.013818363676277836,0.09858710316432136,0.08992786974394876,0.023807600694521338,-0.010437309208871953,0.014451066908958268,0.03085532551550313,-0.0037036386391556117,0.024387078999053173,-0.04182264772935471,0.015167895850722665,-0.01701245502000159,-0.10539647712731139,-0.0644496397400742,-0.05810659727862007,-0.06623187390305761,-0.012781593056465179,-0.0008315215719494725,-0.02204133321230064,0.037504997596192975,0.02037205687734738,-0.04701354716142204,-0.03548686161049495,0.015035951557740538,0.02177716722119131,-0.006057002801041737,0.013828961139741053,-0.020184376216703766,-0.0614797637682961,0.03522144011973652,0.02494429687096639,-0.05781764240855359,-0.0031889007533151565,0.0007600635528111488,0.04164209013021086,-0.01205390236029375,0.04569304129017668,-0.0031911955486532096,-0.04615530997254537,-0.04987009065400612,0.025979156474852914,-0.014028837239585873,0.045008225868626975,-0.012861166636724064,-0.010544477818943127
0.458468272734064,0.17653530969771708,-0.11804558129268047,0.05891505622412479,0.18181281628887605,-0.045069017661444666,-0.022059116937462406,0.2244791462425935,0.07277540320892645,0.09455739484542458,-0.0790947379609972,-0.26347862420423823,0.011549422284104192,0.06290092566086017,0.14348351117779964,0.11486605605841549,0.07640484184928117,0.06727591186967821,-0.08892417637210699,0.11421111397875428,-0.02707051188069971,-0.05386829720347888,-0.007646288574292153,-0.02169397682661483,-0.054266914521587044,0.03802592562050213,-0.02107160310796431,-0.02714724231626795,-0.16600116557432462,0.004736228164254062,-0.01247455197017357,-0.003451634552932714,0.00697744109359395,0.06263699844824289,-0.07610274377256271,-0.0177350918969401,-0.03135007659205887,0.06399680815858252,0.06459838688144662,0.1142218809015301,-0.09276041867999275,-0.008985199431062029,0.025217925146498024,0.02547450859282234,-0.041603411045087045,-0.09791433408965997,-0.013960176811813331,-0.0402998276260025,-0.06699292958756654,0.007264394416570307,-0.06475833400629248,0.047225091843808895,-0.02454315360378415,-0.09750300614950502,0.015927815906189306,-0.015555966698410136,0.07546255929147108,0.0772723785599272,-0.02891027426581896,-0.029062895873637664,-0.01796944208702387,-0.007668069877121218
0.750610688492847,-0.7974650550050325,-0.805665260149705,0.09698099514139041,-0.173329250582315,-0.24313241258406063,-0.1650151673666689,-0.02032989289999557,-0.04894651720799554,0.006913188038596115,0.012310077380140292,-0.002993492961801703,0.09535279831938177,0.14737753242711507,-0.006723821172255259,0.019056242068995595,0.03156756949169407,0.08279190409291831,-0.014292393903519326,0.030982594145702567,0.0505635908761921,0.0950294381090485,-0.04898640328232369,0.08620596252687653,-0.12306434262379033,-0.06384432701871033,-0.0320625205391664,0.05805661950111918,0.07303858826541483,-0.04746968962716997,0.016184828741893486,0.10435631947940413,-0.0007936036750857945,0.05067673606237616,-0.01850820463634171,-0.007409022522707781,0.06749636051079173,0.03262397378164946,-0.004606632031310184,-0.035126691333127846,0.014983162981556313,-0.011209177400345657,6.19009143010142e-05,-0.007666949786495536,-0.08087046588240943,-0.041261721703194115,0.017623208886591257,-0.05002665065828173,-0.0019474877655712398,0.019486010351642474,0.08600427074572896,-0.0788796995075532,0.09620448297790195,-0.028889292679398076,-0.0062739069624275995,0.004239769454462099,-0.006223365643049618,-0.0069737357359202995,-0.01267175335301087,-0.025020411538444507,-0.010436027734934747,0.014132459888722141
0.933069430133357,0.18136368654394341,-0.23403564274314248,-0.023624660357549333,0.1118335485541162,0.09826949948370434,-0.0167427927803931,-0.09096901811993716,-0.13515627283857906,0.20072996256655012,-0.09845770350576935,0.026995789954934464,-0.004905194738791717,-0.004848834928015028,0.039399107320424905,0.1074596494925011,0.01718660198445301,-0.052374182365778295,-0.017483974311220663,-0.042509444154969,-0.0733598815934447,0.03618231639533946,-0.06186106282555386,0.044833540770439745,0.01152647354222359,-0.0820913053403887,0.0661906402529235,-0.010471352012830096,-0.006427370334415778,0.10691778948703402,0.0037458919440657864,-0.05836777520783844,0.12616327723141793,-0.03253677234570857,-0.007773776092960857,0.045906653822332284,0.09887128783842775,-0.10218262810089872,-0.0014738564905598212,0.03462659432504007,0.043899750952166965,0.05474548037841384,0.042202858237224375,0.05625419004210237,0.07635243835743341,-0.027356798064920307,-0.016759923364998847,0.04694899363875046,-0.02905946261692439,-0.06086397504543226,0.01804409033088522,0.04332904921971946,0.01035316963110174,0.01729362590360328,-0.013655274830188547,0.045521208804343134,-0.009710579218389626,-0.031230425490211686,-0.03690994005490042,0.026144714001374764,-0.0006967688148281138,0.025621606351169515
