TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71
0.0,0.8134215617722316,-0.12575963773700008,-0.08302503595717904,-1.0664583533997343,-0.4445562724788869,0.2781160631209364,-0.07443604959468485,-0.054991275986170665,0.06437462413273046,0.004757780564812076,-0.06112336886688603,-0.24048815634164525,0.3802423219148923,-0.12195042780294113,-0.1446118669509561,0.09140443579111761,-0.21108632033141483,-0.15151349003020176,0.024980059540712002,-0.0276733919463922,0.13295694584506176,-0.19340484238669747,0.1867305466529113,0.13347562272138097,0.006977999781353384,0.16923632947145648,-0.2929882101269887,-0.02343621928011521,0.1343741657881509,-0.2191821460263402,-0.22456307840010212,-0.12343649241045201,0.35201190021966927,-0.18836384534687464,-0.018317061861598344,-0.1466085718132086,-0.016484698603946486,0.14298756882882946,-0.12029036458731483,0.11725368544121272,-0.04970976857650957,0.06043855185899042,-0.1873222169089634,0.12026148060587315,0.3628370983066197,-0.22689340444789977,0.05623151275768085,0.09361716527113335,-0.048823624401411185,-0.08351614924497212,0.25708929470221015,-0.010862998171545,0.0015692433612330776,0.0504610278259729,-0.33785035031699684,0.028596915439144967,-0.2969030391967229,0.1451885000115409,-0.00018391457783476886,0.10240037632261625,-0.17508254594739747,-0.015244637297247034,0.134706804027096,0.05332085794372323,0.21275748535712205,-0.07556641286967647,-0.23753165472389928,-0.045817157587353274,0.1786124852946686,-0.01350649157737772,-0.04043402055777149
0.0,0.5728485340170835,0.22476900308098338,0.031826226648459834,-1.0190728756252208,0.2707268637974652,0.20374015951320726,0.16941705022629616,0.10909351277831901,-0.06332606054328792,-0.6072312974152667,-0.01163569844481621,-0.34417598698587004,0.44812914600828074,-0.3571123599509613,0.0007338915961063082,0.3805109414823378,-0.27498450327227325,0.11652661944315862,-0.17564523514325994,0.05049885939531442,-0.0254491596895905,-0.1841080020077838,0.32077147288665003,-0.16952171631830776,-0.0352563093050886,0.25442843591595943,-0.15016789009355605,-0.152504040351811,0.02110563898904494,-0.1404846960170834,-0.028679479906604088,0.05669469170082846,0.14691854797223952,-0.36117995372717104,0.00577078868334108,-0.06174832793426696,0.19147651090270004,0.16543625014223964,0.10846016404819196,-0.020491178328709198,-0.024254315819311003,0.07527832951096858,0.08216412020565692,0.11263348580726915,0.01846440796738478,-0.38006519743720013,0.0067579798049681936,-0.12117948549647824,0.05165830762006199,0.06319724961637302,-0.08494634695636914,0.30297743077794426,-0.09530332406313756,-0.08096486924794027,0.08189518239067532,-0.014899907080239663,0.07001726596913077,0.2282608421758475,-0.07240433546402819,-0.10141847291922805,-0.36892402338973024,-0.06483950806908408,-0.12042504358875289,0.09508547412596123,0.1756566066039396,0.03136873227067119,-0.10827578133584137,-0.049725044610231715,0.0894337795797896,-0.04415204542195235,-0.032219712618534915
0.006021438863064,0.23192628015680153,-0.41570430447969076,0.8768891063477862,-0.5278643605335972,-0.27228527230874683,0.24885129574492934,0.5500793383636025,0.02151656100047906,0.04774679542708392,-0.460137118133877,-0.5820548383045805,-0.7019486161752285,-0.034598966622035036,0.574701216206703,0.19253723449489676,-0.6053612231017125,-0.2547928552506546,-0.4601643906151336,-0.07200887784182913,0.17636152258616514,-0.12224268264540457,-0.22383586183079013,0.06874054885019783,-0.044734683540442896,0.08281425829154113,-0.08281079825047781,0.21672691984760176,-0.2945302755399996,-0.16810182987302572,-0.1825399972132931,0.15178586477052086,0.3025848887375309,0.24122252125300817,0.1787849645992517,-0.07346258017064596,-0.3629271720837217,-0.25883481965905697,0.1791004244586949,-0.07798792619847165,0.20831286542718128,-0.011510795813561008,0.023151693878905186,-0.0970349615628622,-0.04659724747292438,-0.46259902207204806,0.3742179002824596,-0.2323378927323823,-0.08080644069497897,0.12695325527415324,-0.28027267271660544,-0.03272451270188986,0.14244316659624645,-0.39328627373011654,-0.09537867296393225,0.08111659524200517,-0.28791382161814316,-0.06334503867166978,-0.3487784131540232,0.05954397088741865,-0.0008283660031372566,0.092277989798418,0.09626133758695136,-0.09413054994541942,-0.003394155204555327,-0.2584142430055851,-0.221938757824969,0.003747711535031497,-0.1309769350636775,-0.11412310744034287,0.17392585876021763,0.2183544129063353
0.006021438863064,-0.19228899257799656,-0.39863790472300986,0.956882603381716,-0.4864398130364454,-0.008847542169728167,0.014826172273894184,0.22100992860532423,0.39825074231843044,-0.4490735300205088,-0.3441999936824151,-0.5258702257400235,-0.5513050603490253,0.2873726958962998,0.5245486852811538,0.07674312893319588,-0.14313021639170942,0.1334146463574267,-0.36533264934962906,-0.05854865928956658,0.05783006652314545,0.38947640165481456,0.09391975506756861,-0.4343750755584832,0.37392864927752206,-0.19047694788271063,0.17549617453913338,-0.33775014970296896,-0.35703662358941274,-0.27944079611416517,0.5006718441490066,0.027916333126508378,-0.15454113613422504,0.050548954421935514,0.4775453002073648,-0.5184790679528093,-0.17407609629701476,-0.29868373142331905,0.3079813026494495,-0.2254928021006385,0.3383957415882454,-0.31554290945389846,0.1912020488936475,0.36053789911129025,-0.04747637665753141,0.3728916874362491,0.11604030577628809,-0.056877107120708696,0.07907370354381811,0.2542825622464714,0.12905319889691957,-0.09434843972664679,0.18906109507202593,-0.06295424450595008,0.32332518358974166,0.016451567854647266,0.009004439881754821,-0.06101458885741018,-0.039280313706050396,-0.2339159435975854,-0.03601665149512884,-0.1589326919314184,-0.11629387473265426,0.11659500840161197,-0.10150832706357484,0.11929845299432304,-0.21832101108092647,-0.029985737195238255,-0.119813721637197,-0.01855611505003587,-0.22199813527285361,-0.016465602816071494
0.0154433843788352,0.737547565286813,-0.518668116607431,-0.602774218932977,-0.5443236901619496,-0.47201965159238696,-0.05489124977428755,0.04297394612947455,0.3244607017165307,0.1033977426333508,0.06963408905802841,0.13535676038178482,-0.7863390862966293,0.4096436528622833,0.06019020551983025,-0.37910107838627743,0.2460227833887188,-0.6623624610903269,-0.2066800373421983,0.0685439406826321,0.2285275129296336,-0.14027102917365752,0.20236003959588672,0.05103260886026022,-0.33674265304687173,-0.014069956832749007,-0.1167644742668083,-0.052357332562250544,0.1307639750579583,-0.03404482008763144,-0.18552689779771667,0.17996187073538128,0.047398209053185814,0.03552813385890531,-0.29922212827586864,-0.16002098828314126,-0.15194647478070894,-0.15488232432168983,0.0253140214983359,-0.2661580885607287,0.08407293286722618,-0.05769270444230155,-0.09873176813991769,-0.25542129788201734,-0.19014957736444918,-0.1390250719432845,-0.04152831434035565,0.2506645287551912,-0.25345434816856866,-0.03895285612558491,0.010692348434715249,0.04547463471727869,-0.10847238255694994,0.10600595672029565,0.27225972598831255,0.20129638204091096,0.03846440950821238,-0.07660647379376553,-0.17770764937598685,0.17948384388791958,0.14352431420797793,-0.1896638335431829,-0.003698983337769873,0.056609907973134185,0.08275487751884857,0.07952057196245944,0.22608623793927765,0.007835234677612646,0.05069677718666816,-0.032538275075864036,0.06381431449270115,-0.19059487531771693
0.0154433843788352,-0.19990594999016742,-0.30501697042776776,-0.19199095263181745,-0.028113741821291813,-0.3201021673721567,-0.1258255887043252,0.24975470712349715,0.5122243843812604,-0.1378282270375819,-0.3713758902457761,-0.01233354274482437,-0.6962534637020454,0.07175788828620527,0.48550466622919586,0.10091273801658247,0.0012406767544816464,-0.9435324526966179,0.0858571856823507,-0.09524912379441534,-0.21651561965363117,-0.09555182077050235,0.02962408504086644,0.12132189805413343,-0.4998225316673631,-0.18353509751205843,-0.3322753182859005,0.14225772177628634,-0.5697642788424357,-0.0007543504148701634,-0.28401981894370765,0.046956484597263336,-0.2807531332155014,0.14449166942029468,-0.1057574883764749,-0.5212739517654923,-0.13909734992744352,0.13037776060299547,0.02080696265312695,-0.23143725530139025,-0.10369869113611856,0.19811959045694663,-0.06439932343554552,0.05285436879571839,-0.19929830506700197,0.16005473406190016,-0.023525180222052782,0.00832202677604303,-0.3258508597393884,0.0992724648609087,-0.07760515151255344,0.03091294164715665,-0.07955439927468022,0.36293494015811134,0.1495797096569135,-0.035489259608212774,-0.14838545950527704,0.19526903045349006,0.171935351501922,-0.06783312410962707,-0.03399288979801803,-0.048963504842644626,-0.16560064554622247,-0.019664811525895127,0.017372994312251415,0.00198600477480256,0.17001183498635106,-0.00660632114900777,0.22136256667905496,-0.0035475992183975308,0.05549097103782715,0.2523566156235155
0.0173694865991158,-1.0920358935239418,0.6117565967176513,-0.47611585468613277,-0.2574433835127475,-0.29719076083680135,-0.6535882370271042,-0.12433254748334009,-0.5155032859205594,-0.16376853014702022,0.05084632416452343,0.18236299797673217,-0.500190318409054,-0.12946513697405515,-0.12107666851748462,-0.1341268387041857,0.07974166666533382,0.016290301889547498,0.16582172905394948,-0.20939544125294052,-0.25697255087500637,-0.17439296736679075,0.4859354830897585,0.35178430851515713,0.02073333475888248,-0.08792089135748131,0.13159815739217198,-0.12510803922586378,-0.2573604275921037,0.2432383661416735,-0.10044330255724988,-0.057174411224046644,0.002675749229798609,-0.2986164425159478,0.14438308941428296,0.06598937858475912,0.0039016233568451037,-0.22555528179042203,-0.08582158061557738,-0.01732357847123863,-0.22652428825974674,-0.2513425027221251,0.0537201769853591,0.4539663138563134,-0.40867649262190764,0.04657364817074286,-0.24227725790450133,-0.16457041572144476,0.3459856641953517,-0.19823280480450442,-0.030351089206531612,0.27635238253368766,-0.15166592134604032,-0.08932113129782218,-0.13383037651205654,-0.11691669211446834,0.22083178679274848,0.07941127837973994,-0.0720267130115887,-0.16884989816227275,-0.05184313287168092,-0.018331382787687405,0.40829732852589623,-0.09812604029826347,0.01936230654325783,-0.16618269264864327,-0.12008874017870706,0.17785205933094678,-0.2597944788149512,-0.1939981141989474,0.11306508060367117,-0.005064340815460674
0.0173694865991158,-0.7280189918432561,0.6008114381831305,-1.0839351828091446,-0.24448206296652997,0.3712234325443075,-0.6402408867915239,0.18440070413661014,-0.4849205846718571,-0.24116448327693998,-0.17637344743394406,-0.25305772904724927,-0.3524474994745239,0.01334769676769184,-0.3978056457728942,-0.002634689471968977,0.044722696151000364,0.05457382641814055,-0.21335641855989318,-0.42028575912813426,-0.014781871003921055,-0.15698145582931994,0.12813050177226012,0.03533395749933849,0.20604697103240915,-0.2776644056588839,0.022091207104402943,-0.05781371258953947,-0.054127640199334984,0.4577352838626598,-0.15970574043452732,0.4071909349722146,-0.06786349070236929,0.16102572417688057,0.100403556706389,-0.16688240795328546,-0.1321824967944912,-0.08061583029806749,0.1898605296030287,0.1305569799391658,-0.003792042466516603,0.06665005972177451,-0.13011267100194396,-0.23683704806323594,-0.19132745652753932,-0.07419484947073594,0.024402986386285047,0.015658238816298062,0.15412161127345358,0.15296758374602493,-0.15733822813730872,-0.045906656619503224,-0.20154224562792736,-0.0516194574864284,-0.21335439521984736,0.22466308270351554,0.0036573190476739204,0.17347039947489531,-0.1430744200863765,0.19605001063136118,0.0649221644273455,-0.24125875952830814,0.010813655844354404,-0.02016605228055016,-0.00749169649612648,0.1773801600740123,-0.040704323123014606,-0.17889200027013627,0.017093962144981177,-0.10732337464238055,0.04285998063064891,-0.17412715304259382
0.0217868349329398,-0.059502917512929215,0.25016445687927086,-0.36960266856164825,0.24439209189314556,-0.5861446368634244,-0.5552668983620211,0.2187293466030933,-0.6171497064395538,-0.4451206757543571,-0.04316629103454616,0.7096837051423054,-0.276145098209408,-0.26633409736062563,0.7367806519682033,-0.1639049041860301,0.35306201884868393,0.2682399092675848,0.24183234729619765,-0.22827638736288833,0.16710845930318544,-0.01733454770364185,-0.008021887387200848,0.11922002584860943,0.05144976233693123,-0.10709497311011731,0.1365812126928824,-0.045100313476577204,0.07017319395434898,0.3726974730276686,0.09737441832135141,-0.08107691426081763,-0.2683732558123366,0.3960549029430242,-0.161715694530991,0.011309552074539098,-0.28367784001263013,0.010958287460604562,0.035772082284323346,0.07289605432789803,-0.3807788689661244,-0.18479162394578624,0.0210470250141488,-0.053962480549803266,0.23772184878446298,-0.22375802863908031,-0.17531496089371743,0.2171518370483118,-0.08818831713907112,-0.2668275745473859,-0.02122823582981149,0.31472815582097846,0.09731660978084435,0.09675154683669968,0.20249703733395244,-0.12163408147044744,-0.3067747943281511,-0.03532999846174523,-0.058767370637607466,0.24474599009736528,0.13363214237178872,-0.03271388714357739,-0.09955552159600377,-0.11611319003402587,0.21288587932285125,0.2046020753913744,-0.13077975500533226,0.008835432608301138,0.15151405951719868,-0.08556134942419809,0.04116029021717901,0.0791618707518686
0.0217868349329398,-0.4336951529635922,-0.2140839047713936,-0.4487122043846488,0.4866004517012709,-0.5681794720180495,-0.3821713387763805,0.14401105319028878,-0.6219357860776882,-0.358118332775137,-0.31727641185424527,0.27950323437282915,-0.00364024500525611,0.08578901698874113,0.28840213250721836,-0.059077826742650955,0.2895267723600888,-0.008375917656829329,-0.016941335661207143,-0.6258517929748897,0.5028045080823392,0.1240706818187123,-0.12612277677466682,-0.016173669981506184,-0.1387983263742105,0.2967893545561831,0.10124468565092334,-0.2979422846127503,-0.32183767935458873,0.07754082597285569,-0.1414785547620288,0.12992737491879133,-0.1471350506563685,0.24048886688764487,0.1975374359113479,-0.15985408541602897,-0.1471622541607175,0.18491853242597805,-0.0284469692342992,0.022871645033278078,0.12926276217639976,0.15085880548076397,0.486811777081572,-0.1872947743269213,-0.45954034558666557,0.10615376634196225,-0.044701090129565885,-0.19992715349912762,-0.30452880901388674,-0.04118923096718964,-0.1711896911706826,-0.2187455096135296,0.20922822317339934,0.04362170026364344,-0.2839765926512944,0.04069666521423547,-0.483479461902644,-0.1827066129199873,0.31426363041332034,0.10442881090827534,-0.21599725988363422,0.17265654263611302,0.1545954852966623,0.23825209153348323,-0.0667581183035505,0.12385704112067891,-0.11068458712842034,-0.13616228539967115,-0.29132057146108603,0.03363933434261251,0.29755890753355363,0.09135140091602316
