TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41
-1.75430895079149,0.22064385218219293,-0.3849243694186707,-0.19976455616064598,0.1912893153341585,-0.016230049610899622,-0.07559322826831759,0.09588743797549328,0.0408063341327674,0.06011683786541761,-0.05350056329611636,0.044111278263631516,0.18791985406142053,-0.2140945963509669,0.008989332064771347,0.04391487648949422,0.15954171229668926,0.05536560387128296,-0.18748988655990578,0.06847423210659671,0.05777885490802607,0.0233988259888973,0.14367152290420399,0.11245279441108917,-0.07559889551014375,-0.03514603390697576,-0.03455630960985904,0.19449342662455502,-0.07159225175570409,0.07116932166995453,-0.008998009435743056,0.018418383690844902,-0.033896229216741285,0.0794626041295293,0.07724206395584939,-0.0724451478568691,0.01819068469815667,0.020829301815694812,0.00994448944701044,-0.1037189425590069,-0.0473032438611305,0.026558427619279942
-0.629508410326847,-0.763458370014992,0.11996069923487908,0.09542109547411536,0.04047685099861942,0.04682397332869606,0.10978901693194071,0.058077968736491736,0.006612204518021048,-0.0074323803158022235,-0.007402108174833,0.08865241876686486,-0.06976135651490299,-0.1861159584225938,0.09563447733456842,-0.12432581825714983,-0.12062696017644668,0.11963085463622229,-0.04955530235242728,0.0837320119985983,-0.0020492203886095855,-0.00011163913552354145,0.03531775265997151,0.018930910307448534,0.01889956880823287,-0.10851548754017919,-0.014104781761684296,0.03133080691330877,0.026246068153426432,-0.043828333869162184,0.12693420833958308,0.006436082667330478,0.04180122549477226,-0.030971867883861713,-0.05440406151577169,-0.05971457512437053,-0.008842979064820669,0.055003077880634486,0.022223007054002465,-0.02157670404798325,-0.057953446440991846,-0.021603452617794647
0.638245310984327,-0.7712733424153874,-0.3492442978009933,0.07417700847259878,0.10957026586034106,-0.2119234476063761,-0.004877930280322284,0.10539661785230037,0.029446320647807892,-0.046338054738982476,0.0009051468505965021,0.0806723862579765,-0.003577476751731011,-0.10585127965988435,0.01974131830121834,-0.04623296188262591,0.045165082234710045,-0.007381172790421095,-0.0199014627699359,0.05042034362518309,0.04115996358561737,0.024596020511246652,-0.09916372063938839,0.004490266267768461,0.07784197007921871,-0.0023469563761561976,-0.10045587563438574,-0.048042812059939745,0.009658441572711831,0.11843755554091041,-0.06773711946873477,0.06904853640812805,0.007190083796778812,0.006307714098103663,0.046122684578450125,-0.061480099309409425,-0.008570795036935018,0.02253243496427362,-0.07187346423961927,-0.0029422664581582295,0.06168534251736819,0.03970975142041575
0.085024864095449,0.2656802077500698,0.33489015804911565,-0.13992289307960856,-0.2499962864575245,0.04691579271934647,0.12655273491951047,0.041725671750326966,0.04883264672820859,0.0741828390649887,0.11123311860503088,0.003397537717505089,-0.07564711868211108,0.009704927313478173,-0.102533883780463,0.10621893911383878,0.09746821593923694,0.033291325693737814,0.0692903014682454,0.10356018869494837,-0.04557907463822015,-0.038694064869520754,0.08277203644406123,0.1063597149492486,0.10400237921461597,-0.08381141160041634,0.045006289279456636,0.05231163958803335,0.0986651278115448,-0.07247504433334134,-0.03499740598350375,-0.01565084281562544,0.04540653439824185,0.11017092387024398,0.02807535362792894,-0.016209987429148323,0.10464302823282888,0.044522447676152,-0.037635295332760686,0.03011243172445047,0.0019004917579836043,-0.1063192983774333
-3.33556692877411,0.26925163178361744,-0.21103810589953914,0.050837104104370874,-0.14126788355235598,-0.03863947909914891,-0.18224727565453824,0.10233542767485951,-0.0548086036795714,-0.08908984204272774,0.03367021111386971,0.0801177863411981,0.016012370426662797,-0.04818634966948755,0.026434734606294294,0.007250653836478956,-0.033430943966408874,-0.13127661769237586,-0.020724168982577267,0.06846502695255029,0.11892785715966472,-0.05741464505365526,0.05940941860609098,0.03891916045451462,-0.026375545062491085,-0.02924300975256677,-0.040795221839234945,0.004273703689936175,0.009010413741721839,0.010189393595198458,-0.02831777098919183,0.012169236916964693,-0.03462990868366951,-0.006568066387853742,-0.05521280136639264,0.0186489226426964,0.10220531686845398,-0.060535075769851655,-0.02463543915653165,0.03559368824411747,0.016969777439251082,0.014114682826202055
-0.839253719086909,-0.7251717674253633,0.4067734166877867,0.07268155794156553,-0.32854192099659213,-0.1422866093031367,-0.17253646420469715,0.014880314696783758,-0.0028075605232356785,-0.08429601071580328,0.02773545662309328,-0.016972454113396044,-0.02147054518898484,-0.05223620234737941,0.015380147165095004,-0.029108507079155233,0.027823749725737163,0.057262500034296095,-0.0448584092795226,0.0869387560872078,0.0019149089259508398,-0.10378228733909108,0.08480311471750268,-0.03180808417068381,-0.05075234304319258,0.02611264467057205,0.0025340988909453247,-0.06415738767526849,0.072953553525301,0.03643058359044831,0.006696033912448958,-0.027974419521950393,0.09938856082290894,0.030644001875946472,0.026172443672015388,0.012716032239777419,-0.08007453127884677,0.047436941882392065,0.04282342625583111,-0.05095506968543429,0.04103027440116966,0.035981296424514864
0.458468272734064,0.2305086643878994,0.2570060949332685,0.06165201208433501,0.12293254111995233,0.09721097225977245,0.22213194874237402,0.08582161634716624,0.10965800199246999,-0.22811636409913347,0.02514598135869884,-0.061889936810295115,3.8384897791067337e-05,-0.03179779704803502,-0.01632336557039797,0.01839866834737335,0.018594367922438314,-0.09126794914048242,0.1868907572607593,0.14259119431233014,0.0527400819293065,0.08620182799657033,-0.03665544001206442,0.008196962657903211,0.07283907374896005,0.041087388066305415,-0.08271107955128976,-0.09874824705513673,-0.01371299158373551,-0.060490221380177324,0.04913487579642275,0.0036515133275600246,0.04782048667755205,0.015447878438567196,0.08915831531090926,0.07178746658988526,0.06819506083528681,-0.017376037482636334,-0.005546041463728021,0.002255621262941537,-0.08864005117294571,-0.010901446447170105
-0.552569765555599,0.2651800979986898,0.510386693607653,-0.13640665805516614,-0.2777829093357006,-0.0430068826043043,-0.16378759000817134,0.04773098363214571,0.01072416227965069,-0.1817557242075347,-0.04458280076748384,0.019097792810444502,0.03907282839614898,0.03310408478224232,0.03550368352985243,-0.005676617649293795,-0.07542566401014318,-0.032559244011811185,0.027414431670791547,0.0018086524013037478,0.05559889237358864,0.004519250386908521,0.010210524189627444,0.013231659762006116,-0.04847012373696466,-0.029301364580005956,-0.019603313317177802,-0.0055491640701585574,-0.005507032644100188,0.038648520706281685,-0.020469552540999147,-0.06813381524948867,-0.046931725015962385,-0.021547262463373122,0.09609533065664469,0.04785101714353663,-0.016399761248936384,-0.03833556407647692,-0.02995805008552499,0.0006876389148634363,0.01588740098352763,0.01218856766476807
0.964985078500852,0.236329505898862,-0.07529666654340438,0.3330367856593943,0.2999830484095526,-0.26680803150721794,-0.10732050713475796,-0.057214360350843436,0.4143680304852146,-0.2107255809806972,-0.014786253445030054,0.11129772499372335,0.06818001142657605,-0.09023431254216115,0.062227877640505184,0.2802891534821063,-0.05050344642032415,0.02339662212057626,0.021391574107751447,-0.1678259846165555,0.023695979490917885,0.011322103777133115,-0.1773901700103004,0.10150273823450633,-0.02793970202074631,-0.07907997670033233,0.00566993257155518,0.09739397071021363,-0.04622209247657432,-0.12851878807837813,0.023204854190818754,-0.00032680312693788357,-0.000457578683302681,0.014963816576722683,0.03205841423546276,-0.023050108315648563,-0.12444942240620634,0.05768084100753054,-0.020458068568666995,-0.0035196369902842682,-0.002276317816190585,-0.010970658831991038
1.15457215880067,0.20832058575498574,1.1636733093549867,-0.0707401131683533,0.41240126351012657,-0.45789890778111186,0.2535888818861859,0.14335994554962414,-0.2972248266201226,-0.044227936759115447,0.05532851260090404,0.09659078335349164,-0.25356088723542514,-0.02393751804088866,0.03406996333053289,0.1450051509165188,0.014704353253578864,-0.03357891725558729,0.06460815981100647,-0.08386466868309513,-0.09783460623960356,-0.06256043320069403,-0.08402436010939043,-0.1262184687452325,-0.027914317814805165,-0.09370426966212377,-0.104862243721225,0.022029466080654644,-0.004784311340232874,-0.013221714312359821,-0.124863696898982,0.03295139142764594,-0.008214432954811468,0.07309377327725498,0.02028855934069217,-0.09378015561952406,0.12043312142109605,-0.005624520228628481,-0.019937501510414134,-0.04305061177065296,-0.0024814058343098425,0.0719348910837945
