TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69
0.0,0.8388607396539113,0.07397270871280102,-0.3368517355001016,0.9108387349304518,-0.48905803731113984,0.1063328106916676,-0.05688819482080289,0.24427977662329609,-0.46757646710708944,0.3355549839685991,-0.04723857301324112,-0.3879849293826811,-0.059149142842039815,0.3932388438460045,0.22651765416332073,-0.13169250311470845,0.23983583016478519,-0.0398862395024893,0.34166218658900716,0.06382071244589727,-0.170880656154392,0.08402249436143942,-0.30520491353079865,-0.07458046726514522,0.08220656792499705,-0.07896462409941937,0.36176813302119737,0.187554258085238,-0.3770480980260523,-0.4045364523255802,-0.337054879037878,0.03580634491841963,0.0876264597188611,-0.36531237378308923,-0.26015416991419943,0.1421016998664478,-0.056759786820461976,-0.20055556821557383,0.18155010451824494,0.459450053335664,-0.2308066738372091,-0.10699392206265414,-0.0011156636032872804,-0.04554966560157294,0.19658988694999116,0.102588467106565,0.1327988354250234,0.20102277422143552,-0.16347069898796748,0.11400213129849349,0.13342912737661267,0.143122442932247,0.2549454859713689,0.08583561029756975,-0.12617469058023437,-0.12561166570429586,-0.1227277032420041,-0.3246834802097245,-0.2675413673131636,0.011442738686798055,-0.002047144701376142,0.021193183733541104,-0.11272960895645522,-0.1702537620144436,0.11144360124619335,0.003352424646188519,0.1341207154912886,0.23198833511939101,0.08083972376751024
0.0059506144591901,-0.08078179953209584,-0.749412270340178,-0.8760581407277536,0.09347368234187686,-0.9044350079231344,0.15168933788541625,-0.2582876939613255,-0.2286921539845455,0.36975504091005684,-0.18826351944178166,-0.8546927712994936,-0.43769647064091316,-0.33274652293855156,0.010917542932402935,-0.5851069964286222,-0.07749143061140189,-0.17647981740098445,-0.3576028577687066,-0.31418449371767987,-0.17437383381527027,0.122049446845275,0.7694752312858542,0.333231325980242,-0.23277829643592693,-0.35783462767885205,0.10227956165215109,0.03079334928291887,-0.2520034093064525,-0.2634364681282243,0.059431317458111435,-0.7717530435442577,-0.038548434214254135,0.28674008409068025,-0.031947720639295886,-0.3484399055827995,-0.30299827324412953,-0.30425547798237984,-0.4345067284351584,-0.4241963049857815,0.1446732079070732,0.3888718112232603,0.386714889043028,0.04526535095863912,0.11602916650181244,-0.24062004259882258,0.22539489215594788,-0.013093482507139582,0.08302855846334771,0.20643627022824515,0.24729435405736191,0.1664890543938294,-0.3127665787080646,-0.03747948437619309,0.15073348553915755,0.062312168751961834,-0.01278719869909288,-0.0037325057472989156,0.16708422417019347,0.2146746149985207,0.1293913202388235,0.13191420113941738,0.03945440733406772,0.03149357774308158,0.23515465578821512,-0.16110010968250088,-0.07976909934626081,-0.0661342363077641,0.13739352525255757,-0.06621576070442846
0.015261738676321,-0.09589981860499264,-0.25974419053799763,0.33889029724864805,-0.16996456928873493,-0.6495364530390164,-0.05276895497503947,-0.1167191222443524,0.00024066325032424086,-0.10333091677667695,0.33223103794280917,-1.027729821523595,-0.20315689143913787,0.15904574089609294,-0.802047173220093,0.07915055855813574,-0.596567532197146,0.646540149004941,0.016885368845335674,0.3254673241158324,-0.1490683931771826,-0.034496646043290884,-0.4923121994378351,-0.1236558056064447,-0.15189397002489963,-0.214416799056941,-0.1511707154591925,0.10799649629477648,0.18422527817615825,-0.1679379163941864,-0.14209896803281055,-0.6414060072807355,0.334576994221474,-0.18840026518017045,-0.3515545111512572,-0.10370655123587955,0.15400589239408152,0.11614985480455256,0.19875991357045267,0.08448902655283513,0.08343753414842983,-0.44360345773489057,-0.17068607249762707,0.3242535279766722,0.22012738910588456,0.013601595213716653,0.022775239507770578,-0.08347891162942919,-0.010778598134859988,-0.26429155203566507,0.18584742234004392,0.19206412131362532,0.13606132052208006,0.05259388974336975,0.07409300169370057,-0.017049316328008136,0.13137957901607117,-0.4761651110086418,-0.14508903703488027,0.11079813575622731,-0.0139737844513874,-0.191170808963966,0.1269032589346752,0.051988199700673525,0.20473445216502917,-0.14189363558973705,0.1367729811544392,0.025731474171043937,-0.19573722376178626,-0.22689298257481633
0.0171651860055275,-0.4820854428099533,0.8012011021996638,0.7407863247009568,0.922951334655307,0.26331342247274664,-0.08909771139428226,-0.7579364391966008,-0.18690799686553605,-0.48119752358201273,-0.33551917859331215,-0.019583462607032642,0.0896181796408641,0.007967723182611687,0.5114701329797424,-0.24567288644709845,-0.08244053500196778,-0.1071424887031736,0.16388467301998613,-0.09289384158730223,-0.2883150488447764,0.15208234124833162,0.025174757918369813,0.12061144983258575,-0.2744402909789387,0.015703116653031878,-0.411400236720691,-0.2647130575153182,0.23197808509985104,-0.1471507558479324,-0.28697504591605677,0.11240892719929417,-0.20802799590210547,0.13002439621462028,-0.39255152044238356,-0.028046073047491318,-0.05472133580281806,-0.08894777108781145,-0.04844274790854283,0.031210509965027576,-0.02738778089776322,-0.3539004719784691,0.04478055195058823,0.26691367667035254,0.09829815676611232,0.26239591715850846,-0.06359662431627436,-0.07175064486880744,-0.4801528223790689,0.046658563132610485,0.08248378963717715,-0.1034243845211751,0.14886459353012468,-0.08866107362426709,0.1652957060636046,0.0073539441163206825,-0.20354893984275993,-0.1101671822980724,0.2211904163729658,0.17560158748648316,-0.018537379004221106,-0.24384383437641388,0.10951661827834905,-0.32360357494227976,-0.08457517598311833,0.01535907643634494,0.17828525513202334,0.0885799548369334,-0.18582367458564056,-0.06471330504850124
0.0215305773122087,-0.3882710207224685,0.03649986604103152,0.7396443697318144,-0.5744356836980712,-0.44444032669923106,0.11487224032401189,-0.5877341191562012,-0.6198193390430843,-0.6362334893443975,-0.14302721381666975,0.4113887404868682,-0.4842023735488939,0.11870340993323761,-0.35633807116050287,0.2505934101074071,-0.46489172654752414,-0.27316709335293515,-0.14174834639445216,0.06209748561659542,-0.5960042662819505,-0.06381725110589945,0.1562992328836916,-0.024836444962051698,-0.00934364198448351,0.21037035954699027,-0.2197229503964341,-0.3068918337476887,0.2051153418748539,-0.4187104368022713,0.38627291453400164,-0.10713666171637011,-0.017661106983925666,-0.04054751872352482,-0.4151547661202198,0.32396897415069453,0.24201631470974205,-0.15718987691116337,-0.24330167363982205,-0.22510327877014566,0.01884483768299062,0.06002130005068131,-0.5462267564251527,-0.22413392150831699,0.036268068988160464,-0.3907664148331351,0.0212928453518458,-0.5354514594664035,-0.09446714621899414,-0.3591428004249073,0.284065315270402,-0.17143612564825225,-0.259517079960751,0.18377822861752507,-0.3944466034526415,0.005216982308921905,-0.09136913582291056,0.22602274898838048,-0.06834284579290803,-0.13794303428001675,0.011951246129108311,-0.052585389508352544,0.2427121222853265,0.08971576137221421,0.1378170342081078,-0.022113002311860603,-0.1970685102765365,0.03460424601800387,-0.18032109239978858,0.17113925986808046
0.0233757601547069,-0.7871987039967361,1.0460386463395073,0.8788932721264469,0.7190519045205731,-0.17657989170857674,0.0003569001300682272,0.1384262410769258,0.32989890027502483,-0.36375313995678643,-0.026274623891676684,-0.034769629190090634,-0.22362084059354817,0.016199687615416455,0.00988062525728324,-0.10490041663768397,-0.029631004033915092,0.33633445459858485,0.43997327376014944,0.24069605236650043,-0.05780425451533759,0.3055571952615019,0.2536557718147094,-0.13684817303653338,0.16489968816210349,-0.019740122737839712,0.19342210730595655,-0.09351482300727176,0.075809226629725,-0.07965265046748121,-0.29614810544745074,-0.016706966975963043,-0.2601080018200607,0.1382403310774576,-0.19089384967914538,-0.022269051456743197,-0.14114931757567273,0.027344462626875392,-0.12820533541909096,0.2608657636227803,0.2878120872989804,0.031654490528326314,0.11438478764822621,0.10411671079336796,0.22473873434543512,0.020457531182918067,0.09110811561038151,-0.00779495405418509,-0.18493324447492862,0.08720409367187237,-0.20891162802705973,-0.19275304250720804,0.3750399239169318,-0.021671848777822234,-0.0076801061214088915,0.24116348693668213,0.08245547233414342,0.17298994430701067,0.22050477074868244,0.06972622088532304,-0.032668268495625694,0.24537807405710854,0.06507081088004657,0.16025586113612356,0.05335459597505986,-0.4407715981799956,0.2732759554331784,0.11177043243110385,0.06314635287734603,-0.08173506987389446
0.0455997960795833,-0.9588283246242514,1.1557772537574715,0.46020152120433055,-0.3523052408552833,-0.06330518226569455,-0.5627265173654608,-0.17786288917973087,0.20283231886553213,0.006640125588664911,0.34532169801043355,-0.10385529412732669,-0.13702776718783313,-0.222068029801475,0.27605402683971914,-0.08328842272160226,-0.32807222557434623,-0.18761588872197157,-0.7241424681451865,0.46908625802857873,0.23674242198541637,0.26624908054924845,-0.4219597156511825,-0.011597453706242523,0.010820377014654029,0.30362010618689894,0.1596230215101359,-0.37521696178906927,0.09666078495824071,-0.10114233829710902,-0.17285104247132105,-0.0708569936302668,-0.13512758424930235,0.47366200833137667,0.4574578439589494,0.16387354259438083,-0.19125292556775805,-0.14703568007178214,0.3437020599701747,-0.2680076078837697,-0.17735222283772464,-0.3234863699361797,-0.24473329016974005,-0.06306886864191742,-0.01947518355939199,-0.2742033006366431,0.4599634602821302,0.2911240684157087,0.08540601072848532,0.15231601575362538,0.07753169833602903,-0.08206400125274563,0.15198961885780055,0.1938145415292958,0.38373427947176936,-0.09694071532508716,0.33591767400615,0.3207871041982708,-0.356475573389614,0.22439855971641928,-0.04550118151534983,-0.07720633826946051,-0.3636763562399076,0.08851351732374414,0.10947777311908875,-0.16315906457455526,-0.054010397206289966,-0.023932704109375678,-0.2756775286468239,0.11728677459200443
0.0901777202819192,-1.408848843047359,1.0377267124384482,0.8836516196489794,1.0150990217787752,0.6520929933775976,-0.617687309063236,-0.32482326060708067,-0.2680468001036654,-0.4232509822469634,-0.1838100825913209,-0.21871896102752791,0.5968513177671884,0.35766629514880044,-0.5238240132478897,0.0732475140056417,0.32642769071629285,0.45012953541997586,-0.5591174965225257,0.00502408639099727,0.14126573394589423,-0.6402482017203248,0.05080846888649212,-0.47126038186307834,-0.023902318173994602,0.5472764274617595,-0.562106390319803,-0.26410091077394154,-0.2928304779062122,-0.1071073399865775,0.40832830877418663,0.008598132983774948,0.25524091747385114,-0.34698420012990955,-0.21862332161557693,0.4049954930080567,0.09898222141536013,-0.008715327688703357,0.12600654579489728,-0.1864697230231779,0.22599686364144536,0.2120299711623972,0.14102344867679348,0.40728343175369064,-0.06823730566920926,-0.057170240019156146,-0.11108255387609933,0.3113597750779118,0.07684735089650249,0.11248526034769542,-0.24237079664951838,0.1903071119264905,-0.048719581404375094,0.021554631904676075,0.008262663201113107,0.1641030496224251,-0.03866623730674464,0.005174770771507914,0.06725603845124445,0.032194009727629994,-0.2010166669259668,-0.029639305832130817,0.16679377167205825,0.09758682379451966,-0.01832298857713712,-0.16996446806936544,-0.16514792113609794,0.12922436450826835,0.059551503709272265,-0.042016924123871105
0.108536601088434,-0.06792776863937777,0.6664395520122313,1.164127689127572,-0.5355246807241553,-0.5211636870059139,0.041142285304015584,-0.32207373680877555,0.08152324607342383,-0.06162687148799279,-0.17481247938296393,-0.11478696591094399,-0.035217090613825296,-0.24537033656264942,-0.08893304829183296,-0.33733723028255236,-0.15464103016152742,-0.18827749045040823,-0.037700969300562326,0.0656005579009374,0.5104489234695756,0.13200196163081845,0.2112137043373073,-0.5327879786712495,0.10749269236764504,-0.14264471600391795,0.4918325167911271,-0.048326172640211607,-0.16407989200205833,0.05851847054593033,0.11093073250054258,0.016708271552852393,-0.24743672908247244,0.07687459303349166,-0.07507623640644652,-0.13605110129541098,0.45501949063811276,0.1872110035571968,0.08221017316356026,-0.03114027459188231,0.023173634285822056,0.12900460542395503,0.017197860257121923,0.16293997569861648,-0.09132262138987514,-0.1545656697825208,-0.2440505122767413,-0.3565274679059628,0.044953141988143215,0.2863357019935216,-0.032835810028460644,-0.16323166313290322,0.375191753005318,-0.39145522945427946,-0.06083633163195054,0.15761724792942283,0.12136935518131318,0.23038030896685224,0.09129801578467595,-0.32072840441355427,-0.07626812407890478,-0.3305306796063422,-0.1092165812509596,-0.08381378687153773,0.22786723550138252,0.2725330096521284,0.011699956123361412,-0.11788841319263241,-0.12902721344944526,-0.12461243140965568
0.112106469276672,1.5438059811477265,-0.8911134239734596,1.1527955436728474,0.18165686891166788,-0.8617372544171525,0.38677027893154864,-1.2007714607674331,1.259088808160733,0.022271821568110948,0.03838367107741782,0.3060882873913232,-0.858525053276356,1.091314247936471,-0.8739472458136138,-0.6066956104711222,-0.026648096353910827,0.0915005493788391,0.12702732015490495,-0.28690559098475704,0.4330878134470176,0.2616608300094059,-0.08027758981472742,0.0677802391712385,-0.004456109564708599,-0.08856868145943515,0.32152388777582774,-0.4841054936118913,-0.2880979938932917,-0.1723971639592595,-0.0584433994896816,0.27310109556028195,-0.08452723074538801,-0.21465466247908815,0.17335826556546174,0.09730150439932107,-0.2873840193624175,-0.012399067023381281,0.02994567694783022,0.32365810546199575,-0.003822101145012946,0.13553648735534904,-0.022773239085026008,0.1273481949241028,-0.060201166447454386,0.41343862727939307,0.19709633656217312,0.13801017021416356,0.1868030311715058,0.02801791859664553,0.10116709595742752,0.3190472007911157,-0.1427125107988469,-0.028151300849555493,-0.28375937575391497,0.013060196194957742,-0.05583799083793644,0.021724383362797136,-0.20907142504799073,0.028580444506851342,-0.05482376514277809,-0.2492953198202169,-0.08861348743535706,-0.14145301393628754,-0.16226965927522485,-0.035981178783782854,-0.0010023296604200237,0.10656399393758113,0.0562543003450316,0.21609603359520482
