TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58
0.0058817646819554,-0.08990278493965714,-0.6813864784916328,-0.9172210723290317,-0.32598177700243935,-0.7237488532089232,-0.17084263008760334,0.2393828523920939,-0.1923384010849256,0.0659595555216974,-0.13138903531113735,-0.8786651138442663,-0.19414478025890047,-0.4798875703133137,-0.2302423369294761,-0.12716524291758244,-0.6500935026080102,0.2637144716717176,-0.3110337283342144,-0.44282122527526574,-0.11701497143261211,-0.03604841544235696,-0.5049369248576361,0.3903131129757335,-0.15416989403943399,-0.03071448407024396,0.3391124236494081,0.2974468859097323,0.23611701122457004,0.06780136894988535,0.2753820554553716,-0.35327587676811323,0.12718591525972928,0.2971678040370008,0.44212740974777226,-0.7881914120498652,-0.21236019299746553,-0.04749467829880807,-0.738474342616357,-0.0769350217295248,0.20006450276806978,0.08669945218550855,0.19319425376696564,-0.0008216573847317978,0.05522537493303783,-0.002439467848033828,0.1888068032539431,-0.28285685428509133,-0.023103693703461325,0.1388544931047514,0.21585687360731137,0.041048387281225555,-0.2255440889480912,-0.09995250446871969,-0.005447767033643684,0.2091086712093043,-0.2479461210555166,-0.239097789812997,-0.01759427754672749
0.0212814643068469,-0.4246342046004838,0.05358436906007092,0.7375392746627596,-0.6061959460194944,-0.2386128775591122,-0.14057385227052677,-0.7362542205108267,0.24322251304501533,0.36349478153357356,0.06976963019164416,0.11375112148941094,0.06384754926951158,-0.5765532866145207,0.2592263735036499,0.7710224213081397,0.05430405229398662,-0.3551333458182801,0.26935403448928624,-0.10257960668150368,0.30326530494558834,0.37679860618265615,-0.20025422331283554,0.10161882478668834,-0.038426945657388696,0.2952773721491076,-0.36123730659917264,0.02145938711961187,-0.18901644221446598,0.35134424645431556,-0.03150097096288502,-0.006480938308747432,0.22829114408831228,0.6076829481914039,-0.22690578218237872,-0.45194396971760636,-0.32556661045397,-0.016076460724327273,0.1144362543115283,-0.04445330930299783,-0.004405402263053136,0.05043077951494139,0.158447047688671,0.18080718609128665,0.15097259571857985,-0.24114002966229361,0.772587992494628,-0.22458383368280435,-0.23220339021947858,-0.31175476545474173,-0.10071107296454802,0.1550883694208901,-0.03648642538301976,-0.11796910844453663,-0.006285993703284104,-0.06839221602215523,0.06674310159554547,-0.09720220149593203,0.21654615937282537
0.0794990334380914,0.09169233146698678,-1.3294323608111038,-0.24554270324038296,-0.3884348813499785,-0.41663644551464685,-0.14940644055101976,-1.0319135601418858,0.05745019512097865,0.0821615375630199,0.3645676487020153,0.18849118648628918,-0.3423608236699109,-0.5599437470019565,0.13983702011641672,-0.10982981142163874,-0.1016042810416067,0.04777790010020671,0.04348770474251672,-0.30090829020058296,0.1023002840519469,0.3188138788851283,0.13487319193487773,0.15791278369973466,0.5984172051943688,-0.37157993953705987,-0.28373638510600324,0.616257996194306,-0.3898927984977111,-0.5962116879787169,-0.5259249785710727,-0.04531972549661884,0.35928093568053365,-0.060190597740397644,0.14289007467216994,0.10914551375103855,-0.03458039045277036,0.14575372512670476,-0.18862241501853425,0.0046877999885564315,-0.08736515994689979,-0.39014067840318506,-0.15736700459216812,-0.042181365920645975,-0.005847508189523087,0.3498905287132518,0.2827825788355884,-0.12168933652728613,0.2078854368567541,0.2860699005092698,-0.11027133983634026,0.04810740013437281,0.22976629476860666,-0.06797525666652443,0.3113284922470512,-0.16283835788025625,0.19075581668036468,-0.12288428827258428,-0.1524339784338206
0.045072197488958,-0.9552669771602014,1.0986512699042652,0.3950478491518071,0.058667506821780985,-0.13674859844949433,0.48423520778844514,0.08161926864930683,-0.1305045734341348,0.023923016560260912,0.23257056387854227,-0.12169616892606738,-0.08387364372053095,0.07952057279108647,0.46316008334638986,-0.5831261224277172,-0.15933742462926992,-0.4050100160174647,0.04595923952449216,-0.35744050272398015,-0.30550604338963744,-0.39872668162993175,-0.11594164643274643,-0.06166685432758729,0.014488680676917975,-0.20270870356224294,0.07823637434061109,-0.13455346272616375,-0.35973222174951136,0.32750985859974496,-0.39084200826495097,0.177826255689361,0.2956060031645513,0.5061967902584765,-0.16250333862820138,-0.30309542371125164,-0.029740658836253084,-0.0035917923822310956,0.36459300235439523,-0.29717465610095173,-0.21537003632705057,0.09816514221362885,-0.04250186230731815,-0.3731372672877861,0.0324448097390955,0.17327794669675275,-0.09534376395984574,0.6034641626603943,-0.3137069519162237,0.42922541150167726,-0.04627670065381134,-0.04486070074341431,0.029123331807106266,-0.14092407052687198,0.28913564557296206,-0.13091238675051664,-0.1442796185735884,0.13479298004857937,-0.030141818754649895
0.0,0.9455157155099025,0.016794291206976453,-0.41744811592699854,0.7387160667660831,-0.5184652282801304,-0.1511180066080615,-0.1899647679541424,0.24084707626467858,-0.3097227774246221,0.545188526670016,0.019733455467995757,-0.06168439926675348,-0.5222204069272612,-0.39232562763134177,-0.12636200972520903,-0.1199330805713694,-0.19560685194431282,0.06440729188534909,0.14734927129146305,-0.08930847415735083,0.015245522108983419,-0.10727578193574416,-0.10045074586427521,0.04442492915488381,0.03094342684324928,-0.0008578054613890051,0.04073442311412951,-0.3444560946096775,-0.1903871557819522,-0.06454353144231606,0.23076156281745683,0.38597093220231926,-0.0903923754345854,0.3494953242938274,-0.21929346935325003,-0.035959818920951916,-0.09711585581442224,0.13372562486779122,0.2928739649366668,-0.06701502791832112,-0.13136275474178016,0.16343640832091366,-0.12469752621017155,0.13044520818091201,0.24873863973196217,0.10403213490096393,0.20439158142214456,0.1642898812500138,-0.19402181978717006,0.311109192255081,0.31627462884755814,0.10361864712999015,0.13705508467778105,0.14088691942901593,-0.11617703047593057,-0.09232001437064101,0.061407644311015634,0.17353959568969068
0.0169665814343902,-0.39870074214700246,0.6964798493643631,0.7552593143378957,1.0430840403882573,0.028455830066335813,-0.20846908977123538,-1.0631308856303676,0.004814421984056208,0.12972779153490838,-0.09714468092141974,-0.11304032323788757,-0.03407071048085954,-0.19869361945248534,-0.026861853762612818,-0.20924051883948327,-0.22453136359407874,0.2424034374233951,0.3449330702964562,0.00547947229505558,-0.23586512675492693,0.09626502995742846,-0.23238505229186543,-0.12857792549991442,0.064598671227239,-0.17411637341464586,0.01587275455366031,0.1002308395048748,-0.009650336815892878,0.010176086028122457,0.2958974378250688,-0.02707810034393235,-0.41884864383328335,-0.02425115071993899,0.03527148537524101,-0.09216778759862235,0.043864476112792906,0.25168858386021203,-0.06713146437424293,0.051718122893468874,-0.14284856480776825,-0.022230884442164506,0.15768284273713484,-0.03903053663077963,-0.21282657171432376,-0.04930520311866418,0.14675839742055521,0.004016601383891658,0.14715122885605245,-0.05208057082900699,-0.16613874982959323,-0.15806300112244245,0.24526665240288542,0.23558839755260497,-0.17122697972505907,-0.06890460827570406,0.3580564202676869,0.3086347103197485,-0.09110713753449699
0.0661673237451101,-0.34464535798125634,0.3440815573525411,0.8587302238091213,-1.009475822066706,-0.25181142501473375,0.022943809449601792,0.025305108247684702,0.10917285470991744,-0.33887088716963987,0.08934156220611054,0.12191896510323742,-0.021368021174645337,-0.3660602198319606,-0.3917506073741911,-0.0465894229488419,0.6022236184119908,-0.35343087026412195,-0.47179074768878,-0.02929420656061605,-0.3780875447007671,-0.16091960206533243,0.17279502544832037,-0.3286745044199495,0.09213005740171712,-0.11559942988793147,0.08004574748205451,0.0132097025846511,-0.33401609349863576,-0.4295052348992305,0.21514226198297515,-0.3132585930974004,-0.2649846353228501,-0.30690148813005513,-0.17854970999347308,-0.1730447278455132,-0.3148705252648536,0.05579656682081067,0.26238007440205596,-0.4094399700624719,0.44144180836329133,-0.03154895722531227,0.07383691633852127,-0.22334526736448365,-0.337364562083086,0.5818065454423467,-0.1237303610071434,-0.10038929463429448,0.08064214660072593,-0.12078778719484906,0.03469746401827731,-0.14810362124858029,0.09021412774653303,-0.23311338028801523,-0.055796204197297423,0.1808361702293572,-0.01708210643006253,-0.05164770859211681,0.06827712037624771
0.0231052980216988,-0.7522855729306976,0.9760829674572348,0.8026960864569216,0.8476046268668143,-0.36882171540269293,0.01878992750064393,-0.09733289591578216,0.2402976020475224,-0.3880929552652538,0.1651067612414223,-0.15675184693427818,0.3423683367335605,0.13545503270924547,-0.2142020781675669,-0.08666592997718164,0.15227006579110539,0.04370811788652376,0.0826013388304316,6.256836242498143e-05,-0.1460596241841687,0.1380705526730239,-0.04667872229884231,0.3749623295889412,-0.07970492701494587,0.13346129325517433,0.031165962037716346,0.20696611877384205,-0.12052926052895721,-0.4608118308243599,-0.04760623656258555,0.1902734071713555,-0.07960823891348805,-0.3040201433572833,0.098384734152272,-0.15156122544398942,-0.042402808693365816,0.07277559980781878,0.08800300231835097,0.03924507019245598,-0.08825930660236846,-0.17208289066949567,0.21257823227275868,-0.03215015579321113,-0.19720102635616618,-0.07618276715193259,0.15838508372984292,-0.10200254090422271,-0.13872891334077925,0.20266509335521599,-0.14925082406169696,0.05367473238671297,0.22672194351514224,0.11944311031260349,-0.2728664405664823,0.1815646075900759,0.014336461023327045,0.17487936666443282,0.007806353002151223
0.110809375423727,1.5594493700357435,-0.8658409870848911,0.9794790512318481,-0.12670196698986053,-0.8235735578264176,-0.09939757318995351,-0.42976372721012557,-1.3417770323370324,-0.5434576750271136,0.7223038243382032,0.08588435769074619,1.2622279933848268,-0.15597568941166004,0.07287181981298434,0.8078597128529706,0.1369707306329471,0.24360686449321295,-0.6341125896344573,-0.29039036843714533,-0.2759857412275195,-0.23903519525421482,0.20558989386540052,0.25964375320757394,0.12650738276850304,0.32668411790706836,0.451110596747801,-0.11985688239953478,-0.10680436999382513,-0.20116702931583388,-0.5658568792314506,-0.5237461463648824,-0.20085243602883038,0.35658740870390093,0.008349904649513457,0.23308788100334063,0.18272204143579077,0.23115445080779318,-0.04121650000033714,0.04983939872244954,-0.28648136869634905,-0.16578279161902643,0.06054504311778905,-0.176800004602619,-0.05232983050487998,-0.3807388074277781,-0.18353578293548115,0.011492258638915186,0.10567557244583334,-0.1536017097380796,0.14166497207000692,-0.013802476701910104,-0.0013515244091875079,-0.040530319565386504,-0.13236969643428,-0.06921691264533432,0.09865707173122873,-0.040535276545149344,-0.0045654896913817165
0.134258874730075,-1.780583532065078,-1.82102672100812,3.4310773382138557,0.27894551636536113,0.3194469122836751,0.3552778949605394,0.6863996827094958,1.1864993990439523,0.7305368909608196,0.43611565019979975,0.7056941223005179,0.09894707436994679,0.29237726803045966,0.11371487461048915,0.27955597220079,0.06448863812479368,-0.24558062651539855,-0.2621491942904057,0.3179747174022927,-0.18718889154283233,-0.8272804780314994,-0.3953339414357967,-0.47113889758037986,0.39824975273748153,-0.207630721252333,0.008048150608508723,-0.14066681295208303,-0.2649006152021332,-0.0019340457138476194,-0.26211710318385945,-0.12566919739474047,0.1975886921607439,-0.2493209803763621,0.13541463368332604,-0.11840597304720177,0.3060473629108176,0.06013249939611236,-0.29405936221343637,0.19702948618255492,0.06080308698294744,0.02906332357142785,0.020575326048419034,-0.15564591136467146,0.14076396282034706,0.04156940108842481,0.07749551035641927,-0.1908302824049485,0.08642297613921514,-0.06772818766718158,0.020348172285779714,0.2048826894440216,-0.1340546873361029,0.062034864817177064,-0.07837842157439323,0.12983279440510365,-0.27895083301570445,0.033936044027752556,0.06146282392001553
