TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73
-1.75430895079149,0.24336874562602076,0.44159374965755904,-0.027834743052659313,0.023947910197014116,-0.05077789848719669,-0.13090763556800722,-0.17965672210143213,-0.05387646751863431,0.09902798967428621,-0.14586055286233574,-0.07306796669154048,0.11418586053665711,-0.11325101252855095,-0.046974478435766166,0.11789159538296794,0.18991486795921986,-0.07052277265506691,-0.043323304165743766,0.022284722448296268,0.09227037550186422,-0.04620194245970202,0.0197821148444913,0.046081861736860324,0.05034207421976379,0.008022355749127514,-0.08123738614566992,-0.053145824417173824,-0.05403027770859925,0.08352152245594184,0.04835000065830062,0.05723170387027844,-0.06576736225635138,0.006755776337272136,0.03201852462134913,0.04841269736953825,-0.010301839456017271,-0.12805245528183684,-0.09515679171960956,-0.04280135817753154,-0.02969831247596005,-0.030212968400864914,-0.0864879664450354,-0.016062623957289763,-0.008437342549756567,0.007795829953316242,0.03889577957020003,-0.034057708823273164,-0.05907388844934036,0.011787872217794785,0.002949234214769008,0.02440700926770784,0.0018357477020910515,0.1016521503414819,0.11303356323307835,-0.1093897490961538,-0.02395527590616912,-0.04395412592427238,0.06027597933327186,-0.020059198494102544,0.05888412225053598,-0.0019725380209137983,0.003647658722392161,0.044664737343865696,-0.035873041898127865,0.038477265216489746,-0.053314850293416656,-0.007619358050321309,0.08343644409482837,-0.013719176976807395,0.013009235922859243,-0.009214103408747013,-0.011885886072599902,0.01389135951611827
-0.629508410326847,-0.8260362321070699,-0.1466831151819506,-0.07447148836170574,0.046985967035252055,0.1659323083201573,0.04659188606341865,-0.047782456751956665,0.020236207491652676,0.08243787411142091,-0.00804072277383675,0.0032837413146387683,-0.09063466192310728,0.030841329352559954,0.02497152892708001,0.04108987391110649,0.06216430216563396,0.06576933147431632,0.018513915964471897,-0.09376503402424755,0.027727140438864734,0.15142528183218212,0.1231478629352811,0.05882083277215335,0.04160182312753104,-0.11386317717148288,-0.04287797566331079,0.09621065412421095,-0.015716849553577716,0.022810374389564056,0.012329820264145466,0.03840380372563979,0.002183516993163821,0.13350649698737252,0.04982411573520269,0.020408820602883414,-0.09310057681916795,-0.009022707221444914,-0.01603784496553349,-0.009413272852667484,0.03581484370441935,0.029509851741170753,-0.013486648023249692,-0.08173782206432385,-0.12946024632222042,0.027172085479677515,0.0034533721115814426,0.014149153668619283,-0.006500235645729364,-0.029844789972605326,0.0015417201737180973,0.0015780332993752567,0.09673270736379512,-0.03863639696180899,0.01629872098486743,0.007066056991785071,0.013173965892610835,0.061900526069336444,0.029579513099329505,0.04661890652157509,-0.01286303525788925,0.03910879341170544,-0.04748046575449386,-0.029808077820459484,0.05655891437043215,0.05998853311871382,0.05740554205203574,0.013333766243165455,-0.009699510587251459,0.055897988839753436,-0.02446894398831578,0.022412991739796034,-0.006110225527803826,0.02809618855613744
0.638245310984327,-0.7638443839155192,0.44303346754798795,-0.012155775984169765,0.008355085554085965,-0.07844946947622794,0.09799674441735706,-0.035416247959790724,0.005397656826350135,0.08831936314169221,-0.07278045617889624,0.1520023165756235,-0.09823625955852322,0.010660321412012263,-0.053448445819812875,-0.10715942384682652,0.12175832863286494,-0.09879910458257578,0.01313099925034213,-0.027963042529089505,-0.0025360292701432246,0.140282576097276,-0.009295802070661885,-0.05439559940816398,-0.125411286425489,-0.07492439449674419,0.026167053834205072,0.14422281537982065,-0.012562439301251753,0.03229468144747068,0.026524293990541247,-0.0073345881456961795,0.02468433023777,0.05563137817823291,0.07384526764399027,0.017552900816645466,-0.10629939887315837,0.04413638798259119,-0.025259231740222845,0.09399108166140574,-0.008902657445925244,0.02754291195991986,-0.06418587385224088,0.007343666181174965,-0.0458450194190311,0.02370062591676541,-0.1234336497771978,-0.017056961838169928,0.025665205320051867,0.03117161704849749,-0.0025494669576879548,0.05095463792081677,-0.011072645542349959,0.02526012563810729,0.05596554945134505,0.05834518301297173,0.04538213936240436,-0.0021909180152334578,-0.03010335407308197,0.05666201783698017,0.025611927722071975,-0.01400585578712907,-0.009671793518310797,0.016456464408385326,-0.01755513118034303,-0.10946407913885325,0.013261872522304773,-0.08939105999866481,0.05179827908453799,0.004088012509973622,-0.02856032028338941,-0.03888214795949406,-0.003487699144135272,0.037138923173160435
0.085024864095449,0.20199729807646907,-0.4815034548151971,-0.0023505554783392005,-0.194503767419402,-0.03346831810303277,-0.14128093967052613,0.00420737165302369,0.038567131914667846,-0.006155334032610217,-0.01916897989873599,-0.048945344457513175,-0.0762388728527564,-0.000630969190597674,0.12024538974221859,0.01376666284488479,0.028782191981577398,0.04204128536034515,0.035288120425688504,0.09287571018880914,0.08023278827516266,0.014592654656228617,-0.04137913722890273,0.0385896203999278,0.031470808360794515,0.04080262035205591,0.12749050098601525,0.025526640687538068,-0.0019004951409380573,0.03218125143113675,-0.04763854378994916,-0.0729708057401099,0.028275351275817876,0.004949752134331608,-0.004150790710049438,0.05473104585332846,0.03759554854640954,-0.013303692243557014,-0.052915812321547316,0.04457221230285581,-0.020597491193643767,0.0018803139125784531,0.01735874092787121,0.013296952132076118,-0.04208606990905115,0.02453948219250437,0.056263716424654796,0.026499957079961632,-0.02404758214711985,-0.05569862732284103,0.008822518676456946,0.026257936719635375,-0.03366779278491807,0.008771945544517303,0.00791325927222981,-0.008740139301079626,-0.01584321714993324,0.004798741096625247,-0.002459844651376432,-0.028569593611062812,0.06705109199376266,0.010317092535193584,-0.03564663954087344,0.0025222409464033964,0.02321207523622406,-0.0027077544382221345,0.027655508639254353,0.018810600562501285,0.014725351385354213,0.007138628264879268,-0.012859547727056855,-0.04011091970844504,-0.0006005581109114117,-0.013733503692352484
-3.33556692877411,0.23265133135008634,0.03264376257965489,-0.12301832813201743,0.0031840067186448325,-0.04006380283623545,-0.15602430199955353,-0.18960276477387897,-0.012948314963692512,-0.07859259205953383,-0.052665635856748924,-0.05034349858349464,0.025601152989377037,0.004713853746937054,0.026642800762568596,-0.0013420915344182756,-0.10879866801987038,-0.05611782313070821,-0.0027730023996423085,-0.006698376006819845,0.02959345986794271,0.06528019014839367,-0.0472244451959887,-0.04749444134449337,-0.037084327051760645,-0.0715936137443867,-0.10129436388507608,0.07104293773793344,-0.05798276260657168,0.04430483419468741,0.03769674875968293,0.010331036136306804,0.05823078012220918,0.005048020814682119,0.05404497633287922,-0.02264827433140712,0.10667070838660296,0.01846281389868166,-0.03266683337106381,0.031186355913758467,-0.03229925797892005,-0.0007125942425762563,-0.03839230548326725,0.015432772977780809,0.03601384005796851,0.06342233915653153,-0.0204285004104123,0.018139767687349265,0.03527005212005757,-0.04409838021721287,0.07356226394934065,0.03771009478701879,-0.03204356858145696,-0.02910770677217073,-0.06540339039515367,-0.018648542468717392,0.028795192663524916,-0.02122904082442064,-0.007641672495899142,-0.00737450995737301,-0.02045287157861984,0.013691720892210466,-0.036822903065979996,0.011727664026595301,0.014795492760354278,0.05246521154820329,0.008345438275047298,-0.016317616349226804,-0.04396358905147414,0.024987801890610617,0.005392607647423938,-0.0684897523249728,0.01931717247556347,0.04490212428958195
-0.839253719086909,-0.7907338834271533,-0.23946313073589856,0.011980436211960625,-0.3595675041235007,-0.04335818812531001,-0.023047116402929495,-0.0556289451603702,0.060530457316684334,0.018804733665582274,-0.11770093906907082,0.04485830835127808,0.0006251921769442756,-0.04693377740751778,0.010141160799933269,-0.1426312686928724,-0.023577603711974808,-0.0880135352556833,0.0742794447642747,-0.02420749577840829,0.03951504633491197,0.049246381525267745,0.012617039102703684,-0.0020931186161098595,-0.003236541134027832,0.046437589214323866,-0.028624208423906543,-0.027073406706660953,0.04541657035247088,-0.0391632100020241,0.008185427496560094,0.00637927426301921,0.05526512203699732,0.015019338261387974,-0.02255347880222777,-0.05838730651702976,-0.12195937762877714,-0.026348303385505485,0.033499428990291104,-0.011613368322473788,0.0072071058708771075,0.039158464742488804,-0.00517267916919807,0.010910001214650094,0.04813040986933694,-0.03184160768850323,0.010238448483375176,0.056431130845917936,-0.037774710102307346,0.04313427281024346,0.09254534469364273,-0.1022267749962975,-0.017037802342827722,-0.02662246583534347,-0.032948383852224636,-0.005863581486504688,0.017110387422026443,-0.006348509718956382,0.008395377886793976,-0.011938780536044873,0.03349172726191019,0.02115709825484011,-0.002833555522874336,-0.01258771508088041,-0.019883927436576083,0.02763391797625541,-0.020424325342388368,0.11674019438348014,-0.017159042730126434,-0.06268877928360664,0.023022511767915182,0.009147157749416037,0.02900405458201069,-0.004235486272558814
0.458468272734064,0.19051591863153297,-0.1436212613713044,-0.05582400135351638,0.19018747044222253,-0.07382751660825858,0.08896834476360498,-0.21390010744026355,-0.02922932158352839,0.0779945884550494,-0.08679327937484674,-0.22804473692990257,-0.08581363539036148,-0.0993061766970707,0.015522063639468878,-0.11606607831093223,-0.07385017802488474,0.07165552622566863,0.17527108517079903,0.01315650479701903,0.006926901690877155,-0.049452787174515817,0.02722272769786164,-0.06014907414651597,0.10897683063752434,0.01945482556227739,0.015855019862647538,-0.002423625818229579,-0.027385420636179263,0.12656169818614915,0.087949454269038,0.10833825486379453,-0.033065694776825263,-0.013204037065176229,0.031225043966640866,0.03331785197805448,0.019321629825739536,0.10280572578807742,-0.00357588636729578,0.03048198203231852,-0.059657846698155305,-0.014255817556786274,0.0885274555358697,0.06615949383853237,-0.037545130392105205,-0.020228232042620295,-0.021830339019988876,0.0031754145168840066,-0.07957883449637758,-0.0808765693778903,-0.02592670285047825,0.05323544071986912,0.06778313572555243,-0.028053085987544597,0.0672334945414701,0.04008355527748503,-0.07038129848450081,0.021285268923580174,-0.023161972384054597,0.046887943869448306,0.02947483465216102,-0.016995174218089125,0.0591801118803865,-0.02747137262742272,0.05509485993342187,0.002906729628966431,-0.014611522266418245,0.08203719721012298,0.02082623895262904,-0.044996083169018944,-0.054393111846887984,0.003557444431954959,0.008627838866976533,0.016523919955129217
-0.552569765555599,0.19366418517045883,-0.5492896722790924,0.03809560780193489,-0.3247630485905668,-0.004422935638486569,-0.16097003499128706,0.009659708503754028,-0.08767267139574669,-0.05490026724789904,-0.07941761143357473,-0.020748072821404007,0.03221077396074812,-0.014883940275842883,0.02344013124847707,-0.0916414762992092,-0.03314748168730746,0.02421068888468997,0.07630362476665514,-0.11287991672394129,-0.06665615975007415,0.023727942712979982,0.04894613056464647,0.05543957529938593,0.004335905284712904,0.033794455050159815,-0.042489471905225756,-0.05207756753159964,-0.012816836716208284,0.10384097528200346,0.12138546994743285,-0.011658959255551257,-0.007225435651827117,0.00880300525553196,0.01741090925049016,0.06395959737645027,-0.008539764775487601,0.09242127934330872,-0.1803330664955342,0.010597860155946279,0.01645198682478836,0.04314361234289754,0.09714070314659459,0.012528689101688065,0.01874723537241606,-0.02189480832698575,0.03224819186951765,0.007841449501622645,-0.051029786771621975,0.04821678485690558,-0.021987626785045872,0.06501299085189584,0.029318134348033473,-0.07320564414510713,0.01894959233933572,0.031527625364523054,0.01741361571053033,0.035242037386800824,-0.07303275977840873,0.0012189036625764689,0.021107108735668196,0.0005503987390772803,-0.02146494771509675,0.008061457682338732,-0.024206846991814305,0.005497070407910835,-0.06656708165830533,-0.01045496509478706,-0.02510267737906317,-0.025260946275697985,0.03128361034566596,-0.004888478540367688,0.023761686766036474,-0.015741105292646912
-0.946564987391368,0.21386108752753394,-0.2562600040915109,-0.06503320572842608,0.055988470939626264,-0.18351869852093958,-0.0458616167976691,-0.09667369452351257,0.17256250562680167,-0.013505616390365162,-0.1035343176239588,-0.00643860860534443,0.011919199977313683,-0.010620045439858172,-0.2051105343427893,-0.059549844255687226,-0.0738511080271275,-0.020694352873959907,-0.06768139088359705,-0.08031529674227823,-0.045525632713998836,0.1398354400048908,0.002245420004189825,-0.004216616604772119,0.039499647468071976,0.0928145194313433,-0.08876895269431351,0.008572939934452285,0.05223039568239715,0.052985002853064546,0.05895005723241388,-0.02600861092924614,0.03671358435291158,0.024653495874963627,-0.0244108967896718,-0.03977203488388729,0.056446530013119514,0.0041673226595404156,-0.04031165564008778,-0.054046207958281106,-0.03245124477656172,0.02295025407105331,-0.039670117334628455,0.007641760161116113,0.02108736148098234,0.05720198520265598,0.007316006344254833,-0.012445057279573533,-0.03181319882365451,-0.01717321454866598,0.032610434223220075,-0.014686523849692972,-0.008085726289772003,0.04226128412485441,0.017766111616258004,0.04620552977359714,-0.024111544411594705,0.09909639950597077,0.043840938102924394,0.009259631672813731,-0.010725456581987437,0.00634180713200565,0.01171110691160829,-0.025850543664334643,0.06273732903389886,-0.08792305106341398,0.06266721128161894,4.3210606885830125e-05,0.01258067798590265,0.017079933227869014,-0.019509344000198176,-0.020209761104986523,-0.022678837422154784,0.003719838547403797
0.584929333839201,0.1877874943451257,-0.20327627774247728,-0.15023834520318388,0.42193126892523825,0.08660815695705544,-0.34369533811362846,-0.0036444656539891037,-0.006826391834628171,0.06225812044371844,-0.19338487207365046,-0.059572093499882184,0.04806102325395641,-0.05125174018583768,-0.15423182829138563,0.026411410458130953,-0.03255172151038429,0.0669618974375419,0.05441524631977094,0.04698505008985077,-0.0618685238659932,0.12555437983085446,-0.08014581744839809,0.05986751841504955,-0.12690325345072065,0.10452574654868452,0.11760115977744003,-0.04116316552071062,0.021929167767521178,0.003868800532840095,0.011658361820852984,0.02239469894951419,0.05774681015689955,0.008410590765157877,0.053010471913576364,0.024570551880491953,0.06096738914201555,0.008549879489129627,0.06918838593253832,0.008024383391754092,0.028700119758397577,-0.05044439656778067,-0.010833301356677786,-0.055273894330292,0.010383967524976993,-0.050575886402969256,-0.0211167961545462,-0.041454646217556006,-0.0007466972531223557,-0.06428291756803685,0.033397188625572234,-0.051737461768496563,0.014227439584094679,-0.031719825359385286,-0.022288905886737192,-0.0030592586642080115,-0.00583993526824159,0.08758878759565959,-0.07550235762445487,-0.014239560079577128,0.00745932049301559,-0.03192766877460753,-0.03565767574969746,-0.0063763441583450445,-0.058211180963853554,-0.03275969073065557,0.0280594649490807,0.00994365087508576,0.03881685635576923,0.043562291542209454,-0.05700362479744156,-0.03253827934388966,0.012328979146532677,0.003555951701888099
