TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56
-3.33556692877411,0.20240407418977466,0.20769570449759905,0.03478366940157638,-0.12071358008395268,0.0012460016713894458,-0.23788687454063642,-0.024243461727125354,-0.03767226532720347,-0.042360455560045994,-0.004245617226529325,-0.002516109837658211,-0.05938981876273585,0.022244621341893308,0.013122289602487075,0.0023585787395583794,-0.11731769297415572,-0.03198434750187442,-0.03827001139756186,0.025298693572081397,-0.005921649493919824,0.017420748874646192,-0.07833009713433219,0.026607057463422068,0.007672545931980455,0.0029388754625566398,0.019441334994058587,0.05765650418184063,0.017691159225916187,0.141621132703716,-0.0657574390786859,-0.05319762195604811,-0.02368545265213538,0.0012218170417492007,-0.007015709221840519,-0.047472693277507846,0.03342331702841148,-0.08886943745377375,0.12474705642379304,0.004895994478685709,-0.10694399247644772,0.05181771009455786,0.04479196229784216,-0.0202868995455985,0.007464684504436807,0.028433080407860297,-0.054973592911539,-0.05949956190669329,-0.04862863656423426,-0.04881226766324738,0.049616915359976546,-0.015876494889018045,-0.0017439672842528469,-0.08777109846261542,-0.05692499972766327,-0.06647267478699617,0.0017759977858051478
-1.75430895079149,0.12447565407961793,0.3915023585861878,-0.2362567965164734,0.1313778429229711,0.07801760945310535,-0.09580671692198575,0.05037982099081604,0.05020585529768787,0.051494053682312586,-0.13016887171300923,-0.03788153723959948,-0.2966693466107348,-0.07236879708715743,-0.01863647304596821,0.12388876717941795,0.1750196886839479,0.056287364521119675,-0.12113571786871469,-0.008817569403236955,-0.07346042373474607,-0.037913578455090136,0.08865374401149011,0.1274374730046402,-0.11450328694173996,-0.0535202459646325,0.11618651484745192,-0.0020732346542332775,0.040953605751590384,0.1189778518638196,0.04830166624054924,-0.06216525087706757,0.03706523543580573,0.11035924587341388,0.03010573325428046,-0.008952639262616543,0.0608943076532734,-0.02355797530859532,0.02587245155562661,0.0401684298851108,0.0685229291146352,-0.05567574679478553,-0.004230030230958958,-0.031476922198589156,-0.016581724704854924,0.04614836425031586,-0.01039919295755086,0.07791529683058371,0.09676685608793759,0.010139096475576934,0.12980621790556113,-0.04921137215070126,0.0018485984860590176,0.05550004096415122,-0.056978809343963384,0.06157584715254066,0.018438207925067628
-0.946564987391368,0.18522018447397579,-0.1311498235631202,-0.10724255545387554,-0.025473302537387183,-0.0836714622480734,0.0047663664364941336,0.13709302200533507,0.07561757151023693,-0.09083527799759433,-0.17543268580623925,-0.15468973210480216,-0.22633942563696127,0.03234542668237833,-0.1173055995962567,0.05973829711226028,-0.024226674790379252,0.08066760525113828,0.1371668180381961,0.1058735403710854,0.0245069606128738,0.008114836240014862,0.0003830073104392438,-0.0270410278207834,-0.10696391177624337,0.07381782489231598,-0.08917470085308271,-0.06771498716801219,-0.08771956040287754,0.045119496669808024,-0.1857261124167696,-0.024856444646745912,-0.009882933631164971,-0.053679760813596496,0.09063713233113786,0.005290787123997607,0.05265144858104474,0.030410964473603787,0.10273518841746065,-0.01947326106079088,-0.02314362021546798,0.06186359249444695,-0.06798486931329378,-0.016573542366881175,-0.04334736230017709,0.03348319433337007,-0.05128388402166419,-0.043230062172219044,0.021646514657338318,0.00649092313293106,0.028522840535390843,0.028265652580925046,0.000635831499162809,0.028783715308171053,0.07179150162300021,-0.07906346069695734,-0.0021858352246841026
-0.839253719086909,-0.7704424897518617,-0.41963342512785495,0.202311422608085,-0.2497555181922064,-0.11082623712713911,-0.20865645301858404,-0.09706561947700527,0.03086756974281943,-0.07343255623078554,0.01776721807817818,-0.009840805379818048,-0.0038876543541659725,-0.019830306872144043,0.016588900289119073,0.03909983106476951,0.028347940334022537,-0.06709804131402364,0.005131810037131887,0.09653710849148306,0.022618459232170457,0.022289156674237347,0.11174444129360508,-0.06604724550751466,-0.038648671648368604,-0.03461381008337329,-0.07627670063872219,-0.012690061754755297,0.00037928904545947873,0.001957829580600761,0.012515068781975721,-0.020110579203319347,0.03199127764692036,0.11693896119014555,0.00710377987963983,0.052180863989836054,0.0022009705577855786,-0.04781616991707461,0.044989227152583765,-0.037250220901055765,-0.01762126811321984,-0.08008706229640129,0.04695369258139447,0.03868223143078307,-0.03416748447303038,-0.04661559046802161,0.020592333246288994,0.02499174312335632,0.02392392809044885,0.03762716785575882,-0.013310533712118178,-0.043294715157804545,-0.04413596543458476,-0.017056602242949262,0.09304064201488259,-0.08807918683624273,0.05079115674825219
-0.629508410326847,-0.8190477764016768,-0.10023718597047561,0.1700138155421076,0.04742397642706361,0.06019701735224733,0.0727203687752433,0.13761404328473556,0.08505174045405307,-0.1067921860947173,0.14101827321780447,-0.03341143353968589,-0.09859222336507067,0.09192366461572751,0.12238751996107598,0.07794954331929925,0.0438826302583959,-0.0064346644833189835,-0.10745602557923789,0.08688146134313189,0.019328982927722047,0.05249456928863251,0.06835195801849642,-0.027901557568501753,0.034613025734077305,-0.09162535427637694,-0.09870101204996454,-0.13045433789112956,0.07731489015008487,0.044075091452830055,-0.0631821900879844,0.02839131682766435,-0.05356992167630615,-0.0044407954872706075,0.044748461369413545,0.04204604456750319,0.002394015643952139,-0.054092356339670335,0.03167331926994366,-0.0631020066447838,0.039729303180145954,0.019359097402333696,-0.07571361280054108,-0.0488367023243434,0.0687622005748917,-0.015594725610221476,-0.03982913125900533,-0.07354453902310193,0.054154126020284486,0.0825352021380108,0.012719477323912938,-0.02100382692199329,0.051005168843363015,0.09649210981408601,-0.03662894943964267,-0.0428347837663476,-0.08046781447690228
-0.552569765555599,0.20757755451749982,-0.5232669457098421,-0.08155922436737474,-0.2030994235727908,-0.02078237319437039,-0.1949350560509161,-0.07829581590813074,0.05076143996584707,-0.07272387703158055,0.0716429565513384,-0.10232979766420469,0.04628322087953543,0.09126788887831722,0.008980863613421406,-0.05761477875834538,-0.0503528785223293,-0.002662073155415558,0.03280140515123164,0.04994476572701212,-0.03402279551861777,-0.007810451761386743,0.022130180430385036,0.04226576792762652,0.03477095218672997,-0.02580671657723935,0.04391074377706505,0.07666507995682098,0.04977756766227534,0.04732141618446045,0.011598446420474064,-0.02968391664158807,0.026361654163433754,0.004001706217442542,0.00919560073287211,-0.02197747449937305,0.020668017620544432,-0.08336535812910865,0.04374181124351307,-0.10169935679931326,0.0049899581898453105,0.0040497997648409455,0.036824974102676565,0.06349018537133877,0.01712702753947472,0.0335358353074905,0.021815598830978295,-0.045323650851533656,-0.014078109550710916,0.02387047988676957,-0.005380456129474123,-0.0067816399916816915,-0.06220641627832817,-0.002775306649183167,0.0327199478673207,0.02503003745131181,-0.03182754038845589
0.085024864095449,0.19349761917673436,-0.346679350340565,-0.09719798048302854,-0.21615963218005183,-0.05153040707697481,0.11362559716203995,0.10491567069084731,0.07707689761040527,0.01814536068299466,-0.0669302757493773,0.1857207240138007,-0.00675952986725282,-0.03854747078046789,-0.00538678983591493,-0.032691865457918384,-0.08138767140755679,-0.08674611510406655,-0.05789193080897546,-0.017735185039313397,0.136706525824663,-0.0745072086918315,0.13887245723808064,0.03502511262503598,0.058011694713484364,-0.0021085705996266575,0.005335177013675455,0.008256387128414389,0.007209570006085317,0.027939972710290868,-0.12121557864294645,-0.0759542513406797,0.05552364281312286,-0.05469279226472782,0.011668009013709329,0.0729114502328866,0.1694017052214651,0.04631995366563241,0.021980256929670712,0.08487733005455068,0.06888991628443093,-0.01571540584260642,0.03234758124225584,0.08286926390567051,0.01941372210442319,-0.0352355011537497,0.006614723348953162,-0.03649505884360809,-0.028455265524216282,-0.011132386732518368,-0.07111472666500245,0.017807984072113453,-0.047430413625890976,0.0017462024821701646,-0.0743742907907432,-0.021463946560703568,-0.02532671697380442
0.750610688492847,-0.7767273468493959,-0.7344839865494075,0.036724505125282185,-0.3177200718507246,-0.15695432892752997,-0.06672973452686244,-0.109035381721628,-0.042751252278222365,-0.04877550115789843,-0.15062327593200084,0.12620537907449025,0.04994314758168338,-0.05419623775022629,0.08027186567273425,0.0125749177542471,-0.0027237571202383495,0.02931689193234965,-0.02621805898201509,-0.1828977722797588,0.0032561237004071855,0.10155951073201912,-0.16579414269118026,0.024778415964691235,-0.07259553934569914,-0.07567657440504218,-0.14188103612775896,-0.06091924608387525,-0.05165624794033995,0.0983889771912701,-0.08243653691166478,-0.00040147898393232747,-0.10013760062013399,-0.1107784359360177,-0.009187202275330191,0.03636476558671805,0.04558255494986883,-0.050683650164911845,-0.06920080174446214,0.04624471565163552,-0.049794613077624256,-0.00986872246108694,0.04828673318484444,-0.009569364922879041,0.03163023910603147,0.06571316430781239,0.01873681414185708,-0.003976050211962155,0.052905469678858924,-0.011792556001977065,0.06281977744109805,0.04966468586524042,0.02554920949695333,-0.022236997355004406,0.027214930016417224,0.036265025526382305,0.005793631944106312
0.933069430133357,0.19444158170591744,-0.2168942272558092,0.11414801579185024,0.0336534516357694,0.07730046828074066,0.07334198970420715,0.07532581440717129,0.1273698819398259,-0.12252991359081061,-0.01624897130185166,0.08998235781977594,0.08791516984899284,0.005513275836480368,0.02607842556843802,-0.02198838802885692,0.01833743437002244,0.09284633459121415,-0.012266853138297281,0.053501947344931786,-0.11253136883588473,-0.02714589848954297,0.0022357654697047085,0.17463189926354425,-0.006587917116304273,-0.05073861611580387,0.031220921404295006,0.004457348311425088,-0.05831511912547113,0.0026613402671978757,0.02463164079414099,0.08154463577992416,-0.020896309265689254,-0.06779463233105071,0.02493924924106621,-0.07059303523065882,0.02818053799199721,-0.02422454334368336,0.05715488355631382,-0.00554239905059217,0.0018463466820391218,-0.07254696009505766,-0.07238264586997274,-0.042283997237431675,0.055697247179695604,-0.039075574503098925,0.08014049720078041,-0.011153414060812213,-0.027142337238344787,0.0050681715029690265,-0.07349781198308487,0.017025493812993567,-0.06924894108541554,0.00703060371726128,0.04802780697475962,0.04119937971994141,-0.045448033625195706
0.964985078500852,0.18780861676207092,0.1440311235517063,0.3058493048557745,0.403478319159517,-0.0676150630041792,-0.17488207717283505,-0.16897931257791513,0.45129081132762267,-0.0012241782328557959,-0.053790333459293745,0.01023010944624055,-0.08035593938294226,0.2626324062863273,-0.15760421650371775,-0.16410497243215508,0.0928714462672538,-0.015090703044948141,0.020548752289240378,-0.009535610811467523,0.023139099491126545,-0.1596132945289023,-0.014976941960120274,0.15373162786425432,-0.03930428524808736,0.014019771321685769,0.008095789667779288,-0.015626713731272158,0.030413155852145903,-0.03904780791303251,0.06173166280360553,0.01820927219801285,0.053598049204056114,-0.09470844651706477,0.024518113819658644,0.024112977409217796,0.017061566955860388,0.025922395662940065,-0.10261282544667767,-0.02787968554093294,-0.030244094880584636,-0.009501528997988035,0.057228388074486,-0.04187297328896324,0.024910764229769643,-0.012997958447785778,0.028977325704504873,-0.08558393342264652,0.06168072240243961,-0.012758153217347001,0.03598817676738351,0.026941691998594752,0.004719564315377749,-0.030342307774423486,0.008750443456426005,-0.08225285845987522,0.038095435633128734
