0,1,2,3,4,TOD
-11709.391401769988,18293.289591985875,14350.886976844558,-8459.886103395113,-2423.963111414439,-0.552569765555599
-10079.261041279224,5272.170114385393,4437.453724448963,1299.6654036717453,8236.281352959406,-0.946564987391368
-11563.958995903358,4537.192430551902,-2920.112576401707,19736.755163984042,9562.010495256214,0.584929333839201
19265.610150108114,44360.25773331167,1360.3260722100608,-8118.4002656801995,12243.136555219466,0.750610688492847
8393.537161881755,-22770.8702533905,27688.31345794507,8941.201980938835,23246.1091962568,1.46717689965213
48544.84215450072,-10009.211485425109,104.26561432753785,-4354.2407501960415,-5810.485831720545,2.18673876833911
-4163.099934516853,-17786.217273760354,-14374.963755370998,-8303.406811313225,9005.765384020708,2.08856392307049
-4824.279128887485,-11286.017527461569,-3850.8924310413017,-16815.24995285179,-177.14870653400368,2.4291236317457
-4698.636321669911,-14278.199691362917,-7521.971145321211,-7421.197764496305,-1172.4544388739141,2.42026018433576
-5395.343661894823,-7977.085738877893,-3568.045041982767,665.6886365407553,-1988.1620744682077,2.33206780874885
-11930.363936281465,2354.7980813824333,-11046.570141424767,12259.972415088589,10263.768861269882,2.36055933695408
5613.356170624727,-23880.00379868493,2464.796878241168,2874.1294095668927,15054.848121980807,2.38513735077248
-4247.988297049893,-10471.788454043417,-6445.819290052793,9001.271082741294,-2477.344892640858,2.57877464916503
-3768.0963317824176,-6507.162093774185,-4564.839757137548,9818.002335916284,-6915.714549826075,2.63037099195316
-1684.1598538074807,-22935.272261548806,-16899.20629506782,-14130.159852121316,1601.6737923541996,2.50804369880753
-9587.802328231843,-4743.606826477581,-8358.276450561041,722.8124041128369,9512.388156073986,2.5163481317498
-9293.88440998728,-6525.111962809047,-12892.661777847372,810.727579353515,4076.5954340609514,2.61496728593484
-10555.91607270239,11885.593655411125,3573.2620254920635,9735.28396391916,-1494.4895630835026,2.5973305284851
25857.78007449207,17908.788417989068,-21065.16415924933,-3168.8599840747884,6145.7240283959545,2.67141187871117
30790.02371816776,23325.4689575332,-8234.441710716024,18070.28291391105,-7159.65953644045,2.72970170914493
-14131.055218206156,6333.428711215494,189.5428757360264,-11326.22262260535,3343.580224469086,2.65774839944431
-7789.097900405941,-1382.5639660790446,-1946.2381980255977,-2910.141287111625,-6645.5816277714985,2.70734302644648
-5642.793921843605,-3946.676032743049,-791.6420176392402,8061.841927487144,-12959.751532346867,2.71476581851356
1815.4234283944234,-6107.362574127357,8309.93625268126,6820.459250228562,-9889.705679516032,2.76127856056312
-8826.1342672109,3580.3151742665605,522.1242489308454,2606.4358247255927,-691.8304069109931,2.81266820236444
-9186.848848704461,2149.6133617897,483.11531471155,-1252.0471270144565,-1424.1480029260015,2.77986657492998
15539.41485267634,-23832.878316166767,28433.24145745362,2118.7341287348977,-5496.267881232581,2.85672732029026
-4907.6654340724335,-5279.659310912816,-4041.4587408453426,-1790.690054508745,-8815.001606932332,2.80843505445744
-12621.443701660444,5277.766650569225,-7332.964422619489,-875.0817970449697,505.6875961024559,2.77982401489326
45742.91041077916,-1226.0198084294175,3939.9942700735996,-2150.333137400288,-1802.2900468446333,2.95610854312015
-8818.28442141415,6303.305098565155,10633.65699474242,-18133.384516374892,-2896.5164511726043,2.97221145872787
-3314.1778902415367,-6663.066992101231,-2516.1226827483993,1084.7161217108035,-7177.555510379122,2.96869869344855
-8145.257939318897,932.2280791278633,-1454.7254116340425,2969.713167449886,-7830.212882504544,2.95012505119653
-3417.4597304278896,-4869.837747125659,409.1146835068209,5704.087522761349,-11858.376894013669,3.03347626130792
-7970.987225204724,6809.567317768643,3954.8897465189702,9298.90880523786,-4715.425219055725,3.0695144298855
-12900.326460970524,11331.231768938784,177.04440233112868,2005.0815721384981,1159.9251649199136,3.08445314739589
-14474.899699722786,22665.998425911075,10426.813150700626,-2315.819436631333,7263.316734730237,3.06625134347406
-11044.25606673907,16186.531931570791,16411.65057304759,-9370.76783254634,-5516.596743194371,3.12236944474146
-8401.902232582243,296.1642367668736,3888.8737339403033,-8993.265443451774,-5865.783475437174,3.12936400933147
43531.87455286241,2674.902376301837,-1933.1864482074527,-4716.616871377558,1983.6555671951646,3.14117745438759
