TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
-3.33556692877411,0.23100441828806875,0.1815134389267487,0.0021900193827604966,-0.15089045233616707,-0.0010757156056646932,0.17161735980081896,0.11874255709033942,-0.04345188861491167,-0.08467976915681119,0.021155844635203758,0.016470522661287595,0.05878775290708038,0.00904477843032971,-0.016726156611578984,0.01769891268405582,0.08890752324363654,-0.09394988156556594,-0.07398601569766074,-0.005240344123193385,0.023671714038900785,0.04064134667128418,-0.04325480650088713,0.03250884564141687,-0.019991875646671296,0.039713342469952236,0.037885305364796173,0.06714154263439666,-0.003054297852642919,0.026341557639331853,-0.08271637727550814,-0.02318101007601496,-0.012724663024581697,-0.047343479546959694,-0.06747480451100166,-0.07614881327084427,0.04254058273810659,-0.006264012969361185,0.019340513991753072,-0.07567708751486213,0.004973392390077199,0.1374126901636757,0.016911660608653303,0.04627137346467397,0.00024695306355200443,0.08144703034565896,0.07885037803073713,-0.0873523509697017,-0.019540063095190106,-0.041848724855737464,-0.02256670098315186,-0.008057146434604994,0.0747297770976238,-0.07859832835980074,0.009140231530455688,0.03300969604238319,0.0726260540154132,0.002686404915289685,0.002027570054258071,-0.01104543805444279,-0.043511270763478015
-1.75430895079149,0.19001280269658447,0.38068460541784843,-0.204576931725705,0.16246976413515746,0.050032565238747204,0.07563401293101622,0.06373524520014322,0.051439526280503196,-0.0017930443495043653,-0.11360641452392342,0.011365975097274654,0.316688161973048,-0.02006857730059272,0.0481963683198619,-0.1499686388250347,-0.15719030285330357,0.04279476602286476,-0.09794544679376312,0.014705303846274963,-0.04870525979220459,-0.06911925428946544,-0.013116973494756316,-0.02608021628461201,-0.13455884200426158,-0.11965477517182276,0.02438981605491225,0.14409517862736201,-0.0008740126477475869,-0.08370285708830319,-0.06342699332466864,-0.07026265641421588,0.13022121542288717,-0.0632198177333126,-0.029048118816572856,0.03327551733341754,0.019541928981856898,-0.0502742151661461,0.03680759805727261,0.03379303792209369,-0.06980909000842885,0.028792885573067865,-0.029192841962416248,0.02036687935006797,-0.033799030331518314,-0.06260154862775093,-0.05414065675305601,-0.022717030703271582,-0.009919549389690663,0.010361494472977188,-0.009626378515235411,-0.04929005772099255,0.009171802839231524,0.051216083245450066,-0.13278757205369227,0.13043807980044095,-0.05525082696001096,-0.014193067409154964,-0.0012532329231816997,0.04129782338219135,0.01606053048205187
-0.946564987391368,0.18674923851216962,-0.1455301886969226,-0.11027028762744179,-0.008620360001223577,-0.06851239190696842,-0.11072680115432025,0.13482707514184403,0.09097886652772834,-0.05773471888604552,-0.18965300527091003,-0.05047446556449839,0.24577766142646262,0.09507524538760904,-0.023242601886147688,0.025986038323301514,-0.08224010140421234,-0.0024203546141286203,0.06753863030009913,0.015031426296648664,0.14628485146526987,0.08113550469132301,-0.011807694283920917,0.09141354857444976,0.034099525797028386,-0.06320377852755386,-0.00960764593692945,-0.06273739734785187,0.01852359268077084,0.010432576403456293,-0.13515302130213808,0.19482827615297735,-0.08812661760962118,-0.05375463592091794,-0.07473758111292877,0.008334723020177607,-0.011021351817886748,0.019750569662434814,0.009892935482805275,-0.0035389978924120066,-0.029974729516467756,0.13096055131740644,0.007953489921431528,0.025509363618364873,0.02336901762885129,-0.026376435377652992,0.03878638743248828,0.03315708533068543,0.10410698570446468,-0.025259909269462064,0.043956107544189126,0.0064432983822061245,0.010240476435451121,-0.013870659934026119,-0.012491090156470732,-0.030568656251034422,-0.002123759729780173,-0.036280835636176754,0.08405771853306221,-0.019408694389633635,-0.03777783916240231
-0.839253719086909,-0.8095966645328245,-0.35012396525932826,0.06328664499654235,-0.29403659365299956,-0.12580619093138062,0.18611809764326154,0.02988596659557678,-0.012280442360452863,-0.09968276909096269,0.023932861550831942,-0.004068774348133405,-0.0037734581452072286,0.0033075801170906406,0.034384511027571674,-0.09185337127832004,-0.00200250448209641,-0.002651134047318057,0.04884113342414079,-0.12403121810751375,0.08856438884237743,-0.04305585989643466,0.03978114216376453,0.06740200111931581,0.02042102865354688,-0.03047158254357943,0.05385222958436296,0.003811797089018742,0.07871991296502491,0.013207740324598842,-0.04242455180120188,0.012852191820021454,0.07639874166750346,-0.07376262075555395,0.06459352429073384,0.030442200799038553,0.04300951118647462,0.016377237259898706,-0.01881630547945242,0.05009667189953343,0.03778221443711417,-0.019985430660388194,0.0082821694538692,-0.0008625716262904853,0.04745241566477484,-0.013226892514222974,0.00614040801386995,-0.006422691770238885,0.0003561220128367009,0.055016071546958784,-0.01683689478854506,-0.0020657152092483267,-0.055115268860432116,0.0020874935416303722,-0.0007000462238288852,0.0027615830629147404,0.044787866796236274,-0.005250688144729833,0.09577872426734199,-0.031859349062442345,-0.022652256033508986
-0.629508410326847,-0.8245171898707714,-0.015633745244916362,0.12554433419907593,0.039906179908870444,0.04324664610184266,-0.11951922350631877,0.05391582716953917,0.0739656095867377,-0.00905262819218136,0.11741526100966593,-0.055841461148493976,0.06614067896211519,0.042012882192228096,0.19576725373542975,-0.05853335397314421,0.037447976020302545,0.05121585156847451,-0.07920672065141697,-0.13720287946730064,0.05792951839029876,-0.10436059290850057,-0.03994911090513041,0.03746529519154007,0.008785459205843721,0.0009080650577457523,0.06625101230902967,0.00743232570678591,0.13724687584460665,-0.08683340455190093,0.005715181754043,0.06527151460263927,-0.03094844204621625,0.012559253456604332,-0.031183969166125612,0.022238324243731684,-0.03941975847467423,0.05950830309804699,-0.018769007801731477,0.012152735056273522,0.01659237684035066,0.09215488559662305,0.06055496941142821,-0.10613913889602444,-0.02728585770222325,-0.06393643055340688,0.038404290049215375,0.0482597730587191,0.01617279860853451,-0.07273934219260599,0.057440738323973194,0.08097668982667283,0.044474973653451766,-0.059957589518216656,-0.060413969350417825,0.058694028612396636,-0.017499935780982787,-0.04990523806400948,-0.013706007394804027,-0.04106718967026208,0.05893477518772397
-0.552569765555599,0.16346629147303457,-0.5505073572154262,-0.12982330323875615,-0.18664441943358762,-0.012846452881324752,0.14760630424637394,0.0684902349440041,0.026967049205322658,-0.12457980896034326,0.04058309554895512,-0.11131329332842103,-0.0489043727055777,0.02199213191737421,0.004575910031405675,0.09919753944934767,0.05472548660325397,-0.007637649663244827,-0.010339552826248122,-0.012766353547765492,0.03657628988113066,0.04979017519966198,-0.022636306775882464,-0.00234909841045814,-0.048972546511954346,0.03207602042174118,0.04411440294989115,0.11766802035945922,-0.00571653631028681,0.02348988351678734,0.009701966567959519,-0.028559682620234728,0.020554548200810683,-0.04882642716384928,-0.010766449448420265,-0.007089500700581557,0.009047988192968202,-0.025875785776974945,0.028233252211722713,0.03684597352345036,0.0216704064574968,0.0315297290743662,0.07403735039686904,0.004627775708498141,0.06600555338363283,-0.019356484663201497,0.03585868696455526,-0.0635020160019253,0.016156487475346048,0.006439720008364665,0.007489945390577802,0.012856852973519007,0.005243856912356182,-0.011387416018090322,0.02570946555290114,-0.03243203773267465,-0.027203763339716417,0.07251382540464156,0.01271820366331032,-0.04132729289348229,0.05889842179955518
0.085024864095449,0.1719111350185451,-0.3732347339447099,-0.13401834547118774,-0.17295838119581367,-0.0021144142482505063,-0.16014851329618388,0.0061369830357416635,0.07984109268970438,0.07389743973907524,-0.001019864703958405,0.19032979960999127,-0.034798901897041774,-0.11286921311532327,-0.02181911536210608,-0.011211265096370802,0.02760127637488872,-0.12933997777297462,0.04466171124619096,0.008829631386218279,0.07495731541512825,-0.1337366945529422,-0.017535744194860335,-0.018586162956039872,-0.08091225543149427,-0.041596389515278366,0.07474312517798958,0.05268264047383558,-0.0071059446907867675,-0.004032034677793638,-0.022405007445409724,0.13601545473302612,-0.016029628488264197,-0.08831472308404295,-0.005048012382792706,-0.014991007830731361,-0.012087688748334094,0.12544839332864055,0.07126955926975792,-0.004519797844967528,-0.0952990218018078,-0.07904474393466232,0.013059890821895207,0.010761790370021762,0.04139198074756123,0.09102350027342447,-0.06274384453321301,0.049340583370830145,-0.00935046444349099,-0.05006217261087999,-0.07237199057421362,0.042948756847749764,0.060262810990020586,0.016529299674734172,0.057891844142415376,0.01183047508561881,-0.019093727001418058,-0.02380458436434802,-0.027913293138500793,0.09556515425363868,0.01702515488038391
0.458468272734064,0.14886298322612165,-0.23932582678311498,0.11805088655948975,0.1473511736407766,0.07933059872883033,-0.19919658179722222,0.09258183266865044,0.1934326710885206,-0.2036885127018986,-0.01897302091118058,0.051762004966060565,-0.07702516951487448,-0.0524592982823532,0.09955843477156986,0.011027731713568136,0.1146836255471123,-0.06440927959647469,0.07649725817192783,0.12110266573088416,0.04658668791147449,0.015530432995315264,-0.03953676942157743,0.08494626019250083,-0.028263036924723532,0.05529086911376194,-0.11505266100532671,0.02788175265675593,-0.04184713709291712,-0.052188474486397046,0.07473515081707409,-0.0015467765653849345,-0.08433902397437919,-0.0267328626827242,-0.0025746662626273615,-0.13983383545198055,0.11704411424471116,-0.0548549083601689,-0.015178588392117281,0.13833240896627413,-0.0694832097701523,0.04099323925542961,-0.06814965863586336,-0.013052670400481262,0.045845836733725435,0.030391257160759973,-0.04584170979568435,-0.09398334088653154,-0.053673514747841995,0.02445893298749774,0.04744379421782421,0.0010947079707939692,-0.04087597320084622,0.0231271612413841,-0.010396426647403164,0.01061417081762289,0.01880322060293329,-0.07264908534519014,-0.0330702667632225,-0.010897291759793657,-0.016346449969611338
0.750610688492847,-0.8365940457188362,-0.6552346224566558,-0.10800738229862547,-0.3084946000681798,-0.14120701104671876,0.03827197199027113,-0.003101489570530699,-0.08990669403705784,-0.05749874140046956,-0.045089145249070935,0.1811679124574296,-0.013570536982887306,0.0109091643220596,-0.06342061121465106,-0.07502236120733072,0.0663164591942558,0.011061191112893866,-0.05551579502636384,0.07912981941265725,-0.20378404845939568,0.01721747125116546,-0.07982918216407899,-0.08071265356155789,0.17917015130648506,-0.034966170490214776,0.020043504783439352,-0.08205831124452452,0.07332624930828817,-0.02159554834834559,-0.1116138229952288,0.026239325149439996,-0.10724476692518489,0.05266509150881205,-0.11544188480306124,-0.023740803933701333,-0.05361120442735329,0.1188925661632348,-0.005948941970919171,0.01885612355290061,0.05775315154154978,0.004767098796699802,-0.019888242750219283,0.023248061628080647,-0.013705072608880427,0.01088281907624519,-0.02336033405295355,-0.10676656920211074,0.01495945348860175,0.0029663776029362895,0.004755934543317704,0.0029395257743993655,0.019994508302430686,0.028107889315733332,-0.0743269165498208,-0.005667581866301456,0.042928843934642316,0.031813268632055816,-0.006670437663780134,-0.0026993702552844537,-0.04690014230165487
0.933069430133357,0.1710967045934771,-0.23558615688014184,0.1308683835230448,0.02166347179433955,0.0711461865537063,-0.11295465791163424,0.034767794693500075,0.1196844771959205,-0.08252454238684681,0.007626818097865537,0.09086044767675518,-0.06805795060260393,0.020748450069234318,-0.015689518493467287,0.01363848132262125,0.014243884016556864,0.16181993201155495,-0.014051327868836708,-0.05109599127122942,-0.05443793453981418,0.029690399267295907,-0.047808988852219285,-0.05177934826921377,-0.09229337015212198,-0.055784797931587984,0.0023912858152983886,0.057119903855832106,-0.07407701196636081,-0.062371302422362516,-0.037135915668786754,-0.049624715719021294,-0.11120315400915545,-0.0715749969755905,0.049474346056498225,-0.025210654787498912,-0.021380867771730344,-0.013930328334985842,0.05770999309502772,-0.059269376595911694,0.028380693815432154,0.03479445253716206,-0.037729411086407226,-0.058015071559985434,-0.009634960487484167,-0.06282040926324058,0.020671921402323004,0.008167345055631471,-0.018310892045896556,0.03321588115650358,0.016547233526095613,0.08340499631928816,-0.020542411038786998,0.07775493934875129,0.067157959194046,-0.05903231901050127,-0.030790155910998967,0.04354162335492426,0.004358261602854716,-0.006217792272783273,0.05323729338505123
