TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49
-0.946564987391368,-0.8880003380800685,-0.3024809244287204,0.385053645738183,0.070315764946915,-0.43599666421182254,-0.09886003114506614,-0.3429107437019442,0.03656327754885744,-0.24753904627353374,0.06070469857082893,0.014811691587322933,0.22948186980940544,0.2509774375342824,-0.5211054070905233,-0.12868485928008175,0.10091715829012007,-0.26548282128848866,0.2044837498957978,-0.3454540251296697,0.17037630122306532,-0.17884783771473126,-0.11284267119173932,-0.26833655236003084,-0.022862732674325214,-0.012565495889933298,0.049654357631647585,0.10713763457299731,-0.1431248913877376,-0.07285709763619239,-0.1524986982436418,0.3069468137520265,-0.05067198293829328,0.12512817154598277,-0.019898885551266572,0.06155851205109923,-0.050231555568411204,-0.011330880524471672,0.10392427270118755,-0.029702603420847525,-0.13329528732431206,0.10286211315963527,-0.001747549748332601,-0.05471762015943817,0.020984320180300563,-0.04760290871059434,0.02796110012954904,-0.03289629810177879,0.013275501080276107,0.0
-0.839253719086909,-0.651205579808365,1.353842713067809,0.6309433353690704,-0.26843482307815775,-0.16784019156774876,-0.15398343398420708,-0.20519577087165544,-0.43580075162498066,0.12897253053969476,-0.0122906063247831,0.6885080554884142,0.33478961407719143,0.09789480441210609,-0.47488464748377734,0.04150137538325184,0.1465041403333896,0.02464851823592458,-0.26438090411295484,-0.43894098557458555,0.0697530097537241,-0.08909040825488866,0.12128876357141666,0.17386533170910953,0.09215662413648086,0.13820395189447862,0.11647228493919545,0.051582403995373796,-0.1526349892841516,-0.04084119424889838,-0.0608444345693842,-0.09159366745189869,0.04918854756832149,-0.01937487964571787,0.008062006586517342,0.05522260517533127,-0.026377297628832425,0.0913925369248231,-0.02569425938649194,-0.04799437230361106,0.058519252788619525,-0.014056634461299494,-0.021162825521039395,-0.0263676148406617,0.0011831333642146695,0.019320271370104808,0.02552849341381292,-0.0007402810237304094,-0.009353108167278232,0.0
-0.629508410326847,-0.880429974358268,1.3425461403896002,0.6141938273274836,-0.44549427912184625,0.12099880818212927,-0.28984576485151053,0.15076384748925895,-0.3505730302904001,-0.1777073000021153,-0.07938902246318692,0.258796668101388,-0.0006599637633738802,-0.2625811072406092,-0.46160309568340996,-0.23560171249146092,0.1759327878845494,-0.4828044681219249,0.10331929973102785,0.4786760470609154,0.1685785096866797,0.08847357201300746,-0.10665935154174278,-0.15476095272118018,-0.04121828090689171,0.09065185789378631,-0.07447660140092599,0.12014147662363316,0.15885291223637668,-0.002056082716843623,0.16049836736249742,0.01824782737329475,-0.029589184353765927,-0.0010037926357780937,0.14359054175214725,0.031172997621793055,-0.14666066951636725,0.0082769620111982,0.04270923706105684,0.06164773539414614,-0.0386376939712188,-0.04863679468812029,0.034080481216298246,-0.014063006405480616,-0.02137069315340488,-0.018874645231261634,-0.0011388219616940787,0.012234075609514498,0.00670314890795373,0.0
-0.552569765555599,-1.244877343729187,-0.21167575703847227,0.7270203481980834,-0.8058935816834885,-0.02731309879352971,0.0184287064457545,-0.2929014678068655,-0.4777285045249322,0.11290532259673189,-0.28443019934978514,0.23795744786561654,0.07488463438975983,-0.5143008805201339,0.09378560912665036,0.12529754765728535,0.11268130552973339,-0.14512621281536067,-0.09014160324963129,-0.054694148151690096,-0.0031248373457499344,0.03332446135938821,0.23883077956588328,-0.053562423488701875,-0.15195454569090955,0.04369227585925333,-0.15225494832718414,0.09659544091698358,-0.11603276178853289,0.05114802609867231,0.2522493883133005,0.009792978775744523,0.30563496037674054,0.008587108729942644,0.02192118675631489,-0.02721268468716684,0.09107158402733725,-0.11425230998080925,0.03585114722656964,0.031045188526615565,-0.09162784877413299,-0.06445543697347297,0.05528493259579704,-0.03309796977878992,-0.05418844191058025,-0.0009479248171134911,-0.01816475622660678,-0.03979637083910285,-0.007025267115672373,0.0
0.750610688492847,-0.8998421945675024,1.2854703633085438,1.1313295753213717,-0.586054405943308,0.24146471816416815,0.49945159064446343,-0.28009485338591483,-0.44805884868209744,-0.30602973569344033,0.3270887577904435,-0.03320190809969039,0.03652877504055229,0.022250887972902013,0.6070701499937795,0.022838459398876177,0.10798631279418108,-0.22387247015245323,0.40260063196314166,-0.14703215672716313,0.12564148071162876,-0.004166606902102432,0.010127304417479551,0.08953206679136129,0.07188710918051254,-0.2633464534252112,0.008959184130146963,-0.06415577571607484,0.021669866226639762,0.03647416664830263,-0.08140851720418132,0.007165278464576903,-0.1228653932505318,0.009716338653534945,-0.20910923165965134,-0.008770871980513432,0.06065145309465193,-0.019084885213128625,0.05857454060963222,0.01516957642022416,-0.028296653111387862,0.033266137570743926,0.0037940929120587144,0.021566816738263123,0.03945129085974066,-0.015919967705701362,-0.009846011822797585,0.0028583174358360855,0.009250338582574865,0.0
0.933069430133357,-0.9672710817875816,-0.4575414936139907,1.2463112393449187,0.042121782075603624,0.4194094057187543,0.4564892532275432,-0.6919257950153643,0.17469306880021082,0.0602276145450757,0.053699537572051224,-0.34999773467141604,-0.13462147194413973,0.05226880826781158,-0.014024718857835707,0.013954247344755906,-0.16444189195223496,0.010499161590298515,0.5400226314483861,0.0626529357501295,-0.2955285500793451,-0.14271583217067654,0.41375087678682215,0.19385753236381287,-0.07893957917570216,0.03201488654504248,-0.03388767518548584,-0.12539179311868417,-0.02072094489944312,0.2152707918564322,-0.08201611221233707,0.05009890058187194,-0.03921930653802372,0.0978916344697245,0.06405768595194264,-0.07240318261283918,-0.12104863345234396,-0.05640966126252009,-0.09684243050726295,-0.0065834087516179075,0.033870389092215944,-0.017742132300821126,-0.041712494402971825,0.008286259654064921,-0.02793970943772128,-0.00020873868253032632,-0.030313147097316386,0.023571690979349597,-0.026313880654915914,0.0
0.964985078500852,-0.604175864263531,-0.6117956458084175,1.1492768483237654,0.5058559757436111,0.5270430359474827,0.37593630931170624,-0.7000471621352117,0.3041969642056968,0.09785625594997843,-0.11223775692861311,-0.6331476748298333,-0.4963011456329093,-0.22057585288827322,-0.2495638800155798,0.19784616985035333,0.05224106263506687,-0.07566248642005131,-0.2670297713192453,-0.08516989412578656,0.06733613013021486,-0.026694256424316453,-0.1628492984773627,0.18296646936193253,-0.009639319163230407,-0.17429821213806126,-0.1894027785467162,0.19901348792050458,-0.06233841382062355,0.026869159050769576,0.03818030152057862,-0.07493772411691106,0.017533328904755088,-0.02610288710661467,-0.03006910745312381,0.07206511343852202,0.14272324968941982,-0.08090960947115221,0.052237394585654004,0.06626319402748554,-0.03208924187029861,-0.07578555503132436,0.026166684459965454,-0.027861312523253735,0.07230435328563066,0.02352576307395468,-0.007281279386429521,0.004071197066738306,0.003998046395048817,0.0
1.15457215880067,-0.4950184599415554,-0.7296008822242178,0.9763598243352707,1.2374257310335883,-0.0812641125805001,0.8805369228901242,-0.18114556056511352,-0.14450335701500497,-0.1592355314071918,0.37002793923355326,0.2202828740078776,-0.04989103752254505,-0.016968310793236324,-0.014694517438186816,-0.308451487146517,-0.07267434266160439,0.5662659655012051,-0.13769703167458058,0.1213184084561751,0.015812190773840207,0.2767212774287994,-0.2527725484752797,0.08124498781223372,0.013557971382457585,0.107102920434738,0.003232241155839955,-0.021176252992200998,0.15670962399850916,-0.04146051530361509,-0.11715076919770323,0.03544922968103314,-0.033889574057770905,-0.07258096509699526,-0.08716651117990062,-0.07705774189565806,0.024485905043365303,0.013665268220753726,0.05591810478120084,-0.01374203996047001,-0.000615092625924963,-0.002360005661632719,0.01177852120354603,0.001215032922402284,0.019987389077312238,-0.016000568933530274,0.011646420179413995,0.008665682115351167,-0.005329819652997503,0.0
1.39767420290358,-0.23498685098139813,-0.6709897850715587,0.7837168364883964,1.377559443337421,-0.13812441586451224,0.7259727519515102,0.21126355622583715,-0.20666616232811047,0.313184244019371,0.25490912031996343,-0.16322891581467527,-0.0032772377080999334,0.10903125835577795,0.22815879344102705,0.2772386973429264,0.14116124983764233,-0.10798698636837312,0.02042517708069046,-0.15037285687036148,0.022492971842518156,-0.33875272384396155,-0.0743839474104629,-0.17047051658955584,-0.015110845306932167,0.12246199598257203,0.01714482495676781,0.007753244872047011,0.024982172582993668,-0.017141426825645296,0.1511327306837692,-0.1114161925114763,0.00925683651841363,0.03199380723424239,0.24235237132181953,0.1601825069217298,-0.16473059636821563,0.0817736440028049,-0.07562240350487043,0.03303997694688514,-0.00045005743911968237,-0.014117468320855675,-0.07510196839478775,0.010083321493233759,-0.05491657000972088,-0.02351064932153462,0.011153541068158851,-0.0173026814253234,-0.01238640232753046,0.0
1.46717689965213,0.5775180565181943,-0.8087899723639445,0.8622377606725051,0.9282825666601312,-0.4444572522508664,0.22518035059067398,0.15150646121893793,-0.24769253176524358,0.45524897169792067,-0.001333367857066398,0.061568801456198016,0.3229124260976365,-0.12955118614503558,-0.5730830003810252,0.5585386294660555,-0.043432061073218224,-0.11900680071407901,0.2010982606033421,0.24449166272709363,0.16405186403183844,-0.021308914272485897,-0.11665730380411415,-0.09320609267440409,0.004561962850798964,-0.16216192121951087,-0.06171588630140849,0.06282254502576859,-0.2510491225355662,-0.014513895491545458,-0.006381668425741728,0.12075282901772368,-0.10701997753395268,0.030052190712978048,-0.094021505637836,-0.03322153248298369,0.18069076187160235,0.008022460265555404,0.0060969242349495556,-0.07465854911963715,0.03201985565719325,0.03749602822077022,-0.02945042164903061,0.011587044531673566,0.01803128157647579,0.026354407228332374,-0.019561208702517065,0.02738353292730768,0.0016921302247784723,0.0
1.57934041643112,1.2258182492082206,1.2388847387668511,1.0354260294345308,0.9219815483031766,-0.41586050934534863,-0.10784911174078025,0.3290134514585732,-0.2545566152470942,0.9686069237007844,0.13496038367590563,0.0901293798233493,-0.1392451720784092,-0.3676801380143163,-0.09043645260525175,-0.09993022820995566,-0.09168529287825387,0.15754269484761468,-0.09130888585098026,-0.12470146224523894,0.08362818573926899,-0.0782850869096211,0.17855153878032928,-0.31640361196135897,-0.046176343926550865,0.02913755264983991,-0.0773719167314289,-0.07476710880840273,-0.008124804173920145,-0.002280587922958051,-0.05950429477044685,-0.05761659071747008,0.07114767816257009,-0.026557575651716347,0.011741956552796846,-0.05604562745408045,0.050786722368787555,-0.03332034405768687,-0.013212072261059507,0.04720972104853031,-0.058536848043635153,-0.013960708123567516,-0.016774497921482882,-0.01931750255127345,0.01776929583173131,-0.022375293806730305,-0.009708670144178153,0.011935606966258014,-0.01328655238910704,0.0
