TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
-1.75430895079149,0.18045433541413688,0.1326075230440514,0.061631331584666736,0.030231304287816858,0.07279071175060174,-0.29398024480775753,0.09207372151961203,-0.033360395981454495,-0.08629035645804865,0.0970187168026118,0.0304981526087469,-0.025074897738334902,-0.11612894583897375,0.03332073174087765,0.11486328090395387,-0.0653051541197449,0.06405636243593905,-0.13040836634838726,-0.03628871560610704,-0.029000851656049362,-0.0018536818889039904
-0.946564987391368,0.1948682944779155,-0.16263905166327972,-0.04063909360480663,-0.13105952420528116,-0.1193880241796811,-0.18491014047717405,0.006118379430181799,0.021728654008351292,-0.09439854624057495,0.021139066707219434,0.024481288098615304,0.0020118636606647378,-0.14696884545490685,0.027822217860360546,0.12809229723524204,-0.078630948806628,0.09105240554683197,-0.11998971272430176,-0.01797077135624363,-0.015181609800430039,-0.019893051214828216
-0.839253719086909,-0.784809035711461,-0.40647275909552505,-0.17298301844569297,-0.06207870927847329,-0.021861285341307123,-0.017613199490112294,-0.10431527368655251,0.08067768375092742,0.00984634838642524,-0.03424143828260416,0.00435935433729823,0.03318260409913641,-0.15475742160951309,0.030018576847702757,0.07095837123562716,-0.09252070463649593,0.0835632174682931,-0.09044025380413409,-0.010316791202937324,0.04759956874441659,-0.04795866996584078
-0.629508410326847,-0.8245142174040281,-0.3614475607985755,0.09099145150326521,0.032329961203429604,0.2677081469366786,0.0181067889871985,0.010872355942320241,0.11061580209501845,0.06124606999538969,-0.11958372694643195,-0.02072483782899247,0.024073621386554066,-0.080546979704575,0.05681614857402332,0.049803668230937924,0.011459418277163465,0.08090516425918429,-0.06914617582312814,-0.042834093794531736,0.08626984525960764,-0.007681758152518956
-0.552569765555599,0.21328354142596193,-0.6934218261469091,-0.13949952380772077,-0.09393796847563873,0.11748062561892676,0.0013668621593123048,0.017107291589279386,0.043042394300075004,0.06989012439230334,-0.10641326212681204,-0.008678864249193589,-0.051022894077298736,-0.02418785986835666,0.1298434692473697,0.008510467684249028,0.13031401540924956,0.040005180793446046,-0.0354091595493439,-0.08302353307526075,0.06529275712327987,0.03378383832431448
0.750610688492847,-0.758501611375088,-0.7264885223576376,-0.29614362668968724,-0.1177549975017029,0.07916783082537487,0.06724526381207538,0.04221379323286894,-0.03681062201399317,0.11918763919286,-0.034433942121303844,-0.005039995590279007,0.030295760017479103,0.004608697099159589,0.07954160189839728,0.0037036731435316182,0.10792970841495139,-0.03597817742910091,-0.042350162122490695,-0.04427042601512756,0.031339856598062224,0.05492328087511068
0.933069430133357,0.2180896059675292,-0.3484423666869017,-0.12481631133456376,0.25086811467743825,0.16216121057587923,-0.0669212774079892,0.24173197176883543,0.017345186783454588,0.09384386465431026,0.09972731778351525,0.1370368479037619,-0.010669634129598557,0.037666366854431324,0.1559937678588566,0.004368879837348157,-0.014747667681669057,-0.0917448664510302,-0.10192759828853915,-0.025592420458921857,-0.05270187113243219,0.0024129016710076096
0.964985078500852,0.2125655034206823,-0.27366168404263225,0.00775824458327333,0.6550518359212419,-0.030010522264681722,0.042790810287199825,0.1186275813093676,-0.033349150123095354,0.1510231925924951,0.12729552397788924,0.03949608453292508,0.09588358548305148,0.046598422352401817,0.10316422594475874,0.0029157866963188655,-0.0982162347089639,-0.013320572139345264,-0.029840033857346765,-0.07186933992220643,-0.02355988046927047,-0.08715318616385784
1.15457215880067,0.2454110161331751,-0.4597327142745187,-0.21245059593554372,0.360989252610308,-0.36485397731775343,0.08718983591704622,-0.07724422575887982,0.016461079064727324,0.1400233623215361,0.16293073524113277,-0.005228153758080667,0.14073749463257704,0.015346747737729878,0.10855861645465228,-0.02227454912544909,-0.04817884374049978,-0.014003870341578935,-0.010658951176576267,-0.061300443520037315,0.026077320244645354,-0.09779609400192013
1.39767420290358,0.1875930091132809,-0.2158940884914282,0.09544579801084775,0.5526393445862606,-0.39433897105740157,0.056707558734855765,0.13703838238499158,0.07148143744020284,0.027820996323331407,0.11483276317754615,-0.09590813409287575,0.05958614755022021,0.038335949081313894,0.02790595032428141,-0.05947950895683593,0.08228972753273679,0.03953782554849776,0.08222081175274777,-0.0008923504394532058,0.12916667427726045,0.029017019210864827
1.46717689965213,0.18980774130832923,-0.035441857273322136,-0.04244743750401414,0.34743306107558547,-0.3331065427432695,0.05257360986328014,0.11226309964593194,0.19397801568060224,-0.10440300611969433,0.12481323607693483,-0.09640211120643857,-0.061339253409405055,-0.08638545578283405,0.0016684076865551502,0.012739651155039855,0.06866908250735787,-0.008823229460483509,0.020961280813966907,0.05541394464280351,0.09081215869395297,0.1603012144075062
1.57934041643112,-0.8193054226492307,0.25070722623944114,-0.11598617346222276,0.5101238312277284,-0.12078309490602607,-0.03912596004716076,0.14898167658915767,0.1625775759164343,-0.07172915557874793,0.14758278659221602,-0.011594357059948728,-0.10951177217725262,-0.0939188178416429,-0.12549941617987712,-0.014967491832506117,0.019709100022107465,-0.02796035837267677,0.03832916537358898,0.06554273899538064,-0.005740303848095555,0.12269476975547118
1.90189828659735,0.1972860191806555,0.20930169792903558,-0.21458889054413674,0.40347875858305926,-0.0053258014964445155,-0.1990956848594456,-0.20693327444463647,0.3297777732199346,0.14521102158093807,-0.04624082452378816,0.12887534565683909,-0.14200305084986076,-0.03141450377065646,-0.12719180425386106,0.09120123363444303,0.14283560155551359,0.02182401520413787,0.00826470150116566,-0.010083209065386893,-0.06141643722840048,-0.04254622454581804
1.99736532572493,-0.7555654370836684,0.10899872353067096,-0.6059836528691714,-0.015616894563081352,-0.24054324731552673,-0.2330238286195225,-0.21513305425803625,0.1456122387979976,0.11676594963517814,-0.00024496218562929,0.15562199436475124,-0.043833631788399254,0.0509545190624905,-0.12332258026515373,0.0007717243169386405,0.05914099317080036,-0.027668331697203105,0.03924147648529862,-0.0042359843116718055,-0.03258658096610439,-0.07322223509055774
2.08856392307049,0.22199249463826223,0.21003758097707517,-0.3502033066605778,0.22131862983346745,0.00929431646683981,-0.27720475776772324,-0.14826871886982754,0.03684310635271491,-0.036246741325114074,-0.0489025256211975,0.11724188748435534,-0.049926412209127774,0.05475829094929293,0.0026525285574355616,0.05266580681231665,0.0032327201110040962,-0.05422968561637955,0.037254217277729505,-0.08268922535472055,-0.011323191273080334,0.01677724468777398
