TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27
0.0173694865991158,-1.6019563870498459,0.9926226580570251,0.5601216098903357,-0.02982285918472436,-1.0067841948171756,0.20993726769173884,0.06527144580546189,-1.2889060151924545,-0.26355689056868353,-0.6403774439018094,0.28848273440584904,0.23122432841998955,-0.5331833904652237,0.7865513713833736,1.025029605384675,-0.21591895792153576,0.4419020664109029,-0.1434925596753095,0.37453917960425775,0.11818804756818062,0.29948240082752403,0.13459823481888072,-0.8798580677217868,0.3977660407382325,0.2941424911178076,0.011634818054398888,0.11287018370089473
0.0217868349329398,-1.827316680245368,1.4365821245373702,1.0877879112198698,0.06221885968167583,-1.1813142717763792,0.4404183728442819,0.027897788220141898,-1.0602230219685758,-0.10752682828777921,-0.5779884435064203,0.27972134384022274,0.15822032103021588,-0.5169376226406244,0.892911868287015,0.872098512796401,-0.12999053525648818,0.3690270283247838,-0.3131641082625654,0.17621894581924089,-0.03452994713955534,0.35546285587160753,0.04469140669838707,-0.6460251045357197,0.3819847929138276,0.11467122161611909,-0.13351890796381435,0.18482753502109442
0.0236539792007251,-1.4016891640664513,1.8579852843340101,1.7069996446705187,-0.2698514911363068,-1.1239529843217646,0.38816583663576026,0.0382668276247006,-0.4443854433373142,0.14270474984679885,0.03566068696996868,0.09139318689706476,-0.2291324293830816,0.29853888448035554,0.8476684318601437,0.45736448554277465,0.3624615106567999,0.38852065412070325,-0.4996110950635975,-0.1355859526684941,-0.025082989480395623,0.16341818267967922,-0.24361357124607214,-0.28404354975951873,0.20881573563967654,-0.6854012019941161,-0.5906885839159222,0.2896249851924816
0.0912510183968422,-0.9915533184777633,2.812781102903027,2.0699932118517994,-0.25761675050318467,-1.2819129955125261,-0.24376706742603038,-0.5838889886119223,-0.9947507638731016,0.5795951621173876,0.29725261089093685,0.1607730697902344,-0.20145598904736328,0.597052231660501,0.12093502561718109,0.08272634341075447,-0.14135238312026177,-0.06325154686198259,-0.2550527646596197,0.11365023672599299,-0.3182930950371652,-0.3671821691320639,-0.416891354666764,0.23670427643135686,-0.1357439145487189,-0.34871983370150744,0.32427419301325117,-0.023516391744834483
0.109828407190697,-0.33397509345790954,3.4402206386352177,2.2654854544884673,-0.28794194804565776,-0.8047026140114176,-0.47013702461712364,-0.5145073767279722,-0.248013911233435,0.35504309874140627,0.6235823065942949,-0.097248343031185,0.04469015961656712,0.5871010823087495,-0.05654213245517476,-0.22242852242861685,0.2387595109227051,-0.20836947928721342,-0.02618718850051312,0.3300029064954259,0.02576725236824145,-0.42559959358470617,-0.02761219417095617,0.5535803965292493,-0.026568914022037746,-0.009435974853595451,0.5530315808435131,-0.21095737082556248
0.113440764064444,0.22846838830995006,3.886259423608427,1.5634071704466252,-0.7725315401196913,-0.2171085201110019,-0.6256058262356454,-0.2537544212554192,-0.12615333287808714,0.6343167068772112,0.6192419160543373,-0.09427334068678671,0.4054747594222474,0.3324235237539424,-0.4882978007414304,-0.36958612790416756,0.09148111053188636,-0.11587303969958537,0.304729585524325,0.5318816552620667,0.0706686395038758,-0.06649971853533915,0.5377698512116027,0.6334729956457303,-0.14484463799740177,0.693510907192257,0.11084742403996249,-0.19380372124385878
0.137447118292763,1.249957343663433,4.2771397070715444,0.2566736962393532,-1.0850888872624047,0.7377452555116849,-0.11297666311421466,0.05667088687492615,0.31095706160900244,0.609272507050608,0.16102420139595192,-0.1965094986499298,0.308389557872556,-0.004426682349231983,-0.3488525902561015,-0.18228830853717423,0.29832795155444164,0.0377689344207829,0.5673133675903225,0.3465825359104195,0.027916696374825342,0.24971531046844267,0.4986567840899469,-0.030403964988312885,-0.18584656019376422,0.3316783081575307,-0.5617331983370071,0.12107168176669421
0.175701572519407,1.7813744218152465,4.559713940709085,-0.34956572211661785,-0.9423184784896349,1.228684055874591,0.2209908678102126,0.026127654186664614,0.5848272639459222,0.396007767932799,-0.2758654378080267,-0.39054595439184203,0.08166167186563297,-0.11651440000765603,-0.28459207708649636,-0.16972370420984356,0.4697766536065252,-0.016392851921239092,0.2991749888799659,0.03583100307265878,0.003087734096951193,0.41351405041533157,0.2090913576323997,-0.2895242340801635,-0.1271485364026246,0.12780399680938853,-0.4928979380440441,0.2566330982100061
0.188459931666573,1.7796579919073445,4.295594537117384,-1.0467715378919438,-0.7072319890185481,1.245691720940134,0.6980948749333888,0.12669936009017702,0.4900427553539028,0.1282945652431667,-0.7691306367564171,-0.054429077343925256,0.08893980765970065,-0.2844887361593117,-0.1638023281184614,0.22626375093569578,0.48465979455661135,-0.033136011190652286,0.08291056202741147,-0.31102981575006045,-0.0740335949816863,-0.061806125241791,-0.2289617713396078,-0.3032441363550186,0.2171447294721039,-0.5129084842856754,0.038898278458406675,0.16246600777987896
0.211014437875058,1.9601461308219423,3.213860530313147,-1.5988828759950375,-0.7201366050603335,0.9195456869292508,1.1011470718549097,0.037727663901078116,0.09815898783876059,-0.07413368682486557,-1.0145669482587996,0.541791802139429,-0.4633324271740408,-0.4824486237906869,-0.2328846734519978,0.46259288069365856,-0.2574266991297719,0.06826702748662357,-0.1398714435737223,-0.32031514798107763,-0.5106439820475023,-0.4288435470149041,-0.4684837905454159,-0.06735190499280003,-0.016334928913496406,-0.183783264397108,0.6126149164783443,-0.05229515256532096
0.29193173530297,2.127406185836884,1.754415831268183,-1.6639443566196817,-0.5611486354156672,0.38108168591237795,0.9239281953029718,0.46390670532112155,0.05306390487870834,-0.5333079020269196,-0.17098279129670205,0.7542692887954081,-0.5811012864138442,0.05393996005323782,-0.13175699633815321,0.30185917449346517,-0.2908079492870895,0.23879822488378966,-0.41348174909253765,-0.17278792438887705,-0.049216961348623224,-0.6988087329861293,-0.20565442054442012,0.20168105074695636,0.1937506396490366,-0.2133758733861102,0.39117349060079704,-0.07610082407520366
0.321331506043033,1.8961202381970101,1.0381427269062729,-1.5500991934647503,-0.08572709709770944,-0.7583831887203666,0.6089842558348845,0.4515965347728847,-0.7086147394315097,-0.9044850990778988,0.3057321598481986,1.1518356344382579,-0.8712594832139907,-0.13089753547158595,-0.25640033617963437,-0.032313226103942855,-0.36421073876246585,0.04540291067478065,-0.6499284024874877,0.24418774178352928,0.1280026529819819,-0.3145395983589131,-0.027520326846972334,0.3903003499442126,0.04298243340686287,0.4361073292875745,-0.02540421476784718,-0.33096008478269934
0.352163255010744,1.8267334514660576,0.6945915980882839,-1.2828671992872556,-0.15792538698022549,-1.112858727202397,0.06468748617664762,0.6082630470109662,-0.27072897833532855,-1.1558239304245812,0.7026063478898741,0.6012865926998497,-0.601298632436164,0.005310175243585976,-0.1312007169461448,-0.5068248239763042,0.09717747945898769,-0.32218539832931736,-0.6174039850087103,0.381194324784464,0.39992536823687547,-0.03323134805399632,0.3812021662240853,0.22577221044347812,0.33631598312313526,0.1095815133663907,-0.2661303158826019,0.058673358577570923
0.359107591030253,1.5410168090233758,0.4789502534299522,-1.4569938788885566,-0.17117929572328539,-1.2550543271130692,-0.465170519370993,0.4259273690553288,-0.13478852420810375,-0.8317934819001407,0.9349852335715734,0.24987177449832637,-0.24439202498734722,0.0021681999486469566,-0.29290877783124214,-0.786780605785523,0.16343536388131819,-0.29243604948346474,-0.4427952985678207,0.3865745629013119,0.34768311959308307,0.2524915904230929,0.4383017345977907,-0.330101105578812,0.1756834454360978,0.11940260219872609,-0.027521617010584035,0.24422874562051747
0.359681342589083,1.7888486178115586,0.2515394897440247,-1.2400078563649901,-0.017669898819178624,-1.236329459781275,-0.4568185446014561,-0.16440841996396963,0.3023952126282651,-0.7575296690035074,0.5702219059074899,-0.4186582468253733,0.08827019950568467,-0.047547917823069254,0.1939478788491337,-0.9606909786123252,0.40216267682562695,-0.16922848285066577,-0.051751945734845914,0.255004214747222,0.17256447505907235,0.4825011903508352,0.04671753421155553,-0.5707976737003608,-0.06124269657204683,-0.43919009896856626,-0.06368284789973158,0.14920205327454616
0.387224537220685,1.877149551728165,0.577575928227183,-1.0706376966032638,0.20634635262481635,-1.456896459291486,-0.4040450600033646,-0.7618453545930026,-0.06793231514684593,-0.586370073391901,-0.14188544792016197,-0.8064164163492883,0.5601377902868847,-0.44769806660874417,0.45152444670260866,-1.0912383354955366,0.18699326659853094,-0.3786572673230709,0.3333939037749192,0.040016100759618395,-0.4669975405226347,0.3308990277541047,-0.2741816211056587,-0.25520390290566325,-0.33140094537917714,-0.31130864746636683,0.43234340085501366,-0.10884285350593606
