TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36
0.0171508319673862,-1.5759565718779127,1.0580258820100648,0.9164000921791144,0.040413561376617294,-0.5860633536906212,-0.45698712827799365,0.010348061023834535,-0.2623411263275387,-0.8932838502866728,0.057793866646031394,0.2677186023698266,0.1501932845963255,-0.008689159571527058,-0.4808965769754483,-0.15175222026090643,-0.21083246566830358,0.289512871265892,-0.4287327816404823,0.1287976024886234,0.048076020006290264,-0.8199691381097818,0.17200454597137751,-0.8759656414915017,-0.5083535979517566,0.4629188942260515,0.5829780761221992,-0.5354725234670187,0.14015858763423322,-0.03760353357553194,0.0014375923964085842,0.34041998772164084,0.1911842467286607,0.08519187369655015,-0.21935015093317728,0.15142871009395611,-0.23494307238985315
0.0215125728042562,-1.6500364867430934,1.223801850743853,0.8496374440740122,-0.3470227907148213,-0.9401316516401285,-0.40152370856771125,0.14927485557168713,-0.6462622261272516,-0.763419429872529,-0.020924332284079684,0.3450929377337755,0.20684906385948493,-0.3371382638055614,-0.18392481334113647,-0.3967301677462422,-0.08652580512972853,0.5227707451708061,-0.4597158929009663,0.31136250040315244,0.2195402203346874,-0.47126094330851226,0.11879341749400224,-0.7279380369363483,-0.44337499377308975,0.3864952819584295,0.5136009956071268,-0.4299270136687917,0.16650342400186277,-0.18074833709464608,-0.05061595077234589,0.21665204137827368,0.13937756651956773,0.06121944395623641,0.10997565109048961,-0.21246220317317488,-0.06354500125071026
0.0233562126500812,-1.5601426260347406,1.6007613286522238,1.1626336913044855,-0.5794100139533911,-1.1083495955887435,-0.5599038938904533,0.47097315559379194,-0.26451505697622796,-0.36300942407278014,0.12771435822587301,0.47165365203589477,-0.05629068503941817,-0.3046272208252613,0.27301675397047354,-0.4746911366810678,-0.05949284131732013,0.7926926342526258,-0.6077105631461764,0.47877322160482705,0.16927014404479682,0.11442834457752557,0.2631055018022649,-0.5462690255996713,-0.05368554748204749,0.3760392635334385,0.496348771689378,-0.11178957961037389,0.26172262460076096,-0.013999948025703172,0.3348386021656719,-0.16538217392209995,0.3167244928409887,-0.16778701452904035,0.38757769707912765,-0.06227988182874441,-0.023046977433795572
0.0455616641763256,-1.5041786956032872,1.8648104148106024,1.3850502009757846,-0.5230523575014313,-0.8880658268117779,-0.5016276393844213,0.5877092530690258,-0.1563227165798773,-0.3351219829383913,0.3386811126177653,0.4295696465318945,-0.030166985085090622,-0.2570341276364301,-0.047112510578033034,-0.2655181483156364,0.0621845250085625,0.6418649502898023,-0.514797510449623,0.26725534017834873,0.0351451378996861,0.3795359002237719,0.11504244061799326,-0.36436168792937407,0.2189893524251316,0.194024408880584,0.23803050039340248,0.17256807164543572,0.2650304337255388,0.1732024684838148,0.401476125375944,-0.44380354847735803,0.03233794392583159,-0.12736863880831997,0.1381473334218416,0.04969047124351555,0.08576687084989029
0.0668858753704981,-0.9647035947737367,2.2553430999090383,1.223181887998061,-0.5991156241873389,-0.6496277304587447,-0.39532385943995063,0.8116772000822434,0.028864304078812783,0.05145026564194135,0.06311819560335914,0.31041712168753494,-0.2838232452866613,-0.47736929875023404,-0.30886738221185156,-0.14920277395123852,0.37621789055558513,0.5509006768906634,-0.3038540121774673,0.0005534424198478964,0.01742026982282537,0.5055235590545514,-0.13048757624638999,0.008548180716729449,0.4194361534982846,-0.213616160323325,0.2454649469672029,0.3387128269192266,0.10769531799303797,0.2117197378478054,0.18988739377069896,-0.515386800245665,-0.17220724982738128,-0.0048738978540800995,-0.3374178875501237,-0.10874757943887685,-0.006030052000385214
0.0901023109950052,-0.4147879243064636,3.2099328452460303,0.8204338193652381,-0.2854318429547468,0.026956880699539703,0.28470329796634314,1.1837901154967005,-0.25819057740171397,0.017362788226141207,-0.20527850833394587,-0.01754105095434879,-0.5384261526960122,-0.8785314761915284,-1.1363463712489694,-0.17912597407538172,0.6034874992066834,-0.10772990757383999,-0.03810913611673342,-0.2656221996621587,0.16772339346412588,0.2449221621644552,-0.2168545187119401,0.2161928247917216,0.5822844927533994,-0.330335917957826,0.06481810985853022,0.47796265005934285,0.09048113432947831,-0.18918932777699424,-0.8391380344851367,0.21945299173630442,-0.04769546240859012,0.19145529557507535,-0.31634791701060755,-0.17889876785314307,0.0598822735501938
0.108445839560347,-0.09965118817882986,3.6096685864965146,0.5645267364891434,-0.2549076853234719,0.40919317394105476,0.5292652369794767,0.8317012410698994,0.18115622938412335,0.37390377824488497,-0.13403743553415512,0.30133538774163765,-0.45329432229663363,-0.3629684195662624,-0.7638096232300002,-0.3428429890591103,0.5973998271877766,-0.24586913176511282,0.3177967154137238,-0.42965753887061,0.5314561329713985,0.25416460961955467,0.05223592282866159,0.2349963153124326,0.5847098623726167,-0.4780385341400608,-0.05640490731991114,0.4875998251658006,0.3843981406576409,-0.10336659554202662,-0.2299690438425756,0.11330897653661418,0.07345968525030723,0.314442683858785,0.09769755864130238,-0.014688180662079007,-0.011493844903894011
0.112012722518823,-0.11869735236695393,3.2995506299549477,0.22220941739650418,-0.21276188609601934,0.38878828003623944,0.8671700287543768,0.30064489204148004,0.07436407073524676,0.1969228775612834,-0.15271213736072406,0.6990205344855478,0.013284599712343527,0.27864109318317887,-0.5332204130203538,-0.42145032067669863,0.5769423969522707,-0.4096550535172214,0.40815235451753584,-0.4594088182960166,0.48988124595510907,-0.20404098595244796,-0.02336721622815877,0.35921114032847934,0.11866188774068917,-0.3271663959175015,-0.20736932306650724,0.08814091627929846,0.5412772741620372,-0.13821602530139634,0.4520005287691601,0.16144761364042995,-0.03141567755985066,0.418639481586683,0.4077500126103949,0.23108119875323377,-0.02902429117947661
0.1357168743468,0.15418670191186812,3.5022829109896074,-0.8211726767336096,-0.09211855964904538,0.6984925507574266,1.0904622301452236,0.09944839445339229,0.08870607154859193,0.7084597476565404,-0.6250863219561095,0.6527813166489518,-0.08467060476567075,0.34343242005409047,-0.1280383654893439,-0.06273481979231071,0.770135371444976,-0.21012283779407026,0.28859690382885517,-0.0627621170725971,0.22663101421281376,-0.5432767377108239,-0.07608406049387136,0.18498305455826328,-0.5264464972560357,-0.13740512534202293,-0.0036101232609050448,-0.6901011533984382,-0.16615532381221393,0.12167850967019875,0.5082876322384396,0.0903373985929096,-0.27667075892668597,-0.3221025766374151,0.18592646855260594,0.5340803062029936,-0.3298507436998866
0.136877038960935,0.601595989894499,3.5048028649766336,-1.7387380267076298,-0.11339982070246399,0.7326192051141589,1.0592744064939312,-0.38875527873286003,0.01782184879668463,0.9462703099807855,-0.5497055241724802,0.5219519206901257,-0.14389172253663238,0.4670696087599766,0.0032087540551911545,0.2959871077745372,0.45761137910830485,0.30590609361342563,-0.0779710320460644,-0.15517523549519704,-0.3126007948647608,-0.5213538368665064,0.27133097908896053,-0.31309240854645587,-0.3163492330149838,0.1354358141306895,-0.09223692127135742,-0.5443976268281735,-0.7518705027595316,-0.015937524140157495,-0.053204474963293585,0.11140708360868591,-0.15421570355682374,-0.5887533416634437,0.08702634568287235,0.05006005861550878,0.11967366589897543
