TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
0.006021438863064,0.31843474563807955,-0.34655864997727404,0.0978225209812799,-0.9671664420451153,0.34227299060208194,0.047339957440759965,-0.4657618713984528,0.5834539969372302,0.19489903047945228,0.44883631959784487,-0.1260965037775707,0.6774920498780318,-0.581394817866194,0.013229149000507449,0.0502374157291829,0.34163912904969923,-0.15291085099180068,0.33911397642117397,0.33810289709093655,-0.05523018721756258,-0.2765566057141494,-0.028551752440118806,-0.30804465941752607,-0.2368245464616423,0.14639015591453064,-0.3938542914869678,0.152055579665462,0.14412837774777773,0.030744994106473137,-0.04347630376862424,0.13149124681253008,-0.3201563232107317,-0.3030991080281497,-0.2523298012651915,-0.10537445879115342,-0.2915769093224049,-0.2380011683749389,-0.13389782563919014,-0.06718911284596171
0.0154433843788352,-0.4679881244610829,-0.37604502191732075,0.2257617049828943,-0.590841111012506,0.09934202033787161,-0.17305609005796407,-0.07653239079307614,0.3942800461269228,0.27328396422408147,0.3057615115724505,0.02017581294298602,0.575130881194418,-0.7151501994289438,0.2956312212928213,0.03241177936476028,0.2794691815266659,-0.2587858024233313,0.488876831868346,0.27387185458503516,-0.05857263062065931,-0.2955398478867439,-0.2490474253343337,-0.2847557988660048,-0.049909096933002446,0.23535108181902095,-0.17237414047008837,0.009178612304370642,-0.14880694241542508,0.13231587214245746,-0.008109594729038824,0.14912030333991091,-0.11117209059658222,-0.22451982431897757,-0.05916763718217336,-0.05226649673088123,-0.012241091757518297,0.009492113434487881,-0.05287891004765793,-0.049054391559193465
0.0173694865991158,-0.6368866631016344,-0.5582541279087727,0.6163268510630009,-0.36167135044468945,-0.7011485087063135,-0.686569499755934,0.15504650424873143,-0.3882679260398297,0.14726641293034137,0.4344970346255613,0.08420819138794484,0.2456327075198263,-0.7178310227616448,0.07437516993419604,0.13927103160369445,0.12494684851471105,-0.2517062641057759,0.3758010573010515,-0.1904560927947812,-0.07447773788447903,-0.22838048462634247,-0.3531907936581022,-0.05426507454547153,0.0761298407391762,0.17978331654945617,-0.0026085486232006678,-0.004533804412219052,-0.23049827025159483,0.21564961158247153,-0.042385414164094054,0.05130963856065785,0.19814715866306404,-0.060490678334456684,0.03497282882061804,-0.016271472818980195,0.23189097884557988,0.2568900971359135,0.20403401326435217,0.033035089680838396
0.0217868349329398,-1.3537175333538178,-0.42331027062998633,1.046209981534428,-0.1135782702933375,-0.8941622393704128,-0.6480352575693445,0.20349267663758153,-0.5209993693152787,0.0792589421640206,0.35272987130816413,-0.0186649947873154,-0.02060644976871118,-0.49747503438973556,0.19395859479541094,0.0475772091186237,0.06864096806523115,-0.09396927128809177,0.17411143847203703,-0.3500980549433002,-0.030359170753966765,-0.2503821101328199,-0.2524828696347935,0.21860672463250877,0.16062399295409643,0.10996025731842705,0.1905121274268257,0.06489775232690334,0.11913242039053534,0.1283526530066621,0.09127927630414581,0.24722376854178607,0.12313062330473641,0.1900029352258815,0.008652597829496036,0.24019511940403993,0.24108343932142196,0.3051196665190524,0.10003483219987412,-0.0340126189359662
0.0236539792007251,-0.8976966037022825,-0.9800821989360257,1.6825481369844824,-0.1841217419820162,-0.12747585386693935,-0.352579345672475,0.3564296825482649,-0.20793525852583158,-0.0030175558898150297,0.07946934008632192,-0.07343754072520653,0.05836409185808174,0.12726887038172988,0.5721326952295658,-0.03928667021012566,-0.26040804331111833,0.13999280160691416,0.1330424710001301,-0.07927750779213465,-0.31275968005008725,-0.24144804558713728,-0.2632934790114661,0.34811352527644207,0.1866535949098609,-0.2251304220357982,-0.19461194712858743,0.030201658866820573,0.1976702191555552,-0.04210846628545013,0.14708040093861022,0.04667475772195403,-0.11613424378939588,0.30736108394790385,-0.06382312008740551,0.29741223743122885,0.030957229115145226,0.061869837223522316,-0.04541579362059471,-0.1046226692781111
0.0912510183968422,-0.8771292704283655,-1.1086888556185253,1.650468265106886,-0.18607079329128517,-0.7937495162468337,-0.4289712788306266,-0.006238447729065926,-0.49928273658967726,-0.21381179229078495,0.1065281946624615,-0.2913284494347417,-0.044924147751886565,0.13294142323827768,0.31225276609158176,0.134376479246732,-0.3249355249727058,0.2536852209240411,0.02622610011085846,0.021741908410878245,-0.17252090488030947,-0.0609164962227031,-0.059351453955355744,0.27156907466946467,0.1601667203832855,-0.15464803277381975,-0.16500361793969578,0.0030849550918310748,0.1960229961070435,-0.12371141387746337,0.06868592123037348,-0.1771235461888345,-0.15913666136222315,0.20361505676845684,0.024244349963524748,0.06579173478171156,-0.3782290074860027,-0.28665101307753116,0.12973069650148564,0.15653439193891835
0.109828407190697,0.25087431065268867,-1.7450501107840544,1.242654214223974,-0.009398219090560012,0.3218374255496142,-0.319672421587417,0.03442475945295847,-0.08305926502843025,-0.27540294561662465,-0.0347263524398763,-0.5905582740498724,0.43735627246235487,0.15133339624243017,-0.32327495261298805,0.18520677846851458,-0.1874347125850074,-0.12062902253080875,0.03199289484003456,0.5529074800749467,0.03881950970920672,0.05106242083912337,0.2521845977360881,0.006727648835115552,0.06592948635115264,-0.2598947795790089,-0.2220289355442164,-0.05936987382852661,0.33082805341392835,-0.30417286899131,-0.2701951761127267,0.04889742773665674,-0.13838590833733644,0.06032391614243785,0.11749772573804014,0.05269309831431282,-0.14094727462688192,-0.12725031522553695,0.35050291528458,-0.051051869758559826
0.113440764064444,0.21402799806772682,-2.629411254407183,-0.21027893298950076,0.6185180803924387,0.6346603089759631,-0.02611720688135641,-0.060498286269265435,-0.45143069751078757,-0.24590388213774741,0.08188767739290366,-0.5859519107621305,0.3225254595872512,-0.02108359499211983,-0.522981811650285,0.17977630089788763,-0.2558108657784089,-0.035413603673499945,0.10738859366618564,0.07038361816356584,0.02218245015767358,0.3371252800566438,0.4409726770985805,0.07711520825512999,-0.2313065344013641,0.16818589226930802,-0.12155855106812562,0.1468465962120261,-0.03041630537240939,-0.13898949998593005,-0.2253812904009994,0.18371768070189085,0.04658794810118093,-0.08005052501800121,0.22089807877866285,-0.02080076218546296,0.057620872775818475,0.09267673743780483,0.0009186251776211157,0.14335434068592934
0.137447118292763,0.04009338442293676,-2.350703184668753,-0.5531707221460038,0.6430084621889695,0.701953625892081,-0.38277079458082475,0.2367857793960917,-0.31165326640881896,-0.43211616918555557,-0.11188625899924194,-0.6184053579544264,0.28818601568460117,0.024134771947685405,-0.26442743039016836,0.22613574738568767,-0.28810526235420253,0.13252908071208744,0.2471840931441177,-0.1463890748768296,-0.08441456065863054,0.3338535805167228,0.018268955030366917,-0.054792466147992144,-0.17422160732459685,0.2948602444329302,0.043188060250849945,-0.1576834890273705,-0.4799856268333371,0.05927023639773885,-0.0887009561508724,0.021122881832047337,0.16430719812991357,-0.12746687447702967,0.07581525146088826,0.0006773321367601914,0.02944391228351375,0.1650306505093024,-0.16137864529704962,-0.03013284463533743
0.175701572519407,-0.3574022537952469,-2.5522136597170992,-1.5318511163964554,0.6123258747320128,0.28126065866310646,-0.06074434811464268,-0.08513057107616966,0.39041786656710314,-0.12438695349631582,0.043535030735329806,-0.38122544652532125,-0.11897900472971476,0.297525436920241,0.13481026765065343,-0.06426606012574829,0.04359255617121627,0.21678490328015732,-0.03371788102121495,-0.29946404420324374,-0.11723297554004965,0.20252856773205088,-0.37450468749710153,0.14616624495333302,0.05683665185538379,0.17020162743595996,0.3104018715685218,-0.15928216013304636,0.011603765616335145,0.4798032898589307,0.3632113571695948,0.30910631517835746,0.02813451481760861,0.0548089640483292,-0.27386445518674907,-0.0910830885852017,-0.2554199666843359,0.01618561557033372,-0.2915937773430905,-0.04108348632451489
