TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35
-0.839253719086909,-0.9906083206468758,-0.13210223038367216,0.00199094602534346,-0.4100565580400905,0.17019507979070647,-0.25087951807113223,-0.01919971879459382,0.11944868186197646,-0.10824074458632056,-0.048575516685250536,0.01852624833458443,-0.07487370124235262,-0.0294427177058695,-0.1589547490102517,-0.09650656282618787,-0.1545732976718826,0.07428475985783826,-0.20606602569945978,-0.08640154118654023,0.1033590329505487,0.17274755173839876,0.043321855659151254,0.012348801800541005,0.18179779331215584,-0.04829269072653593,0.06961841116671647,-0.10516711333943946,-0.1512235788659286,-0.13210846570080748,0.060688972554178,0.041431817400555626,0.0690476906485946,0.10383722001027626,-0.05635566946429743,0.016400409243160424
-0.629508410326847,-1.0768457413946586,-0.08746707801435266,0.08661307324314312,-0.3476557662234329,0.36247151058386007,0.04913185313620752,0.13552623480681436,0.12189514102843693,0.047585726864753326,0.008724296408511582,0.01951817191441988,0.03073544414020986,0.06693829822973507,-0.09272063274000868,-0.0570819605094107,-0.15792812199636963,0.06806086227638043,-0.18622053649324263,-0.11508839912283564,0.1331163486319091,0.07618936412991315,-0.016373893454357514,0.09866831855077714,0.13348324172025666,0.07205468295724021,0.04212065390919067,-0.030206560764748955,-0.0876546811451545,-0.12956751985735748,0.042893941411856484,-0.020207584851308212,0.06592454648264993,-0.0055455915780517695,-0.012231919310234152,-0.032745286654064364
-0.552569765555599,-0.3039039164273503,0.5109070316981947,0.5044462991160342,-0.5247503085314035,0.07913584290587046,-0.15712548750089786,0.06084049151883851,-0.030513202314254122,0.0903881927556842,0.05555398999609288,0.06221509380970866,0.0934448517526757,0.22845413780474608,-0.15568049717074472,0.03167818218019009,-0.098329353201492,0.03679421755945518,-0.09988180315389819,-0.16832894046037314,0.028479258045002405,-0.10229902782652928,-0.054928636775393926,0.11839336919000086,0.006603176074620852,0.01158394183877372,0.10262176592692046,0.09052101938728893,0.10442047130351652,-0.0245661382483818,0.11592509788230025,9.38791303823486e-05,0.06381649831699644,-0.10226511859561022,0.05019789513189369,-0.0703620604910448
0.750610688492847,-1.110046004230366,-0.060185014845323605,0.6154020306523789,-0.5642048528792475,-0.14270535160898098,-0.09728129719393673,-0.13204971333889004,-0.15231978848355693,0.4204193407905883,0.0763922134840717,0.14881901505242873,0.04266861657235881,0.14465429813294706,-0.013622959900456836,0.060990895322958406,-0.007064852506499652,-0.04103553406478422,0.03460674419699747,-0.09249485325653876,0.02277684541623699,-0.1339787919910854,0.003906131450802588,0.01041039008090575,-0.08200616606093329,-0.018890523128812398,-0.030845339789070086,-0.08844479102791662,0.0972994680110433,0.05575372011033515,-0.036592842358544146,0.004534450512989739,0.01970536481487063,-0.14241906493091724,0.039589715883439854,0.022887357237670526
0.933069430133357,-0.3682287439425696,0.5265663709032656,0.8707765310579595,-0.19897618243715015,0.07127728937157904,0.23864535841777862,0.015174222811043386,-0.09761197005953774,0.49243427753514074,0.09060234312330794,0.06320927416253695,-0.007855555985533476,0.0052838938185350804,0.08553294659511711,-0.015022370665165364,0.05370681119793876,0.0889866176041109,0.01135063079010801,-0.1459915686865239,0.14505444418665728,-0.0944938212199033,0.053955643330409205,-0.05577964001179843,-0.0900618908182135,-0.08582526488509452,-0.08931575808120226,-0.09227882637197468,0.06013538224412164,0.05093094698945899,-0.06736719207984203,-0.03361990871420148,-0.1125926530409729,-0.014653144335390514,-0.07667397873123609,0.060802951332076416
0.964985078500852,-0.21067907983781792,0.38351712515565733,0.8413906024368377,0.10749672225953014,-0.10766830242415441,0.3493553437267062,0.10141941981157136,-0.06878951529067462,0.3646421099110983,0.15604934183317345,-0.008628905165426467,-0.0997226449777188,0.014491468528181228,0.02003597559922492,-0.008544333680681238,0.14886996173295328,-0.005331233594425403,0.02760274225074503,-0.018254307378767015,0.041379778912116756,0.2023745744913362,0.01532666107074257,-0.052901724531303526,0.06841964192008951,0.06263809006373873,-0.10477715695340585,-0.00973848483544666,0.06057622165379565,0.0015435946310941378,0.046220281082331796,0.06338624622843934,-0.06368077083036124,0.08396583430229569,-0.055701494498608006,0.10098680979605325
1.15457215880067,-0.07339401961183886,0.23731027333423893,0.9859794751972686,0.1711108572096145,-0.4274627100623522,-0.10467877881464947,-0.09104851548254282,-0.25610304678034473,0.04647843358375821,0.06671703545650443,-0.01904714498713944,-0.16148721328787333,0.013902456615763014,-0.10806818927374091,-0.15070029509238167,0.17069639275389775,-0.1107499080773971,0.03205697402105031,0.06013600699655156,-0.05819362619918019,0.29138394458606365,-0.037217455055364494,-0.13919098038202934,0.19399530579666055,0.05656363141533942,-0.017440960207123945,0.08964642649503357,-0.012884332054936642,-0.022409107452410638,0.02068725245190012,0.0233547317976002,-0.022161752097745395,0.05887378207948805,-0.007296009704901127,-0.031372249842333874
1.39767420290358,0.039361344437104845,0.024636183944791477,0.9776023103579095,0.470918428022924,-0.145034694977837,0.019208818000711392,0.10819105031290452,-0.3565729646435302,-0.0743163037709534,-0.011300810690501734,-0.05175332292758354,-0.10543307278950928,0.007807557148029038,-0.14212757034337115,-0.1114761289700232,0.0022027928902875397,-0.061957810971233165,-0.007065782603528066,0.047728659252814616,-0.02271670745609403,0.0719399675831495,-0.08593295136554167,-0.07949982141487223,0.09213828551687558,0.07399069835262545,0.033183577452248786,0.15873394630521798,-0.08540161890648786,0.048223363510668,-0.08050140383818093,-0.09756962878914274,0.07850866466841304,-0.027311328343829298,0.011792013359488075,-0.13254523318319725
1.46717689965213,0.1136093559372792,-0.10645309031693069,0.81606898998665,0.5244878863002872,-0.012299573929599095,-0.1905594073579357,0.2420936380973535,-0.4213386241829841,-0.09438679905825006,-0.1735782307650702,-0.044703243491114736,-0.01667061101220271,0.030320696618750916,-0.1773185890154576,-0.0732893747258835,-0.1247736665887869,0.11092880668531567,-0.09866701136697056,0.055309019162981345,0.07059831301683583,-0.11180232916499298,0.0902930055859691,-0.07006154050534658,-0.19141036510725967,-0.0903307552136054,0.12431429786548348,-0.003953577499171983,-0.09886251338505048,0.004305752722658474,-0.04820972885636566,-0.05385671729615656,0.06293925876298652,-0.031766132573013854,0.0839544711511429,-0.013633432147297979
1.57934041643112,-0.5046357829408042,-0.8700190776678512,0.4158828912379695,0.5728553516257922,0.025694086869311236,-0.006230206915050341,0.38493282339123835,-0.20803884705121456,-0.048740423223321,-0.29490119506110696,-0.1353568358531452,-0.039905800655590545,0.06616537606170246,-0.10027164201710202,0.0913989906390576,-0.11826803720683315,0.08663235461942782,-0.06292266713581572,0.12122784526554724,0.01815167732226898,-0.09915431028671272,-0.006468774440692531,0.05347330563674544,-0.1530274432480135,0.04765956379929777,-0.018586932810495827,-0.1435437919277264,0.017189514628293403,-0.014709268769191305,-0.003184574575744127,0.0902019638890323,0.013549193132137871,0.01388709611597622,0.021323842705209293,0.11023414071168276
1.90189828659735,0.32044325585364014,-0.36611232779624653,0.5718729948884936,0.3978606309168404,0.13291551584155548,-0.18955746762415546,0.2130432348012406,0.06152216074082235,0.03355270202128805,-0.3353111313066439,-0.14414185908394578,-0.03541992206566497,0.032469490895296146,-0.0032347638005031016,0.16551753325344618,-0.10041564714297918,0.10964228052328409,0.04533043598896735,0.028593588867467466,-0.08322654940775497,-0.13720689550500031,-0.07595680855434978,0.13714444293409356,0.06867871593519778,0.07892895106601538,-0.04695793186022178,0.025710690197283573,0.18871988695367695,-0.07833173744634,0.0978113703383321,0.12061213509752358,-0.06793986699564779,0.08467259872875023,-0.11713115171885145,-0.00037561069925263015
1.99736532572493,-0.43893705679442063,-0.8975677136107443,0.38697200465692966,-0.03621023693834049,-0.010977336624771945,-0.49322946465943523,-0.25672236614689037,0.2656822111048681,0.04473352167501395,-0.4433486673704778,0.050000946443161505,-0.037079953231630436,-0.08048525705164583,0.03925658101371079,0.05653644809242464,0.1372651840818078,-0.031196942451086736,0.10742947827373965,0.05671426912471777,-0.125419353766075,-0.06867409613993988,0.012988609023513878,0.0897172603094288,0.20359446002300924,0.06862836846485261,-0.049298091917556366,-0.016571020385340012,0.028050938679164757,-0.001204934388540448,-0.06119266452167466,-0.0459592222657227,-0.08524673397750784,-0.038799781787841235,-0.051693460886639876,-0.0182879393468133
2.08856392307049,0.26682840150796766,-0.2738564495654667,0.6467303264785614,0.0795934026577248,0.24247085132993118,-0.14355512139831758,-0.18635405174582229,0.5181502514524601,0.06027206922228506,-0.2823199794336396,0.06621782277622414,0.0013749474682605675,-0.11903990982094885,0.03634767828595021,0.05545043632467462,0.14030368189184947,0.09542698975562622,0.04582537243615651,-0.04055265004817594,-0.002829378259716251,-0.09824859652729963,0.06561624381553056,-0.11308918868249973,0.09906702285616978,-0.005797563259521301,-0.021089656946020125,0.07226619396510969,-0.06340226981836403,0.048862974470366645,0.03624356678168496,-0.16685394282920357,-0.014426564537528974,-0.07211647452843765,0.0877279506210215,-0.006237606954186417
