0,1,2,3,4,5,6,TOD
-13616.841468340863,5594.666667388526,2817.338778599624,-2987.048802088886,5061.117938348892,-748.1086170260494,101.06710545082917,0.0173694865991158
-14732.179179911947,8482.881767153272,6381.026358079518,-4947.956364281025,5482.027382511306,-2620.8089837082616,1045.0896631688984,0.0217868349329398
-11014.23397920232,12006.534916545106,11424.031396712611,-4417.970718138603,5999.282567195368,-3468.585819805454,1815.7533425292108,0.0236539792007251
-6374.648440762048,20115.023801371965,16918.011335997016,-5966.330810039911,8118.246484936169,-673.0800033533611,-3824.0116707049056,0.0912510183968422
842.1551902592499,26866.327958097118,21424.036278948883,-4924.417250656363,6114.03113054273,998.6525567168152,-4112.119861759716,0.109828407190697
3924.884200289952,30778.7471205006,15889.680125679297,1434.415320898026,3808.5552938278142,2983.3024654701553,-2425.4505006206973,0.113440764064444
8336.379609900907,33564.084387306015,3241.2892661843925,8280.851938550633,-2526.621520796073,494.23154344825804,1512.4878760807292,0.137447118292763
12269.901230189122,36534.024315199764,-1782.3845239134707,10079.818562836448,-6780.699569342802,-1377.369306227409,2141.9577718627856,0.175701572519407
9723.086779508661,32995.72931345234,-8380.117244601863,9186.684291527541,-7505.623150030049,-3807.3609909974216,3463.4292720292287,0.188459931666573
9818.234524286667,24318.67580423605,-13327.422783470282,8610.617449782698,-5151.341488325769,-6383.0906211782785,3889.505542243896,0.211014437875058
10858.602409851683,13473.464267200232,-14371.525904117225,5899.354595277342,-1356.8571919540523,-4400.444897551116,4684.155278537799,0.29193173530297
9130.652018771667,7974.345588390169,-14055.940832393173,71.2407589300726,5253.891779891413,-2261.9027715434536,2969.5181021528165,0.321331506043033
10721.516214793168,5715.142293228817,-11047.325486659409,-398.4348919448494,8644.637904885416,968.6575851601024,1986.6561747453711,0.352163255010744
8155.714870098428,4029.6302797280005,-11476.95631432724,-353.70094194285286,10126.333919710003,3537.2370360801965,-512.8088476482118,0.359107591030253
11055.556830164864,2555.101702157037,-10149.977982823852,-1722.7037478341454,9782.490626589635,1638.0928279464847,-4197.830493643653,0.359681342589083
13212.547768939685,5073.61337215674,-8732.837905590646,-4028.9250110581947,10866.694445458917,319.9949073845162,-8590.908825628901,0.387224537220685
15090.68041118592,4624.644268176233,-7552.5747755561115,-5158.0288162412535,7413.602333569438,-3900.61670016985,-8963.244655524428,0.388651758449078
15736.539821110548,2047.7359445550157,-5160.657729774001,-4571.812391809045,1866.0382777128693,-5042.098908629649,-5470.656761758217,0.420748324349751
18174.75794716302,-454.0469449656944,-1837.1537939085968,-4581.1415260240265,-880.3224879064545,-8449.185154331575,-4380.8116233471965,0.437709928746239
18680.66089619009,-744.0367256409054,609.7222556276286,-2984.8539385757335,-2697.0330949140375,-6268.052167588527,-3685.915240670589,0.440163796884805
22185.53036552018,-1391.2517448571882,3378.1819181232418,-2678.339965616874,-4620.975047202992,-3616.70132508936,-3311.3535208832245,0.449688614212724
22090.887966483104,-2988.746576872987,2690.6720100859247,-211.72089380524002,-6727.555139405664,-914.0212676196395,-3807.4465480015533,0.450025487950132
20193.880158033327,-4697.88411954652,-399.79344758889266,1845.9763256941496,-6540.410608253218,2128.3739709719744,-3606.7760946303074,0.451402088647877
20189.2911876934,-4436.1446168373195,-1564.9461573922422,1927.491316834246,-6351.1312650428235,4251.762266403551,-2641.8513151464776,0.452679007574816
20200.750352687122,-4861.687050654437,-2601.1098560411174,811.5607668797273,-4469.656182064016,5340.467431886759,1838.1209418666404,0.453375419463321
20758.63416718186,-7069.071494181991,-2393.89811345835,73.44317337000253,-1363.6238551735821,3945.879391648073,5537.218128024092,0.45608622308921
17632.77062022346,-7157.580650775507,-2704.2458822968288,-2462.4911370570785,1948.7962731139053,4017.946213937139,7003.812947299168,0.462730269483455
16183.53469665371,-6708.509850183335,-2046.3707122984351,-3670.3288604717395,3777.253432058253,2650.6460202698404,7896.842658867168,0.470708590529088
20038.282282221367,-6318.686148530492,-1347.475703293569,-4527.682283033634,5783.909948065317,1858.2142660396635,6448.204059657122,0.47167714332029
20457.83339432116,-5850.434884519833,-2109.29994827022,-4922.943763908273,7481.807205404633,29.01122384065823,4278.2786321479,0.527471619719246
14507.975311319757,-5684.692190591854,-2793.064639222164,-3356.710436245297,5979.545554896685,2519.350520140531,5810.445156587489,0.536512957449926
13058.39360460924,-5274.300686004592,-2599.0531982839707,-2835.553584850691,5596.439160815086,659.9572790442313,5861.565496572131,0.540999949491896
16242.834411458369,-6256.823392299404,1369.1344229698452,-2977.6752890400207,5157.60441252424,-2098.3696982549927,4146.167789070443,0.541269050941392
12442.69121617331,-6560.554630804494,3703.5372039456483,-3804.9537810674215,2927.578449952019,-6323.95472716452,675.030112033974,0.551418591570473
14507.62686180547,-7727.645550528492,6570.557783655608,-2000.6692771589765,1238.8133386629197,-8265.446323947099,-1145.2855665161298,0.55346785118836
18958.438270122882,-8750.203102183606,8714.324051523326,324.1083414169268,665.6921955262336,-7497.512031116864,-3598.1115802053973,0.55387852468264
23479.88011982091,-8921.844052120048,9363.435500645846,2888.400348994223,-1675.7524524798775,-5068.04584312901,-4226.659975172526,0.555116611760192
21989.57353250959,-10045.917851936783,4445.149796797029,5585.105569064404,-3729.4765760744936,1367.0338818759242,-3725.8633017284074,0.564606244871735
20283.912949252874,-9912.858495050688,989.0527630723716,4737.282710289826,-3647.580792629693,5011.306443069089,-3490.558113534213,0.575949590945403
17313.791397566114,-6735.019334727555,-186.97888325878722,4625.796960708541,-4115.523836672927,8149.594426746202,-4213.458401849852,0.582019976212569
9743.286524504932,-4165.190772607517,194.81963688516126,1168.5318241277196,-2786.5978236161027,9954.992548780256,-2099.407602344778,0.584430480880847
3651.8838977515666,-2442.3909510886792,-576.0856351724442,-1304.2632374496786,-831.7903053279341,11765.672847386191,-332.9739183873049,0.586765822437222
1919.6990500913835,-2099.549429520256,-1172.2946933723292,-2430.2587475525866,-1162.2965258339648,11862.415506429328,-729.7848435259415,0.617047406540971
823.1453317777311,-1434.9711156218896,-1190.655806518057,-2429.3176649359634,-1084.491253901952,10322.818934862345,233.9922128647312,0.623406931075868
-2470.0427233994333,-1333.7814034773241,-3311.8261221714124,-4750.314867485622,-2057.0040759855483,6393.444330407038,-1087.46974332346,0.630493923357263
-3430.6029025912567,-2907.206899182918,-4980.256259374154,-7548.723720604269,-2085.8801901526995,1190.9086800680286,-2995.432934044896,0.631887316538843
-5815.785591357284,-1694.6517535542152,-5012.148926393381,-8491.146794130014,-3045.239366237677,851.7452372997041,-4163.590981528933,0.632004751630834
-7153.1779258485585,1792.5725376905218,-3044.4367089392736,-9557.102061095717,-7066.878473796345,2467.6838165528934,-616.3554610544384,0.635926384697436
-8840.16307014973,992.8260315504448,-2667.453463411852,-7947.745664481066,-9104.694913485182,2654.1694975736805,3362.693897756849,0.638875774665152
-10462.567620158,1822.218554046736,-2787.488271317231,-7244.769484099733,-9868.062806309797,359.26524323353186,2936.667457886165,0.639047426527176
-8506.7478166898,4624.820185303198,1653.4021021995254,-9042.340209588318,-9714.094549354044,358.20767432720805,4423.787051469117,0.653490672021814
