TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53
-1.75430895079149,-0.6764927174091041,-0.047781878778497225,-0.11270542446408098,0.08734449159113301,0.011815292098884916,0.37317301320135043,0.201128374927673,-0.24367940019146772,0.6260728807610828,-0.08324163042769284,-0.1402185806331276,0.16037492782985496,0.18032403550105366,-0.0721547321662442,0.04188220044084723,-0.09883980728735484,0.043125523512974884,-0.107451088449288,0.004106849297638026,0.03162967230648543,-0.0021554870850940635,-0.16889689876176595,-0.005809166315795666,-0.12572176407994756,0.13459246491428362,-0.09445381180598199,0.0016142946180978301,-0.09153366422690938,-0.02529530994460842,0.08222096813432306,0.001582690663131451,0.03389384183913395,-0.13705596482661228,0.050576468882101495,-0.0007255878248075885,-0.006133867414327535,0.05082131472311,-0.004928820866830361,-0.004653450549834212,-0.05018948704117357,-0.050221778427759364,0.0342727785973104,0.0215973871182211,-0.0023766914187040764,-0.002000642589256405,0.005227483702582119,-0.03180458793846589,0.0008129589465356398,0.0018178646671375496,0.0003271594390779929,-0.019117836408261868,-0.005706695581832347,0.0
-0.946564987391368,-0.20731056014293148,-0.0779838803137543,0.029380853146115594,-0.3169423713230955,0.12654190682085167,0.21492681767463334,0.07415985800836691,-0.06687180056561534,0.26445838640281627,-0.040607170920621646,0.08004762873774235,0.19590125494727992,0.20690467225514517,-0.14795294707763762,-0.2856380287519636,-0.11310901081389961,-0.08704131007407431,0.025206550505683534,0.006133659578409795,-0.03625084972666639,-0.07376892844482354,0.06181247396488927,0.239762266027066,0.0788575373661245,0.014077673450598249,-0.04895122140393053,-0.07882507517320138,-0.16611762898951182,-0.06884576003051786,-0.08962668417057455,-0.0009623084851283031,0.0033030368754522177,0.03916866624461415,-0.04145134351621584,0.00512889359832533,0.0003454074271727805,-0.014401192895642437,0.00020995942762956122,0.0041874323452468646,-0.016566890915153756,0.06985384123327718,-0.05155121921539854,0.021198352430788887,0.006165938410840762,0.007906452891506117,-0.012423577182523328,0.059069461869634465,-0.03250959800645713,0.02645763330280414,0.00295255827064009,-0.02100062883739792,-0.004790469079633414,0.0
-0.839253719086909,2.1382837731840874,0.047109468345634,-0.003930960959537158,-0.002402014736706526,-0.06362144340182592,0.007260905766661652,0.005372867591502405,-0.0027387681413104025,-0.007896104079091392,-0.010436441522455984,-0.011833164892163775,-0.012780385297212638,-0.010851806132175002,0.005276554268428854,0.0030582701841968332,-0.003025198688835952,0.0048146402614642975,-0.003498605691879977,-0.17591941929637747,0.01462100285162439,0.006129916267789343,0.003990288307567666,0.010257116017505343,-0.014416606055300986,-0.010979691278934561,0.009694209375762859,0.002153307116317427,0.035891845226566965,-0.10390218452155021,-0.0018593241797450364,0.1920650292642093,0.0014844400795621993,0.0005348234966320813,0.009735174220810314,0.07404907267318625,-0.13083317056730134,0.00015773407854295605,-0.027703780932966778,0.22838502383400477,0.0069261382112051515,0.023405072365333165,0.03429241666754016,-0.0026798252975667337,-0.13602002151102804,-0.046588980734972335,-0.04285734710700061,-0.007567158662530476,-0.004904334035377831,-0.0027081900233928407,0.018334887104520532,-0.0008551222956405465,-0.004749591835887526,0.0
-0.629508410326847,2.2149876210913044,0.045104039035075906,-0.006795106672466438,-0.0017429767975927143,-0.05523610912683854,0.006446297460619158,0.0054619553845874046,0.0024502030226417133,0.04460997931867537,0.3825232858148134,-0.0098667993665766,-0.007628370479531601,-0.0057232098967790745,0.003347420673333029,0.0003716255610816833,-0.0037406773864690946,0.004725932433426919,-0.003832061253308556,-0.02095173766136396,0.011606892725129861,-0.0025525435532266095,0.0012706463895040007,-0.0008150814695500059,0.0013683181921205938,0.0038302727620590973,0.0165126723195658,0.04639199604194383,0.09622094921845166,-0.2859222708253363,0.006840946118352354,-0.0003682651509729024,-0.0005829875373020687,0.005911481693489367,0.025875733559036523,0.20555791076912874,-0.017527541304221093,0.00822580586360632,-0.002481929432774134,-0.04697337323537684,-0.008356323649361837,0.009417612727952954,-0.022259087949156573,0.008325776152142266,-0.050309674616061936,-0.03862973357768239,-0.009321839309904297,-0.00035148733079143536,0.0037568684067850276,0.00604233034365835,-0.01768305834426981,-0.000706078305364169,-0.006693385765685554,0.0
-0.552569765555599,0.5298600566616648,-0.2590403541887286,0.2645067038355088,0.20715680950086693,0.35637338623424997,-0.1653665436317936,-0.008051317951570193,0.24107141043891595,0.2440715302030066,-0.037821216829033444,0.24248722999924496,-0.1873919290632769,0.25318645137081,-0.058670103835370135,-0.16172181993787035,-0.03582240471545127,-0.011938627717108043,0.07815690255790468,0.005793755547562496,0.027123037903103123,0.11527551758688741,-0.0602239726680876,-0.11820096660792662,-0.04453950406400938,0.09457959382976729,-0.06418256540249212,-0.1896729667709234,0.05337941656480572,-0.0184364641263111,-0.10554191235912956,0.0005590934935580218,-0.051843762998075305,0.058867818755211146,0.03291679056905571,-0.0016344254786401955,-0.005489426579289836,0.07314102205451092,0.05183414044867747,0.0013682731448102514,0.016598168191792644,-0.008440103335389805,0.005849022156934815,-0.023538182272103407,-0.004874262218847413,-0.01168143697827336,0.03642205764013632,-0.01885817790055119,0.0013419674116357883,-0.030543094227990626,-0.009596811528667374,0.019997013676797654,-0.01716564383337805,0.0
0.750610688492847,1.5316126650428827,0.04315376575592356,0.04750814371549481,-0.019065013914159504,-0.07656616044947111,0.017381678241946294,0.026961309929980286,0.013179950183520124,0.001192545568347235,-0.0012083605235777349,-0.018371484391025185,-0.037862803430863914,-0.045015690190217256,0.019425818663178853,0.02734123179047067,0.005382572666455145,-0.011558389842787018,-0.004167106905587532,-0.003604869291093698,0.01776747679867637,0.015650539369184084,0.009276750362338534,0.029865502852602876,-0.042244590615799764,-0.03390254053449609,0.007867625297685428,-0.04349945437219363,-0.014699341939132136,0.0654315369378024,-0.01129622409677055,0.007939253113749626,-0.003319741396903864,0.011041799416227455,0.008838118973606956,-0.022429360261368044,-0.10013632478261097,0.05685964268347505,-0.03158992633924126,-0.014277516069907238,-0.01760318529676694,0.0645646343450113,-0.018935298920433087,0.018340223055711872,0.014269091024925962,-0.015065291674989436,0.10832260400518011,0.024932736183716064,-0.001099870371116885,-0.01100306337589339,0.00199064806450555,-0.014232449036123418,0.05254366393061033,0.0
0.933069430133357,-0.11525070916205533,0.10137105868789363,0.6302166201412629,0.3705582268025861,0.035624740408748155,-0.20182074886806972,-0.32595277295303615,-0.24504327747038562,0.14898768973590243,-0.013173511258866483,0.20294863014407521,-0.12465842352196879,-0.25083535644469984,-0.03993424276455629,-0.2870711598130734,0.30394824540317755,0.07579386474407146,-0.056474849030374995,0.0023513953842434435,-0.14301114606976922,0.05589270377789499,-0.20804475741731446,0.2597377165256668,-0.006651460188102904,0.07302986648091442,-0.04876831938523229,-0.03791896438762101,-0.06346151339665751,-0.03106136240864799,0.004724322955904915,-0.0014418254063385209,-0.006056983173514363,0.007093843358120653,-0.02627415568997416,0.003524827982232026,0.005284721575238766,-0.01323998505861168,-0.006340261297119105,0.0005134173203139938,0.018478889846591986,0.002786172471000209,-0.0025314201755804854,-0.019525329569102395,-0.004108008551052534,-0.007566728215780111,0.013413286260057654,0.025093869036797587,-0.0019327621119265034,-0.010519697069392526,-0.0034247159855150754,0.005475711095514414,-0.0063238320714915286,0.0
0.964985078500852,-0.6903968281486875,-0.100429852444562,1.0022026575954919,0.2863745949254415,-0.23509508620986655,-0.37609306493483796,0.02480784976553651,-0.21423412146990364,0.05230188633844555,-0.0020849921728349594,-0.21238370252543567,-0.29603133083677785,-0.0727770438701926,-0.17864160901098708,0.012761090990033029,-0.11934330722842455,-0.0684706162403767,0.07479549425465724,0.0014353224366022953,0.022891427990614867,0.06783487736581299,0.06975381697249945,0.03371349870620583,-0.07023344354353175,-0.09147130006139376,-0.09230404165658745,-0.07112812420442498,0.09120646342514271,0.0056754935995519395,0.09448586680291222,-0.004944845254612,0.008924461043628481,0.02158549717623357,0.00799702401984635,0.0003897044764839791,0.004365988442197753,0.021966029356683712,-0.025199668023860127,-0.0066832983713596104,0.06588936979356,-0.0019583171994055335,0.004107050650185942,0.015360467208956518,0.0015085512924894972,0.0026575084961220443,-0.005153333307130956,0.008073198594597299,-0.008720834245152584,0.009200135746920253,0.0012494323962960287,-0.02278469910902323,-0.0001810188861515543,0.0
1.15457215880067,-0.23470486432574053,-0.1380538658583158,1.0060661464326877,-0.5489093983673927,0.1321132466856075,0.10640476605287938,0.4050995360071217,-0.30817967192403656,-0.04239770771340145,0.0070295675456995095,-0.18554509511928227,0.03642412288324621,-0.11907945837699437,0.08083987001323062,-0.21272073873355532,0.14344518760167696,0.049638769949692796,-0.19995268537239663,0.0027837440096921476,-0.028408824431892257,0.06977953589233658,0.042257532751470143,0.07246403038661715,0.10236670682832051,-0.07521623020770844,0.02517297222250419,-0.005678378127380299,0.02488676286604904,0.008969662782676803,0.007723226116595022,0.0019770767253701593,0.04888447597171606,-0.05447569386023606,0.017127512848261407,0.0007180658285747297,-0.0075772738093236895,0.01817798083682799,-0.02464854016655574,-0.003135058602898607,0.0018472584265972005,0.03548012506841494,-0.02723591232335683,-0.02858587468328088,0.0022849643033558357,0.002002323559645874,-0.0006425727048959433,0.006097603503257434,0.003990211822115804,-0.013093384841072066,-0.0034973326969320088,0.007545366413644969,0.0006243167927964027,0.0
1.39767420290358,-0.9646197182301083,-0.27045932247542354,0.9260299213392181,-0.43243721075682695,-0.19926196328420862,-0.33511898009203367,-0.29356997049797967,0.0778322841732478,0.19826115199312488,-0.029725725604512913,0.0069143484629684,0.16686195203142135,-0.08324135449700093,-0.17841951274477072,0.052957744866787726,0.3317067656053405,0.19174962659906888,0.04820415934463735,0.0006559573598432617,0.19030301362869917,0.011615312780914617,-0.03062330698109736,-0.044418681145185684,0.0033300094861963944,0.054948699284281345,0.11008558809691042,0.09278929500403395,0.032095765784506916,0.028889938953136966,0.030833072370356783,0.0018426097162450566,-0.08980704711156147,0.025765343738373126,0.06049530368861642,-0.009181389124094564,0.004228496562715287,-0.017524689144304724,0.03928931408833197,0.006203647282230203,-0.023736500293955354,-0.002498839350287183,-0.0002635130695626219,-0.02622988345708718,-0.000775770576020468,-0.0007472805282836939,0.0013296840224529063,-0.010051574474370974,0.001801963794580529,0.000850971742849148,0.0005727736724079522,0.006551459005343226,0.002998240653430157,0.0
