TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38
-1.75430895079149,0.1697023951138526,0.1860023380823492,-0.12200679384404088,0.16416189991042965,-0.0928309827400397,0.05187304492759734,-0.11892784449924518,-0.047961362280051455,-0.05582957022760063,0.06190944331111226,0.039951984097499026,0.22579174120741644,-0.06849363146299414,0.1697692414073827,-0.13714022217436844,-0.04443542904336892,0.020687045724410415,-0.06519614539294506,0.04392814493864684,-0.01573475373220033,-0.09539758550678201,-0.09428255147405368,-0.09060848498080848,-0.04341898602388736,-0.00448858760955991,0.024250128589217285,0.018063933628979376,-0.025299654743005,0.006471485532821359,0.003787774407434685,0.020362582639581805,0.02830883035702366,0.01368951550502709,0.04171224387925776,-0.10019297660450895,-0.001796545258865595,0.07007713573497963,-0.03381783341419933
-0.946564987391368,0.19258430546605773,-0.14386066534519928,-0.11100679624792749,-0.12869466675478186,-0.1075927229875794,-0.00197769708779714,-0.0664283113713181,-0.07973389034149908,-0.05916496647745438,0.020781556037677305,0.045114017138082656,0.23441746525615131,-0.08747232732838006,0.15883221950057638,-0.09141782543821611,-0.018038716521539315,0.01771441906082693,-0.10142420148279614,0.09200006305194033,-0.03260394204308394,-0.06943788398011082,-0.0794008192319382,-0.016405101907172905,-0.04868042094966422,-0.009192321688052531,0.05472687738932262,0.004441806992896538,0.0064530583262183885,0.001710771339734287,0.004317192281943749,0.032972190670100945,0.052910904246756936,-0.004388514088505203,0.0015125602970852772,-0.05482663669573416,-0.013326045322082121,0.01713430324656314,-0.06926358681003891
-0.839253719086909,-0.7996791100975832,-0.2873297761737024,-6.907525513647947e-05,-0.28975936180438727,0.00839063957277936,0.011797362325893504,-0.037557894896114524,-0.0228800278751996,-0.07516872975801185,-0.0158012905604896,0.09151006718867515,0.21577558377145786,-0.03610646582921524,0.08049828025271452,-0.05054315682746393,-0.0009005492768554802,0.039511114240373596,-0.11631046697748157,0.08655928592403382,0.010095693100188487,-0.019543700191547015,-0.025949844200584056,0.06066440477288581,-0.018653921593343066,0.0461707712853706,0.027054328902708823,0.027892195229270077,0.036735805404409135,-0.024831578704299043,0.047603836166092435,0.01622666816831855,0.031057971166296224,-0.04293299035755144,-0.024056548398434116,-0.04071314394186907,0.05229543585592147,-0.05261109459475696,-0.035279335379406626
-0.629508410326847,-0.8319782700849532,-0.30393793641375005,0.040980318366876746,0.055511709726844334,0.20016248626787436,-0.05434882057317123,-0.08574563728856735,0.10828464002560097,-0.10745800581828752,0.022710641228361902,0.16148080117769292,0.12405802577067133,-0.032644937479463614,-0.014101482922790504,-0.024737953436509457,-0.0236729772864333,0.01663375621145088,-0.0775684205786274,0.004117659430342102,0.05411226482051765,0.028386015365113423,0.025596311800623228,0.08312959810692923,-0.0010054750105231206,-0.011629100015756235,-0.0069587519380870985,0.031193990831030506,0.037313521160057414,0.00611043721032884,0.05620707507737112,0.0014694199243267733,0.006938914620382367,-0.0007841830441280012,-0.04929340212417281,-0.03283470802780735,0.056959918399173554,-0.06056267081476197,0.0054228987360771565
-0.552569765555599,0.19918055554481426,-0.45250083722365647,-0.06648239794137042,-0.24705902741955205,0.03508813933723258,0.07923544970856342,-0.010008060854121436,0.06835589159534906,-0.02755258201759853,0.016490791251774398,0.05678236389427653,0.037988141965349914,0.0212758105350155,-0.014664183822655134,-0.031399133593983476,-0.008773597457831718,-0.0012696571417325539,-0.1133357634096389,-0.04021205606202983,0.1172983461159797,0.029817852180179006,-0.009913429600760828,0.08606232957665244,-0.046202205251073394,0.026494466656100647,-0.038903295853946786,0.01852430544816722,0.011222688441192072,0.05526220066510423,0.02427962021284981,-0.04009461676964347,-0.004420881774576464,0.012148172096948613,-0.025435626319419882,-0.01744051832036138,0.0906503560874574,-0.0377617558695361,-0.011877873561702175
0.085024864095449,0.19408795147217842,-0.4566811515138185,-0.0012999988146484391,-0.19833944715834018,0.036814587719149874,0.15770924434234987,-0.0026090929775486713,0.1151418553186374,-0.06617928290891371,0.01303129407106567,-0.010273687525232625,-0.06657534581712987,-0.027086163260305864,-0.03688540423631167,-0.010484290020259962,-0.0010796532101789787,0.010257633062181585,-0.10000052375890116,-0.05802730734313805,0.0952941731075133,-0.02190622570909304,-0.027935010201904007,0.03763035003191397,-0.026835669521392463,0.03707508325483554,-0.07728744080607464,-0.011156652525420746,0.023539018402676894,0.08298242653331041,-0.024876228222375486,-0.10438924105511678,-0.031127245886860336,0.03358498797279181,-0.01091551390071283,-0.022388831365277924,0.04549202934781502,0.05778210985159824,-0.012458214929097952
0.458468272734064,0.17062170686318723,-0.43638661615445595,0.07838351770224589,0.0473998484545333,0.11358571247537953,0.18632904962656818,0.04657488886460112,0.16880699085640363,-0.05381637962908926,0.14476719061474627,-0.03709263126387076,-0.12258951396216987,-0.06187981176213462,-0.0592998356583776,-0.006284469846548237,-0.00896859834255005,0.03839383717895555,-0.07124021121207083,0.032522721043182816,0.025581388469748344,-0.0803733133452037,-0.03824734432646467,-0.0196368757970547,-0.024115171748827997,0.021445601650800134,-0.04030187521767065,0.017261190658554987,-0.015498941562235606,0.0629622183545728,-0.08888256423551524,-0.12486770483953001,-0.024002179899953284,-0.02579574409013361,-0.021092399952643424,0.0075123664525880915,0.036096452109759626,0.0743564196134132,-0.02202506965720974
0.750610688492847,-0.7853518762622695,-0.5311036270631796,0.08009844775562766,-0.41912099922119694,0.027980837551955195,0.12457808780792978,0.04667928481686238,0.05782018914066703,-0.1015531830958992,0.05665355939836307,-0.06346313233999124,-0.10117783684968706,-0.010298439574912624,-0.098991013171825,0.016666403535718313,-0.010687472031012292,0.06088897659596932,-0.007210934535143532,0.019673655867297163,-0.005316126362613767,-0.14093845534794475,-0.041119843678634076,-0.10630006239896526,-0.009813561118087673,0.01672553887144429,-0.0225530738830685,0.03430912739644383,-0.015703936276429242,-0.03795910753415206,-0.0478880172083963,-0.06476169213179164,-0.024262901676952886,-0.02654779452729293,-0.01299897563199906,0.005051564881032669,-0.04783313806021793,0.0023977355313987616,-0.009424128806439976
0.933069430133357,0.17816400380996572,-0.27472771019559816,0.2512831138082542,0.0229054790428146,0.010485038479547975,-0.06002416682202201,-0.11468908648389425,0.13482600924113786,-0.09149244752259951,0.034980448685346485,-0.021909665118537175,-0.10046588433653,-0.03675943318011108,-0.031237742124058568,-0.11454830307271092,0.05603002784806082,0.09228749834560335,0.04618787217192981,-0.03369107403929279,-0.10203074128048245,-0.11463992538073296,-0.05777513233461591,-0.11922721764682631,-0.029336238900766087,-0.04063440535912522,-0.03096562350812266,0.11535465476936811,-0.09475116228062969,-0.015651060604648607,-0.0010034655659568975,0.05988373510961179,-0.014574350585869192,-0.023228342659091315,-0.02786101768975584,-0.011108525863508334,-0.008442502499813211,-0.05121840352532399,0.0321132948353436
0.964985078500852,0.14754109933791054,-0.3970882875366722,0.5712317211389046,0.22577482959953776,-0.16235119548639945,-0.09599043750053529,-0.10691163004255662,0.09136041126561871,-0.12346644877543282,0.049431610751413904,0.01685649764104069,-0.07339480490221117,0.06797133130100322,-0.04464768796549734,-0.11759062685940798,0.14565002153524248,0.08080912387450226,0.012993817331414725,-0.1002352397377716,-0.05095782409642999,0.05519969256595124,-0.02269609884727059,-0.022245551838453583,-0.06866698097363015,-0.05745790167966046,-0.03395411729732328,0.07100571623369309,0.02101819094652333,-0.0010780652551289753,0.07192146445921795,0.007618944395346623,0.024990238644954164,0.013897328854522623,0.007869566454993471,0.019171625883007075,-0.050546618047154365,-0.055992386611276326,-0.03225924050986231
