TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40
-0.946564987391368,0.2791539632612689,0.14482298061293514,0.11687820173587836,-0.09750973078888409,-0.07060176816444733,0.017732364606652697,0.1813415470797781,0.1257736244852675,-0.29138518015656373,-0.10155185147407163,0.12167667536575119,0.14114821879813738,0.06650466206137948,0.1708527483142309,-0.1434382256358112,-0.04808392396790671,-0.18654981857801278,-0.19165427180287156,-0.14123645423920048,-0.0899845740263557,0.06673746250891512,0.08892462502825535,0.0805579284083087,0.011803523885450688,-0.06792796657449653,-0.17870229070303864,-0.21892850135203953,0.12335885553154954,0.01222357234213292,0.07381688245428301,-0.08964963930993482,-0.0021279902149842966,0.1333388312370885,-0.09590374683521813,-0.08567038585462759,-0.02372560750975775,0.09016241445358252,0.010083384489456745,-0.1328332004888739,-0.03777773667673855
-0.839253719086909,0.6044758457612802,-0.5493016205484162,-0.518430582997333,-0.3987872331398584,-0.02452132130539693,0.08378354022888536,0.03826326561509838,0.06589787337465561,-0.20059614293857678,-0.12666299119234778,0.18847466573721872,0.11436568479683966,0.11607263348549621,0.1384726713483752,-0.15125507133135727,-0.07100006279821758,-0.19465968878670906,-0.16348072042302775,-0.12620603042395143,-0.06176285778287463,0.08584171729941606,0.12024878253720168,0.05523253534331437,-0.012465062851234596,-0.07074048589998844,-0.1280536708246696,-0.1100759186397603,0.03180702259149953,0.023559162557964124,-0.043956573685878235,-0.05801396787035609,0.04444487763653916,0.07913397314317128,0.003999441934003171,-0.05416613526254839,-0.06411318185748993,-0.007050992267038682,0.07885179365028394,-0.07300643859614547,0.03023714946087886
-0.629508410326847,0.6169438417501716,-0.5839286771445371,-0.5160504561572584,-0.30700437959362187,0.16955792308817555,0.11282376436010189,0.13007997121004933,-0.09700758287211804,0.09037176778990472,0.015855121647262216,0.10241872411480633,0.13799754981977183,0.2140990076481524,0.07184418581821746,-0.049260218101097736,-0.041561308733807124,-0.16658576808407183,-0.14304985608346335,-0.137512120601685,-0.0007217016860376719,-0.028042707835673628,0.08769374528001893,-0.028138873622178984,-0.10421013208320647,-0.09695896757841756,-0.05067017954575071,-0.00028241300571879736,-0.05472064349927979,-0.020393807850482344,-0.07800049349830723,-0.030557606080605426,0.05531662468845449,0.009633321966835504,0.056148323237137025,0.010792231002600199,-0.08590501986969512,-0.13291739349156234,0.03621425850326841,0.010299006405332586,0.05065413232190762
-0.552569765555599,0.7471399551217192,0.23006674676286504,0.1289873901288774,-0.46692452492701597,-0.1296426739440989,-0.017084371513058028,0.14716762469127778,-0.07991434221067398,-0.04499077465879063,0.09016524906811987,-0.04669430956270589,0.028362110404438163,0.1255572033529563,0.06070873667429549,-0.03371935962134905,-0.041754737470259436,-0.07977766012427287,-0.14824895035368976,-0.07550174403163588,0.08941576195726753,-0.06787654716034597,0.08904837290584326,0.023066782191408886,-0.17058010990616432,-0.10593481619906353,0.06088490681113067,0.037762366157380704,-0.1519094953495722,-0.09918527705728104,-0.010516825245283771,-0.09210387359445264,0.049841006926356894,-0.07780556968005893,-0.029122854307302697,0.07285717016900728,-0.08996565635394328,-0.1365586387101447,-0.06897273746153719,0.09416686865679866,-0.02170885187342969
0.085024864095449,0.7652068973737205,0.27385343070691553,0.07946310525368286,-0.5095275609846418,-0.101014321649975,0.0018796941391842471,0.11713237927950887,-0.10769949733096403,0.030130322544961577,0.17135948633898224,-0.24024244279034102,-0.06994833673523426,0.10088011721019972,-0.02743095661108107,0.13316304339614324,-0.046680438708451975,-0.06350104760831926,-0.07858105477995148,-0.013917234290804159,0.06716442097735992,-0.09184966566657289,0.030743707072183917,0.005401442421371234,-0.14463354795961864,-0.09064226933612758,0.062365212582816326,-0.00830386514830042,-0.14364511146734163,-0.08077112150168841,0.05330964940409663,-0.04207273198920468,0.06007589566716554,-0.13948648501960106,-0.11826470760491221,0.12809113640997777,0.00831678022538035,-0.023125127006877657,-0.11567452170371041,0.09234068650587215,-0.0006165262318381002
0.750610688492847,0.655275691836427,-0.369669953701058,-0.7111037466785024,-0.5378008403677689,-0.2577902990807119,0.1355255172253487,-0.14217529813796737,0.0059332295631392305,-0.06021088432449415,0.05761152044659419,-0.23332843504882644,-0.1842394216027675,-0.016432061843127222,-0.16964768818733408,0.2633822127985665,-0.05289123362356183,-0.020187973216520192,0.038312106452549385,-0.02028375500795084,-0.07478876714500399,0.07138731248559162,-0.06172436319263674,0.010817396923387772,-0.07855402298267491,-0.0018738424631131938,-0.04762885428118144,-0.08489164650627952,-0.1489479240879105,0.015545861665788226,0.0757096451841956,0.09180230069370093,-0.0026268372835395702,-0.029123929536700892,-0.15195546927800124,0.03484921826414346,0.06394225566542394,0.16643430342022858,-0.109818925666467,-0.02540173581304226,0.06795693353644437
0.933069430133357,0.6336777510573657,0.6475224383602411,-0.4898199342843167,0.03821248499286466,0.0265658562631201,0.3273897374244874,-0.0330884452026812,0.035689261815870635,-0.06778263675321168,-0.08198726574476467,-0.3447516887414626,-0.040778876110663366,0.21102344093705955,-0.10072112493429973,0.21894668498729764,-0.06288573505891612,0.07459268963435796,0.11997914340680277,0.00673943321973405,-0.24843285372720234,0.021224490685435027,-0.15365471438021108,0.025318043125837734,-0.0911404465296091,0.04985244206787932,0.002143388045741501,-0.11557844048094369,0.06108133943204597,-0.018468764014867172,0.04928752723547552,0.044179499392965005,0.009622912066449094,0.00859508787470715,-0.06825646084055735,-0.033860633580737,0.02860727142112977,0.12674670645441016,0.06036630493500223,-0.06663363472043334,0.07527803610723748
0.964985078500852,0.6538143841394717,0.7938144015755169,-0.7077876370996838,0.20528015537122454,0.13269990468998605,0.2703457247389832,-0.015085299546364532,-0.04081884134564523,-0.0025389145070725777,-0.1435536903526224,-0.2655906538780069,0.11955905995079687,0.2370343624510174,0.07052677436487487,0.06484497737693441,0.00699031046897492,0.0720649683368837,0.08576365987397541,-0.013502167481501235,-0.25666804346248207,0.015543274013626932,-0.13649880789505253,0.0662159279596164,-0.003246628731783801,0.10891228159650562,0.10035962675244989,0.04077919902938178,0.11295902240186301,-0.018423279746224007,-0.05780748741739265,-0.055609009348808844,-0.03629113912113938,-0.054318977805170955,0.03368226557742374,-0.04658212017604969,-0.060444681026918995,-0.008865671347178689,0.09979765166104444,-0.025149454678850065,-0.0040591141523278335
1.15457215880067,0.6865396252917072,0.8498543718458236,-0.7323933054534524,-0.07303976708227701,-0.2768334549200688,0.10862658874084075,-0.033007670504697634,-0.08608900571753367,-0.18749947438222445,-0.07083137743829276,-0.09502144341151536,0.24042458840467504,-0.0048879362106477855,0.08041510905215034,-0.08130388761687037,0.06047712566350184,-0.02097278642208568,0.003475573119066833,0.012992530890652892,-0.07660434421559502,0.07036169699326625,-0.04389976110835802,0.06700333537516583,0.08569427540506261,0.22016973438989734,0.11760280606499486,0.2171180586159521,0.05895924959470567,0.03794547703654245,-0.14039479282556758,-0.08626614876680938,-0.03196908276125972,-0.11162861978333716,0.044685897560700245,-0.03714625157979968,-0.03996131529026787,-0.09708377290691476,-0.01756850860262129,-0.010664176018063184,-0.044038161956656885
1.16298914923932,0.4443017709523943,0.7724062324429952,-0.6848098542062028,0.14302990197990928,-0.3780894853569955,0.35639062767219526,-0.10419678757159975,-0.07843381887823106,0.05834495440767276,0.022987727283147824,0.03422753430727906,0.1794994889732882,-0.01368364744941613,-0.059686755839106743,-0.13067040004386915,-0.023165564943240236,-0.0040953541275093016,-0.06121834151691484,-0.03328839405138706,0.03540152529475712,-0.04380505634917881,0.05444840712229356,-0.14347563042466732,0.17079219543563584,0.08179707233252792,-0.014814500990440386,0.1505951983171122,-0.06523040780455978,0.1301461755804504,-0.02680554000275644,0.015740618510659384,0.049739951757954835,0.07840580150593526,0.0541854974699142,0.026059914274614786,0.046945226947007104,-0.05511199530994791,-0.15093680175085158,-0.027508759503918206,0.016165878055365967
