TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31
-1.75430895079149,0.16584909899893982,0.17121461942868524,-0.14228719358513198,0.17263761382357465,-0.10964873682861039,0.07260061176150526,-0.12218409952359716,0.011108294075920662,0.170843443053893,0.02333756680723549,0.11659200167241973,-0.26678153774784363,0.08806605599271435,0.12573531872047986,0.05639985740630408,-0.01279494717531918,0.011259139918242459,0.024121180603099552,0.03934823972710376,-0.1274484499909403,0.029242267271352047,0.03858701413798808,-0.027569711760805155,0.07614239252324422,0.038048783334970186,-0.03663185584788017,-0.003941196877432233,0.0824706337542512,0.007951242659940799,-0.014320845497351152,-0.017373598111759144
-0.946564987391368,0.19618263814613873,-0.1306636057874255,-0.09542899818685145,-0.14728087076145005,-0.09192944033720907,0.040726173266778416,-0.05596063462789057,0.01659204598706057,0.16289962338590142,0.04422448745175596,0.12406640635722258,-0.28321670510611585,0.07572323787621699,0.05986851878725829,0.05519776709630314,0.05466057419156412,0.02160347829376708,-0.006214453085590222,0.03795631819999966,-0.0902970159026798,0.01909894201318828,0.03135091611702311,0.03567981677794411,0.08317455989214279,0.01592310953473093,0.00710556025909403,-0.04422605493961071,0.06283218626786405,0.00669024409844075,0.004467179830550215,-0.009620127273256212
-0.839253719086909,-0.7828976531827435,-0.27270580067218375,0.06369720728941546,-0.2936766330819806,0.06177674403964784,0.06488213727667072,-0.017134702376429955,0.07197482808740095,0.08793750973418218,0.04178999088373116,0.1602765168726935,-0.20536993492034206,-0.005261201428811212,0.027241174360826525,0.010184294459307552,0.07531362119373239,0.04302959963392889,-0.05378838987854736,-0.03506771897704149,0.004127172303889744,-0.03773335788945463,0.05413560765856267,0.05628600238320956,0.06494374829458886,-0.05172078953992936,0.009110053887659774,-0.08169811515629233,0.012197752174631288,-0.01121044535801543,0.015371194525831638,0.024604740525431188
-0.629508410326847,-0.8061467442837539,-0.29744174512489296,0.0676405570318308,0.05837883480865695,0.2420287810549489,0.16722438475331813,0.03990317975522398,0.05263351493066431,-0.05951011267096134,-0.04927415951295595,0.17310668522236203,-0.10069354654069455,-0.028445871127781717,0.02042421029633177,0.04628361861687885,0.04511989983599018,0.004962901869928116,-0.02772346604244856,-0.04354336588565178,0.06811230582712526,-0.03324166150282818,0.006774736221041196,0.05909612005713171,0.012102818004288727,-0.0632201283143962,0.020466781661237794,-0.07095041515674279,-0.06166096623142282,-0.018131620148980423,-0.008589755907349624,0.021966462446084717
-0.552569765555599,0.21411930412894414,-0.5476769493580388,-0.029597800278098427,-0.2556291856092121,0.08716533011495287,0.04298780416736005,0.06360022256326824,0.08463884023942807,-0.03822092178185541,-0.12852101346699224,0.07483097839710504,-0.06881822252367956,-0.015987622658985293,0.04115073699205237,0.08357443885209387,-0.013706417496979685,0.020919626149861148,-0.02384272670907141,-0.0279968768420112,0.03610396385899541,-0.049733235229275925,-0.0013487294670799501,-0.03865840721590769,-0.020810095996108197,-0.01256019240638234,0.014635695542630639,-0.05342656549617557,-0.16767479520339396,-0.02273355303576712,0.03728269489099438,-0.0055302366861939975
0.750610688492847,-0.7572491241713657,-0.5690524489359022,0.04825890723944949,-0.4275398549907593,0.18287841557666426,0.05032565547512102,0.07543087871671138,0.09042530190641865,-0.08208152708422457,-0.12415962214776331,-0.03419771468313023,-0.00913687907177235,0.035902573464643074,0.052940019215746044,0.041976923436925453,-0.050510851792609876,0.02609419023515595,-0.020054086119189747,-0.05483398436248829,0.0045031902697301425,-0.04635611916567895,-0.019359407250905014,-0.1388288563558975,0.015663187683687633,0.052472441335348716,-0.004257559171131576,0.05128143420487085,-0.10536533984681004,0.01663052028366744,0.036530423071264896,-0.0012158744485633226
0.933069430133357,0.21078535215107272,-0.24809801656895247,0.24338024441573877,0.01955205235188709,0.05552694723675443,0.1837344191569344,0.04263009207927454,0.020713706066056804,-0.12753130730584722,-0.07027432279489676,-0.01818504715921612,-0.04599954618995046,0.09272593065813844,0.054361709457817806,-0.05960989505085163,-0.19909023205943022,0.025185160069007922,-0.023612632716828938,0.07807676157753958,-0.08294468144877883,0.022035138975751555,-0.03640753344255261,-0.10866524909825379,0.06440751338772495,0.06848627216282638,-0.08551359308297879,0.041302224722014225,-0.06955925768590764,0.014191969906380652,0.046366799240971146,0.00585458980248181
0.964985078500852,0.2031616107871552,-0.39145084589283796,0.5811451982128065,0.23394080793843977,-0.0497555608166316,0.1800709846388063,0.071036275204568,0.011554611844304372,-0.03604736294483643,-0.06925158911930906,0.03463119063578452,0.03066134998343944,0.06809532983107086,0.009035494382984979,-0.15040556348862194,-0.16825418510184414,0.056594600826941434,-0.007695153295201316,0.0421228869920275,-0.01808904604858332,0.025157040393794794,-0.10369775763618273,0.08274151313975397,0.07179503747797311,-0.003031231742374167,0.01094689845396195,0.05004289687733619,0.052026689042457136,-0.010766654502701672,-0.04448472608569448,-0.00589549497475778
1.15457215880067,0.25553992984394813,-0.5082796000340692,0.6616228129470737,-0.27756817027906605,-0.15057954725789702,0.15731919307068817,0.11146781319620731,-0.027322528281947943,0.07791826278683628,-0.03978191431401355,0.00614222431150624,0.021019688443721683,0.011200587258345879,-0.025916779894185452,-0.16902591836606098,-0.10574806298396411,0.07560507273593205,-0.006835530888553018,-0.030919862590981163,0.03744037840583849,0.0013458987227907547,-0.03961474769605176,0.09160236948730602,-0.0069852162808498215,-0.035866912314143615,0.04092630572244776,0.00921264778053115,0.08857826403591075,-0.05506978687455239,-0.03398167660035342,-0.026668735633270556
1.39767420290358,0.19995881813208838,-0.4078848371794927,0.6996853249261341,0.1257834208389289,-0.34506882218083446,0.2767218946489481,0.0954652471544034,-0.057772301609739965,0.04571679051863338,-0.06751307677888028,0.04308511381743656,0.11039942792803392,-0.00458099805423658,-0.0275682377988129,0.08068990251092677,0.1267070748644735,0.014943792701413359,0.06236582545882645,-0.059218647530341784,0.05516527090106754,0.052093605457586054,0.05304161273370423,0.03087462998308121,-0.00727317432294786,0.01765441146757182,0.028245871707910205,0.006527433719458382,-0.010156532467463536,-0.04664015851755476,0.028973824936123393,-0.01684515002119254
