TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28
0.0173694865991158,-1.4627474194287424,1.166442179479671,1.2889352259423685,0.22439560191278676,-1.5111526740991357,-0.44526519593727054,-0.4845559494970636,-0.1170094537564783,-0.20119828290666988,-0.44268522104742297,-0.47388636979958376,0.38293335696936076,-0.2121241908517993,0.1950061458922974,0.8844152348175398,0.41874279242875606,-0.1531935665489226,0.20128503480750556,-0.2087878922856437,0.370371322322945,-0.1874974493625023,-0.598285794587619,-0.8434211106250097,-0.6753180322237965,-0.5561029378212994,-0.4748019350676593,0.17415991760389016,0.057918508154262326
0.0217868349329398,-1.684824960174497,1.4961950947900071,1.7424524848159955,0.1311594079390091,-1.564172253487458,-0.4182332432175198,-0.1887194020337821,0.02206685337529168,-0.4957903126627611,-0.4702891275791233,-0.325990476749159,0.13917814332031103,-0.17488693573789488,0.030584446032682764,0.845041024045863,0.441602783627444,-0.07729839248410425,0.13664653854205233,-0.08888225767715502,0.29539642987923276,0.11881126880048341,-0.6132065282679052,-0.7162995723895981,-0.3660747852826414,-0.2926451668184897,-0.38656828834677354,0.04414175478203355,0.04134873576059869
0.0236539792007251,-1.3306279143243123,2.031983562460723,1.9688166571032395,-0.2601275748827505,-1.14723860119891,-0.029897028051207825,0.23697314589961108,0.6813873931725433,-0.6432941668721966,-0.1797321461471969,0.09514320482307351,0.1405627607586709,-0.014013538407066931,-0.3099124970038568,0.6056332583748443,0.4330803296657262,0.1746758497573596,0.05753592310705296,-0.03321516534499917,-0.24543356399701607,0.8501029393076746,-0.23757553615280802,-0.14044103751472398,0.21971431344953254,-0.07356154499253978,0.2716320710203561,0.5067981718357727,0.7167400039510587
0.0912510183968422,-0.9760820462782839,3.15438772663901,2.25502919579786,0.1085649293282936,-0.299412499576339,0.16882769597757108,0.12494647420593727,1.2477150257801215,-0.9886019658913852,-0.991819719079812,0.07560246075063093,-0.2686153020037558,-0.11375876757992381,-0.21129211697028044,0.1644903172187944,0.18571939422390868,0.18163107311848656,-0.23289837786490158,0.008152936259901022,-0.182272728956539,0.29459739172052446,0.17059211725097043,0.6602147927512003,0.38551703500783496,0.12392729076393905,0.13392078992727893,-0.005072528993383781,-0.27627903991119435
0.109828407190697,-0.7000597962926821,3.444635984284983,1.9697281482365605,0.13533889331759227,0.727448125544721,0.11181716635267894,0.11456916265214934,1.161643617915704,-0.5659798678428181,-0.4022868412726594,0.07021140028895648,-0.003463610484500957,-0.284918296354933,-0.2803623549889307,0.06875135769720886,0.48003689381928,0.17569887505704948,-0.3669610643381606,0.18944729708828442,-0.12522524726003215,0.1274475647936691,0.383355027836856,0.4548416641980365,0.05773793610576689,1.0253290009520941,-0.13217043728031916,-0.20149109649912778,-0.19671623259309043
0.113440764064444,-0.21182960659264682,3.5452005683301273,1.0264811338300455,0.069215096840115,1.3210744546999709,0.33929803983675966,0.1351201237245734,1.115501136488492,-0.29423356185948785,0.009320423158035777,0.2002919716402369,-0.048754884501496516,-0.41228591486374916,-0.17578646188757613,-0.38353901117368194,0.0912904309438505,0.16870023949339863,-0.07154230911990674,0.025044261673326015,0.06038718969749488,-0.5033343983951869,0.1980692428686925,0.4507995184665129,-0.3361032424677573,0.22603580031297604,-0.38229066182420574,-0.5564506907067606,-0.17385733405812684
0.137447118292763,0.6585288950877947,3.79944734625685,-0.535522127602954,-0.728057794504243,1.5798798201304547,0.42507717636569187,0.1634536808922278,0.3840311562219973,0.13675192034850972,0.43005438575444943,0.2873113666815526,0.3699163572967167,-0.7324856012315285,-0.07588748105496411,-0.053245224488101595,-0.20810729842413928,-0.3004865140363815,-0.13841774427358813,-0.26424331676551205,-0.2998201704969793,-0.6961558316527005,-0.10788453591537531,0.11009727450548117,-0.5942528322555812,-1.0387201742120078,0.2144371041902537,0.0034282204994643857,0.19528895610124342
0.175701572519407,1.3036362731427065,3.799544373520124,-1.3248861081555212,-1.446182570903652,1.1689202081902987,0.16584660299409015,0.051331456170315114,-0.15662097402289618,0.050132330369462394,0.4931010438737813,-0.1274101867978448,0.5033704287594623,-0.38512218805242043,0.021875167864314916,0.08113410270838563,-0.17873226061475553,-0.39717920534602735,0.05648639617001553,-0.5693213834949489,-0.38592030687258105,-0.3740198406574714,-0.15582840546460494,-0.26012959585614076,-0.12181887616812219,-0.6899681225335509,0.449084769879384,0.08575746540730303,0.08405199139587388
0.188459931666573,1.5894444827139926,3.2752490417748668,-1.8574005505960953,-1.7143090603283384,0.3958737737893475,0.1414646462641083,-0.4253667027222771,-0.5878729007848432,-0.2962961454976249,0.33283173299215096,-0.3431002898297318,0.6252810137541306,0.02742609909464729,0.017453096622341797,0.1744729563778581,0.061882658458585996,-0.5434260856461276,0.3021575982733152,-0.0835114195384207,-0.26000657642543523,0.05339408925770187,0.0016279828151926116,-0.49040094801198775,0.39915839469614534,0.704683320890797,-0.037448894339060484,0.5025290000955455,0.06996559887897721
0.211014437875058,2.268657038157098,2.580914017739611,-1.9091636372375618,-1.1343950941694836,-0.5410983062707454,0.13622393987128847,-1.2699209791051262,-0.874597283049672,-0.5466973030753397,0.06661954189558539,-0.6251934250480673,0.21799757000806558,0.26369387507441916,0.2181733791647149,-0.19478533571698395,-0.12997071817214953,-0.10072552926924241,0.431698058940535,-0.00552793011926643,0.16144919976221436,0.20446782156609442,-0.143394744469573,-0.2212826340072421,0.7573376005895057,0.5249790249845867,-0.3987251602032852,-0.31481715421658973,-0.23357033863011717
0.29193173530297,2.98229385422605,1.8368294675740497,-1.4533065201913176,-0.4611895397826877,-0.8508494737176062,0.16753757387656076,-1.4407552526410854,-0.3661715088614397,-0.2908341836153567,0.41991242957443037,-0.5263193815054062,-0.4033749324519504,0.6993808144024991,0.29214490284166,-0.26919408749736,0.2910241254310526,0.07891995777211164,0.4250332471835048,0.03697074508323494,0.21459771069001474,0.5684585218988853,-0.10400652618486546,0.29922974823115456,0.41798118425619724,0.17059323940840782,-0.04851410734072268,-0.017192073163751258,0.0200672215078543
0.321331506043033,2.911090789311748,1.217412397797733,-0.9672829321246736,0.8976626601046493,-1.1746649498461086,-0.01792321406532149,-1.246369914213972,0.07746535952058997,-0.06236471391339684,0.160099528329691,-0.7384444649830287,-1.045554676274737,0.3654386941620921,0.40937370673017764,-0.033903831960136376,0.12703401771398773,0.24101101240824419,0.16142584105337046,0.22450288066007132,0.2937979839011281,-0.06514637456696222,-0.16520191192097536,0.7471105402036377,-0.2792989361073338,-0.9005012172137694,0.0684674915911903,-0.2361051173013898,-0.25018010178021627
0.352163255010744,2.9862119913291516,1.0947422697484015,-0.5901979969113217,1.7134418926880486,-0.8302925062449811,-0.3515874875505977,-0.3385408586686991,0.20037158940450725,0.3397713287542411,0.5137341301977996,-0.7935887707760944,-0.8822946606251963,0.053938711875661204,0.07876751025899975,-0.06616385995101554,0.33812527406999543,0.45954698192768884,0.1129049378089914,0.1207994522393494,-0.39424121865957096,0.12870037835677164,0.2699466092582101,0.5321266161297382,-0.5527961457529954,-0.04178028082497697,0.21447547756407914,0.22507114993347652,0.13738675740993814
0.359107591030253,2.72469854552321,0.8593523138359979,-0.693871087223586,2.3359743084328795,-0.053150500916083684,-0.08847255267124236,0.1865367785140699,0.07251545254529067,0.3981476378188355,0.11901137169104013,-0.7608968367552458,-0.7124227985956912,-0.037285617459070754,-0.0455925119415187,-0.2406098234660228,0.3345491136413468,0.2674582366638144,0.16803773997745622,-0.15440492483676796,-0.35490722530292906,-0.004698962647213781,0.2989514452182523,-0.11990183131068985,-0.4719000232700096,0.3171344895759973,-0.19305902365139818,0.04689613274577611,0.25930381614043974
0.359681342589083,2.335128287705654,0.45977928984986893,-0.8773755608695128,1.9460045924599885,0.30170761803318785,-0.14262132554673615,1.0297208376683646,-0.48912896861948624,0.5063718749401925,-0.24865632377302765,-0.629531185833443,-0.11661629834073715,-0.4983564311333407,-0.3810948078943185,0.06754498323552906,0.2896811993228241,-0.053093685820268424,0.01983245998162316,-0.20832986205178727,-0.48828652928966004,0.11737387259257252,0.4994977180741959,-0.6625245662461029,0.007512545736324215,0.20759672216091143,-0.09076164934575431,0.08229633490218279,0.3492012323646664
0.387224537220685,2.0413155506879193,0.5589565471279324,-0.7388973856446736,1.239315405103638,-0.210240445362859,-0.47621923506881636,1.7047306899519141,-0.8573435758951757,0.28269081211798247,-0.8892419821652628,-0.7836374441476591,0.21593847725576878,-0.8082270087887675,-0.25281579800201537,0.2992126092518647,-0.2731213419285345,-0.046475501255016476,-0.21357760847880747,0.0359648531525989,-0.4036190608582893,-0.2721736075457738,0.467050768870807,-0.4579702327293332,0.28028965883430323,0.1123358880737738,-0.027901867846136703,-0.03634130789377985,-0.5007784012268754
0.388651758449078,1.924330996850946,0.21183507646264127,-0.6776741636399335,-0.10234412767780321,-1.0244744428205639,-0.3936275150720998,1.833355174651522,-0.6630770410039889,0.1253800312744562,-0.8725156746151971,-0.43506269354555827,0.5776106662438599,-0.5504305009075878,0.12029678518389061,0.314173952637318,-0.37277618212300456,-0.06015052404053939,-0.3223766767788774,0.1614751609113342,-0.1621048420817745,0.10940754412935551,-0.06012179834277108,0.3614092793566107,0.3770592353876414,-0.3220695125336723,0.3801174078165811,0.021985122820263565,-0.33771173169855345
0.420748324349751,1.9502517412405793,-0.16289662107845296,-0.10937898961066142,-0.7875412121875349,-0.9009367852526052,-0.07953208528634542,1.8294534830560072,-0.2458259549415728,0.2687147093046753,-0.4915738969076401,-0.007544614767112428,0.3156492744039585,0.1349263985448376,0.396672610145472,-0.3675012960424545,0.25164937649347924,0.14674049414842907,-0.059287090445384175,0.13953410081529563,0.15576510976918245,0.09916604653229698,-0.5028947716476337,0.6255675471891886,0.5334004563973208,-0.06874246167885552,0.38339418136693504,-0.058770435196674076,0.2664037463555807
