TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48
-0.839253719086909,1.1557392292986908,0.840023660290296,0.7378056212833048,-0.6303193796033035,0.2691059374136133,-0.23063005788790372,-0.18543844916544738,-0.1336976835200645,0.06298002444001886,-0.3105228168544811,-0.22829123285834754,0.18583576734574836,-0.45624318147161474,-0.3139080067094285,-0.19895419755005897,-0.3744858831070814,-0.13230135332136744,-0.01027153064394396,0.10075042278445685,0.21114215448948376,-0.02720990642495433,0.15533597317946,-0.23615777459892837,-0.10861423349724855,0.16201194888740433,0.13452773278386032,0.03285927105335569,0.06436982648835916,-0.27889588640311325,0.007351626852807907,0.059924360429439,-0.041874711127162054,-0.04649070392556075,0.008490035364918363,-0.04986745163725238,0.030619366362461455,0.03904055542246382,0.011199401634762034,0.06729689710257981,0.0067193137753726205,-0.018497194624189826,0.03741881613110879,-0.008997559053342123,0.012937873501322777,0.01501692317782939,0.008973015452936613,-0.00507258980785937,0.0
-0.629508410326847,1.2379944196567065,0.6697265517485061,0.8977924500230747,-0.4153163068728267,0.0916138115502044,0.0380448692366794,0.05218615136988874,-0.28410613676764807,0.5475760753193598,-0.1792548890848726,-0.153822095277393,-0.10402355605007683,-0.21058279341521774,0.278928223557868,0.2555709977457506,0.05342441510502369,-0.3454193533649258,-0.1907553981683274,0.004998676662207136,0.08805809572074814,-0.052429432871153064,-0.4071936212996765,0.023262863688055243,0.09608880378290532,-0.02671160479098879,-0.13442232278244062,0.17929898798835583,-0.13159489401639096,0.23213154864201813,-0.04144717306544647,0.03422165325825502,-0.027185831930305156,-0.022157078012938605,0.06465884644834133,0.00698133312757781,0.008715451686631145,0.026315250338410975,0.007517915606650825,0.02633400339880846,0.0036205313209214346,-0.01994406555637729,-0.021829631088319885,-0.024771195824638968,-0.0017830626184787387,-0.016451794807046644,-0.024526356002285962,-0.00039507043763329475,0.0
-0.552569765555599,0.6023518631089563,-0.9376972690903875,0.41353243712067983,-0.6366528337215377,0.54940658591681,-0.20161665592349484,0.2478269062891682,-0.22454617007558975,0.07089432702762026,-0.32306907504654936,-0.052390180392536186,0.021935677711396533,-0.16029914262369627,-0.0015524160430825953,-0.13528078549198333,0.04284072698514891,-0.08305386280938155,0.00051194460565565,-0.11631437762356867,0.1330441500864628,0.39382442055589884,0.02916580486009316,0.10230574349635976,-0.016391763792800523,-0.03263418046172112,-0.2654905826624345,0.13839559480245586,-0.20333602270318282,-0.03294965135001384,0.03727240454204823,0.012101230926163616,-0.09727505037017904,-0.047502245728309675,0.1096523286806551,-0.06124746820359266,0.13935063774857284,-0.06619772485457212,-0.06595860957308546,0.0571912469500515,0.05652320962306784,0.012827471086443127,0.054843866555101824,0.017536418221192777,-0.07456436571103409,0.041168325184077974,-0.04196231229722235,-0.0037372201610160116,0.0
0.750610688492847,1.0429966642976591,0.35825894006754916,1.6583321000915567,-0.6383949782229353,0.7714444606650303,-0.16226713330657594,-0.270431006578496,0.07116178992910367,-0.0037135292042489968,0.0719530031847358,0.6413315620687633,0.20470420820181776,0.13602624074264577,-0.03168284279040408,-0.07735282753114325,0.06924735910834119,0.24448891141045123,0.21073809013391662,-0.11313018079033979,-0.18951024223318125,0.09790408448285043,0.13549748400001746,0.13052874791805513,-0.05196167548431993,-0.2367072719572151,0.042572362127037224,-0.09070921533851098,0.015308901275258305,0.10515539554354612,0.052783672387912386,0.019921270521202645,0.09093836285955262,0.04524785599966029,0.01062877838136081,0.03422469805931485,-0.022270037572424135,0.005386692091170132,0.04793385944749958,-0.012621904911484018,0.040969092879377694,-0.0035063034860229377,-0.04600978204680686,-0.013582910343034304,-0.02120980601050682,-0.002725116340938776,0.020151290419125313,0.0017604708527097215,0.0
0.933069430133357,0.4328309123967437,-1.1418220934012713,0.9900659576017529,-0.5436614751302591,-0.031957748546949584,-0.2472879634065211,-0.09621873605736661,0.05351606865313218,0.6641087712404022,-0.1018252701135051,0.33363816495716797,-0.20125820269848663,-0.2736710993712998,0.5504731484707098,0.18198179052551638,0.06738795637201526,-0.014114532513925448,-0.2185785426185652,-0.10834415883395686,-0.251594802207001,0.005123947266596517,0.1796139705561385,0.05090051444387971,-0.25488734193646284,0.04438748471701815,-0.12691759661259167,-0.2258475403438049,0.14901192444186417,0.0014144999897196435,-0.08626363507793489,-0.09681710495512079,-0.16812434490323405,-0.033542681576123036,-0.13230547698594622,0.07746900265377142,0.015449274731376358,0.027193640208380616,-0.0691439633979773,-0.027690210805772504,-0.07902497088968713,0.024975444961783198,-0.004551739831284116,0.008187360571570063,0.03760000169434007,0.008267368336663174,-0.01916867502887237,0.004526118089725231,0.0
0.964985078500852,-0.1749403565587318,-1.3758328755984632,1.2358646161086697,-0.23204062224873798,-0.005135716139470957,0.08618452221207214,-0.06603026646122433,-0.22035374819366266,0.23105296758895189,0.3180697065035962,0.5957985171897451,0.31875928365608147,0.18688610026387711,0.15021377574709746,-0.3104754107737579,0.010960025950430715,0.0784238842816073,-0.08083514923594369,0.14340544281664977,0.15242082556486108,-0.1174688508863073,-0.2680366626844913,-0.1993404151177724,0.22397995479873906,0.12018615932430653,0.051192081256429954,0.08742487093323757,-0.07485847575954017,0.009001345363659655,0.025804200963971277,-0.15703057800247888,0.0478028659386832,-0.031130773359111727,0.005470741538538208,-0.04630571022666878,-0.03384353465911965,-0.002848980162413114,-0.040454535182369876,-0.006940562375753146,-0.054406757813999194,0.038535350175730704,0.07641789502975216,0.01679188164585997,0.01577965678468912,0.006435961022684196,-0.002743236726380398,-0.007213325412310782,0.0
1.15457215880067,-0.5629746192898932,-1.2618513278571504,1.309640801720713,-0.11278140025578534,0.43600179733311656,-0.46817218339155603,0.18425169474702155,0.046137192727104225,-0.3821242816855718,0.29556945304903004,0.18233507211359037,-0.32047923867043643,0.10302919311458449,-0.22524010545121426,0.38774970269853926,-0.29070567953348797,0.1867261909839754,-0.06114370716889919,-0.13247937115838732,-0.20484334871117962,0.08588579398893603,-0.21921520806049866,0.11763882640480006,0.017147354997107057,0.11228904891620398,0.03470154239725711,0.21516347436006655,0.08482677509371447,-0.11415772782209596,-0.16910613892641468,0.09702753276000833,-0.000306855850171495,0.001587914744981102,0.04056821900939567,-0.0027198659047568633,0.05196309328836038,-0.02876907277417288,0.025509132271616615,0.03309330903637707,0.04685298537247999,-0.00926853177292383,-0.04277285404355968,-0.023175111701895786,-0.034483043149066264,0.0016094125301644583,0.011095082694226282,0.0025966523869241703,0.0
1.39767420290358,-0.7980191242972595,-1.01679979372348,1.2027544704445001,0.15695022671664852,0.11521085011302984,-0.2498125324156091,0.94134663588133,-0.023880146961873152,-0.10700899081237102,-0.12681583022781392,0.02714099464463122,-0.12167179397149537,0.10907113972146014,-0.1678824672225362,-0.14857569224341083,-0.09768709997656855,-0.1902837938753207,-0.06580395831636444,0.0806902308791909,-0.1820751301124437,-0.03637338645536525,0.2763676238756102,-0.08516685006465807,-0.11018893761203807,-0.10475236608111481,-0.21765370518877925,-0.18425228066402718,-0.14304793413908154,0.17189371171238743,0.08319589848555987,-0.03295676191774072,0.17883018027358905,0.1776501262853295,-0.028014099425045517,-0.0901954214808731,-0.016962445260445186,-0.03021436954292489,-0.0028337898999842488,0.07528689972123791,-0.05397939611254865,0.00968929103544591,-0.01908117749903932,0.05497307896711781,0.03954581117988794,-0.01708078540634749,0.0035319074855762805,-0.01833413380769652,0.0
1.46717689965213,-0.792278587150572,-0.9639135880806279,1.1935357582559207,0.34757221643759584,-0.31216552666067315,-0.4964517527431011,0.7610784626734489,-0.2738163083437207,0.019266150607513244,-0.256647621467221,-0.36085882262145696,0.3213023781818781,-0.06947883629566715,0.06708196484134527,0.061346528601429404,0.35964353319837256,0.035113601570034944,0.0255650089206201,-0.12162040249567463,0.2113423463718017,0.06174070872596112,0.0959556440597446,-0.024420537457809536,-0.03833681853355176,-0.01691333942638569,0.12159995256390965,0.0372386489489471,0.11273329797386945,-0.03094407028173343,0.1017344675268399,0.02842291516120605,-0.15766779332965958,-0.05020883048293069,0.014967750624530282,0.11903855820414239,0.009566892241261012,-0.008443520517066486,-0.06004673171324421,-0.08231632619881314,0.020425608697340315,-0.021510392617980625,-0.016262600324409016,-0.04232502518070627,-0.028482090814030782,0.0030040842329851557,0.002314577428411842,0.010608727895186824,0.0
1.57934041643112,-0.4467419259409489,1.073252229389038,1.5729141035638878,0.5646700137716386,-0.10513065061800043,-0.5167266099586337,0.6018409098739494,-0.4343148902200261,-0.1938550136094593,-0.0998260749430103,0.13752107603588423,-0.27514742342226634,-0.1224605126990847,-0.160273490131356,0.3054556649716817,-0.04387591140476982,0.12055892325973863,0.2762261067988734,0.20221282386433742,-0.16092613824259222,-0.1264907624690014,0.05987246817489635,0.030600345168843756,0.1064354719077008,0.17436510123713195,0.03482153859965839,-0.0011486874071867815,-0.08317625686064718,-0.026920999545536506,0.03221609901849202,-0.006575441574544772,-0.00858967179431403,-0.014366038245816592,-0.08988004179962025,0.040034068751425976,-0.07163176680124254,0.044768265168997255,-0.01389065514379968,0.03928645198102442,0.016625870296924007,0.027216667015324037,0.02967222138803673,-0.010185907209679658,-0.005048232000403069,0.00848728291239513,-0.011103426074514916,0.008538400518876312,0.0
