TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
-0.946564987391368,0.2584337295776654,0.2081480059366469,-0.05047634014268641,-0.08590043400016935,-0.08239012761008463,-0.24973150325592366,-0.09383466355483021,-0.11049840905875437,-0.10920706760941681,-0.1577363959974795,-0.11646329355763999,0.0893397761715877,0.16168914723696298,0.0012947194853410798,-0.14620540214341446,-0.16350935498387906,-0.03725931733817236,-0.06047675388679925,0.3324706559315419,-0.07485453919088957,0.050900782452441534,0.033023856403092106,0.13368055518394323,0.05789227058726577,-0.13380129428741752,-0.13436735799655403,-0.03247372063868121,-0.02908906453377933,-0.04432097129567223,0.12908469985657914,-0.0065443329816627935,0.009803181608538542
-0.839253719086909,0.6419452055272,-0.7218128445901137,0.05694121887003651,-0.3572212936270736,-0.08950637203821021,-0.1247265899107267,-0.16895836355465757,-0.08957662092391087,-0.10259675741563394,-0.0938056463314749,-0.14696614118308196,0.1315804136453037,0.11201901562460553,0.023281509236306345,-0.20899742968892096,-0.10422217214472014,-0.049522359052029695,-0.04767728542813167,0.286655586733014,-0.005409018923452403,0.08493745012645836,0.02098100056300172,0.13023206483700706,0.004286528351422996,-0.06948664387549318,-0.0840313532113445,-0.0887954009572222,-0.006092261062966548,-0.021538861527931365,0.11330087536742227,-0.04322285297375448,-0.04508196457143709
-0.629508410326847,0.6590569846207084,-0.7504374674167534,0.05517163647000951,-0.26297319150944815,0.139726728362515,-0.07861281903844604,-0.09341366135323863,0.08771284008178544,0.1050232153537754,0.029232766933746435,0.03071150185192573,0.2096809752399649,-0.00630479221063955,0.00391428397196676,-0.18468238587107613,-0.04078365987450257,-0.09278749082199614,-0.05801794249333207,0.2628683952044416,0.05767067681919874,0.06928738885292497,0.02179005633880133,-0.02393911564051718,-0.025175776930653943,-0.01182042718186731,-0.08954791842810562,-0.09606668557075576,0.016371987864532162,0.012072759251668787,-0.01116523582118691,-0.0953264107008857,-0.07202264615867766
-0.552569765555599,0.616554247893211,0.2783541980707892,0.02178301788798776,-0.3445726952729534,-0.19568308383843278,-0.23802180715655585,-0.009501030024644546,-0.03237148012081323,0.128151744268996,0.08816792132713065,-0.01041738809339645,0.08384856368468592,-0.018435889427357872,0.018077820994045087,-0.05985896185735518,-0.03470271158241157,-0.04778423533776382,-0.018289862938681935,0.14693083066892854,0.11759200117221319,0.16838419919905498,0.03453359892046998,-0.09138598504833448,-0.11933316283143815,0.06394848672063572,-0.10984147257156994,-0.06162942484433452,0.012324169113675077,-0.006547854261090434,-0.06262659084390834,-0.17063165623567658,0.0015049102551647495
0.085024864095449,0.6969376119845997,0.2904552355158531,0.06190374362681857,-0.3333537282866357,-0.10922708076397142,-0.2910107371602562,0.05394061569904206,-0.07172092728284994,0.16327248209255676,0.10798968175657636,0.15892800251165703,-0.035519645324746274,-0.1241435828371916,-0.09741229824237106,-0.007618075886921378,0.05785735523304264,-0.015004138629702875,0.02510443578270144,0.03838590703327004,0.11034284895370068,0.15053737937150016,0.07660675637053903,-0.07407547936306169,-0.07903177596905095,0.0107285871431065,-0.08397814073579987,-0.031477259440425474,-0.07878919282561969,0.02811345107925924,-0.08484105794453622,-0.173166312946869,0.007494324937370175
0.458468272734064,0.6635585365490453,0.2660497858308224,0.18234705422743755,-0.2163767142966729,0.056170183435890995,-0.2675561337885978,-0.003953042527545313,-0.004051366846307304,0.26393401289350826,0.1618492836455966,0.2469423357510392,-0.03643759909020582,-0.17315487838483443,-0.16759782322269026,-0.0009137793744274761,0.16868449545045744,-0.03026388934186389,0.0172936280247258,-0.04388240697706412,0.01739947546941433,0.09689064572493088,0.06268818999878485,-0.09419948038971449,-0.014636517763831907,-0.029340049052164523,-0.06310920012840285,0.017676012561610565,-0.18138952946073056,0.005486057397701364,-0.04501799959876932,-0.08369336402470999,-0.011453875362794212
0.750610688492847,0.7070958461843013,-0.6766337806414098,0.382514292730468,-0.41077090744844397,-0.3319041505637029,-0.10199304394131856,-0.1688387333556355,-0.13505619753490902,-0.022908744587299096,0.10528494090435933,0.05660416680986295,-0.17541103125774377,-0.1509107825612227,-0.17812434793312934,0.09416744002818558,0.24711684565368533,0.06965861784628485,0.0762846793016327,-0.09814334419731703,-0.10540686725600232,-0.02828354197262111,0.038932191838710356,-0.05505384139507782,-0.051417829483027234,0.07404180952546796,-0.019766042312010824,-0.021456742473416696,-0.2317940660841572,-0.0549103362649339,0.06355474175575358,0.12094175619253104,-0.019903359208607283
0.933069430133357,0.671765810169486,0.29230133292072685,0.7225790679678739,0.12904972794795613,-0.06084446709201258,-0.036336351726995224,-0.3673198941783878,-0.010281706783897962,-0.0457182237082577,-0.05789959679764047,0.1562536834793222,-0.07646447149409273,-0.2610920230247581,-0.2062516113095876,0.05947316950023618,0.10310054750373765,0.03508890578645017,0.0935736549519819,-0.013626961148071652,-0.2189869522961199,-0.038784995941574,-0.10840425000196241,-0.1654730303300426,-0.08147565073549919,-0.02087016342280355,0.018259613114516363,-0.026260304459240706,0.040455844046751954,-0.150262072222517,0.04516677036836421,0.10397370566591727,-0.053852865977500275
0.964985078500852,0.7272490289070662,0.2929939352209044,0.9446742530625527,0.25646113694535666,0.02525202637258364,0.06937911108939958,-0.36129180994961596,0.0439958394422767,-0.027715745742538378,-0.1383809445106347,0.17179069990355247,0.08462104937078753,-0.17753817068304031,-0.12795685584286662,0.05930251006434389,-0.05759537791563019,-0.013923084447832988,0.04194695048685817,0.04168452130688154,-0.16567181786853788,0.026275950382747996,-0.1981579213037595,-0.15888322783623254,-0.12778624767302774,-0.07600333675167711,0.07902528940155236,-0.023935257907696184,0.1838494573399637,-0.13375493644122208,0.07901161451398943,0.03656571847439452,0.007682502448651332
1.15457215880067,0.770242996618585,0.33356621463325514,0.9944734498106497,-0.024766559421671774,-0.3540533899102491,-0.018476786735191084,-0.21502494114323034,-0.09455194497050044,-0.060672373022924976,-0.15192935853470635,0.0657397553658358,0.16926326418902402,0.09534612256417042,0.07715202849011996,0.1360813538346825,-0.0028894382953466614,0.02932945463516986,-0.007228200040547521,0.02730703509263716,0.030977689762227263,0.037841768076610834,-0.12441288314734267,-0.004562891724319573,-0.14223696716240206,-0.06798442403783332,0.19843443035991382,-0.08125700296863218,0.14591168015852984,-0.03243104690185539,0.028625039130910256,0.016624922800767963,0.11999561886447398
