0,1,2,3,4,5,6,7,8,TOD
42.146409129021436,19.70408464201514,-1.8437600212449479,-18.486565933836346,2.2756929673591135,-13.988079219091553,-0.9346342861847956,5.458841199231834,-4.784454438040011,-0.839253719086909
44.89379772429753,25.435757542527202,3.2618481857281876,-19.06247356535713,13.422655435483206,-0.9901990543821888,5.286856307336817,4.7167790366839935,2.727986428656738,-0.629508410326847
10.169750547380758,15.583924399219633,36.55170999678155,-18.96208331033814,-3.1394195050602756,-10.244517706289521,2.5195076478684437,-2.0124390475229057,4.3723687783319,-0.552569765555599
42.513239553474484,43.9061247866993,19.239981158304364,-16.460576188419136,-14.052279184002206,-7.1054070977782,-6.215408842473743,-8.273554665788376,19.466657353834464,0.750610688492847
9.787200293218406,30.394246196810535,47.98731169794656,-4.7340646760080025,2.1102060105095033,9.487197640458312,0.04253202523471799,-5.924870985384401,22.948744898920783,0.933069430133357
4.332996368326543,23.354306398024733,38.373712611637444,11.937405463935056,-2.9393743953086293,16.648383670746774,4.053014118375137,-4.166533070770554,16.832935193800612,0.964985078500852
-1.8369680381802647,23.924576532863792,34.136588246371495,23.884518900658822,-20.326881498578448,-2.9688968480436424,-3.2768761684575187,-11.273010126771354,1.2578000418764177,1.15457215880067
-7.9538133676592215,27.826771383457512,25.668992652917385,33.589996251417766,-3.6611239381616487,2.5451717210837757,5.618942349427738,-15.819335568157305,-4.460059641363113,1.39767420290358
-9.504309626396033,20.91031282781273,14.835734666809035,36.096371835868254,1.1530312085897674,-8.017019484732671,11.930447131533034,-18.549384287833977,-5.3593349365317815,1.46717689965213
16.60406096347327,35.57328819351782,-23.282997680689213,32.87791781966196,5.4183288075685185,1.399686697864848,18.079894606150592,-8.915440841666955,-2.8329610097394657,1.57934041643112
-20.495210741743616,24.548933201796817,1.0514598402029958,24.135372702483966,8.328466111578265,-7.9124133787316255,10.422845435938436,3.5224993192664162,1.286434344272974,1.90189828659735
12.113811942051836,40.841024123704834,-22.64703875870089,9.513183985252388,-5.432246560779723,-24.13808779352761,-11.27375168339298,12.448682021000181,2.2890237240495654,1.99736532572493
-19.581842758841844,30.229477972078165,8.576091743154732,10.314387077040559,9.795727631327527,-8.532532433991204,-9.339056127246772,23.536836360544655,3.715242389891506,2.08856392307049
-21.450183362494037,22.349002419389226,2.928028922732538,14.375658767037393,1.5991331265397644,10.253420832022904,-4.923249008568163,27.374361553084405,2.8206979680749207,2.10800584058625
-23.55555584200664,18.081042268521312,2.1701019892749533,10.617003664144057,-20.972949653526822,7.2252627127018,-10.666548605714556,17.37460763184952,-14.416725798962565,2.10959538299129
10.303902282643548,39.310850115893324,-24.738447871317472,12.784392571609674,0.19516952690119635,23.389130834577053,-5.98518699580787,9.299546225552618,-14.70722344938931,2.18307450301212
11.728279279130133,35.01482810989661,-28.381458821073057,7.510479073575914,7.225057804526766,-0.3318924844304157,-4.051472183167648,-0.336354146696326,-10.008506368133094,2.18673876833911
-22.684776705635958,15.338838750922122,-3.412091391723571,-0.17507512685053586,6.792991889102312,-14.073137007743442,-1.7230409956839472,-4.4408256462589595,-6.043305953121329,2.26578497197039
-24.914645766604167,10.503226297116164,-5.6869161982023355,-2.4868057938876817,-3.5466897288753305,-12.672915872523276,0.2923027463054708,-7.404448718778264,-5.34340186980019,2.30516343750525
-24.163099096372747,7.66321167702272,-7.347080392588794,4.879604192702992,-2.818968573369338,3.7162900283278586,7.773847543160989,-2.6500889961753424,6.544754566743092,2.31073414033149
-22.997657088107832,14.229411386542532,0.0636888569155573,-0.12209118319193558,-4.745991909787343,2.1168822733379686,4.332530016566123,-2.9755887164421155,5.179508673874381,2.33206780874885
-24.56921139332843,9.835044309810531,-6.001397203407921,0.9983944536894843,1.8342500567495228,-0.6823395295769313,7.786683672815301,-4.753088917495998,4.5326791538704185,2.33281406790127
-24.969011479460033,3.493606023541068,-11.522827887625835,5.128890734574559,0.42885836860290766,-9.009859858336297,6.000488965276709,-3.8732455766378546,1.5224280811166107,2.33585780652913
-24.72606953493158,7.923718513021836,-9.533856717003575,3.100692100224319,7.86541106990876,-11.839688446734439,3.8523626036225367,-2.678564848960793,2.3752664826329144,2.33867288492065
-27.377559246522168,13.440044483546613,-6.375789726352004,-3.121714656838631,1.19708460299137,-8.34114725466779,0.29796593691290374,-1.3621292063526342,-4.184420008572643,2.34020485222729
-30.416259589818466,9.482618724930498,-11.995648248555131,-6.0974142837636744,1.4038493930894886,5.821612484436197,4.938389045578646,3.4099651875559664,-3.7900963711927718,2.34614583171231
-29.514025291295955,11.338155626276185,-9.728983015568781,-12.175506962003293,3.967637325853491,3.0120727882600034,0.5613706775729991,2.9162805066820257,-2.044396189474033,2.36055933695408
