TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
0.0152489763573463,-0.7420199539550862,-0.7748584932685916,0.028285036934983514,0.20662497096217078,-0.6085748354973843,-0.4894186224808661,-0.5926680463948801,0.48418101814322423,0.16431086466393055,-0.218472085516998,0.5194121344128737,-0.894252048413463,0.18122308015813002,0.298694536084269,0.03142623105688919,1.0137527374511153,-0.589755501762264,0.2928868547097065,-0.3700341446881107,-0.7356232247529905,-0.29852380312983856,0.1969227233840932,-0.2966801547895146,-0.4501017975141966,-0.15346867194934802,-0.3314597914903506,0.04273599989840874,-0.4686525735063254,0.49542864586123564,0.24096123783896545,-0.6422453834652365,-0.08759450833635557,0.093344833984347,-0.1792882481781989,-0.08215235401358523,-0.03432982544779672,0.12334496518893004,0.3432130854108155,0.06769526917765328,0.6795697576188593,-0.14212571225268156,0.3429120981637988,-0.6334951436614142,0.6668706424061459,-0.05109628257112405,-0.1023452297191415,-0.2692885067444545,0.2405281993792758
0.0171508319673862,-1.523216276640898,-1.1780840405871658,0.8008245762910097,0.20365553536473013,-0.5742452094098073,-0.3702364192141801,-0.3583715454416996,0.420677073227182,0.26950495715042033,-0.7557347339400586,0.1036427536441122,-0.7929757952074401,-0.11334018085017751,0.11334137878272635,-0.11132994939569138,0.8985654004965813,-0.46533876599408625,0.39531189135726896,-0.20704314034150187,-1.2599326497201557,-0.1530424096619528,0.270467472332572,-0.3012773382398183,-0.1256013577214602,-0.10449775884813671,-0.3828194925397446,-0.30980761546401137,-0.4119100837499309,0.43963831213055643,0.20080444566095335,-0.4212173338429148,-0.00938256090923111,0.08286452469286112,-0.12037456194664206,-0.2788693550360558,-0.2225091662029882,0.3141432810569393,0.0434667128536143,-0.09677001051567496,0.2542521559376476,-0.19635218024424314,-0.055797168774814554,-0.2000094054112792,0.10054252174337608,0.03063066907608348,0.005336005071612064,0.03540453476323139,-0.010494290122135128
0.0215125728042562,-1.9260517283790526,-1.2995774422039856,1.1592915074129937,-0.2754496600716254,-0.6168265310017642,-0.3608893690525962,-0.2144469770638535,0.47314328342415424,0.4303732627389712,-0.4803185271527886,0.22274633441948144,-0.5426763138885882,-0.38114962065447605,-0.23708209830959276,-0.2890991804047943,0.5405600138804681,-0.4519804080384751,0.5787510429013734,-0.31361729842902525,-1.0411494065479499,-0.1067339202187026,0.28164751094390394,-0.24899251610456133,0.15896277774756118,-0.11905014850197362,-0.2417460484389209,-0.37695773480969935,-0.14825306047243372,0.05666986163116834,0.18335487828797964,0.031830194361286715,0.07692145780401821,0.23993106759860275,0.2047228654331355,-0.14826230067646373,-0.33841299780572864,0.3849710536570815,-0.1607347652083313,-0.0819564725057626,-0.015832689590101673,-0.14887349380223666,-0.26202036595502,0.4874584548334041,-0.33249202947461537,0.11507211828976155,6.953166726471817e-05,0.3591032520423741,-0.009776929654670126
0.0233562126500812,-1.9623779985358645,-1.3919741349630528,1.2346930180835174,-0.5507259804451918,-0.6502328276778125,-0.5905989470692554,-0.07114829971691398,0.40361965411240147,0.6049421812259321,0.21377162012087553,0.4545073421885316,-0.0859938809165587,-0.008208893993539858,-0.10033207960872023,-0.4240682731464323,0.11860799861836568,-0.340042559443025,0.7914900305897135,-0.20064774989584125,-0.38104518894848327,-0.04831274454851738,0.17175237445839592,-0.223154236451754,0.14555020145055847,-0.08517777054223138,0.003445929371446276,-0.04359112162821502,-0.13811496356474914,-0.4392475688796875,-0.15558698044382246,0.22133013438192364,-0.004101871748138178,0.30549843156048995,0.5981354123641777,0.018339272028296025,-0.18660534632757284,0.24692333776693007,-0.0968779580430488,-0.1132509659611039,-0.07477466374492155,-0.030099231191279625,-0.05822125466897871,0.7463607552315488,-0.12401068170890442,0.06153712725415629,-0.0747439903649751,0.013333259172781478,0.012704874901336316
0.0455616641763256,-2.207340589935802,-1.3622886162548138,1.3078328654445788,-0.5427158923662351,-0.7167538516956126,-0.28015802680763596,-0.353730684962989,0.5700537489250714,0.4793467840215858,0.43638448799816887,0.1895908876927206,0.3133933257416954,0.2920420977149593,-0.2747954238713769,-0.379372102904846,-0.35910483664317017,-0.23090124097393214,0.3009057438309705,-0.25376599925726767,-0.115816349562207,-0.023154887322936614,0.12225298679523683,-0.35688241706315244,0.049680151268286,-0.03902264360364687,-0.01394093922791513,-0.17565004474987425,0.04303226363539271,-1.0909541405099676,-0.181055763073393,0.4520638185279902,-0.06822796314665105,0.06003134916159632,0.7402376891682012,0.02193657786753785,0.30679344160033123,-0.08647959490356089,-0.05980245709175912,-0.006779860808832199,-0.1055724540961506,-0.1580346356176137,0.2085783556321399,0.5335114723026829,0.30219399789296675,-0.16279445787231916,0.03408081793104202,-0.2573254863625138,-0.04643963378581867
0.0668858753704981,-1.8545266648689638,-1.6833659374701442,1.3329989444261299,-0.42992887999802526,-0.7360858783184911,-0.4626503660833845,-0.44854992313229664,0.6046217830030336,0.5438846737159007,0.277591410723189,-0.013320887106674765,0.7360825413202379,0.4059967081705418,-0.21805349693819243,-0.16160656851951266,-0.6267134540847049,-0.05992503267711889,0.02942941233463991,-0.18403566058827844,0.1143963930893024,-0.18115155406601136,-0.015466877704809192,-0.2730973744047305,-0.022584247092084907,0.04879120302186406,0.0643106512538665,-0.17877906624253498,0.06488476444635445,-0.9526331882803174,-0.32237505825507307,0.34307347865512533,-0.22405592176224418,-0.42570174588897347,0.3940562084148423,-0.007612898172018214,0.41129879755101784,-0.15304351205270497,0.1607473267139132,0.07143020103793707,0.1085158089958517,-0.2770748453467303,0.3560298159879274,0.03991498110008498,0.3149875027588247,-0.12182472682542682,0.03891466661880501,-0.1114876214151729,-0.14598990954324376
0.0901023109950052,-1.0015237583944165,-2.0873082360500144,1.0538101181333892,0.31143184137581936,-0.7630283272457652,-0.5210721241770913,-0.32185483950509686,0.25649507106971364,0.48881993670692986,-0.6282214760086469,-0.3676644680814217,1.2527367384539643,0.4542222158359338,-0.26575447472621055,0.14979020283953892,-0.7941901274230753,-0.24326589690660677,-0.4823557636527172,-0.24270819564683452,-0.2985580632416345,0.01659687540479141,-0.4218708304611489,-0.28319957003425955,0.08923409831917745,-0.11566616763115065,0.22803356349063064,-0.27605764612527933,0.3852516793197751,-0.07232754699315638,-0.31841564668234573,-0.07453434001888828,-0.24901415680784844,-0.7293427116976484,-0.30019426020846857,-0.1633683684914331,0.07155997732020127,-0.13398638949101796,0.10855858266824356,0.30182159227564564,0.26793774793224967,-0.3157844694877482,0.20671351649235872,-0.5675022676174772,-0.04823246306064694,-0.2566560930676079,0.0342041442283519,0.03872352200843291,-0.2537925069613522
0.108445839560347,-0.180921278655564,-3.5867138545624178,0.28015495459495865,1.2121982634398398,0.006484049373706055,-0.6727915653934886,-0.4865808271982823,-0.04571074101226411,0.2910245988598918,0.12931948564591766,0.04975565009796205,1.5833351987476643,0.21648676865433503,-0.104926599820649,0.18241967993226654,-0.29984349732929394,-0.6951456022461934,-0.543312910567458,0.25427613604019744,-0.10788871088945984,0.19477840465845694,-0.3335868784342199,0.3046830919773043,0.004201521595086493,0.1428263174506292,-0.24668257467220772,0.38759734006895435,0.35002979577209026,0.5448843801495091,0.07767304691047718,0.02844816503623156,-0.09544989619444129,-0.14188397554496932,-0.2354600513445822,0.2771167461049067,0.015434608277574804,0.02130033356630679,0.37340514059948143,-0.13180567329906917,0.30010328518229096,-0.3093752838076415,0.14055601552714586,-0.14090267366616585,-0.33225886678982386,-0.2032499859083172,-0.12859950778699947,0.32740019090249206,0.07313316156552414
0.112012722518823,0.20806054292368742,-4.120026931853717,0.14814348774003663,1.2905739799256568,0.2538760685827241,-0.3918252148362596,-0.21521833794679762,-0.1382596655937228,-0.11700342407406755,0.07306694245345526,0.2037914124039761,1.179960070808756,0.06954824309604025,-0.23219203252170925,-0.17760375667067735,0.1591282801687854,-0.4952803990445132,-0.30577995718339557,0.3994804307055398,-0.2494861323248173,0.3597871741490339,-0.2931183893088809,0.5391989957367296,0.11888768004350911,0.19329909879568752,-0.6070289175267151,0.4293872550120241,0.4426649500432412,0.6889348311046051,-0.04580498829339012,0.08671515043789728,0.0633223111617532,0.2907418783525358,0.16958555154146238,0.21294425094117994,-0.0023908903955556704,-0.01695436634009931,0.08592963733266908,-0.19548926603266917,-0.16056710469369725,-0.12697715381158936,-0.04167258992649043,-0.025231100401021726,-0.1455175329482508,0.28872641215281364,0.11176646458711115,0.14443313292165527,0.1277853167499568
0.1357168743468,0.3356407765949912,-4.327400073254153,0.053698837690655865,0.9518188502954592,0.11431107446348662,-0.3024018295303875,0.3192972918904911,0.11531161244073286,-0.3912985813519783,0.04741819580369779,0.267524289522258,0.396816723883054,0.1202036974771652,-0.40699329763166037,0.048282352312091874,0.4236309265996529,0.29213854827043595,0.009149448603865394,0.3244895395140687,-0.2924078902014112,0.3225710456041963,0.14634574270837253,0.6443783753479182,-0.04812119998807306,0.2919713049728247,-0.4326322855769336,0.2856581300314043,0.39694021044359734,0.30292132726179505,-0.09870839036468039,0.08375314537593298,0.1561830109883688,0.4394716749731083,0.4408910965562326,-0.30593668868582474,0.13293062634415526,0.04409813478384274,-0.41900424163658523,-0.26103607420664754,-0.5518158491897239,0.28263239388582034,-0.12356114584249903,-0.11910395046246766,0.12287457438247078,0.3388932718181838,-0.06310054101285086,-0.3111238818628094,0.048718291210345564
