TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
-0.839253719086909,-0.8540828127283243,-0.33020002796785625,-0.20844305828297166,-0.39933364570071805,0.062465661548287484,-0.09937703529624389,-0.061770613909384105,-0.20341451282065146,-0.12135642410719084,-0.013902481371090748,-0.04742331823561535,0.025004259693106948,0.13916083838250615,-0.161243248817368,-0.1879234511230296,0.16367714526996907,-0.17070629351300753,-0.09409856971272883,-0.02428877850878057,0.03850244750837618,-0.14842960783416387,0.0863818756620554,-0.008503567241503156,0.12328442918504519
-0.629508410326847,-0.9285517904270744,-0.22994351141765662,-0.3043546350997909,-0.23199677452962603,0.23935284296502668,0.1040045200401546,0.12460577148362148,-0.19983157240237776,-0.05839841539119633,0.18044929989921765,-0.06508985536974453,0.03380940343975171,0.16075698041219455,-0.16950567860785734,-0.07162059958133245,0.18379897263647976,-0.11082075394194883,-0.12706644647027,-0.07214229115408326,-0.03912858052595742,-0.06840313525405939,0.10452059212227566,-0.0061568239738143855,0.14658253720420128
-0.552569765555599,-0.2899733817744277,0.5766213518740739,-0.06914721375286303,-0.5585747681818737,-0.07809544197331296,-0.013067861429245797,0.10889635719225493,-0.0639252964317927,-0.0446694608459466,0.14444886884694502,0.014581548178691813,0.11237472946462543,0.0889986812496867,-0.1391437539771064,0.01648539055044406,0.05691280990990321,-0.08553818527518338,-0.07624082366256764,-0.14994815630994654,-0.08201568392853129,0.03969863345238211,-0.03487950340430915,0.028828289926934612,0.1603807662376762
0.750610688492847,-0.9398457263849979,0.0790113879031674,-0.6861717232744939,-0.7219698999046804,-0.03408274890387239,-0.11439399113794285,0.2111622304287325,0.10736539071743083,0.13367586789827576,-0.03716385336772278,0.0008942010848633384,0.054354266015960766,0.038195871380134964,0.03471345453565062,0.09888877796613409,0.06292833601297418,-0.003664874570323982,-0.01741238188318667,-0.0631488382683418,-0.06084058515265262,0.14460522271966966,-0.11096879045189108,-0.030535492386082323,0.13994015764501846
0.933069430133357,-0.37491395748243217,0.8615167523951991,-0.5253359338872028,-0.3253872408577388,0.2837787681024056,-0.12078281363498124,0.3716171445942127,0.15470500104480114,0.22600920422838755,0.15626628612941695,-0.003693109917550927,0.11016849003063653,0.035895373676632564,0.10540229364065967,0.1303305669015546,0.11513788021646171,-0.08454180364412017,-0.010618217196436902,0.00506580483292006,-0.09081464623204506,0.1704590773783824,-0.021402293258855336,0.06328022444115138,-0.0329185617463071
0.964985078500852,-0.21354844525666627,0.8471000075003353,-0.6991039487446451,-0.03327354178267807,0.06272118209285048,-0.007787090543733174,0.4595833371775688,0.22076323179251847,0.2457838489453057,0.1147401405600415,-0.0027666969991379203,0.06854256937810792,0.11749751892188896,0.05697553508945735,0.07029805516015784,0.020406404374176495,-0.07949337781411843,-0.016349114207937793,0.10728899648035019,0.09565735168117159,0.00996166676772422,0.059497314659546004,-0.037884250862732796,-0.21217746193766274
1.15457215880067,-0.03834609910420057,0.8484413214332129,-0.8389699946149561,-0.10735246706234491,-0.4837987057693206,-0.14027785132926196,0.27011352297893904,0.16583149102579497,-0.043398833862620695,-0.13593223578101404,0.0013000152277674235,-0.037349287509608774,0.07727169906500851,-0.057471173321564775,-0.09339946308880992,-0.09276407349722683,0.01820306498041374,0.0428647353801376,0.15325207503790922,0.1867822577224427,-0.11272598736955246,0.040962653198666474,-0.014466017964985993,-0.12281103815982732
1.39767420290358,0.059231367217574396,0.7949794326011663,-0.9483155150628834,0.3133726042548632,-0.3540665315077222,0.018336574758771755,0.27387441448799654,0.02410274748182041,-0.1970343904445113,-0.07541245667488738,0.027710946749803452,0.03854859891205592,-0.00684677458804162,-0.09309335002434202,-0.06421611400024702,-0.14707743324611042,0.07682716718180553,0.028088942641957968,0.04337094367712997,0.06952195114548582,-0.056502593756458476,0.021309635232786586,0.047308263520913454,0.006805010163295322
1.46717689965213,0.07944967861621308,0.6907148202201934,-0.9163988333620975,0.3505006674102067,-0.29648578018762417,-0.15547195495262273,0.16579224136561257,-0.16319249548593778,-0.3254422073231162,-0.03142994302868508,0.002788058044376458,0.005873670260811976,-0.05742554914927837,-0.09078158973595776,-0.06894901640941264,-0.1298059594790009,0.05863652473518185,0.05342312517653669,-0.059861331495417405,-0.0806816681814324,0.04471819845255276,-0.039095170165666535,0.12974751762010084,0.06995944873778084
1.57934041643112,-0.32610432331307265,-0.32792195109100497,-1.0549714548424047,0.5602133436451228,-0.23621374406610451,-0.041612216634728666,0.20418017121572912,-0.2910574690469535,-0.2256979286528891,-0.042924567392335564,-0.11280100676599718,-0.1437781252617399,-0.09048553866973513,-0.012245596849841903,0.04117352150260721,-0.03233468868760686,0.11097589655963014,-0.0818633730197884,-0.0723988016339414,-0.04359610647513258,0.08226562891481017,0.034522385241437734,-0.028198919974243872,0.10437704303255078
