TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43
0.015261738676321,-0.7864851758091175,0.8854128014327333,0.34492145484938685,0.4345753678448337,-0.7515543060096285,0.12055070348852465,-0.08236798785273416,0.030684291441176854,0.10208466265584286,-0.7029098931890587,0.5150540052783084,0.23619750630090128,0.3356358456295353,0.8255080351714221,-0.989085162858423,-0.32526455955113337,-0.20697569538428667,0.0774962256645043,-0.10022996697834842,-1.0811219874528346,0.47524245286392164,-0.48662302339521535,0.12133594767620955,0.5562993552345997,0.17657696158169311,-0.1702717685710636,-0.4877577921979145,-0.07935951451488475,0.1327073911228204,-0.14136984669147085,-0.014388233856774738,-0.7805852225815871,0.666792682047954,-0.34458053836628616,-0.027579137608937095,0.13348622247955053,-0.4714938128177196,0.16716697525175384,0.07959185898533794,-0.5692788760759102,0.05116366466648413,0.11764750643685863,-0.5400159999470487
0.0171651860055275,-1.840751621340482,1.1025678886809163,0.9885530221382317,-0.01124930631877346,-1.1037840956153517,0.5205213231737211,0.024794255055782866,0.6352082442645868,0.3694554689981983,-1.0775649972402064,0.25476369921072206,-0.2347764882347633,0.24527617739881646,0.5544692609954668,-1.249720964345574,-0.37244694495614533,-0.18592721872142295,0.17015910810796644,-0.33733076894459657,-0.9804605374468413,0.4375142423782516,-0.3444733416341033,-0.1742746703006101,0.15914707437130488,0.10019232944453456,0.2961315408374407,-0.583683688359109,0.21207182972741134,-0.01903890811285554,-0.02758537208149719,-0.32250290818640687,-0.24987083263856555,0.0927709667821092,-0.15807179751788378,0.11841208706168681,-0.00013921536327786928,-0.1485717427586573,0.3114110487746977,-0.08707685631384572,-0.0699237621074451,-0.1397758288897161,-0.15833688515228517,-0.03673210229365067
0.0215305773122087,-2.1881824573422177,1.2941141075665474,1.3851688061856018,-0.1865868504021035,-1.0411025502862665,0.44134768862647655,0.03441409811648928,0.7592613366892474,0.16272909299965221,-0.74510271186694,-0.10645107999397313,-0.25354853517408793,0.10906338590060632,0.09880683433436883,-1.0812565950602713,-0.05002766921502849,-0.2003035731091253,0.09184051063565471,-0.4401210681739743,-0.7664704733758079,0.0538647357349965,-0.11511723286977889,0.122374234034958,-0.15081984358262376,-0.03299649745690684,0.4599863081284881,-0.28013498148880217,0.3469930133273813,0.0718592987719259,0.042841128047305034,-0.32726833500143626,0.32387134838463993,-0.22236723554779536,0.17759648069108191,0.19834074215660383,0.06529021647500353,0.0019304027149423598,0.12087976825350623,-0.05584359680329599,0.31513815838820264,-0.2391163068398255,-0.17111528366895262,0.4025621434479545
0.0233757601547069,-2.1632118865137344,2.0552845783352764,1.7181651961365771,0.12542256710401037,-0.7902767513372632,0.20107858297127978,0.09128568102606766,0.6455207628571991,0.03749810328445723,-0.07681603899031211,-0.23512249744055208,-0.2154402321598445,0.1315253626190166,-0.259055382320568,-0.5778547505894194,0.7564466525094878,-0.07180621723833895,-0.1737278373401132,-0.034934431019374976,-0.6069072822634417,-0.3913200962079587,0.2484079492100476,0.6085430028221868,0.035544823064297876,-0.518008778661864,0.32828514493091254,0.004353983943672817,0.22078799901894433,0.3702281330710273,0.46463276508204726,0.18121361483024714,0.5800050511752222,-0.0866152727667821,0.218453223537939,0.15254505171123167,-0.005286849728600891,0.3851602241055914,-0.06795459312000503,-0.11376335951828946,0.21018464571039286,0.10527692849888576,0.2608142120831745,0.47241045479399824
0.0455997960795833,-1.7331787046287528,2.460994188626944,1.7079821109225055,0.025300235996267892,-0.4663270849495205,0.24866373155661586,0.1084730516014617,0.5253207217594007,-0.3403598131479421,0.07031721385781489,-0.5074722834203119,-0.5485236263600234,0.28913250107789495,-0.3930701731233221,-0.1955199677155619,0.5272815798262576,-0.056718906677346775,-0.37950036950337623,0.20400224834608946,-0.30035151471171545,-0.44263223831985554,0.19829485873103567,0.754460684372624,0.081980793829804,-0.5876831329607042,-0.04738123036217902,0.026110630676946852,0.20082075246877593,0.3320707851941686,0.3139346601520772,0.3793936678716739,0.3909736276624551,-0.005762746614330627,0.12320584403159865,-0.22584852839169442,-0.0141015736588227,0.19377183530035957,-0.20739311509120695,-0.06662197155511083,0.14831350436440738,0.1424622316429269,0.3644277213204953,-0.0198395649962344
0.0901777202819192,-0.6722557468257904,3.225188065472495,1.2801411902822368,-0.1920716266560328,-0.540744235687105,-0.17072752946828806,0.11286832927070226,0.23977990791092763,-0.49493800810906363,0.5378282590577014,-0.9688946661778239,-0.7202147854369795,0.4688167288189875,-0.8633081410602432,-0.025535459480895556,-0.41755787977668674,-0.015778268294818414,-0.3820170785103518,0.3857809305777077,-0.3051812266752992,-0.30389369664522814,-0.15074075653730132,0.10645687882141028,-0.23582497833737526,-0.2488846492905144,-0.44017490668076575,0.3579094411447625,0.259172057783841,-0.14348440102053825,-0.13294513124989302,0.01672969443983254,0.036922469790983334,-0.0439863406287726,0.02071444342429283,-0.9480858478354123,-0.17129886606478242,-0.22127885073596326,0.08357620642923767,-0.056793834138859176,0.11944803539954181,0.10940865377304484,0.06020231485435724,-0.5194119810055801
0.108536601088434,-0.14738746929680419,4.074894276679559,-0.34806975406399976,-0.8247010659526158,0.6937868352919083,-0.3988594708512658,0.7332418270537903,-0.25783327817349116,-1.237929144310906,0.5258733110281469,-0.6462842608219899,-0.1922660901839379,0.40950827875580953,-0.4231767285850852,0.06418991836906718,-0.6625024785526398,0.09981455280726534,0.16804176293675993,0.5188097291934306,-0.46017655263778123,0.11160398019573624,0.04007001183725356,0.11041189403316162,0.2564474091289403,0.13606554579472882,-0.6793239555929704,0.6284656063056321,0.37051077950676653,0.227744296172639,-0.34622853576795637,0.035995388392819044,0.021229343988866146,0.16875844303843168,-0.10228959617410968,-0.07774920254538958,-0.2277847918532554,-0.18402455201464138,-0.10678885097589662,-0.04059052000517124,-0.012286586960882837,-0.04143643306567527,-0.16784255167381731,0.004126490836368463
0.112106469276672,0.4597762261702418,4.174532347044325,-1.1216860863958522,-0.9373277507719361,0.5177035459519286,-0.526881891772364,0.8599964326323057,-0.5040058668131294,-0.7080600469485302,0.6712897677648667,-0.17987135480286207,0.09050391748978528,0.39327567846913686,0.24208624609887766,-0.13804247302472678,-0.9966046666490848,0.3997710686026321,0.27359224279731914,0.4395946353237879,-0.09514973137432063,0.3145916934653865,0.3431527658881608,-0.29408789849339867,0.10080743787840907,0.43361175675279795,-0.2203401715245117,0.4214082520510132,0.1820560686344716,0.09784479745461447,-0.16095506688325195,0.17672060036242396,0.09226620751550958,-0.008595079388022743,-0.2134946696441632,0.34548366259534435,-0.16337369865324783,-0.12714942322655234,-0.17145842331321795,0.06812854265562905,-0.06750684381449691,-0.20270788634617534,-0.05208883052869363,0.1808962105764135
0.135830459809855,0.08500404220737814,3.3031670275334886,-1.8855184694114913,-1.2484446500809152,-0.16693616575003342,-0.22736449020356536,0.8579641255351259,-0.4375722226218432,-0.14919739537191556,0.5091564018737499,0.108835950790682,0.056426944338625336,0.3100203521270166,1.2425252948395886,-0.589234146290267,-0.5540326178624643,0.4873786635046007,-0.0813394075871865,0.23357869417688973,0.35918276266823246,0.37704583631783994,0.4355463628098797,-0.4506372074427239,-0.14118390550128418,0.11575664228853642,0.3403481365019605,-0.1849243901301811,-0.23327358786532382,-0.12296689587773,0.3960247348635554,0.40854511600987553,0.1650513207542787,-0.31746035580069365,-0.4778773043721861,0.4049224507960567,0.15743526198471303,0.3210583592554992,-0.155814193365995,-0.03148086219851382,-0.15309851418484308,-0.10008338023069387,0.09052241554664421,0.05293643343230915
0.136991595400043,0.05771661565271995,2.844662186378299,-2.2290843066552255,-0.9986227875569115,-0.11057926765586165,0.13671580699674651,-0.05000523579424258,-0.38818262743093507,-0.042950667027159224,0.845650668912711,0.4315177307530403,0.40036308015474437,0.6815213319909402,0.6830884844355113,-0.2637201150792618,0.21614534234964075,-0.21966345418105113,0.3039935208418588,-0.4183225181968662,0.23531942844940076,-0.05670646961371676,0.15417234033831498,-0.4565042572159192,-0.7164102373569873,-0.14502184575924157,0.6006242895260846,-0.4121936670094959,-0.3765891440276468,-0.5867288306265273,0.701502080340917,-0.042734039314443695,0.08216821122860252,-0.11687118658970513,-0.05541369658346137,0.004582902187165264,0.13330199942398185,0.2495532392566479,0.28563017230406734,-0.05599686339347479,0.08185719577187396,0.42006355566969167,0.058886762693793435,-0.027069170443133866
