0,1,2,3,TOD
-179296.24404564122,267064.5450306261,-106932.28245408107,21427.070720570195,1.19285899045282
84357.58996767375,395176.1709175216,85439.11113146767,-24457.757141312042,2.29796221875781
80347.68656949217,372826.81929415645,78622.75467060327,-1768.8668504837067,2.42911438783746
-203587.54714719523,188696.2915362996,-95938.25672756445,119904.19533022774,2.4291236317457
-151520.42758915335,127322.58750220326,-218195.0645445142,93095.49543023047,2.45122491326154
-110223.18380480632,60099.895931782354,-222446.83085242525,-32585.84475221823,2.63037099195316
176809.69752487153,101189.43065749509,9253.740688638894,-193707.25121631596,2.63174551461424
-141690.68150503057,-106743.86850346492,38910.01843150265,-143854.36253764277,2.6328874323846
-161234.13251003888,-108856.9388374678,103579.35384721236,-94116.92542350276,2.63291498419013
-181217.9289355863,-74359.48640314872,120271.08983812053,-23506.938451239737,2.73961932801773
-190120.88301718523,-14263.210116010689,112056.61911138135,-5535.5204072887955,2.74010038968903
-179380.00748540869,-69402.54421099539,148184.27930145152,-13913.506205970756,2.74960823450338
-151848.8809530771,-152789.93328415114,171424.04204799578,10785.156531640776,2.76127856056312
177635.71071880742,-46928.30831941804,247865.1962527834,35752.245917555345,2.87886410871315
-67178.22216166598,-204018.86947018222,69332.46634141188,193797.15313640883,2.87968817556872
289413.0215156495,-63972.49957531787,31576.20620442191,160024.87263375064,2.87994143010178
331189.00873910805,-78989.65882956955,-14981.53058492827,82931.10690436975,2.99047348030753
314004.55823661,-25599.26651365604,-54395.35202739887,-18706.545863749197,2.99415209022166
294106.4391153273,-47974.601386665236,-89472.25763385104,-97863.00393540438,3.08092020077745
-14620.601243011648,-222025.96663995515,-209635.07203666458,-30933.814567839017,3.08445314739589
-15944.971990893102,-296450.58877971396,-204518.2310049424,-36766.95925171288,3.09030469127879
