TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33
0.0059506144591901,0.3001008881200774,0.4014565316220027,-0.06495345353540827,-0.8516870153229095,0.043727033261486054,0.44577804909070035,-0.3857135114252115,-0.6431333855402571,0.33404854420341623,0.266542510587049,0.394940781300961,-0.5233795717796305,0.2766302901429861,-0.2834402524619081,0.0013755616161765215,-0.20088862552805772,-0.05192079379748339,-0.5943128696174599,0.246732252516892,-0.02828711647934213,-0.28865435002344464,0.21364464742038275,-0.11380975480315651,0.3006592548361526,-0.2762268056458747,-0.30902304337739667,0.19655594464909892,0.031701807067618874,-0.004510639618836935,0.20308093212176032,0.08047572788543494,-0.009139672966789223,-0.4347391255250495
0.015261738676321,-0.4813336972561564,0.4078575940104319,-0.010357431245056574,-0.38836908947647053,-0.22696036649624673,0.32268458375464887,-0.04442828606997709,-0.42755927910010283,0.26532876195174326,0.2649009347102311,0.7112995911910068,-0.4612477510306364,0.008371528814561902,-0.19786651822089404,0.026474461301490497,-0.3065268971142367,-0.07167560609184526,-0.6828153006367208,0.17482233222202143,-0.1451858283781243,-0.28997123038422845,0.09146488895146966,-0.05064691732386848,0.06889795441430697,-0.2802809061182425,-0.30541260166733764,0.05918669743975712,-0.19944971025777736,-0.08035582879617466,-0.020032815387427252,0.13645947868233393,-0.0248466790064298,-0.1892636170286796
0.0171651860055275,-0.6616894465598087,0.7200916982630731,0.18237339366411703,-0.001116667539027917,-0.9798388319992972,-0.21312918025094324,-0.10392366213787571,0.3098927248626242,-0.1713279010870289,0.5653742940997385,0.686373994112367,-0.4696300575759802,-0.07673651540074461,-0.033764873664031476,0.074018604586681,-0.24996336786438084,-0.129248368590303,-0.4943729781821965,-0.1832457285881972,-0.1568308490584344,-0.13896647710553364,-0.13090497199441134,-0.20151270761314014,0.010492073646461823,-0.1968367283027274,-0.07226597983894253,0.025214478292597056,-0.19924058018521512,-0.2438851709604743,-0.20654528185818202,0.14288568040078622,-0.09449914624182479,0.13939807050188913
0.0215305773122087,-1.3831657489733975,0.7631248520035221,0.6087715158314096,0.17070473250345863,-0.9649489135822428,-0.4783339725172996,-0.01426279116292705,0.4599561081083344,-0.1918382352324944,0.47039787734615895,0.5286097948124194,-0.37958870151609164,-0.19180180106738393,0.005769519657607244,0.0836412830573433,-0.3929767694059042,-0.10085386456455515,-0.208058669936414,-0.24947079659594637,-0.09821129552332923,-0.007350303107447837,-0.1853068658361458,-0.19295075542734594,-0.20281199474629286,0.00014536446146550701,0.248276411299835,0.07806526386136875,-0.02761703121049267,0.002865207054303045,0.10258750167966697,0.13933745685970272,0.18283041198079192,0.14194463618079348
0.0233757601547069,-1.1511348654942644,1.0849848386311467,0.6989317353413788,0.2977447908461845,-0.27373037328857264,-0.07335198734842369,0.19688045899069237,0.3326248624480386,0.19085212144033553,0.05968175438767111,0.27810601775494953,0.0037764950355517446,-0.08168612660300616,-0.0695113723131033,0.1988524114084559,-0.4779704114931029,-0.14645077965462938,-0.17082805573601734,0.14323257518945792,0.12214624254097077,-0.095420436373612,-0.17602069449500293,-0.17392546176292298,-0.3911603431362492,0.012361082599144755,0.2005353646292377,0.16045850810775666,-0.10812316886984419,0.11604379653991595,0.015784587489507,-0.181614017842896,0.12066209229043656,0.05595707080401681
0.0455997960795833,-1.1467115799759602,1.7300221594360985,0.8181413444798219,-0.04818340682513634,-0.27398234700197427,-0.08375272120515596,0.16562605838373567,0.2866371057815352,0.22083494772808523,-0.32284121234062674,-0.17426245929521916,0.29128605175113387,-0.1788132768428604,-0.43504714242664216,0.23777855964607683,-0.22033937519126628,-0.23166193907351446,-0.022240430979026452,0.43823952820921314,0.16486720215584053,-0.011895879908951525,-0.19309941549166948,-0.14091011810182513,-0.41915287319278527,0.03704054753868447,0.22238079744547082,0.237927694206449,0.06634155710969764,0.23733242827667742,0.154727869966354,-0.10887350723004717,0.19375075832519878,-0.09122244217851536
0.0901777202819192,-0.7035902775503121,1.6680872403924087,0.5234305392712756,0.09655136931847871,-0.7554800897441015,-0.5115284951681792,-0.15149507136601606,0.518343607485308,-0.2861033049764334,-0.19365371430824224,-0.29523833744963185,0.024081953659862473,-0.07268335762304048,-0.26787887873927946,0.21294311580385597,0.032514953070397666,-0.25525063370887136,-0.009959524618967264,0.3604715840853863,0.03045292047793967,-0.17568312662185895,-0.15028253544958825,0.0025566828237573373,-0.1524504952137801,-0.09508894828005843,0.06681456050121905,0.16282048814406322,0.1420295786936751,0.04524677818933113,-0.08369651753048842,-0.12847728355756247,-0.025334682773342918,-0.03764309810985293
0.108536601088434,0.15265604084348702,2.1321041294387006,0.10564013689107721,0.2679384607179736,-0.07415186188561192,0.19481337978969146,-0.10009189949280184,0.024402345533069386,-0.035145234707230015,-0.10063961117193118,-0.5773845054191463,-0.19610696026239935,0.4312263361243988,-0.26842506239151415,-0.09676272946231766,0.028165927510806765,-0.08488444528230714,-0.4142244328431516,0.2362872020932573,-0.34385939500781465,-0.0941984564848105,0.19979954661041008,0.24169524570538317,0.013652889041746755,0.03204436336820728,0.021061207594397665,0.12154504078971345,0.2614983116973833,0.30229059667537406,-0.10895145448762411,0.018201973065732128,-0.1917566254615018,-0.14130910476844286
0.112106469276672,0.15221015365104446,2.0489869105922875,-1.5782321676257611,0.7213274506825794,0.3948856756328271,0.26950530944413914,-0.040771637156894254,0.20071659336490652,-0.47488463877366516,0.10138267071780004,-0.4192393612801609,-0.3707537973390133,0.4216695000153013,-0.0402504690209332,0.05849788982916218,0.42151306220166895,0.1682936352657006,-0.43193456128912405,0.007549471053118441,0.15276046371898858,0.0494730841985081,0.3781974733465999,0.19594662228859722,0.11450255614992272,0.18744411178804155,0.12086662961093315,0.12195218099140981,0.07063547036624865,0.19673659358282758,-0.0361256770985697,-0.09039617575367039,0.01721516232130945,0.03612437713330639
0.135830459809855,0.4084587446395178,2.0956891758751452,-1.6727606991419437,0.6063570079273592,0.23331101457289674,0.5508998222994569,0.08684344819968898,0.1204996173905194,-0.310871023533323,-0.2237652461926916,-0.23801659790619364,-0.5614833384596322,0.38092928041317037,-0.06332129144522369,0.17521533088354785,0.5491901504166882,0.09122787862996679,-0.21493727877403823,-0.25915304105032205,0.3282412310637693,0.06479909959775876,0.24919484094773645,0.012581843280908073,-0.14409787423035264,0.15087618236556663,-0.10076339109102687,-0.17186974684630377,-0.23763516451600974,0.024665747204424795,-0.2755160813350048,-0.11935289174320568,0.0005538844213305848,0.086219972039007
0.136991595400043,-0.13671661278810412,1.1797012370254143,-1.2536229253514442,0.9799089088260048,-0.19775937479420802,0.5852576679009339,0.3393981989070249,0.24796474385335882,-0.2477863438320401,-0.22560400881039389,0.040915979695738035,-0.38739730630363656,-0.04809470904952087,-0.2688119001679077,0.23910365169566902,0.31309792266962777,-0.04347150153499123,0.20242816612378745,-0.39470591523012205,0.3273913786445132,-0.09918848932158175,0.033713420175491546,-0.10653877158815662,-0.30553882131658877,-0.008715763027472546,-0.052965445796322196,-0.21470189040832888,-0.23245776306868246,0.10906897657214772,0.013447761020434306,0.0476329171679131,0.2626791553564189,0.23718948649635838
0.173634963621368,-0.03523451707533782,0.9015292036876833,-1.3725391854043805,0.3746661927803704,-0.3361921201243499,0.1959206666046719,0.0963735015375288,-0.6438460521611832,0.6652034794473696,-0.2702263966082714,-0.2690864789766321,-0.3865015857135936,0.10539926889923855,-0.13661634073532317,-0.2480189598642549,-0.44305425823865324,0.026153227546963545,0.4757003370296334,-0.1806399035696771,-0.23178199011244321,-0.1912505636312803,-0.1786042422056836,-0.11335274296853544,-0.4456397135514625,-0.04829567282350507,-0.28573362440437855,-0.496982146061698,-0.0583391357571865,-0.028775149871877334,0.13084889639653305,0.19483416233102904,0.21760272869002073,0.04620064826504287
0.186243258439798,0.319729583650937,0.5294121478526316,-1.8908735909937897,0.6217540414737662,-0.21871932667922972,-0.10309367935539855,-0.217657222802037,-0.8000082255570892,0.8654753430624178,0.2989021524265352,-0.14147126773476743,0.024976471045873687,-0.10928214581539043,0.1689506227720468,-0.14884483887640562,-0.625393888755445,-0.04530300570372024,0.5422477990538555,0.0999814856464331,0.17910876054025537,-0.13396949644697673,-0.15719748476183867,-0.12481824052202338,-0.32019825367033633,0.1727234651575189,-0.03152225818558548,-0.07878767193273666,-0.01722570790002524,-0.02484583535908151,0.06192689914431407,0.08256185794181886,-0.28646010247043546,0.0183231233671729
0.208532477647416,1.1068606819205593,0.44416344262210444,-1.9411622458748397,0.12619628460207696,-0.768610115416244,-0.6216164250033058,-0.741251267146539,-0.79095853288062,0.3412760586820651,0.33285186558228025,-0.15777896466659683,-0.1369611823622823,-0.26574868346972347,0.48688037572016885,-0.2756719829246483,-0.40887936060073526,0.027731272270334926,0.2141813574046447,0.2376927704859748,0.19154391734331125,0.13307217062660984,-0.030092772517348147,0.004209541208926044,0.10161003547278936,0.2419819057553852,0.22626603989006053,0.08971235278415214,0.052128722066186135,0.01605410381404684,0.17987362296367454,-0.019161839170628248,-0.18036711563490543,-0.25045507572299586
0.288498022598261,1.7606392351786744,0.3592839359172252,-0.9682599801397114,0.29355027318907356,-1.10832654793057,0.9769875653842697,-0.45921659081457145,-0.38337216646763095,0.19551915442442572,-0.28552719856691644,0.46163344387710487,0.5801313755084586,-0.6276203365031597,0.3808937044046964,-0.16609727236670085,0.0925077856894659,-0.15206770955078935,-0.010662437064508364,0.02270053438515996,0.10749576469529036,0.04567589681090924,0.20826343612132878,-0.002998448890953569,0.26785487386626283,0.05061508348176307,0.4695410571474824,0.3588059228656703,0.10873196447191957,0.20545215194162988,0.029958642349901834,-0.11246883316440125,0.03197521848941254,-0.03385998701617786
0.317551992063239,2.006467451407936,0.19049657282912574,-0.3733520626313776,-0.6854900561082504,-1.4627650326778032,0.35599604177056093,-0.39904405405144355,-0.044522680360521046,-0.1554087750979668,-0.7203759794796751,0.26203125953950984,0.24827866085193342,-0.5732969217158062,0.2612313541133921,-0.11121119815186573,0.4014240510271324,-0.09662137736607876,-0.10568053713632627,-0.29190007175034915,-0.22300633090369412,0.030383004880982348,-0.0066773743226011765,-0.08850087506068961,0.13724664584788732,-0.15136326612757864,0.14030714741111214,-0.10547008879935506,0.0835114270659076,-0.040934407246898334,-0.12215982665244882,-0.2876664351260008,0.11169534087799148,0.1329913145054196
0.348021096770884,2.2670857369689013,0.43194077281853865,-0.15880844406681524,-0.9102278792661799,-0.441944909630033,0.7092808027934436,0.030920613694354254,-0.025550571107570537,0.1096497409668339,-0.04616164362876234,0.12719191939859265,0.6201795318488587,-0.28415681613642907,0.0849612202326566,-0.018518466441931027,0.5039541875770746,-0.14842900086455993,0.004494770491702608,-0.020283858104253965,-0.2595767147456647,-0.1586415753426823,-0.004266759762105852,-0.09668496441255364,0.002383497966368822,-0.062289070662976107,-0.07762556636809917,-0.3028205776341864,0.24012656866516793,0.09255444205910013,0.05288607573346413,-0.12147450545902144,0.015420460593031022,0.3212398136472919
0.354883753233385,1.4722701902176327,0.6642029067943759,-0.36663765660552955,-1.244301141210851,0.2956027938242039,-0.2580211341662987,0.7127291519519955,-0.12332760885807469,0.022648859202448662,0.99839883921265,0.09973589204654758,0.4530839364842266,-0.3087041809988703,-0.06770700534251427,0.11868662607381981,0.3799254382359493,-0.1195862227953397,-0.04614424895938332,0.39067015173395275,0.03072745081055755,-0.24111052862275803,0.13192746029446817,0.06310717860176673,-0.11018958408232088,0.05411870338680098,-0.11132070081571753,-0.31683794445199265,-0.01842458404326227,0.09815587842461268,0.26935810254894876,0.07332239529505079,0.04647410432725609,0.20457724467244395
