TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37
0.0154433843788352,-0.8094354275751688,-0.8097849031657653,0.3416256289216909,-0.5888485156585106,-0.4658108283419611,0.22711154597028685,-0.789258921440075,-0.8187476780220301,-0.5708734767558609,-0.1881202660770027,0.4043112332033381,1.1705639460120012,0.610677521950379,-0.28265288311936176,0.3444397365663624,-0.9349361259376529,-0.24186005360484153,-0.410301906886289,0.18846112169302262,0.43761649559104465,-0.15970877273595746,0.4233116236748849,-0.1787960041521385,0.10088526467854148,0.33508990430698693,0.10314057161410758,0.3126599052096936,0.09170040830908584,-0.8446294542825655,0.6304868111567558,0.3311258699345829,0.9723702995472957,-0.2065077273864206,0.41829585285261234,-0.31497991762497773,-0.24556560717847745,0.012293707717592818
0.0173694865991158,-1.5404851245036157,-1.1100263666628571,1.1985878651171649,-0.48551754047452456,-0.8148088387637551,0.5345479239521957,-0.38411341753571854,-0.9114872366064304,-0.8052252918348417,-0.15228843166533296,-0.08698045843796655,0.8477264407522058,0.6590272018901733,-0.36721850797462735,0.4207349947891577,-0.9523682417278903,-0.345073386553172,-0.4116266006891528,0.27026233599401484,0.34374053525316056,-0.17797358220177964,0.5148679040575909,0.10043424743761938,0.05314266311654741,0.20264855259260028,-0.30113810717784695,-0.13904491802644176,0.09775881680354642,-0.6698866991032034,0.10409210432256381,-0.14705420768559962,0.25216592096418383,-0.15789321781303017,-0.010989349486670984,-0.12207560047481418,-0.1746407831933052,0.08215504410517839
0.0217868349329398,-2.1131767202027807,-1.3092922885073717,1.5880636028698758,-0.3238938461983938,-0.8721308722989072,0.7887398900561591,-0.1641074868050545,-0.8347807763963918,-0.6071304576622147,0.3050949218945015,-0.22783429388854123,0.7381829711868345,0.5377819298054135,-0.3917382708818577,0.20204904602672855,-0.7156457076261435,-0.23371914316237175,-0.16414524047590048,0.16237601435428178,0.06813349397821182,-0.34129953831235177,0.20646475184853946,0.5634610094870778,0.29041619396739093,-0.07183064838814508,-0.5325464893048116,-0.4556471001020839,-0.035291169221333296,-0.01943701690709996,-0.018629192510854053,-0.15416068037772135,-0.6062279543325352,0.08256519717606033,-0.20969753288156193,0.19324125681126095,0.1664409499180128,-0.03054515103725711
0.0236539792007251,-2.165649052227104,-1.4701282182528825,2.022927678347116,-0.33272227620040873,-0.8196441774600339,0.8279848371541283,-0.038539451375555325,-0.2815155625783254,-0.3128386620843604,0.7001105069031762,0.08724270887693485,0.43962672677297543,0.2988821844939704,-0.21266908598690276,0.0026932736928413263,-0.1989296981872812,0.18404175992486196,0.1812437060085199,-0.1378729443523908,-0.20260837448860816,-0.36905768560748986,0.06767348910634186,0.47838908304640343,0.1034131229326881,-0.1272484699039652,0.03545440886335057,-0.31107133744948195,-0.22285655072809596,0.5240360852440425,0.2541463449049204,0.20075193236673658,-0.6625962788568639,0.602260595546857,0.18738408669465642,0.4019120731863857,0.26700906740080915,0.050127550419200764
0.0912510183968422,-1.2049254045676305,-1.9269594493721214,2.0126877269503156,-0.7200022214320733,-0.5680895818972591,0.7074802891395252,0.20259374294828894,-0.3724914922204306,-1.006782340517339,0.6544629901758998,0.3514016990742523,-0.2416837763827823,-0.5024327796974151,0.08459649200900309,-0.20705198797261667,0.5652072046849165,-0.01653523450183724,0.06874248212105102,-0.3463436052634542,-0.9517164532460117,0.14139755806484874,0.24146988095454158,0.47501723705811505,-0.0019122910099097048,-0.33017627654471693,0.03221702994052565,-0.04486444900809481,-0.7097210461780721,0.13744122447066714,0.06497354101443328,-0.0029797395634728577,-0.24681190661466806,0.6692590716320626,0.011912201720613828,0.01229692583203558,-0.17417100513753034,0.27475849499517335
0.109828407190697,-0.11861100350021613,-3.6124032864353444,1.9009920448233648,-0.34264862319472367,0.33991742659900714,0.033649250840735355,0.07553446243001287,-0.061091243841387165,-0.6670642894098523,0.6813284509612646,1.1493053155676345,-0.9741441481270791,-0.7574918158942184,0.17120291781077177,-0.18351158203628007,-0.02061108451637699,-0.002735000923385312,-0.03000446730469638,-0.5911413601161092,-0.23981330106257834,0.531570099905551,-0.15091575016715655,-0.13399400476912052,0.26791121072457785,-0.411727345289,0.08296028857658791,0.8235893084829013,-0.09025611676473494,0.22481662676362235,0.11685900620090689,0.23996803502420372,0.15242897911404407,0.09964061481815195,0.3298338974075771,-0.2185672303540938,-0.13263667584244704,0.027683082867881157
0.113440764064444,1.039987203343901,-4.342718265978343,1.6910557010324974,-0.3973022474116914,0.5714541172510379,-0.32228756532388625,0.20091201832997202,-0.10580142433680653,-0.346123884617791,0.09392163729289478,1.0431980377622276,-0.8641906335250602,-0.4507455792231456,0.10584144406578362,-0.013703607060718883,-0.12998614825326252,0.18529439104214862,0.02192223082139311,-0.19424671597613893,-0.07402797432070447,0.711558471534991,-0.2383636617850034,-0.3746896663905561,-0.03686833889802258,-0.29012883848658183,-0.29015346400998526,0.5581117905840436,0.5404353730148388,-0.0888630574760966,-0.20022527564134912,-0.18315498472461178,0.2198048060528233,-0.22800583663460766,-0.027213200230387348,-0.2768553738829631,-0.15464279781219614,-0.16175029201857166
0.137447118292763,1.119907028599176,-5.480547728005428,0.2459516811352092,-0.5773042096904947,0.741813077293713,-1.091196585050633,0.5034685354127607,0.5271473688525293,0.024236877459092206,0.21651233125167624,0.23762488105397625,-0.3749172782798759,0.14595111677698247,-0.09764435706889191,-0.07754435832500467,-0.5960373378911069,0.497661287434072,-0.32665994527077014,0.17322128911485304,0.3807498994735969,0.1693594631464129,-0.1217212779914519,-0.26786114797659955,-0.07805440080497883,0.03818917712901688,-0.01997930509864807,-0.7852530747259204,0.5163139739157567,0.07204387692299855,-0.24511482047896674,-0.4904793029672919,0.24260080021790972,-0.4206763683695252,-0.4132114657314399,0.171660066572219,0.17735765449135607,-0.0499501279596064
0.175701572519407,1.7185083898631108,-4.600223692138909,-0.48471017114199244,-0.7417269807744066,0.1472168040853414,-1.323570459406854,0.7248832339685706,0.8700624326487771,0.3595077393583937,-0.07588697816854928,-0.5019002325531934,0.15446576547943433,0.4974475228001234,0.04199254054326184,-0.18336072413972015,-0.2609829546333775,0.41278367880408195,-0.022951870693980803,0.40246336245243675,0.2455405574174686,-0.13552491812693193,0.14850630352502706,0.2703196045126752,0.06794908377273452,0.2045800851324022,0.04475577375414734,-0.7754888079707505,0.10468637015698003,0.14956732108834545,-0.23049237931808245,-0.1717764897990205,-0.012785058698002994,-0.02273714128584608,-0.04007970099355348,0.13572200435368992,-0.004776311332663594,-0.03369351020613789
0.188459931666573,2.1333865374673495,-3.889796841382118,-1.4142719823296435,-0.6215705871444103,-0.5980423713501533,-1.305472723501074,0.5644308512217078,1.0448872488710457,0.2666849978875931,-0.4016569951341387,-1.1284923864004095,0.3502227442327934,0.4298217913938252,0.23528347602580874,-0.13822968415899942,0.17562692791838233,0.4629543659329473,-0.013955126535372658,0.19877221589318725,-0.16139251839275562,-0.45995779267668657,0.42457496281434726,0.4191179567124491,0.039122912348993136,0.10710834567735998,0.5217070592463277,-0.07673220897803908,-0.5204586115813695,-0.06713501879182918,0.1287946980982344,0.36986930398879425,-0.12301020200717576,0.14845532230123537,0.33301064902565103,-0.010811918437400252,-0.05644453554701104,-0.10523710167033258
