TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55
-1.75430895079149,-0.5404673474809999,0.06331389333209325,-0.17182729900013227,0.0681596336562949,0.03857522075973314,0.005748643330371662,0.548926940502338,-0.11781667662252641,-0.402212989762968,-0.04856758221881291,0.3320605353342836,-0.2102538121863601,0.07196159243825101,-0.084902314012854,0.0006227274171883739,0.0064216312965750585,0.02163647720364839,-0.22955853338712695,0.08038477931424817,0.008198992362528471,-0.13030075550426548,-0.12658807947958353,0.1281355208409275,0.009785069764624016,0.057312859756372916,-0.05213818587924326,-0.11559127526100943,-0.11792298907348372,-0.14938313102980552,0.20238925136140679,0.017599971387138296,-0.06436622065811946,0.04599168159773003,0.0532321368587805,0.033276793309067944,-0.01205533775371142,-0.0253375024527081,0.04976593904397139,-0.11323202124182033,-0.0255303953031323,0.03529554706613969,-0.048234015193482645,0.0760239402115486,0.0015845493102965664,-0.041024886228225005,0.02162801985476067,-0.04919946010471943,-0.02758015697855419,0.00035202591015826327,-0.08135956140999115,-0.013437961845239304,0.00020454837993559615,-0.0009703050604281164,0.015443997305555872,-0.013469851143112919
-0.946564987391368,-0.07833131301557862,0.0681670921893265,-0.02414709199325226,0.19642708326847524,-0.2963446435900959,-0.23161840906395612,0.3694537681349209,0.1144993078897506,-0.07482854318098428,-0.021577917689675746,0.009485459915258395,-0.19714288663615334,0.09012499373312678,0.235179135873728,0.022861958576418182,0.1905983215604911,-0.10283528734577264,-0.008274516793443858,-0.07027473505632599,-0.049355735794764655,-0.07947678444140664,-0.05920231108156749,-0.16729980006306178,0.17148647652384155,0.012321030771945088,-0.1260923413222777,-0.027904039810565752,-0.18546210672587168,0.037576420629436696,-0.06469645818079282,0.1354253035241001,0.05912829544445371,0.037825017969104736,0.06276032615858182,-0.018297330916532885,0.012100446527825303,-0.04348495744887523,0.013563940148630596,0.08171694234075931,0.0492688462612007,0.09989932867337098,0.037877575208635224,-0.02966093041920578,0.001659172300541909,-0.03749595112600142,-0.01295734099606213,0.03877977835521543,0.018897029602418076,0.00955628078413826,-0.01857263984556406,0.11056739980365399,-0.0017041308019987256,-0.0023557099451118405,0.011471530498335146,-0.0200683598846964
-0.839253719086909,2.2306737802486456,0.0910886821331605,-0.06727351779902822,0.030761853504750462,0.0365172360707268,0.004256554091782654,-0.0007463909046298079,-0.0005955007855708695,0.0005319838149876879,-0.03008503205536682,-0.01557520697516375,0.0038087934313587365,-0.002028332239669914,-0.006289371604856287,0.016681299140594647,-0.010155620511266183,0.004995827413059691,-0.011950019182640392,-0.008938723766726244,-0.008950061455413763,-0.007104151272663627,0.013602012027072063,-0.020944325609736504,-0.01596962505790921,0.10981724013322923,0.0977416912554179,0.006534228967792799,-0.056115560547690006,0.009856380211353965,-0.013076559280527473,0.011419575289736892,0.007784139383531102,-0.015436654719366623,-0.013716324527247732,-0.006318828414113393,-0.11146469226615287,0.01097450204969337,0.014982392691406981,0.0032844369197239983,0.016919172296246458,0.013907528561036718,-0.11530695958245558,-0.07798434071476992,-0.010187425636571587,0.005794243178750175,0.00014195181127396112,0.0059362308716328915,-0.0207410799574773,0.28234579132974125,0.015913954706294167,-0.03045609444179796,-0.14311324546932644,-0.1817746239647248,0.010118959275905724,-0.0677162759705559
-0.629508410326847,2.3927187804423307,0.0846285426180315,-0.06384993396223797,0.022020777268147492,0.02881922079813769,0.003367232085821808,-0.003684531656345377,-0.002888727237586821,0.010492421805918696,-0.5579589723201535,-0.05231872209507229,0.03714234198908494,-0.015379885004724215,-0.011604694252650144,-0.02372911935262655,-0.011463881528070853,0.003117525866556763,-0.014647070228634162,-0.002846161896911442,-0.005678167001693278,0.005093994477474097,0.012565827875234015,-0.032639651182755185,-0.01111410248609768,0.14560132482489876,0.1221991903448036,0.0034085350213674086,-0.053802222868393305,0.005710314423858748,-0.013048523234417419,0.016322241338746605,0.0069796244023143965,-0.016261886935728154,-0.015494614651455069,-0.010935603924339225,-0.25286986547534984,-0.021615759494630467,0.030834054414348097,0.018872775302484147,-0.005215743861169932,-0.002215471480875772,-0.05813776363232165,-0.053625790674413795,-0.08542936673052928,-0.0015329642427295493,-0.00338910887309487,0.007997595624398288,0.009248513429623219,-0.010838732574690943,0.007846349862764637,-0.014203728384470444,0.1059109325423868,-0.0761154700948329,0.0036126920872505304,-0.026362879234655252
-0.552569765555599,0.358599498587834,-0.1797575457371088,0.45880660100633,-0.1907027826296828,-0.2809885795943713,-0.2349147129253884,0.2716438596302744,-0.11619483760394597,-0.2009474470533019,-0.0036111832746064465,-0.04106616695654078,0.05253498870170346,0.2050102007988752,0.08497692026050127,0.013396317650917491,0.10242657503526476,-0.05665761066837022,-0.0645661470759062,-0.02352284400131274,0.0399355799647112,-0.021553265272762783,0.14763493804271677,0.040997609480784264,0.03571226184072496,0.008166510710248804,0.13814179813248018,0.10723170064993245,0.21991067618254637,-0.11998835850708423,-0.02687933436818412,-0.05068469610030585,-0.05106013966199307,0.22829138523756562,-0.11002502726852437,0.06966047304095235,0.02312189788809758,-0.17592005424282614,0.09886326711335473,0.011584324069252309,-0.088765366801783,-0.1095547210064582,-0.03989800199698778,0.006614882361317708,0.0009221436755874939,-0.04224596073231755,-0.022450716475316136,0.07241854384509769,0.02266600688126798,0.005388735655353325,0.04156730839200283,0.04608704998674008,0.0007555943188563768,0.005606899447893729,0.03985557943191059,0.03522034280468557
0.085024864095449,0.5446456409648178,0.00202798835444475,0.11369618012193326,0.0832659709793961,0.012902515603071128,0.0037760749244701757,0.06041581192512846,0.01794920111031652,-0.053900723759261825,0.02197521388274901,-0.0874453583132757,0.06813942684152306,-0.04245275474771845,-0.05201836528892297,0.010430123926559391,-0.06102883159167773,0.022890005909331945,-0.0700127719766358,-0.031910727588339335,-0.03614721769469544,-0.02106701468965826,0.050532538501337806,-0.054407647845788804,-0.04512213785642278,0.05940255234629853,-0.05394034918982324,0.01649720614860024,0.03578693508106349,0.010873659267697788,0.039398387194581504,-0.08945417056844328,-0.020699393671704643,0.03884448913099045,0.022709569716561295,0.011662668344956615,-0.000268912035782755,-0.05269351001576431,0.021397047034755604,0.06257054883802415,-0.02561447277257689,-0.05727319312100406,0.030375599914071096,-0.047958873786549686,0.009007224709807974,0.034760114803474,-0.011892994840871777,0.05076585495267252,0.028371132578787372,-0.01282729207113984,0.01727286250491815,-0.05599908271563371,0.004996171311493973,0.009821124424485876,-0.007823037045557753,-0.016521754123369432
0.458468272734064,0.25397635652166095,-0.258490880997049,0.2876917840002225,-0.2520608076479566,0.34954779760083216,-0.13295205054572004,-0.04720205722186247,-0.22006721375936403,-0.10464389194227519,0.0175703430858672,-0.04277872921945742,0.11449017830567326,-0.0897523890409605,-0.14917587344454622,-0.01017938680498627,0.11129321901616561,0.23206806632931798,0.12196844999859012,-0.0009580168746182524,0.09190115582446069,0.07260158529202382,-0.15285101446367033,-0.06374717932811425,0.14887401610335954,0.026022452750307578,0.027909640331629692,-0.05497853400233376,0.10063359165288792,0.11700674493641267,-0.14042911650393666,-0.009414692624178527,-0.08156410125661703,0.08385826960365957,-0.04825267309242714,-0.09424353246823546,0.024835543904130564,-0.13940894831318354,0.09146855295963273,-0.07841189932698035,-0.0477779807107889,0.07306814582674703,0.04759019250094256,-0.060636613022543355,0.004382266166044164,-0.0949343587002661,0.02304735978941322,-0.15123823763076558,0.09406596700885786,0.004722335638644503,0.03381352885969887,-0.032814640151111865,-0.0005686606492068058,-0.00041371690679302333,0.03528526700285371,0.005905497638695311
0.750610688492847,1.6710735638691416,0.07578185527108759,-0.02508417848877962,0.054143725833947665,0.039190603197413756,0.005685538246124877,0.015813496918978584,0.0043639454017714435,-0.01481052857279315,0.03451981439638339,-0.03651426842934738,0.017952409628764716,-0.011678668609711038,-0.020585843530824367,0.03866676437370424,-0.027343927282406106,0.01221019452176314,-0.031010642344396287,-0.02022279033416601,-0.020371267326518602,-0.018580679217124436,0.027416468263928087,-0.026881935247224993,-0.02900768664232995,0.07212789347699078,0.02810792355646084,0.011667421630086406,-0.021572423910442517,0.01179569978393997,0.007521763517264545,-0.03070374660828089,-0.0035907689344368385,0.009030292016681742,0.004530596348262852,0.004620119899726466,0.02288518349992068,-0.02453681176540564,-0.03069652275705914,0.012338827359474856,0.003181516154841708,-0.022431403102761312,0.045688994762725664,0.015380089616907894,0.028080942513232038,0.017831788470308554,-0.002072052861999015,0.017189614885880538,0.006165791167614447,-0.04335994199129681,-0.003132036129899508,-0.008524942199570503,0.007823641199425557,0.017681539983761894,-0.005349151389102329,-0.05882759309103482
0.933069430133357,-0.0032663192192937908,0.12517979133314358,0.6526971273856419,-0.1586685990505072,0.35420281398460374,0.15310003139805364,-0.36783736141713885,-0.4898470849287291,-0.12572536271752116,-0.0022761617168947997,0.15095653533528502,-0.018640974639261704,-0.1366193239892454,0.13841468171864718,0.016279109539554318,-0.09471308539333607,-0.19533306140738893,-0.024758027444647585,0.01826135192316037,-0.1177118215261423,0.015168967357977679,0.19764202131784106,-0.10245535300964966,0.041867121752470905,0.1357267911406848,-0.06755218189629544,-0.03277227191590584,0.22569111205400755,-0.1651223942195402,0.09443345160584897,0.05780967965745554,0.09788173806185756,-0.04453591272555789,-0.016615075116986216,0.034388531238202034,-0.0050745878861443985,0.0022569739540592936,0.012235861882806854,0.004955225236069563,0.10386718201721122,-0.0010964765952341587,-0.006305221710360441,0.022629509056675948,0.0031537744306345573,-0.0319555122112171,-0.058981413104968225,-0.020998196076935875,0.016715799557627656,0.001337426370420101,0.012441553119865915,0.01702589345790273,-0.0009734496913914218,-0.0021777144466288098,0.0007516131959045757,-0.012206266555004725
0.964985078500852,-0.4898872301143668,-0.10445542356907483,0.9462865899337444,0.16340012918632957,0.6330771374705626,-0.03437509309327381,-0.24392028068464935,-0.20646623932812525,-0.17861015779864356,0.015844910080911278,-0.2511593011031273,0.05415968520379639,0.09260388451854804,-0.2904359725426145,-0.028492766302509433,-0.004513036270232214,0.1027652979132444,-0.14112957759349384,-0.06448438320924223,-0.24704848371793778,-0.19141462219643912,-0.17439110203761074,-0.09120442126169886,0.01394157279408268,-0.03303015027585228,-0.06020881424318398,0.11523841307078615,-0.13793273931793323,0.12457232521083493,-0.01036869040921197,-0.07677231312157394,-0.1446389143907592,0.042996602917595,-0.00021252344188383833,-0.07770717419562691,-0.012100723984010136,0.024714223155581024,-0.0005338821829453027,-0.03968941792969837,-0.052983781755389814,0.027520892289642607,-0.021549879539291578,0.030637919729084025,-0.0004148231281917599,-0.015376129004641042,0.01699404273751963,0.0563404169600343,-0.05805183921253817,-0.0031471214036943506,-0.01713511910522874,0.0024563282466881697,0.000480611250388937,0.001475134918115236,0.038108839110900336,-0.0021421986158870984
