0,1,2,3,4,5,6,TOD
-20.453738568600944,36.68440978269289,-12.096038747460693,-2.559346613322956,-11.416672200081376,-11.289881327087537,12.427484872647428,1.19285899045282
12.723385411175792,48.37679594619999,13.351116726288199,3.0892283229792628,-12.356081584617858,-0.0469411416802571,7.765793854540629,2.29796221875781
12.049148579185841,45.121382008710576,12.660551761433942,0.30533586682425107,-9.368587867084386,5.775053209393798,1.6579384831426889,2.42911438783746
-23.969392668186302,25.527545104270622,-10.449872120668088,-14.718033538063674,0.5720591633960818,7.66010142740495,-10.480786087277691,2.4291236317457
-17.827996837427435,19.39589906214902,-26.54919613548242,-11.422350495178978,10.900687949406977,6.633028409872881,-10.053723512544094,2.45122491326154
-13.08241451152326,11.188905659233617,-27.841746151585067,4.088109927565035,19.179740618523596,3.7973005982649584,-0.9181323067346459,2.63037099195316
22.373983792853352,11.476093295374412,1.8530697536356904,23.88401519360798,18.324509188551087,9.811845529558038,4.927725093846686,2.63174551461424
-18.06853421179266,-13.384164859940746,4.370028608476803,17.663793489698755,12.53734931433623,3.515071555101361,6.27932512701776,2.6328874323846
-20.520646617686516,-14.48901327499271,12.571288791735602,11.52643601766038,6.137461322858848,-4.948162237771413,5.353640128073325,2.63291498419013
-22.763936323738637,-9.742037800708731,14.53989639274695,2.8400852262972167,2.5422804846540465,-14.24036007784391,0.6380895734173027,2.73961932801773
-23.48653681514423,-1.4437559507143107,13.498419098114187,0.622520642463889,1.0485205943665636,-15.526262462780144,-5.577807654385495,2.74010038968903
-22.505895653295312,-9.041627917473376,17.76221597156435,1.6493883447261621,-3.1617572056601935,-2.8815509275628224,-10.8716198876208,2.74960823450338
-19.62780123035046,-20.098204899604454,20.243261092583953,-1.3884803995721313,-8.252994103695483,10.464836305669847,-9.278855864838373,2.76127856056312
21.379298617848985,-9.610704621271736,30.480511150308892,-4.4845262246796675,-4.907925112969691,16.46492450635286,-3.1992888733462164,2.87886410871315
-9.523498663268429,-26.057275663408817,7.286724908910263,-23.81228658591792,5.382033620908791,3.2044111416165095,14.859825225195161,2.87968817556872
35.200647919804794,-9.724870620631085,3.2207200860440195,-19.772277627498685,11.008775819418917,-1.2623830581285136,8.473873089603973,2.87994143010178
40.19903252119131,-12.012205139719907,-2.219554099602055,-10.264239656577702,8.080910733936687,-11.313997374791334,-1.9122921282595664,2.99047348030753
38.57231729069539,-4.0469136765451506,-7.2413059011755,2.208234626732474,-1.0181362503042741,-11.738713588058662,-13.761939069665077,2.99415209022166
36.03334560037497,-6.296065148727338,-11.759468809999747,12.030962802153184,-9.693307659085361,-2.5812576606367412,-5.1987065310555725,3.08092020077745
-2.986800270023279,-25.45883643822693,-27.526248204927935,3.869405501862009,-16.81770868094404,1.2887182740849583,3.1986404790233967,3.08445314739589
-3.713967362057962,-36.365354846625955,-26.154374170973067,4.644025178297832,-18.72115814587082,7.214218898977852,5.670815989195293,3.09030469127879
