TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45
-0.839253719086909,-0.8590933993256715,-0.5058080388435615,0.010709371507452485,-0.346983041945366,0.0998821124038655,-0.11503914208369813,-0.05628802633170957,-0.04079503289137736,-0.10876810944562738,-0.0767203507415904,-0.1800145649208685,0.017519005557336886,-0.04899680541251914,-0.05640099528692346,0.10125771019033628,-0.13555325160184414,-0.03812829797000121,-0.013866778534069433,0.012437009992793128,-0.05860629374234294,-0.053003716623708834,0.24442240617782005,0.016876219011475495,-0.0665744294492241,0.0718130668767391,0.16479816189484006,0.1855819697726577,-0.04748657988997768,-0.05305954973553182,0.03696297856490751,0.0762690693318695,0.0649717664096276,0.009051936498515612,0.05784161882739414,-0.02803543480792848,-0.043285252709282074,-0.005054239240957177,0.05252642864277158,-0.1176826190071645,0.02244989201948996,0.07915741210332375,-0.020588731794555788,-0.01599974675993093,0.09885603146380545,0.08703278947996479
-0.629508410326847,-0.866657852594869,-0.545937421181342,-0.004953070088860762,-0.15290159641380913,0.20073621960124846,0.1360696184305319,0.01939217216317998,0.1253397921486537,0.01982390601796799,-0.17423360411448463,-0.08161573519118043,0.06666423491576015,0.03372370637235162,-0.11823369587933721,0.06527369599392127,-0.004662606529645496,-0.12192629498536982,0.04810481188130072,0.047789435787337305,-0.07288652049424035,0.028925131970291472,0.2173947100282338,0.005895175345604417,-0.08420576545862272,0.06702403457033941,0.15835209631007213,0.089695219673884,-0.04712520133586549,-0.014614749652545353,0.11460130358302655,0.09621800181833032,0.047255448544938884,0.0545771153701926,0.03979017042149434,-0.05865977504970802,-0.06884164619385046,-0.06689155238935215,0.061259018194363246,-0.06706865824430366,0.016310479834049905,0.07881106758921505,0.02348525014487296,-0.043326528534303264,0.04555807027253203,0.03464164145854227
-0.552569765555599,-0.5666255265538278,0.4033855128921869,-0.35399500371818515,-0.3612220074824882,0.21997105581917822,-0.10539970466104971,0.03809809816967139,0.013725396476311734,0.0171654581148791,-0.24456845957825024,-0.10782840936405981,0.13815299076954193,0.11254467045978823,-0.1178605806637548,0.012814484438689723,0.034969106982897645,-0.16515462515733917,0.16030482128699128,0.07098645413610324,-0.06157794416597496,0.01663982712855756,0.10352127260467271,-0.08645221521083425,-0.1507023318977899,0.06244175800418526,0.12914125025433382,0.10276222744161098,-0.06100976456965555,-0.0025676033406498927,-0.007328322948061742,0.0972038478313237,0.0931127632462802,0.0037614466630971413,-0.03654669487419046,-0.06810270801403753,-0.045455469388248675,-0.01431216828425093,0.054167766363741474,0.005973506174268052,0.02669558536140437,0.012013712857326187,0.010342506551644606,-0.016490179451994703,-0.03759396922752462,-0.026672405973089224
0.085024864095449,-0.6059284709153989,0.417520931540615,-0.4158822667671635,-0.37480987757785517,0.243312056894058,-0.011396328452517469,0.03615058606928656,0.13048158866031487,0.03749736082911326,-0.14848989700950915,-0.1414945708776151,0.07450523742877127,0.13278991767420525,-0.11970789943287964,0.03528751340185023,0.041344030640962114,-0.1374724402645089,0.1900174503694751,0.06433200927385449,-0.046906945998763,0.018934758370093067,-0.01877444208528181,-0.13008986575680664,-0.1111071761246197,0.05147224965637154,0.04523465704787765,0.06588792976749205,-0.046498079669675556,-0.004470908222430462,-0.06936655439304572,0.04735579331939385,0.04665572783668841,-0.06431086711939375,-0.07756810545920638,-0.014646290328510114,0.034238773024056514,0.0007985717068462779,-0.004845044402992408,0.024110518027251556,-0.04726599361431703,-0.054607775645630054,-0.05074403653463123,0.02488548137058902,-0.09451732862788541,-0.06440270703043889
0.458468272734064,-0.47258811349475544,0.33391959292925716,-0.47378656186626183,-0.19183492406907213,0.21006108110684982,0.13659988159640762,0.043837892668552765,0.32542563607661257,0.11034008037121043,0.003071983109216335,-0.016365150967965043,-0.01297995374109762,0.1899821196187166,-0.08868293375667066,0.005053096938676472,0.0334217835501374,-0.12807858785622708,0.1508238055010455,0.06856969676967264,-0.05394423987829727,0.11141669647496351,-0.1032140443894078,-0.14604960541730572,-0.020569992326404392,-0.035790761698461925,-0.004252266037241088,0.042988063304971125,-0.03370015516554807,0.03771523070098683,-0.055871732588537656,-0.040851327721603235,-0.16837424152522495,-0.12526708032710493,-0.043418961100396725,0.0415085856926099,0.03614433299891033,-0.04860382893688929,-0.10723410494103852,-0.016395773773554077,-0.09238460948227632,-0.07920733138628866,-0.12242535989204811,0.028345915797453082,-0.06172895781391912,-0.07673175222948696
0.750610688492847,-0.9231997727043244,-0.5135152415247053,-0.664673392589327,-0.27503436202920173,-0.045736687640313946,-0.2532402254166292,-0.3219762930390864,0.34676915954750637,0.1601062291047306,0.1994284230300766,0.0723364327590838,-0.0030106864211797268,0.1548037862150533,0.13436597527113958,0.027569536964767945,0.020888665266135142,-0.11958268720820253,0.005183912531509077,-0.03147250611608407,0.050077804170668615,-0.003138906546031707,-0.12741781673667363,-0.14736597792638464,-0.030248205666983136,-0.10069274760771192,0.05942623365559097,-0.03853961878266633,0.03464476266398679,0.03507204830939234,-0.019269078734579663,-0.23167557819017426,-0.04777749677246809,-0.039932678693516056,-0.0026642565843451953,0.09004664851897388,0.009295978776638675,-0.03902241459852463,-0.01714110601503275,-0.025227679725364893,0.0067959090233397305,-0.004464958118640465,-0.0880871494818476,0.05123746314838624,0.029867386758083342,0.03834765476881443
0.933069430133357,-0.4650555762552281,0.28634477137034825,-0.8545205622314483,0.16537741454657107,0.07152240114112844,0.09337921669615369,-0.13973100307038866,0.3461112389654549,0.19856674253321607,0.14355482100953856,0.10267076291727331,-0.12728365697817437,0.04314543547138948,0.19300884645170038,0.09800846385671072,0.0475324621575972,-0.14208457429004903,-0.10142769201143491,0.0005413349823929292,0.14630703812951354,-0.03489217595545088,-0.18244839782746072,-0.12377154118878998,-0.13801903906117471,-0.05786740480322914,0.03983185562767177,-0.04957247087558872,0.08241021382127152,0.013795089606032207,0.0008094405131890145,-0.07919911802521469,0.04012129884969479,0.06035475741892286,0.01509651619564543,0.08678630333108807,-0.036120287987466845,-0.024915049893161886,0.002547554035248254,-0.020116055959826823,0.06395391931942421,0.04048365512284126,0.08062961649765439,0.005533137801112901,0.07704893284194016,0.06994322421061196
0.964985078500852,-0.3511113986950899,0.23085012987399323,-0.7279695050499511,0.2671096226934175,0.03060839486631863,0.261942638741298,0.009163708825001726,0.09646132599405606,0.19730399437117394,0.02443313138649341,0.043766316244916344,-0.24553562370375973,-0.024867646331257886,0.08208565969536069,0.14115641401971432,-0.030962997005635953,-0.12939647443621327,-0.21056999323284817,0.1036840313500957,0.1851444937040019,-0.010380739321374859,-0.12293639272168101,-0.03950488345464227,-0.05781827875383955,-0.008833889499821616,0.0008796053884956718,0.029221384410424447,0.0040688337643660834,-0.03148232220949385,-0.09308790741072291,0.043730050564492355,0.07302198660910553,0.15279569014509098,0.0001580441846906796,0.05092885187306484,-0.009869198128427995,-0.05881169625872089,-0.0021257093294956703,-0.01180208921542743,1.915194906843149e-05,0.06352534919027793,0.10354993908751918,-0.04852922696783931,0.00047890743526672776,0.018547383396473178
1.15457215880067,-0.27143556056882473,0.25760970476898826,-0.8204535074246554,0.20869082716158419,-0.39539256420627467,-0.1701635679598838,-0.08865267224842623,-0.1521437953678992,0.1754037314737208,0.13950854015152273,0.04731500104657296,-0.20608173787065495,0.05588603514723143,-0.020920413201403396,0.05216699487374806,-0.20241290818138494,-0.07509162739235001,-0.23265435535326454,0.09178935585529722,-0.013063951382907078,0.06089242807121736,-0.021168670525013766,0.08444008958779944,0.12286702795245064,0.06522190262592568,0.10697017187421905,0.15701073874522767,-0.027192086299301997,-0.07170519624481003,-0.10356873682635186,0.0959446061399498,-0.017030339821799596,0.09968883092622524,0.03320736469922657,-0.05721512199667686,0.12040444377708029,0.06431628473622324,-0.01757163640743377,-0.00877653787576328,-0.061755850963899975,0.08092395116266655,0.01959831551412936,-0.06371970286574485,-0.07093544937450895,-0.011468298315918283
1.16298914923932,-0.19309012951368193,0.19921051492909803,-0.8673254290510752,0.485498367460609,-0.2981881053718138,-0.15779761312181675,-0.09645768303315315,-0.13184496702406048,0.1456489406363525,0.13769233719323978,0.14454240476005425,-0.10744902549635289,-0.0243389045004705,-0.01528990585636609,0.0816161171413903,-0.19100102012650944,-0.04176045177433997,-0.16250584789195313,0.07820967326246601,-0.18898873787172477,0.18714124542303812,0.1104957982566551,0.1196769161086891,0.09607136043370283,0.0867280021050991,0.10032898548946499,-0.04540386281033726,0.042399892914401056,0.004946710325571182,0.08299577012922695,0.039954293903279564,-0.04961525241493984,-0.0459111381418513,0.08205192539413311,-0.11442539123060226,0.02407206780460681,0.08293992397254939,-0.02592960931552007,-0.04737532463858542,0.006917771158004261,-0.06804914231199871,-0.022349575210021403,0.0077523935975006035,-0.03776729633022265,-0.06550133502649746
