TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
-0.946564987391368,-0.20701113011803243,0.18829752870656435,0.15372741083371944,-0.11979942632935563,-0.12290322656624145,0.06653643321096406,-0.27046470428691377,-0.22283713415636486,-0.08134908891821363,-0.07967921830992383,-0.12096012745173339,0.20957299782809433,0.06159664670336517,-0.011192528110300954,-0.09164852660864235,0.39422092000854936,-0.029256370282375745,0.019451256774375373,-0.1263048687606788,-0.03249274318149074,0.037907383504044316,0.06005611180573071,0.04157537135266449,-0.15732330410029882,0.011268276109993224
-0.839253719086909,-0.6905098237391879,-0.47099362535637274,-0.3887417408314796,-0.460103491271751,-0.1344590265310448,0.1162322543134659,-0.12988575706957933,-0.13553165444257925,0.02004804340365588,-0.11309920982913169,-0.0860842841340546,0.19085402957601502,0.056230579322330644,0.03079300000251616,-0.10888299128987976,0.3134586957289997,-0.0204718077222922,0.024600414040969357,-0.08905675225302753,-0.10801133254951868,-0.0083051373470066,0.1347826156717566,-0.012806023852620486,-0.09316483365546512,0.04729324532157546
-0.629508410326847,-0.836989067558887,-0.4464612431590109,-0.38725326989381764,-0.39662342479372875,0.14530805130133848,0.17194617994273084,-0.048826469903130124,-0.003316982387856585,0.20902472065983183,0.048654403369079814,0.04730458889786266,0.2422840267734138,-0.04981730298109012,0.1385725972137019,0.016330188296885276,0.2300366557770533,0.004474272853480294,-4.546759257183506e-05,-0.0656434285559227,-0.16399065131853202,-0.0436511629775284,0.021080050235031577,-0.10512781215312253,0.053928008750021614,0.08275023597852939
-0.552569765555599,-0.6747777840990394,0.41034194487099973,0.13401184383732645,-0.471009112839519,-0.23333481056069796,0.05104002366872945,-0.029389849059502263,-0.15403366546738634,0.19084960200492707,0.106810974361068,0.12894036735881964,0.08702567877562233,-0.05383418116154371,0.11120077202028143,0.07692211747384763,0.14751720705812946,-0.013770026146408626,0.007237488274469383,0.0013536116375025382,-0.05555977998865167,-0.006978027504736061,-0.10188926418312139,-0.09962538834090508,0.03753200277862029,-0.021716521790952344
0.750610688492847,-0.7846915312230747,-0.2852908324772369,-0.5697155308255201,-0.5694278720153356,-0.3743700183016104,0.0974858518340709,0.12485857749628046,-0.06381013201487096,-0.0023184165979647786,0.14000441477469974,0.062317295496134364,-0.1014870831478015,-0.08983874282713089,0.10205540083512607,0.1345335478354286,-0.08428318264487203,-0.029775593846643314,-0.10760379773327229,0.06488490392950014,0.1604483162113592,0.013651880323383315,0.049201212100008704,-0.19158782208462563,-0.08513285794981064,-0.09832042712718106
0.933069430133357,-0.5497241157931989,0.7519558246837419,-0.4593696910881595,-0.11194667421087534,-0.027315278666378968,0.3115931911303396,0.11085235710506684,-0.06047908255856813,-0.1781201142575255,0.28310799386106567,0.0444908152113149,0.07020763723336985,-0.21031770504122374,0.12987019078648646,0.19888585138984993,-0.16706257645209963,-0.09817427058781085,-0.0001555829671942895,-0.10041249661359118,0.21420638953388793,-0.0012634101778823984,-0.030808957865385928,0.009083607206233841,-0.19201412011286437,-0.09684141534194843
0.964985078500852,-0.5265404870782046,0.9339188704798799,-0.7536905484903782,0.030522813702519386,0.09906806950642429,0.38676210618897877,0.06834855871354725,-0.003369162422265104,-0.16764930299199077,0.23424682726792323,0.010859188490252004,0.19118017751938993,-0.14332881317741486,0.03300986940605739,0.1570774002572692,-0.11194748036311827,-0.08344906418036094,0.08342825569184371,-0.10034401151126682,0.11559237474781851,-0.034051327278446744,0.06377085566128607,0.1534643380178411,-0.08872662340131249,-0.07431648698527937
1.15457215880067,-0.5317037891571931,1.0145696512677649,-0.8665793272346399,0.1807513199584888,-0.5058766860859976,0.274163792777342,0.13175614845461264,-0.11652577161114244,-0.2125900576674568,-0.07681214063131887,0.02696965610848534,0.05111277170189488,-0.03763803644934877,-0.06730604244456634,-0.08997791513630844,0.021777793055701957,0.04513114136783681,0.052200689054969315,0.039548579790322794,-0.019542002440036,-0.09780811841128972,0.1071100283317729,0.06332846709978444,0.09633200006634524,0.09255077513416003
1.39767420290358,-0.25047353150858903,0.8252406648867538,-0.794373649843179,0.45552873521341575,-0.38023789471815744,0.349907918918708,0.146831868770114,0.1381017159871175,0.07379278900205276,-0.15034324088776235,-0.004893897683698124,-0.03577229114835665,0.018586420146872756,0.009066518579085518,-0.11779390206370856,0.04375680284117506,0.07174813806988016,0.01976674540424126,0.060444216488366814,-0.0955663104343749,-0.10910988415674698,0.03376646545886383,0.02516229518700373,0.11809207363160244,0.17516556182908735
1.46717689965213,0.06329695537404335,0.6120449148504364,-0.7192601683826714,0.5586474857090311,-0.42795158183042475,0.231923159989605,-0.032370950321474926,0.11808751656317926,0.2157888563591023,-0.2812328290509074,-0.10923440263081256,-0.16260359285887968,0.13646712143915424,-0.011884519714557448,-0.08974561587621895,0.0292633681899907,0.08682803974950577,-0.04105003262603562,0.12636267767884624,-0.03400709668853447,-0.03310534293816233,-0.15975913281673013,0.001844322465848696,0.012626965566049692,0.07933583490259702
