TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54
0.0154433843788352,2.0254024112679736,2.413199690871643,1.1258118823109293,3.7974911561059868,-0.9974688542650637,0.7882372957826023,0.022316323576465503,-0.8429608255706843,1.8483893111906635,-0.44543374531618696,-0.8828063504242237,-0.11959677556080991,0.5065553572202312,-0.20861614309159351,0.3175447581526716,0.5020820550747603,0.14612210449733806,0.13363051791761896,-0.21874161217592955,-0.23244150105852066,-0.6452217037206748,-0.7941662962608214,0.2182770297139525,0.6748918659649394,0.4242102473519242,-0.39045408219079597,0.2900976343821281,0.06998894962700683,0.25136165948328454,0.10066047487211742,0.3876310579082518,-0.35914656448059895,-0.06844358297581395,-0.2373040511879486,0.078941651591549,-0.07480427151346007,0.3311798664807343,0.12211668436209046,-0.04779766265245096,0.02076514106163159,-0.07607728155736215,0.009935037059394362,-0.0076461898604324305,-0.016993497330864964,-0.03776823960772557,0.0812352180560705,-0.07203344043034934,-0.058330562313588824,0.015829276217110506,-0.09154239376441207,-0.03902606250021606,0.08005252887428205,0.0501866840572511,-0.007195622779806428
0.0173694865991158,3.015566446247391,2.5316394557434894,-0.007455202855221368,2.1725124779703404,0.052533718517075,0.2556709033573714,-0.8084406095703418,-0.9140415588514633,0.6490777101772125,-0.39365399773900234,-0.6059208467737559,-0.41624782487067175,0.7446092490302615,-0.0846035894272491,1.4303095541326403,0.47198545450096874,0.39182311546312826,0.2107451466910753,0.3590093255170254,0.4661057586633503,0.5593590029351743,0.3876373363100247,-0.1447947692963575,-1.1424569072017634,-0.31818598441186335,0.10935958556985542,0.17818387911602565,0.32535519636727867,-0.3336103594708732,-0.014933655000213852,-0.719741105802081,0.01539240507662496,0.30696339018750923,0.020814284571494708,0.11388077827155092,0.22199690281503343,-0.31521894147571494,-0.19704340269427256,0.4213432770409855,0.1607432287020573,-0.052562451028405004,0.02689502996216682,0.04256702916708358,-0.2567577413605519,-0.123760633499634,0.013339599852998067,0.05047862361171979,0.19107930882157692,-0.04943521806387729,0.19192091616080986,0.08193544870178396,-0.16175500350893912,-0.048389379246996746,0.013753879992285122
0.0217868349329398,3.5343628677284475,2.575903999577567,-0.9163113699180154,0.5567925146151848,0.9479572869847996,-0.04903053712505055,-1.6223101444223043,-0.6881688606385576,-0.2426667034856016,-0.41345721978419275,-1.049589560430615,-0.8465621554147235,0.2781445043341822,-0.15407814641305856,1.3437115738957726,0.4861715077400366,0.08212432769973621,0.38688779301514764,-0.366394120033406,0.3160889956358296,-0.003128663689684071,0.5264097063389142,0.31543684910165604,-0.2346851364725062,-0.04275413114430433,0.6799233535308007,-0.3652821166398727,-0.7228078339064442,-0.14989395715951864,0.19016968930077774,0.007216393762159742,0.524466357544552,0.014176887054219352,0.15763669818889248,-0.2020279527061598,-0.15974338005162164,0.20164565352021804,-0.14198804373356308,-0.46958815275261784,0.04627047339848747,0.21958706126357472,-0.2058025462183522,-0.26569720207271513,0.5313554902828612,0.1214390736914121,-0.15042901710160028,-0.26424064506946077,-0.041274140744248226,0.08908663957748954,-0.2067090691836007,-0.019149617791936677,0.028176247406399166,-0.11136290580274631,-0.016021364023201597
0.0236539792007251,3.4896380658857122,2.497382537965662,-1.2955474371561206,-0.32178833989343836,1.1292716171666808,-0.8256440374389493,-1.5015672556351696,0.1772683840991432,-0.389698316025945,0.2066110789593074,-0.8129660480299631,-0.4756692457622113,-0.8834904374784165,0.1980113149182828,0.6943864410678288,0.32187736187683796,-0.618557397980801,-0.5537428809406457,-0.6672162777173131,0.8602067606998933,-0.5710186561218564,-0.2812574973242514,0.5783089208584434,0.218305606080181,0.30109838755356994,0.9169516301210177,-0.8467162035805019,-0.2104409864930352,-0.1736318284004081,-0.07927778828518467,0.5092627632380383,0.312531693496105,-0.2685706427999575,-0.5469368800907489,-0.30633533538676977,0.17424328310453557,-0.05624222660479284,0.3060719798312002,0.07904206780847392,0.07030084784800848,-0.2737037046764558,0.29299075262174396,0.2031066486875269,-0.39982971999806033,-0.06758831608833407,0.18948118624173907,0.2348244426025511,-0.04328507270974146,-0.06022918244707587,0.10112951809489391,0.17392925933944667,-0.02832909958221434,0.10916922887996107,0.001955842249389027
0.0912510183968422,2.7916929902287984,3.0065421954742755,-2.375277840475439,-0.31623600483246617,2.7772928758085293,-0.43949191410743643,-1.7217491103439175,-0.6431857351884895,2.666725721223939,0.35549274822660243,0.7234765970677113,-0.47742342989749265,0.05858766333426267,-0.09533803213450302,-1.1594627023081288,-0.6831387738228769,-0.8383485974621168,0.3965525246075745,0.16929421272969947,-0.7174700198584498,0.525437069839888,-0.11356602931305394,0.36814461652016445,-0.1653028365674519,-0.10613959508087135,-0.09613902427094727,0.05758783531048877,0.18601740643376677,0.5567507007182753,-0.08800413562282114,-0.0956543754657432,0.10088032040410949,0.37631554802067957,0.07158929873410062,0.11833377462064255,0.008493365307030834,-0.020774294712216434,0.20280562004303493,0.014011221407249313,-0.023063481785801403,0.03165947637236136,0.20380715247177783,0.004931354811393437,-0.06905227135578604,-0.05017463892541991,0.05738838212082621,-0.0034167104317355695,-0.0571798182191362,-0.002532066927558971,-0.019179118166317188,-0.03789114726056071,0.003608839879458798,-0.020498359844755003,0.002670817572653745
0.109828407190697,-0.12227053330070221,5.89905027289241,-2.230210065082941,0.35479263290309093,0.7569505956800106,3.174348793012713,0.6286726598284909,0.13152844848867074,0.2394889315584859,0.15027593649995657,1.0530317961695883,0.23554216991472188,-1.2348165166285068,0.8769251834347302,-0.9814439074591798,0.13667083535364324,0.8910142412159825,-0.8129355923244723,-0.29142250641320033,0.5265748097241354,-0.3464366387200817,0.4637901823113647,-0.2431041011483061,-0.26247593420058896,-0.323457824970029,-0.34222343267319266,-0.753936537700016,0.10078612411818809,0.24900393429998804,0.10485500186419396,-0.05633549583058373,-0.28311103762776535,-0.12780605076614637,0.31001526961907266,-0.14001020474670817,-0.10729059656055709,0.036341651081510086,0.06567314625849263,0.11117595832914365,0.08108765945760475,-0.10231998290760101,-0.07039578738874754,0.04683426041793503,0.027877674048198076,0.05848469304819636,-0.03041953343429097,-0.001169637643514369,-0.003226228018944238,0.017393947223966772,-0.0017349146643002033,0.01819218290246346,-0.0054380329951343506,0.002699151420213244,0.0013402798130990525
0.113440764064444,-2.1689959635902594,6.349669861090534,-2.855605114818761,0.008515289921031774,-0.595785330790855,-0.03397480204329487,0.7306984757896289,1.0131445874892044,-0.5745867376515396,-0.6864534233640462,1.394560359975993,0.20334097453249575,0.9540058433681117,-0.6006944294704469,1.0259500444058212,0.07791552381545169,-1.051779711909927,0.03873152760814174,0.7614325264843039,-0.602721520964055,-0.6628953563368329,0.06866005628091622,0.43780145167446327,0.42785306132496004,-0.1923629704173569,0.3929601934909578,0.10500520480634429,0.5097843549126385,-0.2529437087182389,0.3130105843675436,-0.26118369623237736,0.3843851795427803,0.10291361212656727,-0.3321299016118586,-0.015872554623902968,0.19294977407093314,-0.04816689884739319,0.015887724302080162,-0.03764409883037042,0.08194367972896116,-0.05451822240575156,0.165944613624321,0.028383394770841355,-0.025433404072818747,0.033858341674403644,0.06479308861560297,-0.010216612757191325,-0.058653336620377125,-0.04016301932741723,-0.054691458741904474,-0.02581971353469625,-0.0010222804717032144,0.009070536911972642,0.004388861307775653
0.137447118292763,-2.3570709016287767,7.524537097650031,-0.8441003630044832,-1.2588878951284355,-2.0064229099519295,-1.5103353259498702,-0.11915015842446967,-0.15411088015113514,-0.17835726325009105,-1.5199509480859548,0.28418100761732146,0.06676665632888908,0.1244585347785268,0.5568549211386781,-0.1405254332201239,-0.1707238810916623,0.05996990351430965,0.7687595342743513,-0.3269922397076541,0.0799478514151712,0.8700883862598985,-0.42178163580023353,-0.29724024725666404,-0.1613036207389447,0.6520784583027085,-0.18905979973222897,0.4789797294577796,-0.694518919841111,-0.07825455869001793,-0.4925415524675111,0.39277738633592985,-0.39714001170266716,0.06164369085748444,0.17784082579632016,0.015144070604021825,-0.22745517497175613,0.14076851470323734,-0.04657581966571508,-0.13594023500049682,-0.08653824600654181,0.10524835492681792,-0.19921223074547814,-0.05453986052131671,0.00841926812196335,-0.052060959034667245,-0.039808701857750435,0.05058088854857163,0.0725875001636261,0.02839314314865979,0.04719973254965114,0.0006329718193604131,0.014872228308315973,0.012323831607322448,-0.003936456992761311
0.175701572519407,-3.7720125967861837,5.921201942820605,0.9729677646955542,-0.4474090444549665,0.023904408857464705,-2.830912086386194,-0.9950729547364716,-1.6749124955616341,0.1498061996260271,-0.09926075846001445,-1.70346751304834,-0.5589721599581808,-0.799565755482858,0.020606183389536254,-0.8956850849588012,0.581366024946503,0.3896284690867327,-0.8299793176226424,0.5780869784548307,0.3485481237453138,-0.6465507136149614,0.17537212241219036,-0.08898257222601627,-0.18266861296916123,-0.46412662951519945,0.25780557829002376,-0.5135110457048697,0.5588520697678909,-0.05931244107167969,0.12784920839721406,-0.27914998011162057,0.2804527795110752,-0.22512110264068164,0.01055631544869948,0.17552660841374143,0.0004925645645295438,-0.2331582067326963,-0.0517047634052708,0.08977308439202383,0.04425552433280947,0.09095746005337041,0.07495619800449767,0.019432461807143586,-0.028110226639893,0.017556810926688652,0.05574005247526867,-0.03466637873432567,-0.03181472695013581,-0.026111908470032252,0.022818045490588603,-0.0021390132402355658,-0.034907203065479536,-0.03406004455605458,0.004842081581309493
0.188459931666573,-4.980933020120153,4.4417214649649726,2.843649253665866,0.16494552017806796,2.374004472783746,-1.1798450274051104,-0.3032571309944207,0.5649708521504847,1.4197739364511488,1.0440579893632003,0.52907170130992,1.3630623467669407,-0.5303842640496929,-0.31878813231699277,-0.41569878825811046,-0.6615118072932835,-0.3108484185749047,0.5777190256739169,-0.6485354272452364,-0.9951797942962098,-0.3153377418388678,-0.775951357426864,0.1399833138766283,0.35415774036680153,0.10428400030120101,-0.653125472491838,-0.12483842657064263,-0.4352821051636824,-0.3374476410360983,0.261806769366097,-0.0019531899699836517,-0.05372092459266866,0.1950714208729304,-0.11268020007891012,-0.22883913986811105,0.25960286103547864,0.35229529685051597,0.1392102821682304,0.02498705376965445,0.025016522416725265,-0.10319418651280254,0.0035106387476869106,0.12247293881208408,0.1013153252140181,0.06651201538055505,-0.055327501845598925,0.008648790491978392,-0.014142059343479965,0.004192978952201653,-0.03703221645056226,0.0023524035390611745,0.01503869454569233,-0.014659446758948676,-0.003803290372730647
0.211014437875058,-4.657190392685208,3.3264239062740777,2.7686900838245183,1.4547070480305055,1.4948975069587762,-0.07951681717874781,0.6970060163400664,0.49312814181975256,-0.3720832003610398,0.6770508299795158,0.06920322310953471,1.025857457607506,0.8584413686492627,0.15841710230800038,1.988077075284439,-0.26255016962443006,0.5250588639658368,-0.41697104555105274,-0.4108625295168517,0.3053659703022614,0.5078256006190316,0.9404673951614646,-0.24501080373505238,-0.896300329930935,-0.5291954148258788,0.5897027462897467,0.6939556072488918,0.228861634439902,-0.06795362158297177,-0.3951138745557086,-0.013853405674396663,-0.20354306666707805,-0.10859420932285646,0.4720294418692085,-0.1318309986172573,-0.06813976970618792,-0.2533018538697792,-0.0788574639185084,-0.09458703157880428,0.0032427429945695147,-0.11741461702568161,-0.036328650968257256,-0.12565706061253437,-0.02648824213870981,-0.05088346594706085,0.06085365786924893,-0.017515704604682714,0.006665067260511661,0.007850581657145694,0.02339260260205091,-0.029858868770561667,0.017428621514154,0.035645181674661935,0.002797004360793817
0.29193173530297,-4.624626796843058,1.5513312395122987,0.9908478758070196,1.4813128421338677,0.2202545784124642,0.7066213050197905,0.4944540483307617,0.2338978387406676,-0.6616997518971272,0.7456071739978766,-0.27446485539538734,0.39509398743665425,-0.22651911294944663,0.4804928772202789,0.3949232320127978,0.6959715347841166,0.5798794834367293,-0.5777489852858093,1.15622159340678,0.5356496306425902,0.7293725793542469,-0.7218362822154146,-0.33799065047709403,0.49341594097360886,0.8674163869816836,-0.323043789351432,0.3591409979213839,-0.07549961465471243,1.0485539068220244,-0.023329375362184594,0.14358998043284196,0.46294296776846083,0.4494559450371024,-0.09648305979898252,0.08920729738820166,0.2666003167215149,0.13528444349064003,0.25129383552422896,-0.46902671666344276,0.3019227176920678,0.501392292993726,0.10851137556413601,0.22350386311754009,0.0746622841960717,-0.30607635243491194,0.06933682637245665,-0.16197220072915292,0.21557338654601985,-0.17378971385521388,-0.11668148299573908,-0.0010598937260505536,-0.043050966411043716,-0.009980988443487085,-0.013295284914737561
0.321331506043033,-4.213755579876365,0.6476798589897858,0.49524835660171235,1.6275037887329793,-0.469243329371621,1.0436422124818836,-0.6704160239582104,-0.23914770227652568,-0.1173863545731108,-0.6414222331587359,0.09273559105233006,0.29490303930606376,0.20451414304591356,0.1857333861714534,0.39013226274717566,-0.19468079994813114,1.3958303296283026,-0.8228215836555811,0.7445156018161033,0.16555005660481692,1.1724013187830538,-0.07741348370657726,0.8665274549419976,1.3763937495297607,0.2188059401835296,-0.08974493061032424,-0.2616795837587326,0.015453653849866392,0.07743948721587295,0.13957799677946467,-0.2900795108841585,-0.1659216211408786,-0.011170185274770653,-0.5186351917137084,-0.14712403047443132,-0.22208593763741327,-0.03359471596921395,-0.20288206713216686,0.2271690595711276,-0.3928396470072115,-0.28060397789032676,-0.1371064194753444,-0.22266583906895498,-0.019654449585243806,0.27157982259535157,-0.07315318944487827,0.1848337436580169,-0.20689575513307246,0.22124454017588668,0.14043294929823993,0.04292670206736132,0.0535637210057252,-0.013576258469656717,0.0058093600408708835
