TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39
-1.75430895079149,0.1722290749207031,0.11688020262158133,0.048277715856134475,0.039427040015560334,0.06543487512284939,0.27178349388946005,-0.03816110622233487,0.04342897513948784,-0.015231571550308024,-0.01584937483806522,-0.03255865080814499,0.1366694479698345,-0.10994020433462413,-0.032298582472461666,-0.135540294913004,0.054484033748836105,-0.060058344833942255,-0.053080065029216264,0.11059191578400876,0.09967512122778227,-0.03481340345493948,-0.002243491851982093,0.005543070355606856,-0.07003744041598761,-0.03885694248380578,0.04659253666027186,-0.014685127750504482,-0.036432990856973484,0.011823740354060362,0.0019686444571242905,-0.04936645446275984,0.05539884902432832,-0.10770173780609028,-0.004265387256475627,0.03433598093753281,-0.09385808875961253,0.005645265406068694,0.021868892371648824,0.006300417075372396
-0.946564987391368,0.19042602232739278,-0.17807649349740903,-0.009641832288622254,-0.155010128265911,-0.08398037078188623,0.10535684566178644,-0.08014070951033758,0.06169165035243694,-0.015220858418640895,-0.07731723453335618,-0.013692705444434156,0.07660263146897828,-0.08539704634374214,-0.01583062438710467,-0.16260197938863624,0.05569013753287888,-0.058720543112739075,-0.06249621540118018,0.16345756191830255,0.087631054763471,-0.024875901739935417,-0.003675855669656018,0.003032757562671682,-0.07046059382288168,-0.016972487922876436,0.008296196805017943,0.008120482230330054,-0.025416619708939173,0.014885105005720435,0.002547939727953739,-0.046664139277292786,0.0075170107865006296,-0.08972676806735894,-0.010725918860116933,0.023414038363815788,-0.00887804739570905,0.01934470848286736,-0.014964669081084993,0.005729522063560837
-0.839253719086909,-0.8034603960489364,-0.40322472973209644,-0.1359811868828024,-0.12179227973856094,-0.012938944503013073,-0.0731464087155274,-0.08905318263804014,0.02779771710278288,-0.021060260232871327,-0.04319489839116513,-0.010886628738516488,0.022017563378855503,-0.02161579730379651,0.04797664415326011,-0.12741836096024675,0.040594914477882,-0.04312592753013325,-0.07556145852346123,0.16735474651654705,0.00013164966060945412,-0.00357429756642928,-0.0076178400975558825,0.002451717155359183,-0.08062793408879487,-0.0049408018765584386,0.02302338213256813,0.008777253539053061,-0.025788306902963666,0.0412059456874648,0.035421765964144564,-0.046409043686848485,-0.022845044160454433,-0.005169435818823859,0.031291728544115695,-0.07110638276121747,0.07405113966702954,0.002579204961278899,0.009605389612475809,0.05161283393265252
-0.629508410326847,-0.84347347735126,-0.3586356629246106,0.1013274887068699,0.10319869987699302,0.21738230341555131,-0.013726416797914521,-0.05037531272144524,-0.0925299920328531,-0.010221873329021086,-0.03302869902794067,-0.0013049444759101086,-0.1160438739170972,0.00915954073929722,0.015736292310589026,-0.05892728771458849,0.11898719954299378,-0.00034625649436097476,-0.04196012175938149,0.1490047106143077,-0.023377621777713582,0.05173595275317575,0.010688135610052765,-0.009006912929742598,-0.051675311197687014,0.0025449986164159466,0.04916311945319676,0.0032521838920391796,-0.06516906737978123,0.025256681028767845,0.021520567156681315,-0.009116072441792637,-0.04023556758942189,0.015299035756141664,0.018943417756991047,-0.06556185655931089,0.10484488842362641,-0.022380075205758704,-0.02408072782078744,0.008335763884017572
-0.552569765555599,0.19289631928141257,-0.6119121611526914,-0.049256852994785126,-0.09125570121773428,0.06184225171057218,-0.07494347030880538,-0.0005440870096689909,-0.05363916405988994,-0.03508624570088013,-0.044680895562980896,-0.0694612634275866,-0.12946173646453837,-0.014608619971750154,-1.9771014550074365e-06,0.058938786197149505,0.055697384442882525,0.0014619335701803217,-0.019581799559592477,0.07816302886738524,0.018508001580693326,0.07843514942779288,0.05179781242564675,-0.027591709626936075,-0.02340595734678151,0.025156132429280477,0.04288859192539735,-0.0046282785762844095,-0.10314266704979512,0.012511032473120434,-0.0005842806531107294,-0.02141480896732466,-0.0633926386755227,-0.006508166674590462,-0.010002856517693396,-0.05054499553547608,0.026661569255410484,-0.0475996879369981,-0.013517410598980966,-0.02961393524496478
0.085024864095449,0.1967284311247415,-0.49831934892902857,-0.09993117642517825,-0.054352729157618754,0.042934692331706326,0.011724928017019859,-0.08355162179005957,-0.06155599790371738,-0.03810266467158284,-0.03645641064929622,-0.07372939899897381,-0.14717757063173253,-0.06466881912611112,0.04323596742432097,0.12128340760371507,0.06520973178978363,-0.072565190806245,-0.03328871106875022,0.007725315654388187,0.05661454790100686,0.0781776042027625,0.06956729113214334,-0.06264137857353594,0.033506329893776436,-0.0183361428077918,0.0677313869310457,-0.01977426632865538,-0.07008048585128067,-0.025279174742599594,-0.011523287009445498,0.06404470408775738,-0.029984805540031512,-0.04977289312421251,-0.01925869616475657,0.049623273689714274,-0.0518977839602616,-0.07605540797821708,-0.014699540200975872,-0.03420871378252064
0.458468272734064,0.17838903762260497,-0.43880032153438114,-0.10710879136123395,0.18152234017510405,0.18247361011629512,0.1286921936360516,-0.10240640884454143,-0.10745198436667086,0.025906090647479472,0.003992913328935581,-0.045419661444309124,-0.13136448895711872,-0.04668529246160285,0.03496760016369738,0.14855566121924144,0.07573284598905099,-0.07098758393320503,-0.03549718299245046,-0.09796185947342267,0.08670658610186571,0.07111282282004645,0.050270234162963584,-0.015587685215104136,0.025205090708530924,-0.008775276086904068,0.012167499160004383,-0.05799706069852811,-0.0624893243030254,-0.0295205761868944,0.009650724564604257,0.05611181283539022,0.021621287240649937,-0.04844813388808429,-0.020534768808678674,-0.006274956283225878,-0.08391848203250518,-0.012882806837646466,0.03533931095339119,-0.03391050026027625
0.750610688492847,-0.773170494365316,-0.5822679287028062,-0.3627182948470295,-0.13327881557735055,-0.011818170514915408,-0.044881928630971825,-0.05561430613986436,-0.08948780627328831,-0.02904086592105015,0.08660661568579442,-0.014279294210501597,-0.056656495500708136,-0.0702539294001731,0.08548826513726426,0.1057490291311214,0.04537521240839143,-0.1265714220404366,0.021463613746893935,-0.05411013554026493,0.04568274074773366,0.012192943152722225,0.0009849283358160051,0.024502707803146777,0.0068172863194004745,-0.013468807963255237,0.04317147896051996,-0.015908766828283787,0.01858300894599581,-0.008133535596946302,0.05133217272348155,0.06927784918977016,0.04876273170837168,-0.005565905519152192,-0.029309336346315162,-0.015240849805342127,-0.01303026008580925,0.0228658774638336,0.04209506996106533,-0.013491935368031633
0.933069430133357,0.18373917860293978,-0.34630547410240514,-0.19389932335410506,0.2642744248564357,0.07676897849386342,0.15341848229859445,0.12453583352865795,-0.15837689991510576,0.11898939878896393,0.0679366002697124,0.04616183890462863,0.06764426487639345,-0.051699731329753036,-0.09462419958436004,0.07034507685847828,0.004160260286823611,-0.17044816131216348,-0.019391320663964734,0.009616375745951932,0.06174323662381953,-0.017401065627850425,0.022058750333069664,0.06130050391814234,-0.027894201241828155,0.02369137538175882,-0.00037223434211245695,-0.043446718422573534,0.02689308698763946,0.030963226674679583,-0.01949680955230388,-0.03881451232686461,0.038398425921656446,0.055471300301015804,-0.009355219118631823,-0.009956588477152186,0.024482003468298683,0.017464682739824055,0.07311511673674197,-0.06303455683817623
0.964985078500852,0.16189062439104576,-0.23513082406750757,-0.1711174181493844,0.6288551681982347,-0.21130630011313215,0.028293458409587437,0.07276983971532276,-0.1099989208767028,0.020516934989799354,0.1106777873255243,0.11702741987400374,0.12185915828222733,0.04526110570276587,-0.008647664926792779,0.05799647229664597,-0.013614135755886091,-0.10556940223977372,-0.0885422203717747,0.017738263422163513,0.009714771372942046,-0.10812701895326869,0.04198491057983371,0.02280624340460543,-0.027960603616579024,0.04863916932560215,0.005307425960689972,-0.02920522879080721,0.045398631300788576,0.07281708653027885,-0.03262297600832601,0.018768066407951173,-0.02988438405257654,0.002387021961741341,-0.024446894357092304,-0.021499575925840602,0.02663571891943441,0.024013058574608104,0.013421474424669625,-0.027127804498141284
