TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
-1.75430895079149,0.16584909911362114,0.17121461688207057,-0.14228720096120653,0.17263762957139434,-0.10964793644413529,0.0726000397732989,-0.1221793630446257,0.011155598767206117,0.17086374021382988,0.023249417249457633,0.1166058528973944,-0.26682594164258244,0.08727251269733909,0.12570773183996062,0.05571928529341699,-0.013097669257418454,-0.004959060625324784,0.02033271629417929,0.03918743655450867,-0.12746224415340346
-0.946564987391368,0.1961826380929427,-0.13066360460893806,-0.09542899790974649,-0.14728086983351532,-0.09192959633724818,0.0407247233133407,-0.05596258013361566,0.016576477247269884,0.16288475859885787,0.0442539548177223,0.12407540217057646,-0.28312542107675226,0.07578603579816645,0.059854769387804735,0.055543563505027635,0.05471515782382741,-0.02385352064970772,-0.006659422104595912,0.041127337789946254,-0.09014175865484914
-0.839253719086909,-0.7828976533154433,-0.2727057977609604,0.06369721531647318,-0.2936766470025107,0.06177595175354872,0.06488234605383691,-0.01713901998123022,0.07192144912774637,0.0879114232889898,0.041883373069687646,0.16024847615128998,-0.20529091448867917,-0.004468952088252169,0.027201766651928222,0.011015921420969209,0.07545200892317555,-0.05293853696818374,-0.0469777595717568,-0.03252829902753676,0.004597175712116293
-0.629508410326847,-0.8061467443835968,-0.29744174293016595,0.06764056320038431,0.05837882261559685,0.24202819390621294,0.16722483023533516,0.03990032255614111,0.052591981623102954,-0.059533792813961,-0.04919736581527073,0.1730805510946568,-0.10063063235470197,-0.027839375446941206,0.02042222035120884,0.04698044735950104,0.04551094244352926,-0.012909787811272553,-0.022343885332218174,-0.042054006278219196,0.06845807307383742
-0.552569765555599,0.2141193041175738,-0.5476769501342394,-0.029597807501232424,-0.2556291669509587,0.08716606713225986,0.042982917410960664,0.06360428629020684,0.0846556957590214,-0.03823941611043547,-0.12856553187599876,0.07489742830809046,-0.06864723199384844,-0.016937005762703957,0.041340184810375685,0.08281182857800709,-0.014069988126246777,-0.0215224351356325,-0.02218777780603028,-0.030840956230851438,0.03545729192168895
0.750610688492847,-0.7572491240881589,-0.5690524514202507,0.048258898221905426,-0.4275398370167767,0.18287931652805425,0.05032327361085652,0.07543912916536738,0.09047514758151902,-0.082071928047394,-0.12426128291266608,-0.03414123439955303,-0.009158607384885055,0.03478949054487289,0.05303621840458095,0.04100824645156046,-0.05098381695285507,-0.022624051333744163,-0.01796684691795209,-0.06004304999349146,0.003942472327110589
0.933069430133357,0.21078535226132983,-0.2480980196047264,0.24338023691567381,0.019552072908485332,0.05552787246411256,0.1837329259430123,0.04263830967283278,0.02076692300887826,-0.127510364478929,-0.07038257608539217,-0.018154717911319007,-0.046032025071819395,0.09180489125644072,0.05435785355399243,-0.0605906906604626,-0.19993473803574188,-0.015009791136729057,-0.03148870185632116,0.07216712220956896,-0.08314500332441219
0.964985078500852,0.20316161071748084,-0.3914508434402917,0.5811452045384455,0.23394078319529923,-0.049756509038094046,0.18007307276610973,0.07102878408586202,0.011517640880210279,-0.03605972772410428,-0.06916254444212061,0.03460477605151804,0.030560213484858004,0.06923789025296626,0.00889640787483388,-0.14943635805347363,-0.16799013168629287,-0.05833074060896651,-0.00591637230820939,0.04874838921376706,-0.017902040306946428
1.15457215880067,0.25553992980390083,-0.5082795982417927,0.6616228181972296,-0.27756818861295585,-0.1505802426791582,0.15732152966261975,0.11146195406529383,-0.02734973262207389,0.07791288892301097,-0.03970776570340512,0.0061046205759271,0.020932592477911405,0.012228492202600128,-0.02606230120181221,-0.16841798652372267,-0.10557527763527062,-0.07992463091446037,0.00039201101614184963,-0.024244833633942055,0.03768802875824085
1.39767420290358,0.19995881804100274,-0.40788483513186785,0.6996853286560447,0.12578341738681,-0.34506933027896824,0.27672096502531046,0.09545753622446004,-0.05781269194672515,0.04570027878264619,-0.06746535745841724,0.043080916300403754,0.11053100310883503,-0.004461939471349495,-0.02749626417469909,0.08110202365400711,0.1266484766974787,-0.020603820035753898,0.06884634775352456,-0.05046950677502244,0.05496834130032625
1.46717689965213,0.1990992658447758,-0.06320774272296223,0.4795493322876935,-0.006591983650595658,-0.3752747000111094,0.23617389710118825,0.043911879251131734,-0.04502929401052001,-0.024851258161859468,0.1196062871968799,-0.02926075187147064,0.06363199798040649,-0.04114998068953057,0.02650287102514054,0.10530428059648167,0.11534385056462693,0.023631187308732718,0.06435141848555802,-0.03834389366886361,-0.009078865543260416
1.57934041643112,-0.8213152511517685,0.20598202434955426,0.5236918891316306,0.19988165717433898,-0.24665396317548305,0.16595299966510446,-0.08121680268120207,0.06545378389768265,-0.0660342564257629,0.1957778931686746,-0.035942919947728275,0.060673407398828795,-0.010631966564305454,0.013162131376403343,0.10490967692038027,0.14561295194544996,0.08317340617463594,0.040007675403125074,0.005580963474305812,-0.058834368892158144
1.90189828659735,0.19117231930863113,0.12528705193944037,0.38886330191733715,0.11820623087796614,-0.10863577356593591,0.008068756741092153,-0.20065466724217862,0.21531149783762707,-0.16145333952078214,0.1380936348351634,-0.03548938848573478,-0.02548750592758674,-0.010213730020350224,0.05549340890242476,-0.05387480078841332,0.07385717305435996,0.037866423106469614,-0.0017588391458838576,0.10582181951561849,-0.06517379478578862
1.99736532572493,-0.766918665003021,0.12231413875333516,0.23336589639411287,-0.440066100226534,-0.15445339099482513,-0.13015644512441477,-0.2530368279019746,0.11294717811115036,-0.03272286518682736,0.12887832895859544,-0.0013342193208376125,0.035238155528492895,0.04594451437758212,0.024073398660509303,-0.10219934080022118,0.05128063598884625,0.04343066165161636,0.008551150915687693,-0.028529260489022164,-0.03267932936350832
2.08856392307049,0.20012136490630458,0.15318418878059623,0.16313728534161454,-0.007943599578356584,-0.11049266876174589,-0.09681223903700853,-0.24712634169284384,0.03221441959712891,-0.04906762403016107,0.004828971408718498,0.031126635389373877,-0.022496583477850166,0.04402920955431941,0.026418931973110894,-0.11975178364231588,-0.010388424906084708,0.035600816107423536,0.024918528991049783,-0.04944901560486344,-0.005755073657882567
2.10800584058625,0.20108670216526112,0.04674558296110203,0.2684802151257005,0.20689304380314244,0.07389174323786162,-0.20219427276732171,-0.305518640653124,-0.11482825188639331,0.007172419065564377,-0.18386399477462653,-0.014928800594752713,-0.07013692178199209,0.04359140693793976,0.029659186198287852,-0.0018224794763283248,0.005159219404377915,0.008242693869973169,0.06961728402153419,-0.12905182538822202,-0.006787562014940208
2.10959538299129,0.2457160495400953,-0.12828164438460932,0.3219863178609193,-0.28920351591846344,0.010949233013809963,-0.19335093505329082,-0.25164394920165106,-0.058657505934125484,0.08392975647843208,-0.13232841945114643,-0.13695776339093874,-0.0822266287029756,-0.0050303631664774615,-0.008685419067989312,0.01161582040395387,0.01314113826229958,-0.052400480679854755,0.035526209861769326,-0.09199179057285307,0.027725944533426843
2.18307450301212,-0.8200388142709831,0.12124820135725133,0.3072763506518492,0.20175606305051802,-0.020276897234812383,-0.16834277244225648,-0.12645885405546806,-0.10930272665604165,0.0026144870086270322,-0.2579802895213219,-0.11954126638341737,-0.035472289941721,0.007062001559261241,0.00318412292897449,0.09824522495718818,0.022894544361683315,-0.060612725279854056,-0.0047100883598397226,-0.02467418986873001,0.07262775466465649
2.18673876833911,-0.8122108961090392,0.425292834883594,0.1878157633512266,-0.043448023679750494,-0.13730368995002853,-0.06867108903590745,0.025336363985803745,-0.013913473193513886,-0.02110735395306813,-0.1408590892154178,-0.1275139737242068,-0.027621062723808817,-0.060808847738783305,-0.023685201720080443,0.0014546894480278166,-0.06915544066592236,-0.06820581162594419,-0.07548373966058268,0.04740519220946506,0.026124805909944343
2.26578497197039,0.2020081586935423,0.2827528172420876,0.21692447159225262,-0.16248141042747336,-0.2389336112822674,-0.07306672389408947,0.11318299263700989,0.040298920485506796,-0.10848906831665504,-0.11613604434656376,-0.1155549645529295,-0.11302779454584966,-0.1786493794624551,0.015945336420835565,0.03946589531285561,-0.08008068353576113,0.012711412322679132,-0.04390531404690555,0.06776413665474383,-0.04445894453495129
