TOD,PC1,PC2
-1.75430895079149,0.17085487572456484,0.1746255863545477
-0.946564987391368,0.20221254173404624,-0.19908877486174326
-0.839253719086909,-0.7900961715268672,-0.33278589461937935
-0.629508410326847,-0.8225464434171299,0.05308154376425555
-0.552569765555599,0.21370502771605693,-0.3365188966512991
0.085024864095449,0.2084969500961231,-0.2741662625887893
0.458468272734064,0.18548920786463027,-0.00035433564671035747
0.750610688492847,-0.7764510179283634,-0.49489444475169386
0.933069430133357,0.1834139508855189,0.024671134322828674
0.964985078500852,0.1718830427109919,0.16188770331931132
1.15457215880067,0.21687983800704178,-0.3735538978695342
1.16298914923932,0.19699142842087836,-0.13690368369452044
1.39767420290358,0.18547237117209248,0.00024580792338702343
1.46717689965213,0.18962317179700464,-0.049388126798282105
1.57934041643112,-0.8371831762696245,0.2279863447517706
1.68746124857948,-0.8130941607896381,-0.05842096980574498
1.90189828659735,0.16979771509738495,0.18699484283547946
1.99736532572493,-0.7848145234389003,-0.3945857910158343
2.08856392307049,0.18238398675551543,0.03772916825068912
2.10800584058625,0.1656185258542257,0.23683404205709635
2.10959538299129,0.2106059323915384,-0.2986357888752814
2.18307450301212,-0.8361416887114288,0.2156614923350142
2.18673876833911,-0.822519446009958,0.054060213381687414
2.26578497197039,0.19281559152406264,-0.08642810662028788
2.27083487674283,0.17927778440863038,0.07523497329746535
2.29600929534971,0.17405748911701976,0.13734302969853948
2.30516343750525,0.20335321260188985,-0.21150910024724795
2.31073414033149,0.1719477917621064,0.16212593813393072
2.33206780874885,0.18659146255864528,-0.012123465244784559
2.33281406790127,0.1771309838088578,0.10019825015027234
2.33585780652913,0.18446504212316528,0.012970444971204056
2.33867288492065,0.17925561501248571,0.07529616646470408
2.34020485222729,0.19287344640723147,-0.08669963967023032
2.34614583171231,0.17404027727366514,0.13737636845438944
2.36055933695408,0.180298539096999,0.06267678492187997
2.37759728821484,0.18658866552546685,-0.011876219133343132
2.37964604173184,0.17819757385173848,0.08793233529088187
2.38513735077248,0.1824050362355726,0.03812510828196629
2.38923433712149,0.16462809417471272,0.2497506649055804
2.42026018433576,0.18868561112580415,-0.036926221326853345
2.49109772687554,-0.7983900095492179,-0.2326447430547088
2.50804369880753,0.18134655713095263,0.050228108554935466
2.5163481317498,0.19600758684152722,-0.12408009841566862
2.51684399395106,0.1688014051257156,0.19958026607968524
2.53536885040444,0.21482320891801623,-0.348334432588393
2.53906786085162,0.17612388784404523,0.11252640308457881
2.5398075029906,0.18239223583992686,0.03795084819718601
2.54203405058686,0.1813240102043426,0.050555624368199194
2.55893733673506,0.17400507452062883,0.13770447275167205
2.57877464916503,0.168780279473049,0.1999615808115948
2.58923111297877,0.14785510361438015,0.4489746401170628
2.59335315627419,0.17505108241024664,0.12494517686283553
2.5973305284851,0.19279731047326465,-0.08664739128797862
