0,1,2,3,4,5,TOD
75607.05482866614,-23354.577071647847,-12230.84568240164,2859.9611058436303,397.26136797255486,672.6097719252839,-0.839253719086909
77054.88372560871,6737.090271030759,2224.7190159038255,-322.6685920981767,-1784.554392875502,1725.6106390533735,-0.629508410326847
-13869.398822696447,-34990.38917706141,4048.756268365548,2722.0496076029276,439.3581982645964,1195.9153342600216,-0.552569765555599
-14952.959375099343,-29006.68730491076,3411.16483489726,1902.6450025319634,-253.70408059850186,2440.278071015551,0.085024864095449
-17855.507627277508,-1304.124459110573,401.6996200462238,272.87912835533075,-1418.5424390893897,4266.057710865497,0.458468272734064
75073.74632647805,-35069.40290887412,-17237.17147263099,6176.050829649273,4039.2060767568646,1904.5543340148195,0.750610688492847
-18628.061193765665,1496.678998339131,333.35445630370333,57.13617189341085,-254.047229047393,6152.148110237127,0.933069430133357
-19881.216093419833,16213.519652692588,-758.7415397043297,1194.3338681851226,299.8244076181913,5597.138977221781,0.964985078500852
-13518.564995865963,-38489.699161142766,4448.128481223954,2437.2867569710043,2730.1894712666403,1675.8625239237056,1.15457215880067
-16214.82879679188,-15374.39964895636,1527.8691872971006,-537.2454530482435,554.9314002227455,4161.514907720338,1.16298914923932
-17757.537362197636,-1250.9827464496145,162.71371413447625,-1189.5904316919414,669.3017880260682,4569.809365014649,1.39767420290358
-16842.906781380523,-6504.604149540008,385.0594708978966,-1894.4902884477146,997.7069550649732,2845.71798156643,1.46717689965213
77778.348420963,21471.90049548492,9646.739475835517,-1316.131051744621,1836.6307972910063,1429.6174386903958,1.57934041643112
76602.59034129445,-2137.4081039909092,-2572.208461173708,-2463.331691045103,1397.641839489897,1860.2232286676667,1.68746124857948
-19827.42512236558,18927.858087566477,-1499.2412503729083,-1442.8146716620772,3452.4784898975618,2848.3411020660824,1.90189828659735
75386.75740584997,-27818.061446656156,-14496.256436648748,1876.2907018935484,4387.334196014303,679.4108630320004,1.99736532572493
-18427.00785675099,2834.3176937844005,-277.0558455129748,-2345.98297757563,2166.21546255711,3236.1621050945037,2.08856392307049
-20262.395890935608,24402.187147077435,-1762.946622902473,-77.7137891921437,3204.4897698582795,2000.1371455688113,2.10800584058625
-14463.134925912576,-31219.601458120374,3121.8711885504454,-1010.6102011365139,3334.6847105054453,-1074.1335827021935,2.10959538299129
77736.38768258788,20894.453487102728,9328.657418947323,-1846.5731714058973,1978.5432014360842,600.8588016634616,2.18307450301212
77033.91352360934,6915.18086697315,1958.8602581028113,-2528.6213696484524,635.8822010055842,248.66757359336685,2.18673876833911
-16115.497423268738,-10320.892276116949,427.4881280616995,-2721.146802228038,984.2108812567363,-852.7581364756447,2.26578497197039
-18097.077192084846,6582.1466249740515,-928.6731115041758,-2489.4244642167314,1381.61960616132,89.3032034983829,2.27083487674283
-19133.603665245202,13413.621994986763,-1209.4045304879241,-1833.0778021032334,1827.6422304506762,955.9688898045727,2.29600929534971
-15334.056561288167,-22737.318216547756,2034.7508988430945,-2135.3875039855893,2151.727160359198,-376.6811213531509,2.30516343750525
-18986.735568520977,15907.655456804965,-1501.7946930601881,-1292.239710168289,1776.469650218762,1032.8977200820987,2.31073414033149
-17655.359234622614,-2463.349659656823,22.83075766386017,-2815.0855862069843,1326.8999342871691,1167.2030104880923,2.33206780874885
-18749.66567637767,9397.096874818422,-988.3077214940346,-2428.8901688949522,1641.3686361988337,538.078818754423,2.33281406790127
-17252.345988282355,-40.88797050413222,-536.2517040365814,-3037.585417661482,1165.793571523951,-583.5960603286377,2.33585780652913
-18117.78585782509,6591.597184944553,-973.3155760083047,-2663.4658569315425,1463.3083874651375,4.450872110061638,2.33867288492065
-16893.364926944123,-10144.483332156547,650.6732343743726,-3296.823239951145,1740.0345596162717,-126.96823594743411,2.34020485222729
-19286.60170058161,13526.495022502833,-1296.1696140784022,-2461.710291841826,2109.9936407408713,-414.7501691796215,2.34614583171231
-18301.039435758226,5416.905027872592,-843.3873251212183,-3225.3844357459793,1728.9990244446021,-797.1313745387143,2.36055933695408
-17575.708847351467,-2433.5941339149917,-191.57444327954624,-3686.9564961446167,1837.7482067748144,-537.0176435094238,2.37759728821484
-18741.50051477022,8163.556158512976,-1033.7127886203164,-3363.7017579889903,2087.2583491292808,-1019.9343237043405,2.37964604173184
-18072.681237587698,2810.2792681979017,-682.3573141966342,-3597.5432185262116,1676.752723744043,-1514.1042966663351,2.38513735077248
-20371.281540399403,25835.354661161935,-2041.213365551288,-867.6473181121203,3293.2748141374495,-1022.0889425723543,2.38923433712149
-17338.94024415666,-5009.9702687784165,9.099558904799462,-3850.9826108770917,2000.7187844968528,-971.8276467335885,2.42026018433576
75932.38161269162,-15678.626391802005,-9169.382784836847,-1604.8636147679476,2316.712925572573,-791.450916353618,2.49109772687554
-18716.241522600227,4276.514896416432,-501.1018651628847,-3194.9383600381343,1826.8404753788934,-84.89719237434903,2.50804369880753
-16541.14096983792,-13946.324101533584,1072.9285250190367,-3025.7109809710346,1513.6782260453306,-1266.2307070448633,2.5163481317498
-19846.396168043673,20276.04649728353,-1654.0038455644083,-1119.7819282334206,2039.5250953053162,-916.3474261032679,2.51684399395106
-13711.83782210596,-35971.10458444891,3697.1385997319644,-277.0549097097539,3186.8623383840554,-3494.4121066413163,2.53536885040444
-17964.673613691786,10342.690583912548,-1349.951605285199,-1396.2903846399015,34.61937235618279,-1893.9321782887203,2.53906786085162
-16881.855490793845,2335.781878677794,-846.0323797616215,-1661.2527491414467,-785.7571086581411,-2464.999851384922,2.5398075029906
-16787.796744255305,3562.8008815979565,-1047.384171473459,-1476.4744548978024,-927.3403131125486,-2693.5410309505282,2.54203405058686
-17227.211083307917,12562.084467137487,-1891.8912127601996,-513.6284849339023,-794.8142207244373,-3074.078686536811,2.55893733673506
-17945.9403330679,19260.25747551568,-2210.9772621665884,624.3902515715644,-379.93342544813186,-2373.511868467505,2.57877464916503
-20841.998083296843,47333.777602443915,-2987.130545130511,6943.602458858225,3647.81101981031,-2439.555220218338,2.58923111297877
-17696.832404247754,11487.933829806687,-1539.0730847474676,-352.54706365650804,-712.1281700377772,-1369.6915845122949,2.59335315627419
-15595.392198231924,-10451.378185424015,307.717562492549,-1543.908090171723,-726.9003048733125,-1893.4143285244143,2.5973305284851
-17233.83548114168,6222.455847349051,-1144.2146846461021,-930.5901384405704,-707.4505394762973,-1099.197342653606,2.6107587704159
-16383.524480839396,-344.46585915792434,-699.7083767842153,-1253.586824514999,-918.0644920322032,-1409.12841809459,2.61496728593484
-19459.975950568307,26562.300275193487,-2224.841392644636,1548.305006740024,1243.9923608048086,-920.8893128559346,2.6163130386488
-20173.671415797286,33574.63782993186,-2469.3213804189536,2873.491050330345,2146.849036339977,-1378.8264034476535,2.62110718548498
-21879.269097786135,53602.902143510095,-2888.69228357964,8312.331717500321,5491.652833534185,-2770.7786765302176,2.64752048685691
