,full_df_name,model,best_parameters,MSE,MAE,MAPE,RMSE,SMAPE
29,Full Overall_80:20_MinMax_PCA_90,Long Short-Term Memory Network,"{'module__num_layers': 1, 'module__hidden_size': 75, 'max_epochs': 30, 'lr': 0.1, 'batch_size': 16}",0.05485429,0.1932407,0.6590035,0.2342099244208979,38.36455643177032
30,Full Overall_80:20_MinMax_PCA_95,Long Short-Term Memory Network,"{'module__num_layers': 1, 'module__hidden_size': 75, 'max_epochs': 10, 'lr': 0.1, 'batch_size': 32}",0.056430884,0.18926561,0.6925924,0.237551854771997,35.46740114688873
31,Full Overall_80:20_MinMax_PCA_90,Convolutional neural network,{},0.08480855,0.20696391,2.265158,0.2912190769421727,39.21373188495636
32,Full Overall_80:20_MinMax_PCA_95,Convolutional neural network,{},0.09475548,0.22696403,2.4705296,0.3078237778393616,41.42429828643799
33,Full Overall_60:40_MinMax_PCA_90,Linear Regressor,{},0.03878055070760416,0.1497556766612493,17383729199883.64,0.1969277804363929,35.68708648325236
34,Full Overall_60:40_MinMax_PCA_95,Linear Regressor,{},0.04631136927508245,0.1652757338810492,18503380240394.22,0.2152007650429767,40.13846824709307
35,Full Overall_60:40_MinMax_PCA_90,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",0.0631126637306839,0.1801380246028745,1.936490298917962,0.2512223392349573,36.35350337993165
36,Full Overall_60:40_MinMax_PCA_95,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.001, 'C': 1}",0.063153279581339,0.1803131703817851,1.937159877871036,0.2513031626966501,36.37552020919109
37,Full Overall_60:40_MinMax_PCA_90,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 90, 'max_features': None, 'max_depth': 26, 'criterion': 'mae', 'ccp_alpha': 0.0}",0.0716796658619548,0.2082654915848798,1.956922176363732,0.2677305844724409,40.84164818839084
38,Full Overall_60:40_MinMax_PCA_95,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 90, 'max_features': None, 'max_depth': 26, 'criterion': 'mae', 'ccp_alpha': 0.0}",0.0716796658619548,0.2082654915848798,1.956922176363732,0.2677305844724409,40.84164818839084
39,Full Overall_60:40_MinMax_PCA_90,K-Neighbors Regressor,"{'weights': 'uniform', 'n_neighbors': 1}",0.07520572805940283,0.1702049412398716,2.042558013253199,0.2742366278588672,36.38774492601992
40,Full Overall_60:40_MinMax_PCA_95,K-Neighbors Regressor,"{'weights': 'distance', 'n_neighbors': 3}",0.05130188730297978,0.1460812423033241,1.934538360807819,0.2264991993429111,31.55811752661379
41,Full Overall_60:40_MinMax_PCA_90,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.0626464047869132,0.18795437696363,1.787126405407696,0.2502926382994778,38.13116031687699
42,Full Overall_60:40_MinMax_PCA_95,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.0626662414870611,0.1878720015528104,1.790045997162953,0.2503322621778127,38.10831620388626
43,Full Overall_60:40_MinMax_PCA_90,Voting Regressor,"{'rf__n_estimators': 10, 'gb__n_estimators': 10}",0.0659870597841784,0.1758879500444338,1.842096105497536,0.2568794654778354,36.08679452467393
44,Full Overall_60:40_MinMax_PCA_95,Voting Regressor,"{'rf__n_estimators': 10, 'gb__n_estimators': 100}",0.070137470112498,0.1880274363454654,1.93355349824774,0.2648347977749489,38.35793070040138
45,Full Overall_60:40_MinMax_PCA_90,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.0779707017670828,0.2254848126088315,1.964613393503964,0.2792323436980087,43.57425614819289
46,Full Overall_60:40_MinMax_PCA_95,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.0826835972498089,0.2382365980303013,1.879368664668405,0.2875475565011968,46.12418877207541
47,Full Overall_60:40_MinMax_PCA_90,Gradient Boosting Regressor,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 15, 'max_features': 'log2', 'max_depth': 20, 'learning_rate': 0.05}",0.0685618424859787,0.1906400232751947,1.884382512293612,0.2618431639091971,38.52981961279269
48,Full Overall_60:40_MinMax_PCA_95,Gradient Boosting Regressor,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 20, 'max_features': 'sqrt', 'max_depth': 30, 'learning_rate': 0.5}",0.0783272347605829,0.2143666548673034,2.064290132669293,0.279870031908711,42.56615906906181
49,Full Overall_60:40_MinMax_PCA_90,Random Forest Regressor,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 30}",0.0692144461887113,0.1799703431035462,1.908130329155932,0.2630863854111637,36.40656738524211
50,Full Overall_60:40_MinMax_PCA_95,Random Forest Regressor,"{'n_estimators': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 10}",0.0654282038359115,0.185014549366057,1.954688168568318,0.2557893739698964,37.51137913328876
51,Full Overall_60:40_MinMax_PCA_90,AdaBoostRegressor,"{'n_estimators': 400, 'loss': 'square', 'learning_rate': 1.0}",0.0804829503774388,0.2122110611402996,2.294757331059712,0.2836951715793535,39.88244273519752
52,Full Overall_60:40_MinMax_PCA_95,AdaBoostRegressor,"{'n_estimators': 400, 'loss': 'square', 'learning_rate': 1.0}",0.0787361549169826,0.2075452404538197,2.310928104810729,0.2805996345631666,39.5206036663601
53,Full Overall_60:40_MinMax_PCA_90,BaggingRegressor,"{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 0.6}",0.05617849557057501,0.1768523933037003,1.73969371265943,0.2370200320027297,36.5446862249912
54,Full Overall_60:40_MinMax_PCA_95,BaggingRegressor,"{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 0.6}",0.05469492909797465,0.1739474590093673,1.772681252106368,0.2338694702135673,36.03382996664599
55,Full Overall_60:40_MinMax_PCA_90,ExtraTreesRegressor,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 20}",0.0639977283578276,0.1796519676409015,1.882836843048983,0.2529777230465712,36.64824051755361
56,Full Overall_60:40_MinMax_PCA_95,ExtraTreesRegressor,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 20}",0.068279944240637,0.1919587346423422,1.973807912872663,0.2613043134749923,38.30661385908812
57,Full Overall_60:40_MinMax_PCA_90,XGBoost Regressor,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 1.0}",0.0655113499208673,0.1807914758435392,1.891688204934158,0.255951850786173,36.88256955390126
58,Full Overall_60:40_MinMax_PCA_95,XGBoost Regressor,"{'subsample': 0.9, 'reg_lambda': 0.1, 'reg_alpha': 0.5, 'n_estimators': 600, 'min_child_weight': 5, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.0641302892737599,0.1817499695955646,1.908458258821136,0.2532395886779158,36.83196856937468
59,Full Overall_60:40_MinMax_PCA_90,Multilayer Perceptron,"{'module__num_units': 10, 'module__activation_func': ReLU(), 'lr': 0.1}",0.12785687,0.27768886,33437902000000.0,0.357570783936895,47.71536886692047
60,Full Overall_60:40_MinMax_PCA_95,Multilayer Perceptron,"{'module__num_units': 10, 'module__activation_func': ReLU(), 'lr': 0.1}",0.12115276,0.2686091,33107923000000.0,0.3480700484073969,46.91812992095947
61,Full Overall_60:40_MinMax_PCA_90,Long Short-Term Memory Network,"{'module__num_layers': 1, 'module__hidden_size': 25, 'max_epochs': 20, 'lr': 0.1, 'batch_size': 16}",0.08265935,0.21934313,1.9913831,0.2875053892459789,43.43138635158539
62,Full Overall_60:40_MinMax_PCA_95,Long Short-Term Memory Network,"{'module__num_layers': 1, 'module__hidden_size': 75, 'max_epochs': 30, 'lr': 0.1, 'batch_size': 16}",0.059009075,0.18253735,1.7227229,0.242917836242617,42.45783090591431
63,Full Overall_60:40_MinMax_PCA_90,Convolutional neural network,{},0.11443942,0.23928583,30115082000000.0,0.3382889599174794,42.46756136417389
64,Full Overall_60:40_MinMax_PCA_95,Convolutional neural network,{},0.0924248,0.20845784,28147028000000.0,0.3040144774219283,39.10818696022034
65,Full Overall_70:30_MinMax_PCA_90,Linear Regressor,{},0.04794549653750067,0.16542504827841,24492690175167.77,0.2189646011059794,38.36005599539084
66,Full Overall_70:30_MinMax_PCA_95,Linear Regressor,{},0.04913568958329359,0.1748143074882959,24203194385659.63,0.2216657158500015,40.33313792301576
67,Full Overall_70:30_MinMax_PCA_90,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 100}",0.0479087079187022,0.1453895507847598,33754417082983.0,0.2188805791263862,31.50803293535174
68,Full Overall_70:30_MinMax_PCA_95,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 100}",0.0480015093236314,0.1447756229328443,34243083539602.04,0.2190924675191537,31.46523591075433
69,Full Overall_70:30_MinMax_PCA_90,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 90, 'max_features': None, 'max_depth': 26, 'criterion': 'mae', 'ccp_alpha': 0.0}",0.0694826355822094,0.2050106697773112,33095416056113.94,0.2635955909764225,40.91079691392724
70,Full Overall_70:30_MinMax_PCA_95,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.1, 'max_leaf_nodes': 90, 'max_features': None, 'max_depth': 26, 'criterion': 'mae', 'ccp_alpha': 0.0}",0.0694826355822094,0.2050106697773112,33095416056113.94,0.2635955909764225,40.91079691392724
71,Full Overall_70:30_MinMax_PCA_90,K-Neighbors Regressor,"{'weights': 'uniform', 'n_neighbors': 9}",0.051977208324529,0.1531997460134655,36616621946777.34,0.227985105488339,32.03799066824725
72,Full Overall_70:30_MinMax_PCA_95,K-Neighbors Regressor,"{'weights': 'uniform', 'n_neighbors': 9}",0.0494115095188095,0.1534981079045966,34246324508831.76,0.2222869980876289,32.53469098298371
73,Full Overall_70:30_MinMax_PCA_90,Stochastic Gradient Descent Regressor,"{'tol': 1e-05, 'power_t': 0.5, 'penalty': 'l2', 'max_iter': 1000, 'loss': 'squared_loss', 'learning_rate': 'constant', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 0.01}",0.0436688363807318,0.1504063283274805,27022134356372.79,0.2089708984062897,33.99067635029024
74,Full Overall_70:30_MinMax_PCA_95,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.0565544187641623,0.1765266458722918,31819654621706.96,0.2378117296605917,36.67532059844952
75,Full Overall_70:30_MinMax_PCA_90,Voting Regressor,"{'rf__n_estimators': 50, 'gb__n_estimators': 200}",0.0457426072426125,0.1546164507530542,28982518762902.01,0.2138752141848431,33.8624634769936
76,Full Overall_70:30_MinMax_PCA_95,Voting Regressor,"{'rf__n_estimators': 50, 'gb__n_estimators': 200}",0.0459245688358537,0.1590984279759492,30281920813604.98,0.2143001839379838,34.58877209807775
77,Full Overall_70:30_MinMax_PCA_90,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.0666218695268989,0.2042446637943182,30531350632046.93,0.2581121258811737,41.478975421393
78,Full Overall_70:30_MinMax_PCA_95,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.0792262551661031,0.2266582563401547,32579334798389.31,0.2814715885593128,44.35901471361777
79,Full Overall_70:30_MinMax_PCA_90,Gradient Boosting Regressor,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 10, 'min_impurity_decrease': 0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 30, 'learning_rate': 0.1}",0.0485803559479013,0.1728145375122601,24577540019586.82,0.2204095187325206,37.47328815470511
80,Full Overall_70:30_MinMax_PCA_95,Gradient Boosting Regressor,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0, 'max_leaf_nodes': 15, 'max_features': 'log2', 'max_depth': 20, 'learning_rate': 0.05}",0.0575874631466871,0.1806752379602055,31281609761679.57,0.2399738801342495,37.47727745956479
81,Full Overall_70:30_MinMax_PCA_90,Random Forest Regressor,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 30}",0.0547760549910492,0.1780503417586266,37307080517367.85,0.2340428486218907,37.58186036425847
82,Full Overall_70:30_MinMax_PCA_95,Random Forest Regressor,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 30}",0.0504158552717159,0.1724131123083536,40367033909192.88,0.2245347529263922,37.11261776125593
83,Full Overall_70:30_MinMax_PCA_90,AdaBoostRegressor,"{'n_estimators': 50, 'loss': 'linear', 'learning_rate': 0.01}",0.0558505681929549,0.1616071064464094,2.08185743933642,0.236327248096691,33.75796421693686
84,Full Overall_70:30_MinMax_PCA_95,AdaBoostRegressor,"{'n_estimators': 400, 'loss': 'square', 'learning_rate': 1.0}",0.079802552597314,0.1958961814587728,2.420045338215218,0.2824934558486515,38.19700835405556
85,Full Overall_70:30_MinMax_PCA_90,BaggingRegressor,"{'n_estimators': 130, 'max_samples': 0.8, 'max_features': 0.6}",0.0543906609832824,0.1699986217875705,31493617347458.67,0.2332180545825781,35.61158469206799
86,Full Overall_70:30_MinMax_PCA_95,BaggingRegressor,"{'n_estimators': 160, 'max_samples': 0.7000000000000001, 'max_features': 0.8}",0.0525741720226719,0.1644433658838213,31310083815468.23,0.2292905842433829,34.83410839825803
87,Full Overall_70:30_MinMax_PCA_90,ExtraTreesRegressor,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None}",0.052021400588314,0.162196994355189,28163248197836.67,0.2280820040869381,34.36155420388864
88,Full Overall_70:30_MinMax_PCA_95,ExtraTreesRegressor,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': None}",0.0525730027413325,0.1622394609100563,33335862674565.77,0.2292880344486658,34.38170048926527
89,Full Overall_70:30_MinMax_PCA_90,XGBoost Regressor,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.1, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.2, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.0564389366903186,0.1817373709128454,29672692327571.98,0.2375688041185514,38.37507451538856
90,Full Overall_70:30_MinMax_PCA_95,XGBoost Regressor,"{'subsample': 0.9, 'reg_lambda': 1.0, 'reg_alpha': 0, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 1.0}",0.0556952003533158,0.1755320837707603,35180735427536.9,0.2359983058272153,36.75324451145596
91,Full Overall_70:30_MinMax_PCA_90,Multilayer Perceptron,"{'module__num_units': 20, 'module__activation_func': Tanh(), 'lr': 0.1}",0.11093623,0.25111452,42180650000000.0,0.333070911235404,45.91739177703857
92,Full Overall_70:30_MinMax_PCA_95,Multilayer Perceptron,"{'module__num_units': 20, 'module__activation_func': Tanh(), 'lr': 0.1}",0.11251797,0.25978002,45847174000000.0,0.3354369804004435,46.15036249160767
93,Full Overall_70:30_MinMax_PCA_90,Long Short-Term Memory Network,"{'module__num_layers': 1, 'module__hidden_size': 75, 'max_epochs': 10, 'lr': 0.1, 'batch_size': 32}",0.059876624,0.18751831,1.5344299,0.2446970054879933,37.42221295833588
94,Full Overall_70:30_MinMax_PCA_95,Long Short-Term Memory Network,"{'module__num_layers': 1, 'module__hidden_size': 75, 'max_epochs': 10, 'lr': 0.1, 'batch_size': 32}",0.06115349,0.17823324,1.6099591,0.2472923170992795,37.60097920894623
95,Full Overall_70:30_MinMax_PCA_90,Convolutional neural network,{},0.093688935,0.19463794,38048348000000.0,0.3060864829446534,36.5424782037735
96,Full Overall_70:30_MinMax_PCA_95,Convolutional neural network,{},0.12093076,0.24275176,39040615000000.0,0.3477510044541377,42.41117238998413
97,Full Overall_80:20_Log_PCA_90,Linear Regressor,{},0.6175990542214279,0.5345202865946196,0.3819845933091867,0.7858747064395366,28.82034050562289
98,Full Overall_80:20_Log_PCA_95,Linear Regressor,{},0.5516014345423169,0.5388880502326573,0.3551463410390374,0.7426987508689623,29.66016262342469
99,Full Overall_80:20_Log_PCA_90,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 100}",0.901156844865605,0.4839153813759241,0.4639503675012855,0.9492928130274688,24.23272021702278
100,Full Overall_80:20_Log_PCA_95,Support Vector Regressor,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 100}",0.9003133196481309,0.4841247802076778,0.4637489556751711,0.9488484176348352,24.2445400720754
101,Full Overall_80:20_Log_PCA_90,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 1.0, 'max_leaf_nodes': 50, 'max_features': 'auto', 'max_depth': 32, 'criterion': 'mae', 'ccp_alpha': 1.0}",0.9192366690576378,0.516679596803366,0.476131090966514,0.9587683083298268,25.44958382348285
102,Full Overall_80:20_Log_PCA_95,Decision Tree Regressor,"{'splitter': 'best', 'min_samples_split': 5, 'min_samples_leaf': 2, 'min_impurity_decrease': 1.0, 'max_leaf_nodes': 50, 'max_features': 'auto', 'max_depth': 32, 'criterion': 'mae', 'ccp_alpha': 1.0}",0.9192366690576378,0.516679596803366,0.476131090966514,0.9587683083298268,25.44958382348285
103,Full Overall_80:20_Log_PCA_90,K-Neighbors Regressor,"{'weights': 'uniform', 'n_neighbors': 9}",1.037205499880848,0.6779602425680636,0.5144413950393915,1.018432864690082,32.70955248055349
104,Full Overall_80:20_Log_PCA_95,K-Neighbors Regressor,"{'weights': 'uniform', 'n_neighbors': 9}",0.969389884805654,0.6593045975543879,0.5053249420127931,0.9845759923975671,32.50254402008206
105,Full Overall_80:20_Log_PCA_90,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.8490141529360438,0.6103697341333192,0.4656658252286314,0.9214196399773796,30.02459781107994
106,Full Overall_80:20_Log_PCA_95,Stochastic Gradient Descent Regressor,"{'tol': 0.0001, 'power_t': 0.25, 'penalty': 'elasticnet', 'max_iter': 3000, 'loss': 'squared_loss', 'learning_rate': 'optimal', 'l1_ratio': 0, 'fit_intercept': True, 'eta0': 0.001, 'alpha': 1}",0.8491213580581933,0.6106134105351284,0.4657243060305754,0.9214778120270684,30.03549002646066
107,Full Overall_80:20_Log_PCA_90,Voting Regressor,"{'rf__n_estimators': 10, 'gb__n_estimators': 10}",0.8069140713883692,0.568510426332541,0.4338932794879242,0.8982839592180021,28.56304869894262
108,Full Overall_80:20_Log_PCA_95,Voting Regressor,"{'rf__n_estimators': 10, 'gb__n_estimators': 10}",0.838222091232269,0.5820984393918196,0.4382901757062532,0.9155446964688666,29.59028520955853
109,Full Overall_80:20_Log_PCA_90,Stacking Regressor,{'final_estimator': LinearSVR(random_state=42)},0.8350688893659648,0.5105944632842804,0.4585955489581782,0.9138210379313692,25.72761521873842
