0,1,2,3,4,TOD
59.132779838488084,38.62852769675819,15.055714289505524,-11.881051964790004,5.032486691881385,0.750610688492847
-14.368549733401728,9.038501643412364,0.40319109120360325,-11.573233110159588,11.12149251380814,1.16298914923932
-13.513276128184732,0.4190379282437659,1.952438527894523,-10.186832398164892,12.113062678576307,1.46717689965213
-12.46040097052171,-7.393702182690929,1.260859351320719,-6.061463335629756,13.44591368201633,2.08856392307049
67.46163947005716,-17.277241207899316,2.853450086536456,-5.225412374914795,8.95390414977176,2.18307450301212
65.17227429149614,-7.920709994781069,11.56037064842789,-2.1565771140351186,7.296855964669156,2.18673876833911
-13.518003217500349,-8.72425446728823,10.883049749544412,3.3563750949256455,9.134980699197502,2.33206780874885
-13.008054373734842,-15.777976887276036,10.23415086307467,6.3660104603320224,4.378129350278602,2.36055933695408
-13.196342213054496,-17.704528023940348,10.093674364168491,5.7732765954739635,3.457326604904497,2.37964604173184
-13.754224386072034,-14.140228867714097,11.994673103630436,7.010668783657127,1.2492444217283096,2.38513735077248
-15.140066741363212,-9.547531282201293,16.547056643265165,6.991900988431527,-1.729436312659582,2.42026018433576
-18.408009269122047,9.164747886983651,26.42251638215203,6.257756954168449,-2.925632650727332,2.4291236317457
-14.01021825597873,-15.620420344754974,13.964605988349279,6.476492769310772,-1.3447553807767874,2.50804369880753
-15.914383683421784,-2.1490431702014554,17.777003849338907,5.315753240683319,-2.1907903878901784,2.5163481317498
-18.771780900633537,15.714161933326881,21.87479893059837,0.8293855837204918,-6.075709412519587,2.53536885040444
-12.565515337771817,-24.12189486640998,4.328099326126703,-5.134663022587642,-1.9432973655821912,2.57877464916503
-15.711645393070436,-1.864153267085948,10.596905637446035,-5.638373956209181,-3.2766165930918576,2.5973305284851
-14.134852698713296,-7.563801678500779,3.596706198253024,-8.276115757783542,-3.809551470623848,2.61496728593484
-13.13634605823772,-13.295657827320062,-1.17796788342075,-9.035712463442634,-4.402419175083949,2.63037099195316
-14.995855615041318,-0.43850887035336444,4.032819585604755,-6.871892063554607,-3.9910962811559196,2.6328874323846
-17.062453444021184,16.604912015771117,9.191544043525782,-4.137283727108965,-6.4223376486450885,2.65774839944431
-11.928865759586252,-12.639776661824783,-5.654022100242883,-4.7632927907432085,-4.279223058095974,2.66902438214515
64.10433652923557,2.088452012300478,3.265335073300507,-5.178036165726317,-8.799922634212232,2.67141187871117
-12.877755491946935,-1.6180654650702937,-5.8034623066606414,-5.979277238124366,-4.511129800043435,2.70734302644648
-11.612797939291427,-10.8744202747488,-9.109315711542106,-7.216203270146843,-3.004822410268225,2.71476581851356
65.92400345386892,-6.592345939440951,-2.580019688271644,-4.463257740793173,-7.0871299645537205,2.72970170914493
-11.344030048250934,-11.30672300257503,-10.541687566243583,-6.8272385363896575,-5.052347509069474,2.74010038968903
-12.582725480017569,-1.5467292046099652,-8.087320187145524,-5.493177299680982,-5.488970732681692,2.76127856056312
-12.925897398371667,-3.491927214222989,-6.114833706212092,-5.373970742503625,-5.278943492777368,2.77982401489326
-13.456270305051838,1.5687010457201584,-5.5940519538359865,-3.818941989315069,-5.97893045232088,2.77986657492998
-11.876821465625229,-0.10190879632234937,-7.316455416171595,4.82873557519978,-3.2708685198202923,2.80843505445744
-11.951172465649972,1.1316900130304899,-7.134625127245969,5.564138386871023,-1.5940560248457407,2.81266820236444
-11.076863250083717,-1.5714487799074979,-10.646639422117074,5.76739085517786,-1.0774986662752943,2.85672732029026
66.70285080232023,-5.465712906125967,-7.432929584942508,8.66382763894437,-2.237063035726298,2.86260518890027
-10.126052310046814,-5.817260954398698,-10.920593028906184,10.947608563647941,1.2988778298615244,2.95012505119653
65.42071143231533,2.4951934509991744,-4.0991124999121125,10.553803888267563,-1.8164529160854883,2.95610854312015
-8.278252945792195,-7.5909381461733725,-15.07529261323788,16.168871226935554,5.882478037695517,2.96869869344855
-14.640318329973619,27.299862175455416,0.8749100182935879,14.047734221635583,-1.166406395093522,2.97221145872787
65.57538955417847,3.422013618391245,-7.644544530650663,7.944155614566213,-2.6824416378751335,2.99047348030753
-9.91136480285006,-4.759245388795138,-15.57127771250731,4.4910951334769855,3.162996434371455,3.03347626130792
-15.493092242741495,29.679863597701413,-1.5939729752146354,3.0732238976416806,-1.0742082536800304,3.06625134347406
-11.0786847848061,1.1398267932626167,-15.427726341832722,-2.4983598704484082,2.063456650904214,3.0695144298855
-12.8027226282447,19.667981582851738,-9.742556630895253,2.857097149397637,2.8295453846543377,3.07440361009707
-11.735918513354823,6.62656069324965,-15.557661270468959,-4.786871968343094,1.4145896311860056,3.08445314739589
-12.158955214436531,8.356121581291955,-14.245113662058445,-4.346266907080344,2.8807945256580387,3.09030469127879
-15.65434816159761,31.129172667022505,-1.5152765163862905,2.0307654330161453,2.2473397138864386,3.12236944474146
-12.311097414396547,12.740827336864239,-10.177415315437672,1.60743775217564,4.548583217116775,3.12936400933147
