0,1,2,3,4,TOD
-49.17043290213926,-34.42496518444935,35.71956052300142,27.80738880684515,-9.424956178831474,0.0059506144591901
-61.6614509132746,-11.137939991908803,-1.7402898635261788,-7.7929285762787535,-10.362743742792654,0.015261738676321
-47.47819259457927,27.36845651515386,7.282404449782084,-28.030300384131774,39.6319720408499,0.0171651860055275
-76.42060089443257,-12.468806619772092,27.921303892401724,-50.79336134168958,16.562082616457104,0.0215305773122087
-34.37973007559393,52.554550643134505,-64.68662003692243,13.06084655064944,31.390467900132855,0.0233757601547069
-48.4563380561031,5.016841248767491,-17.8114383187859,-10.924346871373718,-11.427230138646884,0.0455997960795833
-95.53265261516188,36.26391895242606,5.449370701050853,-9.870883938556716,41.26343190707422,0.0901777202819192
-50.09048547193385,26.05821452912611,-42.78404927409696,-10.013648717158134,-6.093787878998471,0.108536601088434
38.53582848046609,-48.98119451076521,-37.625834683050556,27.683602145020448,-48.74425606875965,0.112106469276672
-64.03574187375406,-23.452961880728882,-72.05646334866233,21.79788147203406,12.20276378467179,0.135830459809855
-44.528081616031464,-6.570079225726237,-50.44652766921658,-34.82535298474408,4.40206800567949,0.136991595400043
46.43309367954455,-52.695202578323524,-47.6893741508119,5.967386967689275,-10.901228475193731,0.173634963621368
-45.00061948088894,-64.17587907441546,-54.80941244287975,78.25546353411227,-9.76663573654298,0.186243258439798
-99.16289012982627,-17.516196045929714,28.580165741934835,-57.07718726055163,2.1131483386753613,0.208532477647416
119.0475111334155,-100.80849035249591,-49.00888501290211,-42.53349995434936,-31.678048793124464,0.288498022598261
-79.9608499545654,-18.71993428814297,-15.868769738793663,-43.16788683545001,5.770085306269338,0.317551992063239
5.44307440681622,-42.941650044579816,2.2581683222130913,-11.737298892395719,-29.69526434037051,0.348021096770884
43.83877281633204,-35.275237714742836,69.48946977281729,-0.6512472001506501,-2.0378873447888957,0.354883753233385
-37.90899325730285,-56.32211070782231,-37.03117230462359,61.851516630444834,35.058015118006864,0.355450756303515
-11.186523149457727,-56.572721326317314,46.2253465028358,-41.101696570532965,7.153970118285142,0.382669986782207
-137.90057779754284,-37.40765664763548,35.17873776816639,-4.830648716392971,11.815835780537565,0.384080420977634
71.37562927500552,-14.131791825484251,-0.9285820718648614,-1.1758196645821715,-16.819589920338146,0.41579946579107
22.649750683260073,-45.65885777444307,-11.869704460957639,-25.619650369452827,-24.337068001542818,0.417912326712853
-21.98321682241763,-31.349706319495056,-69.26723706427966,-40.64572584979099,-10.733596379264965,0.432561567120692
214.29569526871478,-0.9610342775272707,-98.41655160275131,-82.83608149828424,-88.97497526650837,0.43498657276442
