TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
-0.839253719086909,-0.8046863649877515,-0.36413233435873804,-0.011491781724085876,-0.05802993173722858,0.04188599468285553,-0.03356968580088274,-0.033893333016069824,-0.054608764257521286,-0.008091372250721814,-0.003163863420612715,-0.02006505809759972,-0.05655662733802101
-0.629508410326847,-0.835682269451908,-0.02268111363343251,-0.1270638634889178,0.07967723174207672,0.08888977713890246,-0.05552541228644272,-0.046279219067071595,-0.05837471468547446,-0.011671064975555987,0.014672152354358791,0.006357410963705821,-0.07635268597286053
-0.552569765555599,0.19258925138247082,-0.4493802012856956,-0.07975472749186016,0.08953191083756563,0.10311070072317977,-0.04469973050657878,-0.059710452234647764,-0.0739812061707981,-0.008495298199262669,-0.0031201439051963833,0.018509748241829,-0.06495178321526363
0.085024864095449,0.18933012202919353,-0.39491882600293843,-0.10853698192479777,0.10629012361966077,0.1141608192094218,-0.030795818858682763,-0.022353635387229412,-0.062279366240171385,-0.022506003714521338,0.00982748605730098,0.038955202678858776,-0.046765013323975396
0.458468272734064,0.16842116673612356,-0.14461060678080906,-0.148278461590807,0.2221721585507993,0.14327609542158995,-0.06877996199959818,0.005040645899485748,-0.032045059647170956,-0.03322424493619706,0.022772552414566882,-0.005421769414990936,-0.05446939652499475
0.750610688492847,-0.7936301918919678,-0.5771852464073636,0.024565152999956534,0.14587671763332236,-0.002298701685129233,0.024745301719413762,0.06395812415265885,-0.014998054714087798,-0.04521259469940786,0.015153319300124089,0.024586233735284242,-0.02487592403151524
0.933069430133357,0.16930346101841548,-0.11055240309909457,-0.09936801057651894,0.31887376128842393,0.04717845257221926,-0.02649498779618556,0.04426033246569895,-0.0022129716377448745,-0.038228153382468315,0.04203352798333618,-0.004259686287089801,-0.03223397664001549
0.964985078500852,0.1601351090236623,0.030689392598812627,-0.1159957189876865,0.3486265592003381,0.03943351782141078,-0.007132415372771344,0.03619047095931073,-0.020892289631334014,-0.04204805731032394,0.05934890841759073,-0.01125667553410744,-0.03491307420339925
1.15457215880067,0.20407848332222223,-0.4437806298446016,0.05435153030766559,0.21506382758388135,-0.10605295123919851,0.014905637389209874,0.09552158424893455,0.04295170938810346,-0.03018005066874422,0.0731535154364625,-0.03928002913395854,0.008090500465023374
1.16298914923932,0.187788602289628,-0.191379424673116,0.047303795942027854,0.26782299899776124,-0.13658061980779077,0.04457038630718419,0.09106534942854179,0.01889657283569982,-0.004878866170911813,0.07547951307804913,-0.06389394798779748,0.007693389456351121
1.39767420290358,0.17606627637403782,-0.061659790204027023,0.047703577705597966,0.33295033667051116,-0.11471325990803123,0.0323711030580539,0.06341173677433927,0.011868770642648376,0.012789366726156826,0.07274879361387299,-0.07186196630939158,-0.0008982647215623775
1.46717689965213,0.1811209580299366,-0.08299604393203058,0.096783134152691,0.2878678729303613,-0.12979106571851437,0.051076555372749036,0.03476728160218238,-0.009939702528572422,0.013054797526957842,0.05788103355756001,-0.04528514257241439,0.0011555017527727115
1.57934041643112,-0.8430528218011456,0.21288780456808404,0.07379662345890486,0.27846461533252015,-0.05230590548044191,0.008728426317549965,-0.025938030857882977,0.0037264157679762922,0.02738160184422245,0.09517625670764517,-0.034441982098653755,-0.024128178605163843
1.68746124857948,-0.8183763037486845,-0.01592713530520107,0.21104280951305315,0.15601743934342252,-0.09645540213338959,0.00751523779521028,-0.034126108575657454,0.004186893890367434,0.03494816343298758,0.06795601147386726,-0.03464194131965669,-0.005319847745703592
1.90189828659735,0.16346203503134527,0.18658105465965388,0.15642122008382864,0.27098463968131664,-0.05731394599373743,-0.052751469868339354,-0.07178112985391638,0.018215057543156367,0.0447280062554394,0.018442061084930586,-0.0529319900210012,-0.0028243334578883952
1.99736532572493,-0.7968753146010302,-0.34233272196963643,0.3314565535335694,0.12834368385669886,-0.06698783321591711,0.04928085551427504,-0.12855942254932282,-0.040640023208403514,0.043530975537811115,-0.03571987121416346,-0.009029101988904402,0.015891355924428828
