TOD,PC1,PC2,PC3,PC4
-0.839253719086909,-0.8068637730813001,-0.3352020779167291,0.04173002080629581,0.028275320463827216
-0.629508410326847,-0.8350317524059966,0.022910797171656425,0.1405180736552067,-0.07790505272319534
-0.552569765555599,0.19324976554953913,-0.39236429633821257,0.13955539023722274,-0.06910522506070481
0.085024864095449,0.18965768086169932,-0.3347902488358375,0.13934398655432004,-0.10360475692080341
0.750610688492847,-0.7961615530007486,-0.5328205669993596,0.07472225686729217,-0.14388037386331928
0.933069430133357,0.1711289333027561,-0.048553618032082364,0.16341703109407638,-0.23977143895862219
0.964985078500852,0.16374615571282072,0.0937160722046189,0.15095920537806376,-0.2643449528695537
1.15457215880067,0.20098576684093325,-0.41807581100005586,0.03539291608538748,-0.19518243800201673
1.16298914923932,0.1871989519080327,-0.1718750965466255,0.012912139265968462,-0.22985032860190308
1.39767420290358,0.17898025582908747,-0.02765986120386034,-0.015911149214057153,-0.24701798311901174
1.46717689965213,0.1828716241314193,-0.06956077293829109,-0.03653739180273064,-0.23265092836381238
1.57934041643112,-0.8368316298995734,0.24373221197971529,-0.0997245539112565,-0.17811996417455686
1.90189828659735,0.16812514623978214,0.18291428074965202,-0.09524062644837243,-0.18992882525121815
1.99736532572493,-0.7963002925277392,-0.3686245478107402,-0.20094924992802587,-0.13173647510174377
2.08856392307049,0.17825635941688805,0.034584899229442294,-0.14299295528306918,-0.18528378781565316
2.10800584058625,0.16514617495015882,0.23684990809171272,-0.10120324256768765,-0.16279652569115052
2.10959538299129,0.20252271833131533,-0.27846966200601064,-0.1906589796755571,-0.05041127545257286
2.18307450301212,-0.833312662113915,0.2531493081486412,-0.15692117403619793,-0.07588572204623853
2.18673876833911,-0.8225424869297693,0.08776087841691188,-0.16002340365461223,-0.08346370659461916
2.26578497197039,0.18965865485328667,-0.07511558048272693,-0.14423532704015912,-0.0656994464729536
2.27083487674283,0.18154154565897468,0.09624478758576037,-0.15931286873393827,-0.037232123130589774
2.30516343750525,0.20107713313212344,-0.181071395049444,-0.19302890077970888,0.022901057529900494
2.31073414033149,0.17554139292319748,0.17845055547566985,-0.13999496250023297,-0.057790328262918585
2.33206780874885,0.18682448512973265,0.00016290130148760245,-0.14680596827670245,-0.05563689746915225
2.33281406790127,0.17941215595996066,0.11020022814015773,-0.1362780425724029,-0.07659148736717016
2.33585780652913,0.18572043786009684,0.02821555666433278,-0.14767939022042623,-0.04125348503988495
2.33867288492065,0.18161005505196623,0.09152275506204093,-0.14666768781260806,-0.048369439656291986
2.34020485222729,0.19287195615174993,-0.06074967102723863,-0.18022044705956272,-0.0022061737571987122
2.34614583171231,0.1782889855081056,0.1626187067733327,-0.15996194951909895,-0.014862953020890747
2.36055933695408,0.18336883434024195,0.08992073173503423,-0.19013607848006586,-0.01001700060732106
2.37759728821484,0.1878410958532442,0.013859336129050104,-0.19234945762356043,-0.005379416879507848
2.37964604173184,0.18077683631344885,0.11235736724669573,-0.18371909393234537,0.0009367661377616045
2.38513735077248,0.18425314721981337,0.0640817569745197,-0.20435909223354543,-0.00304611016952594
2.49109772687554,-0.7992338569169478,-0.17332765956453178,-0.27301871551218365,0.06149583516776603
2.50804369880753,0.18274291112527535,0.07396102267029687,-0.19284623116226474,0.00038646067219977147
2.5163481317498,0.19356367660441387,-0.10267838818402523,-0.18184805414121114,0.01968958040313731
2.51684399395106,0.17187266203118107,0.21239270136179056,-0.11577659235279839,0.0013614045879375089
2.53536885040444,0.21023919215457046,-0.3068238212980544,-0.20931136567511122,0.13470313213725607
2.53906786085162,0.17838047743635424,0.13828888509733497,-0.0948893867318743,0.057768479283014144
2.5398075029906,0.1839625556133284,0.06888796574965914,-0.09190784575696408,0.08974096190476163
2.54203405058686,0.1830412236399179,0.08818970319675214,-0.07532988903784144,0.12506239309061734
2.55893733673506,0.1771718152712075,0.17618367760064335,-0.048931568099419606,0.12156184415451955
2.57877464916503,0.17218795334923026,0.22775762453222267,-0.023960764991032293,0.07018097920952669
2.58923111297877,0.15422917132477992,0.47159948203553065,0.02974905629200602,0.028304145888124126
2.59335315627419,0.17598695858976346,0.1521015034149742,-0.029095341936164566,0.057276304783168
2.5973305284851,0.18961508587238943,-0.060718577759804035,-0.047528243259182,0.07018746159521802
2.6107587704159,0.17778186160562906,0.0910091934453478,-0.01239573140849491,0.038893592834531795
2.61496728593484,0.18161590527811952,0.03163770216941047,-0.020109182182032316,0.04583668208216771
2.64752048685691,0.14857822671969542,0.5047811432364228,0.04824755374842775,-0.03112154874449721
2.65774839944431,0.20342365076840913,-0.2611449978162153,-0.10613235624313318,0.1262317060348376
2.66902438214515,0.17462824154827195,0.1283257835397576,-0.03295061518257607,0.03646134921592678
2.6712265052914,-0.822604927636258,0.06920100328024008,-0.044448025816515024,0.07223640347922451
2.67141187871117,-0.818903226543939,0.004255862957008186,-0.04199396320118313,0.06843450241284345
2.67758259571282,0.1742536576850752,0.0994693231958542,0.026010723752919386,0.053463692245352426
2.68219852222396,0.17299596872049697,0.10149954553352186,0.04125622361643811,0.03999203653112336
2.68246651004765,-0.8370970680369194,0.2280627546930689,0.05416575169575624,0.00862007683779306
2.70476229064367,0.18917722432001188,-0.1434779700184791,0.04916673026156747,0.029558098568415833
2.70734302644648,0.18239207174796526,-0.01358757900224708,0.03162065869840207,0.028704751287604878
2.71476581851356,0.17441332917086572,0.10375109136664494,0.04141922130980544,-0.007764746668719263
2.72099282937656,0.2068617262490197,-0.35527649916132886,-0.049013718471487944,0.08317085993228433
2.72411926260165,0.1729845459813039,0.11409806691243639,0.02379515561254951,0.002964618917345931
2.7255837211494,0.18985731731579444,-0.12013689503711496,-0.023695147685079403,0.06984914519344503
2.77982401489326,0.17963043861130676,0.012731635043322804,0.007571070882998561,0.059675141208001305
2.77986657492998,0.18385432119997852,-0.03647984324670088,-0.011035043451548996,0.12375562460001915
2.78060947421184,0.1806204572956081,-0.004058680511195643,0.029532705983173604,0.12060902863532634
2.78491893983045,-0.8122996062170237,-0.10660880678877152,-0.021115910471916216,0.16450197572721909
2.80303027673118,-0.8319083886903508,0.17233094700958218,0.025182787477197092,0.10662288444237565
2.80691158427679,0.16263229053820838,0.2684855784433828,0.08329184787506594,0.07833410414805653
2.80843505445744,0.18282093269677116,-0.013127102851481927,0.046373690643603346,0.11448722921798135
2.81266820236444,0.18389918226189386,-0.028478103751611472,0.030108501446384373,0.08104272565925003
2.822196534187,0.16676878898129333,0.2124712657219374,0.08295635453989122,0.022926428653352215
2.8475523363971,0.18724759450337425,-0.1125702772654758,0.05320409932475666,0.04975600718555868
