TOD,PC1,PC2,PC3
-0.839253719086909,-0.7945583096776038,-0.33748889898406437,0.0026703446369384706
-0.629508410326847,-0.8268954390046006,0.037129355316455684,-0.07877233313921922
-0.552569765555599,0.20731655290886195,-0.36422652088426655,-0.08702412309310284
0.085024864095449,0.20210061860822642,-0.30533625993917707,-0.10180301802775134
0.458468272734064,0.18011812892599752,-0.030699443455285292,-0.11415979777008685
0.750610688492847,-0.783131817138222,-0.5210571359285441,-0.05639290794238755
0.933069430133357,0.17759910324889794,-0.012613429505273825,-0.13272961732444144
0.964985078500852,0.16673344431229375,0.12381417139995779,-0.132957062648671
1.15457215880067,0.2107895967555201,-0.4003212426909904,-0.036393892515202184
1.16298914923932,0.19211297986375142,-0.15787585536680437,-0.02627401413286949
1.39767420290358,0.1808855669184741,-0.021699903846104804,-0.038704328083865196
1.46717689965213,0.18512088446959452,-0.06728354200594573,-0.012933690407907287
1.57934041643112,-0.8400439282566047,0.21971866987935304,0.004144476643582465
1.68746124857948,-0.8158536264742117,-0.053124633276443414,0.0829994789029816
1.90189828659735,0.1672401135389429,0.18675431408051751,0.035277482834585434
1.99736532572493,-0.7886566887819242,-0.386746316499605,0.12099760413922549
2.08856392307049,0.17932080765673394,0.035548100587922994,0.05031017756130125
2.10800584058625,0.1635684500586994,0.23803684159318625,0.039872181323855616
2.10959538299129,0.20786160585754784,-0.2879154188931195,0.12704943126520873
2.18307450301212,-0.8364475315976716,0.2300771160332366,0.09513081181621967
2.18673876833911,-0.8235871838791436,0.06468125117125931,0.08736008821777147
2.26578497197039,0.1911059216519439,-0.07975167733211155,0.09288190271523392
2.27083487674283,0.17882869809339624,0.08582659649554616,0.09465059579750584
2.29600929534971,0.17377789161522395,0.14607955512482074,0.0722420200226211
2.30516343750525,0.20301240482644461,-0.1967179635715677,0.1403409291393177
2.31073414033149,0.1721674405593478,0.16992654775326363,0.06716579004704998
2.33206780874885,0.1866999790429515,-0.00308199536056112,0.09290446012418135
2.33281406790127,0.17805053251385214,0.11056203541374571,0.09944807279247306
2.33585780652913,0.18541570657264897,0.026707071417898312,0.11146276066112115
2.33867288492065,0.18043821295089493,0.08949552762603187,0.10797572793849985
2.34020485222729,0.19421669087510873,-0.06641915964421996,0.15549888117960003
2.34614583171231,0.17615189006749507,0.15775144432103114,0.13492365128331493
2.36055933695408,0.18215001170538597,0.08613095035873804,0.15772155939442833
2.37759728821484,0.18860290820307518,0.01803398868121734,0.18739187391778953
2.37964604173184,0.18051294747605234,0.11811222545989578,0.18090397965859578
2.38513735077248,0.18398704439726996,0.06402050798002007,0.16749509824532574
2.38923433712149,0.16714528375372276,0.27806734425479396,0.1619163690322583
2.42026018433576,0.19015300814399755,-0.007831197970470934,0.19547273496603934
2.49109772687554,-0.7975141628434591,-0.20094100531900053,0.2152248660530098
2.50804369880753,0.18197411966782787,0.06733293267997513,0.12505266149096603
2.5163481317498,0.19587708376658358,-0.11113061994838837,0.12135388651460564
2.51684399395106,0.1696042583981162,0.207315323725134,0.06963402460177275
2.53536885040444,0.21548899656293188,-0.3244801547896853,0.18839785133405035
2.53906786085162,0.1775937571697814,0.12619380324689342,0.10842431163560631
2.5398075029906,0.1839817324176476,0.05421587142081453,0.11517870677097373
2.54203405058686,0.1829346219076152,0.06772628458563505,0.11541607490575853
2.55893733673506,0.17600538936050356,0.15400401668401867,0.09622130835511587
2.57877464916503,0.17059566359387746,0.21402279631881269,0.07469902033186292
2.58923111297877,0.1495622813399319,0.45852043680303595,0.021421857452687914
2.59335315627419,0.17591704892018273,0.13912091138003255,0.06721063363228943
2.5973305284851,0.19265165600559334,-0.07245306137157102,0.06976062447685258
2.6107587704159,0.17880286545754828,0.08587398013597863,0.03435938498012545
2.61496728593484,0.18339437395307653,0.019027846095996993,0.018071887457905424
2.6163130386488,0.1627652054793623,0.2602299070395144,-0.021508450170799644
2.62110718548498,0.15766176075924698,0.3260583165821859,-0.02129382957919917
2.64752048685691,0.14315693473144134,0.4962522516768951,-0.04799595006715299
2.65774839944431,0.2080769912544844,-0.29034977182804433,0.05874821188895414
2.66902438214515,0.17402025390224568,0.11268537924172399,-0.009262763004855054
2.6712265052914,-0.8220029774839507,0.03566593024059526,0.023414766042678108
2.67141187871117,-0.8174717730187698,-0.030255594621974736,0.006612178608746582
2.67758259571282,0.17530004493065826,0.08316336431072119,-0.04564273157294426
2.68219852222396,0.1739355832992695,0.09093998729001003,-0.06514499832386286
2.68246651004765,-0.8386556740316876,0.2060856846055073,-0.08049343594634271
2.70476229064367,0.19335046374629988,-0.15061176740608198,-0.051962303447519974
2.70734302644648,0.18390819892261398,-0.022730142458028717,-0.03831005452230336
2.71476581851356,0.17364852633680503,0.09822800546277732,-0.06896183209711428
2.72099282937656,0.21239363455658813,-0.3678372231516687,0.0057142575361888385
2.72411926260165,0.1728903622418408,0.11113175054278567,-0.05352836650467603
2.7255837211494,0.19371932024625638,-0.1320955076905573,3.7762697949493294e-05
2.72970170914493,-0.8285600015201738,0.0966457445946253,-0.027658277368179683
2.73318651452736,0.17830000159910692,0.05955883001973438,-0.017105948628796268
2.77982401489326,0.1820953230530924,0.006219313277824769,-0.0391875862875565
2.77986657492998,0.18730316661033364,-0.05142915569362123,-0.016702802961612563
2.78060947421184,0.18529828653425406,-0.006088354037857108,0.017153655733877164
2.78491893983045,-0.8067631039812565,-0.12954169343412053,0.06178464406533231
2.80303027673118,-0.8305392920455461,0.15090888070158168,0.0068528109492896954
2.80691158427679,0.16304772657302405,0.26522635086413693,-0.021023473421144964
2.80843505445744,0.1864661258830817,-0.02069687758012235,0.009905385016274268
2.81266820236444,0.1870945826176872,-0.03467051023598623,0.0023072891629711007
2.822196534187,0.16591422672951606,0.20808501790061665,-0.060152437006517026
2.8475523363971,0.19242020789544512,-0.11136627687725865,-0.016968119953050944
2.85336304145109,0.1708026244571259,0.14389448736981003,-0.06483474091262498
2.85672732029026,0.1821272430405054,0.008721238763500281,-0.03935993510228021
2.86260518890027,-0.8295264811824429,0.11677539105512875,-0.03854245768837628
2.8740814591129,0.15922311892636376,0.2835234789760985,-0.07301735813310095
2.89250602650154,0.20457984847216273,-0.2531627411640332,0.023245675075385136
2.91396501194177,0.1742399027675348,0.11514179249963043,-0.021225201029823063
2.91854539249795,-0.8163833485303719,-0.038271771483665146,0.009201973803707514
2.92093387757412,0.17445690592597676,0.09884204542693752,-0.046396124117884956
2.92289948616032,0.17226198359304762,0.12323832914932932,-0.057348843291551335
2.9245341812826,0.20511144969627312,-0.2669226053743483,0.005802245996284699
2.95012505119653,0.17766343771390186,0.06170851260518576,-0.05592585835737237
2.95402911018931,0.17600577759458877,0.06845660341494815,-0.08049628071355752
2.95610854312015,-0.820864893089165,0.004324518546141237,-0.04148770685783452
2.96869869344855,0.1730414112455205,0.10413755518883151,-0.08582335190233181
2.97221145872787,0.21344247800817265,-0.3902567060033683,-0.021109799907381283
2.97239227252202,0.17868887016695728,0.02938941986558186,-0.08195110086032877
3.00136893568393,-0.811656314590279,-0.12563897970510612,-0.04445207688443076
3.00804370738271,0.1911329801417978,-0.13891849910828755,-0.08685687718229396
3.02640701067552,-0.8100401686037365,-0.16845026516694295,-0.09896414849762715
3.02732718065268,0.17282518162960298,0.06595840845667048,-0.16321085487453565
3.03347626130792,0.17302558479825006,0.06534734598015444,-0.1650917204054428
3.03998007489136,0.16436704255393159,0.18085738183458036,-0.16198573047618275
3.05066080552653,0.16093906363925767,0.2103405456383119,-0.18941193410492135
3.0514410237781,0.1864019229540953,-0.09846656988218921,-0.15067133052664555
3.0560258509342,0.1629261801890497,0.18219876592784096,-0.1923809119699376
3.06625134347406,0.2129194683458459,-0.4035580460719136,-0.06309992271553722
3.0695144298855,0.17909131948417076,-0.0010938071718341307,-0.1339918618888193
3.07267563120043,0.2044355181196689,-0.30905448796905016,-0.09693434928453677
3.07440361009707,0.19914279670310348,-0.25120398940459227,-0.11830482010614926
3.0911588870342,0.1788104345825148,-0.0044418042305076014,-0.14701792136958336
3.09355812911819,0.21210694445605197,-0.4108507554688476,-0.10018156225213765
