TOD,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55
-1.75430895079149,-0.5182748040865152,0.08767611680849134,-0.08057577300007622,0.01801022166482922,-0.016967674789353716,0.17855260948496315,0.3130319736875655,0.6256420293577019,0.0019969009434006395,-0.04423268165474949,-0.17727158540936833,0.22747490023265082,0.03807667283169727,-0.08392337805178769,-0.03822975491748979,-0.07952789026176796,-0.052748252054530716,0.09377831088665489,0.06637145554330388,-0.09374307119618758,-0.1170796624612273,0.02946776148327193,0.016169935603352545,-0.05389701705919832,0.04953630886186721,-0.012666080510290795,0.10629746983455143,-0.11261142305506187,-0.0952395597009367,-0.02870177966480333,0.007970900764258947,0.0903396435335625,0.005697754202678438,0.01962682790384273,-0.03355627044532971,-0.039252905977305984,-0.03208792652186689,0.07265293348667722,0.008098888476938692,0.0014186382927265909,0.12510812111740763,0.08804698667027516,-0.0005349770242176037,-0.04958836789099219,0.013501781053882472,-0.05894447020017224,0.0013010107896828432,-0.000674231124828735,0.0023847036188215038,-0.00502555396328355,-0.0017763117215620445,0.0016767796528753063,0.009355747128336834,0.007905341513705637,0.044252916224752276
-0.946564987391368,-0.0878300526408302,-0.0240133010816172,0.17333587906180328,0.3013768137118163,0.2700053919927037,0.13538882658492804,0.13385979569658704,0.3120977991078919,0.0015330625365492612,0.1158970485692076,0.01967093146718186,0.05268018940958489,-0.22372365230874358,0.15904733839098645,-0.09447006047925442,-0.10201913689026153,0.08387031770476147,-0.017406132743534274,0.282874765858686,0.03051853120283163,0.02888090419732873,-0.016602838598201424,0.0461211365939941,-0.046058571968060694,0.048718931229233715,-0.1829577923115808,0.012521155794379929,0.029519483664652162,0.055547475770621656,0.09643541173184922,0.1857110986954144,-0.10313772570791611,-0.009098386144915926,0.029758826152044372,0.0005357871511329159,0.0068228252969331354,0.0006509490273245842,0.003801034829676396,-0.008855505893121264,-0.008542108584725868,-0.02734735395909021,-0.03218177770011427,0.003056858595128349,0.06388055225564383,0.00110131828607156,-0.023239015543225258,-0.01884752857228363,0.019075924399808493,0.0037016108832158613,0.0014106906517444041,-0.007017405671555975,-0.03188838950086363,-0.0014180922906183208,-0.0006793684797290082,-0.0039067161536357154
-0.839253719086909,2.15031311419498,-0.07192199996758745,-0.022293721266704612,-0.04008246302528578,0.039903687168225455,0.011214751172912337,0.0014523805752417714,0.012956181513482792,0.0008140417076623821,-0.00036839003970661675,-0.010475127683407241,0.0008666361639551938,-0.0011290421862605723,-0.008593303261222335,0.005458343530890972,0.00017290600878420057,-0.007304435502798525,0.006619945653112867,-0.008014181968208899,-0.0005259825244969293,-0.02577152234951257,-0.13446758000327633,-0.11025412771709357,-0.026879565017121923,0.02111858010795227,-0.018452054765802976,-0.00010795755033901998,-0.00938450651729118,0.01754329996310685,-0.013006687537495006,-0.0020503954791581745,-0.018239259903580263,0.25651339091110514,-0.003131028225394343,-0.08514772313517456,0.07138614965250051,-0.045922162574964745,0.0069821534964562264,-9.18039976898331e-05,-0.05488877731234241,-0.001314411281604589,-0.007877117480958182,-0.15403319631855422,0.0042337313110673465,0.030241649817871016,0.004758776052600391,0.084366819369659,0.10217497237566944,-0.09262341107073913,0.006317190768165991,0.04109031581044781,-0.01081914819549075,0.01181091572253347,-0.012740208628469078,0.012159467148331089
-0.629508410326847,2.3069763572911595,-0.07221969601627243,-0.029997379932280313,-0.037061518221331614,0.036836363270477415,0.008605818006856352,0.0022113756906372616,0.008797459118409155,0.3898761631873684,0.003812605859953335,-0.008592569476300325,0.0005880240758804242,0.00020642810645675084,-0.0067506062388844774,0.0039906323766445125,-0.0003187578157638906,-0.005383988042487733,0.005311114239285848,-0.007475476592409416,-0.0006234906361877217,-0.008078852936718327,-0.03964863091294383,-0.04170299599763209,-0.010985067597087183,0.008510285457693268,-0.012985828299874193,0.0018461336058614507,-0.001627906921860229,0.010831806541587082,-0.001111121167385004,0.020549110556768946,-0.0006133626763549627,0.2621430284662525,-0.06569121832344492,0.13151207224252925,-0.09641753597733954,0.05135850848771957,-0.011588573988077772,-0.004303839778355501,0.14050835551474664,0.004655002214017818,0.02254470614390474,-0.013424403690833473,0.015308467695176044,0.09850016227292405,0.009275485929775737,0.0016275680077368372,0.015338416290617132,-0.02582956012139874,-0.0005854422753473644,0.021391292526326124,-0.0028357752303770703,0.0030565414847147712,-0.0012558487919298786,-0.007817549503479489
-0.552569765555599,0.5147126575674963,-0.02302488418488138,0.11675844808587904,0.010472919351459452,0.00035961999143469697,0.04750610091465307,-0.021286679588971846,0.013304073580983804,0.0015832813313228073,-0.0237373489977844,-0.07903564955782057,-0.01778512311614295,-0.10288427971053188,-0.11432997610792159,0.012904236625507628,0.04409769495051792,-0.10955337932609094,0.07465129086760523,0.009518691892894969,0.03299826834842993,0.04463907014526351,0.06293491350680087,-0.15160479567956248,0.007947440712384832,0.06094138011820378,0.026113125059412497,0.026404078442984376,-0.05687599495541884,-0.027649534998327972,-0.05115022791833021,-0.14836163080132647,-0.14974158859669867,-0.009299585941252743,0.06409395862964334,0.01612783893390603,-0.03150976872128589,0.05682298420875839,-0.009145234631734219,0.034544188623983355,-0.00690489599887703,0.03473359025930505,0.046141027229988044,-0.000281672590558372,-0.05183785077312641,-0.00797246944497138,-0.03817432892507793,-0.020895413491695835,0.02344988006781009,0.015789178302247017,0.007162788929516379,-0.01005235233574708,-0.00850398552002442,0.01727274303078128,0.009891309221531537,-0.01121117015061001
0.085024864095449,0.569201337525759,-0.09180141312144084,0.029981209464028342,0.09249247316346297,-0.21883680909324899,-0.012005077188676197,-0.07222608709433553,-0.1314793213112294,0.002461191041291332,-0.2658943095527679,0.06860436451173701,0.04595768400395939,0.04586888963070271,0.10637410276746509,0.06283995530493335,0.0781626423493748,0.08441573072446697,0.059688043309812526,-0.044772039778849824,0.18293010708288684,0.2824568850276497,-0.09273589462473025,0.02666020487373885,-0.08259619461788553,-0.09318751935075688,-0.0444167083210366,-0.037259823193366626,-0.006062431501461278,0.0387233778664497,-0.09652220979452025,-0.045590770801597236,0.11181981255824706,-0.03165679340370201,-0.10151530204704208,0.06955059800590994,0.07904106704109684,-0.08027416987472931,-0.03816601751760693,-0.036000378140553624,-0.00654944272236158,0.012507507238282506,0.06333676881345847,0.0008882495970615482,0.04315636887833685,-0.007879143968452898,0.012517269795378526,-0.05315965401115128,0.05283275566153977,0.01540807286671431,0.017037376911114406,-7.633168452742114e-05,0.011453594188050847,0.007986569089927047,0.005057604205526704,0.014886187060776053
0.750610688492847,1.6123470783063423,-0.060748744314199916,0.017543647955546575,-0.037227845655006246,0.030360611721038582,0.01766994538088519,-0.006299070024181322,0.01743564171426584,0.0034279354966322137,-0.018453377926130086,-0.02263743471014217,0.0026135260182651226,-0.012025147478194172,-0.01766391716818825,0.01513564813478196,0.006886207226388396,-0.030064699225085225,0.026740133008035162,-0.020133995178152776,-0.003088702921618676,0.03367087428795057,0.030895848251035384,-0.060362320638675325,-0.022566938002429256,0.023472499093358863,-0.027584634591420167,-0.00032348648881483437,-0.01502276636071748,0.026124255688468805,-0.019327099673465954,-0.008333656641321604,-0.012526781510502256,-0.024800838050316097,0.04423548122928217,-0.06582272560756343,0.02663185016188309,0.033885807914246946,-0.008471545349979584,0.018558301080126054,-0.04922622794032161,0.014495533941019472,0.014591207231309303,0.0172470123805259,0.016214610604928847,0.03669195302410809,-0.01856051076824044,-0.00026417383470562865,-0.0010344423952288507,-0.05708002051509982,-0.030104256174440115,0.02341170129859904,0.016544530100839828,-0.08060982178937233,-0.0323707858069165,-0.015117303965759521
0.933069430133357,0.012792758432919934,-0.21104707774742074,0.2822174519479022,-0.3323050667019989,-0.5218305281007646,-0.23857263617079819,-0.051724753462645164,-0.003549192371479398,0.0007371572928024941,0.021051764803154648,0.4120716513790543,-0.03549399316626643,0.0846538931990231,-0.08204188028020565,0.037272093262054384,-0.12380399251852761,0.031033136908953284,0.16045920943441247,0.15264207054477447,0.018120111673300177,-0.04997882169200846,0.05302339427811072,-0.07725755089822559,0.03275657196473599,-0.1079606487168578,-0.08977436304196003,-0.12606700950690564,-0.096350525307001,0.002332493705426551,-0.12799566830046796,-0.007747784533544062,-0.0574867361028354,-0.005521718715642976,-0.0086986087853863,0.009180066892899961,-0.006607519135110826,-0.022085833871472872,-0.036843234346960387,0.01472826521531978,0.007139191378567117,0.07819005131928061,0.010885669855297164,-0.001367883307922278,0.0291585301727599,-0.015678894727332693,0.040902415250259304,0.009629585093213485,-0.00960889017134887,-0.0023773538655503055,0.015324961681049859,0.006891070924993277,0.02377429463540201,-0.00800679483627859,-0.006685686412027207,-0.03551012315944308
0.964985078500852,-0.4574419790962902,-0.06033182891763947,0.6035984878990849,-0.5083233177957391,-0.5293270007811874,-0.46584511045770055,0.001420716310983612,-0.07217581650151367,-0.0006732336172148661,-0.15258576076480052,-0.13640219430257985,0.1542663930466486,0.12868624871245396,0.03813348689617676,0.127709736236621,0.012539543451108985,0.07498129076990492,-0.05025139294773317,-0.10686147822565431,0.003999499798044936,0.011282896033992485,-0.014974387194206915,0.01268096464175117,0.1365642322277484,0.09412714491783991,-0.25708158802736303,0.09860485300387124,0.08035636655321061,0.03310372388394829,0.051635926777871835,-0.02835561316261558,-0.0308628131307423,-0.0032717250031634435,-0.0013765542052381655,-0.015282145098807138,-0.036854382025204545,-0.0059963888280524895,0.05169102651920374,0.003208366781543845,0.00011062168973994446,-0.02939013626188224,-0.008759987679097834,0.00045640845064883395,0.0349168936141717,-0.0022091942151626597,-0.015238090115902079,-0.008500267633098172,0.00900271383213342,0.00593714991398076,0.019431545253020346,0.0004808547817085619,0.006844576220553365,0.0056766103358997,0.0037994399137182802,0.01365207155632227
1.15457215880067,-0.08363528522647659,-0.5486794391956906,1.0504893917268237,0.13459612341492597,-0.12257802342744802,-0.4464946435732603,0.10675189757886006,0.05682723084186486,-0.0017518171081364192,0.150309388356925,-0.23366703374576517,-0.02898532805345778,-0.03952500315056851,0.026821457511789475,-0.008028385530744407,-0.11003795641302934,0.20976346376471353,0.1256655481119807,0.004536601432266687,-0.003325043534459104,0.12203868158462569,0.04643252326898519,-0.11736388818035254,-0.01717008411649474,0.005502268743846258,0.08976448945510644,0.024737685755881204,-0.14759355283512932,-0.011899916096735269,0.010004477959628024,-0.010422965876523735,-0.008399584868388665,0.002735157396942852,-0.0011675842885508789,-0.02581211842163802,-0.029734638025478866,0.009419415079550747,0.03733791675571049,0.06288851050814172,0.00882276131020476,-0.05393940715493902,0.019611711916004467,-0.0005117479311208325,0.013712897809740065,-0.0004150796595447242,-0.008561588948765016,-0.00430634745514913,0.0038971498027976304,-0.0006501089935454869,-0.028921701985348186,-0.0013655671745574183,0.0012737363931622926,0.002792495637398852,0.0023382178177820527,0.01489357787029849
