TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67
0.0059506144591901,2.4549419838452917,0.19107224488345861,-1.580395353751172,0.6132441304635124,0.9319828184382526,-1.1323226676433278,-1.798972616684153,0.48167908755398176,0.8637261565501644,0.9716768834996581,0.4153806965551396,0.5545774853655003,-0.28972709250303624,0.4780580297071769,-0.05682971587869024,-0.19476254422991907,-0.959912392509702,0.779151340092054,0.5309084781699942,0.9232712015342531,1.0869740172449103,-0.3684845566702818,0.21462759046340987,-0.2493737819199532,-0.17143670834368585,0.5115511124051128,-0.09645697054751362,0.012374368985952008,-0.12288049129875431,0.3306579358818806,0.42816805868661073,0.08593146875084702,0.46781250379831807,-1.1753012398902514,-0.054320130704970694,0.19195449898721453,-0.04544455660245361,-0.40007089087938025,-1.047225987292204,-0.11789104896124412,0.2705734512256257,-0.1962807642912064,1.4726497405310002,-0.03767054587731235,0.7794463205737658,0.01479363026335655,-0.42077632694119327,0.17484207437383537,-0.580097504802968,0.11074927079169498,-0.07498069962258994,-0.3888147587037995,0.061250954433856655,-0.111881709250712,-0.25291766392149057,0.4888149926759748,-0.46461632306089984,-1.0340429924905112,0.15166041160392763,0.1220791238818513,-0.23980617260268233,0.11399053104372962,-0.23774974187891576,-0.40542910830177215,0.10564136613022519,0.23842048742070981,0.40568023013345733
0.015261738676321,-2.1651387218359877,0.577004810149724,1.4646161359007657,-0.02004111088976118,-0.6150334550012724,0.2609226972409526,0.8152193104602847,-0.4753745667631506,-0.3189860074934959,-0.8267966335909828,-0.7185103738568065,-0.7709656564903865,0.45592407441636174,-0.4913281330423625,0.6807678682475704,0.6980293129602374,1.4389522706948712,-0.15243903639257234,-0.8716042620314007,-1.8041783083466383,-1.6842583874294954,-0.2910490450481456,0.2821289815180747,-0.34390576173987947,-0.7187418979302695,-0.03697571147448943,-0.42906476642082847,0.3305819011547939,0.9310509606613949,-0.1399827837173695,0.24706215758214528,-0.15401568563572843,-0.5168920773235589,0.6619621993950582,0.8648926023335619,-0.15973660862697442,-0.2118620852741706,-0.15893161907882533,-0.4620233484896936,-0.31887408692293284,-0.8203023445858775,0.5739728048526874,-0.35905034447734985,-0.02999540925802823,0.36660091269889394,-0.21211303421406447,-0.23228740373349632,-0.29644471193763966,-0.27970827365574846,0.06613619091979966,0.10296977690994143,-0.08581176807824513,-0.2375651641464585,0.12754739379846392,-0.25863220009144255,-0.03343737383213881,0.39313293295105634,0.1392731781847843,-0.7560747956051501,-0.01978813184658558,0.05398278025048672,0.032865997343749294,-0.2193366456494224,-0.399802231191875,-0.5969192126788355,0.4390503721613073,0.08368909641382538
0.0171651860055275,2.401535124792164,-0.9097826329921981,-0.8750282794168244,-1.2564798862991233,-0.35305400309689156,-0.25546114220297916,-0.4542980575798178,0.802944167868538,0.4266268625800816,0.715597142800168,-0.7372350588659478,0.663247535878904,-0.21692143131847086,0.3344471419865969,-1.1216366048888822,-0.3586718661302726,-1.546363654608782,-0.7364051151281267,0.5287479218827216,1.1741404925979615,1.0718078694601658,0.30932675260091846,-0.9082159283737702,0.5672076978605679,-0.025597770868161455,-0.3330030004092892,0.4383766392225138,0.08390602396862204,-0.7229213296841579,0.5855260268065173,0.05292774001966577,0.6134708573074308,0.40751097896178223,0.2798564949653846,-0.19598442232601554,0.23561790751207232,0.4059236397124236,0.09663805038650759,0.40636449667972324,0.6725094241238696,-0.5302111747828766,-0.3569712902357939,-0.943637280056059,-0.5897423343957088,-0.19985137459873664,0.37132044651705026,-0.14112866166588395,0.5035543696621688,0.2174264340758877,0.08692642832878315,-0.6020525444400087,-0.4143024871709663,0.32578674049927364,0.5002686710175821,0.1848014924062549,-0.5087943968060609,0.3816735403833852,0.3265319864715123,0.24349626128027496,0.10382280078689676,-0.46536206361530613,0.32495893952841537,0.6846086110342052,-0.2504048319538832,-0.809953197145498,0.09378851464877866,-0.030169987356048273
0.0215305773122087,-1.2661559698605067,1.1975048781760442,-0.14467978893031988,2.708610657326594,1.710081839333832,-1.6974724590348842,0.16416579502104708,0.016589624898640944,0.05291062050302989,-0.3038424580533834,1.6784975741980146,0.3196199925092847,0.29150642187003173,-1.4411480371107102,0.3994490584324914,-0.45573837158330815,0.14557480439459375,0.319764275415528,0.13918651854162756,-1.5977269747223721,0.039413431910807345,0.2768605153385378,1.0216507509228732,-0.3841994465869518,0.9076287139968668,-0.36093292387617565,-0.8629904686296959,-0.7964980033102211,0.16306222305691,-0.9115019237179552,-0.2190406489902024,-0.03743444415165942,0.036499973139023395,0.769128261882929,-0.3995782750119665,-0.4101462455461182,0.35352158094602126,0.4275946370539828,-0.15049609802495933,0.05697293351558597,0.6574137785403065,0.42846336662358375,0.47037693779420064,0.05851828202431908,0.15758314297679096,0.0737179816099526,0.104424047059612,0.2871552937906108,-0.4250334011081756,0.16651415281670476,-0.23964349528076678,-0.18058011721479347,-0.2240743327853634,-0.3340705243900334,0.3470061153464049,-0.34614561811676176,-0.37531027041002607,0.4256597822815475,0.22080317549810005,0.13231055277323284,-0.6268694468769972,0.5720602775094029,0.12067720922697402,0.2869495325243504,-0.5011475525250805,-0.41603370703646936,0.39745377762759126
0.0233757601547069,0.028651379487285276,-1.5729945437043966,-0.15488711672557184,-2.802740872064478,-2.0231944793850642,1.0663662774442284,-0.21757168089994003,-0.30807464698914605,0.5993681825307949,-0.24907876094464773,-2.214540933725315,0.07434370366295714,0.12998697294573133,0.9427620880605493,0.06355465973698372,-0.009980946112211845,1.6894476794388626,-0.187274064164559,-0.20396438697322697,0.8952122692274952,0.925625285456411,0.04176061098645687,-0.5329042227640751,0.7231030855049658,-1.3558587291171855,0.42555832726839654,0.6126961975073283,0.628442194179211,0.31770614775966227,0.058396029660586664,-0.5149562234816505,-0.6907421391114051,-0.19673460476473822,-0.3280992870558758,-0.31805236824370736,0.4092240587958936,-0.3604497138261435,0.016560722095754068,-0.31458400825178,-0.18122438676549565,0.30468658311202446,-0.5443423873605345,0.19844133694687263,-0.9907223615146439,0.04794685437413226,0.4159911831556612,-0.1998680977781436,-0.1712926643387809,-0.40777354258208937,0.08174808186087246,0.36881627037028675,-0.24654231515138422,-0.462255684379603,-0.2662960033844947,-0.4610527524642564,0.2312964667997368,-0.06585635629286421,0.6427553073368514,-0.55075074570462,0.03559552253184486,-0.4074485907488583,0.38212854808958757,-0.3016260984035197,0.19255490480065796,0.0019062710829931165,-0.24730438149621922,0.11768512065235094
0.0455997960795833,1.470545034892877,2.817600287940715,-1.4297985344791007,2.1394926182601837,1.1182171377860843,-0.9591810647021298,-0.09187242561940573,0.9011788000301747,-1.7141960188567964,0.7082114101829007,0.9066151392098468,-0.3503284396408775,0.5091706781424012,0.12002654508708518,0.31399391975712676,-0.316985519648233,-2.0023923846344007,0.45111402536404577,-0.3665731733490264,-0.4347464114037482,-0.4213694930508789,0.41533894875695665,-0.1828309219439777,-0.20902109604368754,-0.01989736789838664,0.8923560167137985,0.9709865153646225,-0.1342357558315596,-0.9380578462248382,0.7598903096437921,0.2981971739164415,0.3354999235162338,-0.2664240897692835,-0.7665528819066915,0.08524216634284464,0.18272744661969864,0.35845453436551805,0.3945082039884062,0.07230573384915531,0.02197638072527127,0.0780661617858351,0.7616734734507354,-0.11462070600916009,-0.6030687628029874,-0.3499985124197814,0.23718867921505107,-0.03404478573115459,0.052166791228254454,-0.07120541103789943,-0.33231914543534785,0.3667496572205821,-0.24236408481117128,-0.16060753101231773,0.04375908529290217,-0.4023857100769763,0.5030536953141536,0.057703552547069874,0.46427519657038846,-0.5749042341207727,-0.37447217183925935,0.5315247522885975,-0.004616538368007346,-0.035576947158996904,0.12655554483480963,0.16159675999347334,-0.6330160533881718,-0.054447632865420356
0.0901777202819192,-1.1197281396535732,-1.6697958154399175,3.1848674778879915,-0.7840769871181916,-1.2437739774235947,0.864349405059765,-0.6623985231760571,-1.3970646848155077,2.0658070324041686,0.09720652405921265,0.6990291568310997,-0.4199408435914521,-1.497673996791593,-0.7287218437474673,-1.4708916767909268,-0.4799311690687332,1.260759104742619,0.5277059649342065,0.1436564699348682,0.790939148457989,1.0723431125446958,0.3263683388026462,0.078123398466027,0.31263152849119136,1.5961366954826721,-0.35862760112503717,-0.40533150625737185,-0.5408972553727577,-0.12883832474141146,-0.21222387520738964,0.1275671649222702,-0.35177004020541164,-0.06249930900886925,-0.15987569785671965,0.14399506057581773,0.04077121246457185,-0.05677178764658577,-0.5144994378756664,-0.5497386209848126,-0.2026028433629383,-1.125059004669721,0.5978669602750126,-0.02559449934034415,0.7110302137044895,0.63789942136655,-0.2627217195533511,0.46378440797651055,-0.0831857098033985,-0.07164953001491076,-0.2581629077800494,-0.0035633625057839248,-0.4369732976690367,0.0047531648729159685,-0.1911862971233955,-0.033593114719197015,-0.05867695191582779,-0.684761126204487,-0.17510069939994127,0.5305502243229011,-0.030934177793406993,0.14001747053407274,-0.1811816837398603,0.15802259143372308,0.1464022371599626,0.12105504329304738,-0.08349417025132955,0.001439740658341124
0.108536601088434,2.768552255074285,0.24640775123780756,-1.3825762059215503,-0.3852135109293438,0.9563762704543788,-1.6693962481448794,1.8752440539357078,0.23168649363185587,-1.231573550339378,0.4651321751765141,-0.3178870905135828,1.358131172213382,0.6114792714405141,0.4922710986856519,-0.701255436533341,0.3688610908554941,0.0756891487732332,-0.84236277055941,-0.5579290224817101,0.023124604399959416,-1.2531747675100782,0.3058441872289058,-0.18004576204966866,-0.353302273873549,-0.828942935594925,-0.49082898475147263,-0.7843352080513241,0.24743101179466295,0.3986291481868738,0.8253102931442088,-0.5394146906739101,-0.6506702641087029,0.14860910028638344,-0.28148923945174525,-0.8572174527701336,0.5193570734754621,0.6279842998415512,-0.07755911597262377,0.1411465131743452,-0.18954462008531986,0.41984884236304476,-1.0503105436973965,0.26928632130404745,0.9194323600285509,0.6351926382360948,-0.8105960718950804,0.3263568731279868,-0.5662201933566592,-0.47563967545994396,-0.21324509763103394,-0.32992477696428724,-0.21930862817600344,-0.18438121188626935,-0.649965632124102,0.21400801933876185,0.20900582608208002,0.6440839212658757,0.05980405896602946,0.7338808625688068,-0.11722362088703789,0.22098809224490082,-0.08889508168955453,-0.0342441424064328,-0.08210299020250353,0.28848135157245675,0.3674872081371057,-0.1195956569940492
0.112106469276672,-3.041965181342608,0.46938076043004695,0.23482864740645634,0.2917659047687331,-0.9927100928353398,1.8509609046798288,-1.405943676122985,0.6626400874114793,1.4306111438022504,0.04758869123669001,-0.5216298579159544,-1.0562191617368377,-0.1822502432938977,-0.844219676462782,0.39469441469687566,-0.6420205826030615,-0.901495336213111,1.6097867824381515,1.4833491919678954,-0.7700446129508094,0.06968684899439799,-0.3798884011606313,0.10400109335322431,0.5614494540401013,0.03869100084153534,0.13334881870939574,-0.0936070802702736,0.10693839837889288,0.11665338232081826,0.4720740701251538,0.6226794211995075,-0.10426566457861092,-0.35472563306356814,0.43026325179167646,-0.3500797095114106,-0.11737497553432497,-0.4577359743429966,0.6814629336687424,1.0296091455729053,0.45570212113313247,0.11993035552468755,-0.685829368746477,0.7258843639563599,0.07487196280796056,-1.0158904607533092,0.10434696345091704,-0.33667117780318023,0.5529593254916081,-0.6650504685084867,0.10964569920874566,0.007487221887320878,-0.19373725040287548,-0.06465483165928984,-0.06291845127460977,-0.94701495884389,-0.24353937629292752,0.3371811317595029,0.46494105931026536,0.36503784879812307,-0.36930314158521604,0.7300669091914168,0.1276899102146901,-0.4327675857632628,0.16262901339000904,0.13765010254714877,0.22497908324916316,0.06768762917124307
0.135830459809855,2.6032466391197424,0.4492809936939992,0.03637438772795012,-0.7610201718135507,0.6566836578128192,-0.6785805932969856,1.0867583680399657,-1.147729777284897,-0.4014150172785474,0.6791150571161623,0.6633899430194524,1.1232673296174123,0.50118862399042,0.05828194065604633,-0.23282320486216176,-0.039261239888155434,1.1667717261835275,-0.5565140266979925,-1.4045360047720261,0.7479581757161912,0.3533297214380181,0.7463655692613371,0.5793479249979736,-0.6539312294456495,0.8068303667719978,-1.4742525244483211,1.1908768967472847,0.817892172032382,-0.38806036215180306,-0.16954607851658518,0.1648261934671171,0.4599919796322185,-0.2377387272801057,-0.7627605811941233,0.6162358249470591,0.06433537205259854,0.8134737830566914,-0.1316852453168486,-0.7825237937337227,-0.01641474153048191,0.12848618168812392,0.669562031626077,-0.5513741779645664,-0.49487290498711484,-0.36399766733700456,-0.12416032765257307,-0.7607881620542707,0.5245612000677485,0.19145113563703478,0.48544792393927694,-0.1382173213338221,-0.13257853427943905,0.1383401728726494,0.011087735298837617,-0.13184875045162048,-0.7355015582418362,-0.3565360899846616,0.21554758466251114,-0.29315053520808004,-0.13013091136771646,0.9072767360045547,0.26733232573464294,-0.24390906487428096,-0.01225317074445099,-0.10491656330764994,0.6072927495850284,0.18630897710215877
