TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
0.0154433843788352,0.20580494385127177,-0.18363956832412426,-0.061170623849540785,-0.06877560816694714,-0.033192351387638284,-0.16232442822541263,0.008254700291662975,-0.17571202679429349,0.14615288373127658,-0.013600461285576206,-0.07634845842479711,0.011355993837082799,-0.1638250027008154,0.18251295992764505,-0.11140058508089634,0.08751644495234664,0.008520884098779246,0.03161574611422396,0.050625986669901736,-0.028637798996625486,-0.09549771363552459,0.005889594369999677,-0.11784033801026743,0.055311958463645707,-0.04316359696058364,0.03762687374542292,0.0006755028292923059,0.014121995159855807,-0.08600000178983687,-0.06221795531699529
0.0173694865991158,-0.7944142191941467,-0.31746473920371526,-0.0689428207748471,-0.016294164551685374,-0.05323499230746035,-0.08766615932076828,0.008548529061320606,-0.04992569522476504,0.02032321651458902,-0.07003693278752439,-0.0526520393584133,-0.04545884408179142,-0.14577603800423217,0.082048085638814,-0.03858535462783698,-0.004729421798437369,-0.023174661772507443,0.0006941740729040854,-0.020219603543197254,-0.047290984428381824,-0.08250661175563688,0.03116952764845877,0.019525034826286307,0.0387766525669254,-0.019105581116063912,-0.027380997505006867,0.018848090964360024,-0.06003946899587595,0.03521514343327906,-0.038588520666015105
0.0217868349329398,-0.8138949479707148,-0.013093930064114025,-0.03149955171539134,0.03706713437306191,0.19708199158283038,-0.03345272010822929,-0.03285793380393118,0.03862537465088219,-0.11303326247719973,0.01822726660649597,-0.055441692555220634,-0.0323775571472817,-0.14453921985150586,0.11857147253390725,0.016697476896878716,-0.06897539266879583,-0.05510475170517128,-0.03985608108822356,-0.07702409006327,-0.01998254528148886,-0.11864517960850064,-0.029567861080882406,-0.03262786215895875,0.003949237791632175,0.054700805093358396,0.0021889611559071744,0.0033868627077472727,0.0007517230466343227,0.07883865967932757,-0.025180332993212373
0.0236539792007251,0.1954467399764322,-0.43615658751315683,0.12623192711825054,0.026049613480649072,0.07070645091145894,-0.0010657013027021412,0.016758743009027594,0.06087728694217589,-0.10245176647484745,0.07962557511720089,-0.04644429945026115,-0.15692987795325775,-0.08256593085541089,-0.009140427472015175,0.007783082118791152,-0.03381931816017918,0.02112790077307528,-0.04900520204782546,-0.08140794318776105,0.005527592154894948,-0.042523704508841804,-0.017487936768841042,-0.010614979296548371,-0.021398151404712223,0.1021665494783816,-0.09722623582620586,0.0008375234551979896,-0.031536292967444146,0.07393828929293493,0.02522305609832526
0.0912510183968422,-0.7662245023792306,-0.5843362364597057,-0.13088220165799253,0.0985386846464002,0.1673350840897516,-0.029410523197504614,-0.021744665413862673,0.04788697015042726,-0.142346909367749,0.037129611785073985,0.07828300497202297,-0.10798606355728767,0.020156143198341015,-0.010594569900799962,0.01902809244141877,-0.058759212085278775,-0.005672745683632757,-0.03000234497631003,0.0388183634790978,0.0015437718269288043,-0.06699578926646599,-0.007808316143333726,-0.03947173127534864,-0.013078320574505737,0.07042710523304133,0.04220559548865694,0.013668780082924334,0.001021386926847236,-0.04551283632535554,-0.0029114297359997755
0.109828407190697,0.187599325518884,-0.16394788390975876,0.07023930656459361,0.05624581979870718,0.4031209953348803,0.0018703240867094836,0.07527781219489825,0.06132732377820504,-0.07788702848383383,0.13689476372569986,0.09112510415449583,-0.17993219293250381,0.036630624032311945,0.007007042268345629,-0.015922187541775087,-0.0003354038149833826,0.01908264100029827,-0.01619132600694082,0.06879859131388212,0.03906683259931695,0.019978301370033417,0.03202375892500761,-0.06423894489858763,-0.010948925678279065,0.041179128154700484,0.06228639651936592,0.020753150955146182,-0.0436962296262729,-0.03964650422589573,0.016026268495576146
0.113440764064444,0.20089465789243915,0.05086714002745013,-0.08092973212867446,-0.11080653242452332,0.40067307100103144,0.05554354434995679,-0.010736262275441676,0.049836840382766645,0.003352554818420088,-0.019912692637303185,0.05668825276876008,0.0758720039283161,0.048573180494898206,0.013059233397489396,-0.06963494145751215,0.020937157841713815,0.038560983250474024,0.02616451717887428,0.014859914992870522,-0.013967419455545083,0.022145840955631442,0.013967318012166453,-0.11348320878109931,0.013830220490555701,0.03089324253599991,0.03077616879404795,0.05488641803083716,-0.018686407552766234,-0.10191012213037023,0.060317508445144045
0.137447118292763,0.2294274268408465,-0.3921518032063645,-0.14170333445660685,-0.47922278743430635,0.11329177598885092,0.13775950767843761,-0.09894712973317236,0.012416055671083002,-0.022665463064476643,-0.23884750151178297,0.10330637407143953,0.10919882446803102,-0.050521228906767524,-0.06275093019522895,-0.13964616889665546,0.0767530842184581,-1.7885487728395705e-05,0.03467902640771182,-0.03746227055892246,0.03376516862570141,0.0014317310792126695,0.021179984834252975,-0.00533739439945158,-0.04202543218123951,-0.03599252210656725,-0.022990014988826718,0.0009707310997914704,-0.0598789187681079,0.009048062074897738,0.0343166916431723
0.175701572519407,0.19153705250330935,-0.04343757056146966,-0.001114550952268719,-0.5530084958195308,0.18391734726247194,0.12320888742465062,-0.07078345904561575,0.04929882835739121,-0.09112477682438723,-0.10455180554607292,0.12188451212660355,0.08769103277999842,0.019881547898982683,0.025610913174160227,-0.1629074216999153,-0.02573434006736036,0.08154286103956118,-0.021842329993683268,0.0007697854822555893,-0.016799741169832818,-0.032934435321657594,-0.020999918518948366,0.05808040520095943,-0.047396001299615735,-0.022009340846340493,-0.08454480374024666,-0.004700032986751537,0.016318188476004525,0.013568809190096034,-0.004557008754789544
0.188459931666573,0.1760649445246169,-0.06981445808665944,0.07389054451314538,-0.4671089192987094,0.06562723685100903,0.09144020373116007,-0.05061689463368998,0.06469309829599332,0.07999015875458347,-0.04011420949254928,0.05526049331144065,-0.0444444039802967,-0.0028895482209359805,-0.05462414123658044,-0.007345717574824537,0.06707982039876022,-0.015971816917141984,0.011326432757853895,0.0269672960242069,-0.11739349002447469,-0.013309611245536913,-0.023868666175637696,0.03451945271050082,-0.02201685150728207,0.033939487485852265,0.040036507974074424,-0.005286321191852519,0.10080458812711843,0.09239138772160531,-0.10148676443531238
0.211014437875058,-0.8453460805727349,0.2962273823101101,-0.035720599680298865,-0.3689018636429736,0.0713374733031707,0.1403686514039522,-0.1332804111558077,0.05596112601154298,0.11440995629605878,-0.03948442527533582,-0.11894497091780035,-0.09608110535401258,-0.026920408087786948,0.06181983040497946,0.1652204747976359,0.09094763766460205,0.06376295447142609,-0.054815053142660705,0.13699258402230907,-0.061533546011847656,-0.023926507270811703,0.029030960489625595,0.08291757583824508,0.018876531250836426,0.06082015737392042,0.017003003732579458,0.047472897610719725,0.14018253968040692,0.015377630217522408,0.07681601652342601
0.29193173530297,0.1674897830929719,0.25427729407656974,-0.08235369507477885,-0.3846055682537544,0.027584526837906312,0.07636189509585414,-0.06674334234552512,-0.015099571723172263,0.2053314159834569,-0.004105499945414584,-0.1691152902854749,-0.15317985659422395,-0.013209062813414673,0.025008479641251632,0.1433653944541754,0.048510819957832386,0.018466085737962688,-0.018536961724359622,0.05698706288985834,0.09953173365145532,0.024824299846331506,0.020738709159910003,-0.05566884087414901,-0.0548366857219786,0.000599875877343263,-0.027244518370996985,-0.028164682174637735,-0.12308200871621514,0.0364714277502088,0.04380153509648892
0.321331506043033,-0.7518916601546761,-0.24970177877524813,-0.44434887319624217,-0.23551205424252997,-0.11640641319972814,-0.19815347605894396,-0.24378853673954196,0.08748477106140777,0.045990866568087964,0.03244444689521124,0.038409301491070164,0.022827765219156006,0.009867734512225479,0.027510002582329572,0.10634289894494067,-0.02982954459771594,0.00942417536583338,0.012794783414120506,0.033911518153350355,0.0639309931209973,0.057269142454537535,0.01665850200645163,0.022603805314629945,0.01730801383545572,-0.028310994311257446,0.03575508550811783,-0.06377875150433616,-0.10264562195071766,-0.08951532941556958,0.02517123510143797
