TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
0.006021438863064,-0.07328636043297379,-0.005315965306245081,0.31526602031110607,-0.07328651466768954,0.7465360882873175,0.1093673377141817,-0.18576835617013585,-0.0700721933997066,0.629273526406979,-0.14350816007391348,-0.7234471696650184,0.2734454258532712,-0.23218963139283047,0.2671460260718935,0.3041181927308282,0.16367794098946054,0.7431757861079298,0.017620025309158377,0.009264774980655291,-0.49285196357378375,-0.35172971245507884,-0.1590558839310362,0.265131724064002,0.02282362472513666,-0.04938339089181981,-0.132653726019247,0.2565608839347101,0.21018500296389006,-0.16049626315946158,0.07589634078543896,-0.3264443119396253,-0.154580021225531,-0.03874212396253395,0.1016774374130487,0.09081316364252008,0.0574583715042545,0.12885943546085782,-0.20297392245227178,0.17087325622059799,0.058410409725003894,-0.026295090310517293,-0.1349722820710904,0.17887987103069672,-0.008917859387166067,0.16962548168713434,-0.08404406968721177,-0.018411295274455015,0.11068105155775487,0.13703721608528122,-0.04290473506926843,-0.0702961830603403
0.0154433843788352,0.40752144802586365,0.08087962581848059,-0.03629325374533696,-0.17358866791312863,0.6636177199941589,-0.08907080074830791,0.05806563575997582,-0.01053314444406624,0.5318039122857038,-0.14658295646788216,-0.7932906865956301,-0.017188979627699365,-0.14526274028831762,0.2576663755420923,0.2797591655778491,0.27019321874345925,0.7230555408333703,-0.14830166524987826,-0.07799820800708013,-0.3931580343084068,-0.29883255989476715,-0.31535707915449246,0.0733705686337961,0.06637709889956633,-0.20350447181570414,-0.15001893127700686,0.0635615728992451,0.16077830538658802,0.12789288134948942,-0.014769380642756614,0.015053041173308072,-0.13052869107717185,-0.19666183378683402,0.13596422596948024,0.020646813492033223,-0.04749006837648241,0.23724457503943389,-0.08211006518402841,0.06941419242092542,0.14324246219020909,0.08725467019676822,0.07409443905826535,-0.05636330486827388,0.20628327599495389,0.024776434421087134,-0.036440121366207015,-0.014497883804924004,-0.19618494069583653,0.0854478119038733,0.01566478286213649,-0.11485847910153103
0.0173694865991158,0.4362853955563804,0.6102792513483413,-0.44160759034540037,-1.0404505305186784,0.37002196439235713,0.14067596754999337,-0.1254640384546862,0.10683240427912305,0.16660595921738067,0.09477640928279404,-1.0141881366074528,-0.10522393033156444,0.013434168409703184,-0.4205861210964951,0.11098901980266086,-0.11058726667158685,0.3078058599332709,-0.28689235587051887,0.06560860071981713,-0.24221606268152485,-0.02872555513563754,-0.48499312332930083,-0.07694971379547014,-0.45969882453095295,-0.0249309816227099,-0.07089068637923394,-0.07075710770436787,-0.002242790201948272,0.14441148476297447,-0.1280835955643955,-0.05277276926686747,0.22922638948498364,0.044141177846494704,0.01811882804233291,0.16109361046898382,-0.09519087802859102,-0.048678251602677,0.018996729634132268,-0.09376128019127462,-0.08682702326078877,0.1083268599378419,0.04315950388652435,0.03157102384471864,-0.10587120434938127,-0.21550213003220603,-0.010907670771899169,-0.04577609421518543,-0.08524309401111517,-0.2733148077028736,-0.20063266222211174,0.04047600364254898
0.0217868349329398,0.7723187825733887,0.21806408059696172,-0.8522248129924194,-0.9972683937795475,-0.010423878835963605,-0.16043884665039881,-0.29110516336845477,0.03297927762310458,0.061941570915600604,-0.03935422680058558,-0.6752061726838684,-0.05095319397137978,0.4334848491641163,-0.4552150131762787,0.01879885018914509,-0.2603962059219659,-0.013520311768392764,-0.24229818220974084,0.030893846501833605,-0.08657781978904135,0.0742281702439816,-0.28286359851258525,-0.015097969617242059,-0.027801947807343585,0.05427827266569865,0.18364264838932365,0.052340716423455606,-0.30285228953868915,-0.04131310968028928,-0.14823570211355022,0.4612446567883958,0.02231584286081745,-0.10296382496231364,-0.10445983823381393,0.21025417279980127,0.20511632791565493,-0.008061383026236274,0.10733027507940864,-0.42155733306791293,-0.00022832577483597116,-0.08650796527334711,0.10886811440167724,-0.09274332990870475,0.06075912353844074,-0.1460496907741938,0.11879878143578115,0.1231049538942436,0.19552117119352808,-0.00854505202278968,0.1581045112966244,0.026545488090705158
0.0236539792007251,1.0676465882924322,0.10926571313072295,-1.2625771576338292,-0.22798338123869813,0.0075180013367244815,-0.4159971773574378,0.26969578621370527,0.3310905635431677,0.23667873748335802,-0.2702672809811551,-0.5252785138643565,-0.030274231309929032,0.31308291210062644,-0.491795039493733,-0.21081429877246385,0.010694628715784416,-0.3208037759975563,-0.0004385015422583281,0.07552047162512879,-0.006217256799212318,-0.029737193454722897,-0.038630568540199285,-0.062017735132512096,-0.056828575473816145,-0.3367259159894132,0.04548101917146513,-0.10819235583516539,0.040527971229618535,-0.19032805277795856,0.2250026843905741,0.27377550846563314,-0.14349085682764634,-0.08337794988896993,0.09769643577571784,0.1480965668295894,0.18636218190461268,-0.37299147476772854,-0.030161172954115592,0.01027102693838349,-0.024521974473502704,0.13596480630157926,-0.05671906003598062,0.04450476204692349,-0.15314803108237512,0.1080003495699809,0.19899920542328553,-0.02118652877888937,0.12849188088505628,-0.023134458388802195,0.09380180123399005,-0.14904570801276049
0.0912510183968422,1.1661622240992795,0.09439867133391751,-1.2778520679462437,-0.9837585298726459,-0.296380269565573,-0.5381621716714307,0.08848813728232122,0.2166873318684097,0.24561403090577275,-0.3178075501075777,-0.0883470010909017,-0.10913510198964527,0.3151170776006039,-0.36982996100865834,-0.30052999252418156,-0.07534836529053815,-0.24505855882206254,0.3654651210758872,-0.15208380120854395,0.1645027746745944,0.3708496341126157,0.14169227724505132,0.03414077273337201,0.12666227087713355,-0.21288055234382341,0.0035151378248440396,-0.13819814474401537,0.1999454909916112,-0.2985823165391081,0.03246301627656698,0.09360484045564732,-0.3591670187969054,0.13037281456886965,-0.004186678825154263,-0.013842958971493244,-0.08968406794274698,0.05611167216763193,0.02976192985106436,0.34017656251402667,0.09526005617109291,0.19474947618241006,0.012020226325270117,0.05779533341565,0.03844869899982338,0.1776138601261738,-0.06934760989054564,0.13964527969626836,0.006696108014631599,0.25859024182773094,-0.25918116316291273,0.08905379476704162
0.109828407190697,0.10501798541483366,0.5104425294363608,-1.4024831336247852,-0.21092684945338283,0.21939038203711508,-0.16637034880703616,0.2852872075512338,0.15003234170502028,0.02110087947194455,0.12302043986228935,-0.11342280953393424,0.014948054140255436,0.012441059373810025,-0.22483772226637308,-0.17682985489572486,0.07903477470388055,0.08975265737138534,0.4577996395623895,-0.3069835304207773,0.19155338511790088,0.2997641363527881,0.43211139204061955,0.13612402766616383,0.24287391908026917,-0.4318896466884307,0.2640201663310196,0.05444207024986034,-0.16785882955404705,0.08876805649610857,0.18701994223593496,-0.48694338061678455,-0.07437955384433104,-0.09492045005210431,0.002768367628447048,-0.17690150334542423,-0.03753191365569583,-0.3021636559619812,-0.2727097997747122,0.11558633946897154,-0.03995524936309767,0.28479786109311006,-0.030898647652204226,-0.054057866123826806,0.16487933872598023,-0.0900457657662299,-0.06680233807944533,0.030057251965775012,-0.22777421195904077,-0.02966475827436619,0.002690458512529547,0.05109200398485169
0.113440764064444,0.11444200766621392,1.9710936176668767,-1.464463269615381,0.0999663671356622,0.23843011484413104,0.2797563494101117,-0.011844320663650314,-0.1960142952757507,-0.31670985129941487,0.5414688837265,-0.09602356214684046,-0.5080077629340555,-0.07423921095371692,0.035829034311770466,0.5207761414985992,-0.23321137469312875,0.11434646372765099,0.342775520423321,-0.22481622810927374,0.20280697067709322,0.08722347952543386,0.12485114224741052,0.2543770944490934,0.3632978206134693,0.5165869343348415,0.2840414420392891,0.19154432242393565,-0.24648550605222305,-0.026757649644021195,0.1490002734601211,-0.07109833264834566,0.04795274753829291,-0.06133137975111534,0.25286496806540704,0.2415125782759057,-0.37187653121078235,0.19052150640923243,0.11066737756144053,0.3325570639300796,-0.3854676504507391,-0.0951654700369611,-0.11628792714223767,-0.0003977628887033632,0.005967020833440354,0.06083072108005724,0.13007429694731412,-0.18928321889686267,0.09147145990932164,-0.08100414484226909,-0.00016130934544664627,0.06706528973165139
0.137447118292763,-0.4388370064382327,2.199035750453053,-1.1658693379242204,0.309470165739609,0.38796196919914333,0.17830757652504012,-0.06062040053394392,-0.8826059451768903,-0.4486938745988464,0.6788455380216163,-0.04836746830754389,-0.27089413621469144,-0.2402522844751671,0.20933700842636935,0.7644423811208465,-0.030974143764422816,-0.005797242688653135,0.12599482262853076,-0.7047788156780301,0.46129601461093145,-0.18521999759748442,0.11652142794561787,-0.4708673316139895,-0.21765466557025828,-0.2324481541233517,-0.11589544465433872,0.13529442428669153,0.023188048271205897,-0.11555135501303716,-0.28358433934837257,-0.09537812337075163,-0.08678388357285237,-0.12962109307907888,-0.043793987489162314,-0.07094721682436445,0.1204234767258261,-0.07624488293706252,-0.013150076181887516,-0.36296224209185024,0.472989725378655,0.042267988787521145,-0.014482766725911407,-0.06851441473924616,-0.15110261228603672,0.08670048171038632,-0.044233958686934555,0.07079897947128835,-0.03259457641039564,-0.04592129469890799,0.032288558419483145,-0.00360859053191275
0.175701572519407,0.2079068830729877,3.2842572519048545,-0.8528402211744595,0.597576550067172,-0.007873376986230904,-0.6406977221437924,-0.6148859248515035,-0.33680330689531096,0.15227090374319668,-0.2586541297832181,0.6084810705514528,0.46690085096672335,0.30747841892223904,0.019369805696942476,0.29461487141931,-0.17158646455472543,-0.2223953841825117,-0.25601706159365434,0.20097476678142764,0.03788339517051202,-0.29222906448886316,-0.2680318934361336,0.29674925734177393,0.2514070527193837,0.03319705420639815,-0.094780280753479,-0.06087733607270984,0.6155528889374107,0.1832885377019327,-0.24349205556760461,0.3393107064303307,0.3297348928390432,0.13750698183760668,-0.13343568933275318,-0.017291474947824827,0.21002474532154702,0.037160413843091565,-0.03139107986796055,0.023761409589069426,-0.2412616202658555,-0.046128977269304094,-0.13120295343113383,0.04544388841029306,0.19902083997628378,0.008778204234325815,-0.10441255159915852,0.0891564015427003,-0.08391514201438338,0.03796064856577991,-0.043228372377631455,-0.07067362746267057
