TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0.0173694865991158,-0.801295398695247,-0.11344357539632398,-0.31590505173929545,-0.06835219173689505,-0.0993461418412222,0.10631897582486778,-0.0027568223396704683,0.051871473290864195,-0.028098141208931292,0.006801422208027973
0.0217868349329398,-0.8279616339197631,-0.06546890456714602,0.011728096346848162,0.13135855824332476,-0.13270459699183276,0.1152949188809741,0.04715679028724566,0.04458512969838759,-0.06827782950153405,0.02133063066730212
0.0236539792007251,0.18747868778851615,-0.21478830527569592,-0.4250857856382622,0.1093659521302509,-0.13681459042333058,0.12243393003900502,0.036869526185788655,0.02946572316654495,-0.03270289418193253,0.012921073424897643
0.0912510183968422,-0.8014808611187461,-0.10949839343973526,-0.5727036063522899,0.09972282291705377,-0.17802715126671645,0.08308080876942837,-0.00698632639411202,-0.0015569493287450776,-0.03072952264888248,0.03359514389158011
0.109828407190697,0.17378486083485342,-0.06243462770203165,-0.1650623709257305,0.3829487456324261,-0.1610106500036371,0.11713860642094198,0.026279067028900736,-0.01982283837610664,-0.0420127260936185,0.04010098758376443
0.113440764064444,0.16612586240352806,-0.00195525699848496,-0.0919424205839377,0.5388383411246397,-0.09949546388305347,0.19507344591877754,-0.000975728995604901,-0.0056373532910871035,-0.020797515807363352,0.09185609428547688
0.137447118292763,0.20106678289669636,-0.009821952022536549,-0.5708835275751404,0.3317150584497439,-1.9237764502972243e-06,0.04900934439011199,-0.045878301333297324,-0.047876921631434796,0.03846094273541788,0.0437993826125576
0.175701572519407,0.196638440954536,0.1766904505357309,-0.2562202053064762,0.5079818942410463,0.0299722029732119,0.0640060302054989,-0.061107981170677304,-0.06032771288972556,0.0986832990098058,0.034977222106321704
0.188459931666573,0.20098704052928187,0.19833268729310158,-0.29579115337848894,0.45803251437872955,0.11128662685806029,0.04546796060705721,0.011441443779244354,-0.05451533763379255,0.08092853328538269,0.019212062082455166
0.211014437875058,-0.7987492564720533,0.3895813856443112,0.03394640629506222,0.4375806459184592,0.12969294113778113,0.024403176258254156,0.020311965735226888,-0.048526796587247324,0.06761687897155934,0.061792170901644315
0.29193173530297,0.2075702428183246,0.2833533370675297,0.011577981981572817,0.31612561494900177,0.163915190973337,0.0425815063788508,0.04951311045279357,-0.01557928506471004,0.045018272321277884,-0.02842931914660642
0.321331506043033,-0.7619795135482269,0.28013505158288093,-0.4673860257813185,0.031840373821318435,0.22120703671696046,-0.011589320654031543,-0.013103915671230057,0.00909722392481135,0.07665035271304259,-0.09959019700348393
0.352163255010744,0.22028032106792492,0.23445352652534607,-0.05205853629029973,0.1070243311701052,0.19891917263698167,-0.03882346591103055,0.06270952240272618,0.04978105396029578,-0.033400446607076154,-0.12895500128197826
0.359107591030253,0.2066580767805463,0.24427793587885735,0.1335387807620805,0.17543962280836753,0.18265076178277426,-0.033366406662564393,0.041512342061047716,0.061163589203628924,-0.06315602365663917,-0.12383913645116337
0.359681342589083,0.234746296559469,0.1265411492052268,-0.3370589486005495,-0.06156114710068756,0.199260026889747,-0.047952472507946486,-0.023166631616661448,0.04913596704294433,-0.08565558693848103,-0.13179131917083278
0.387224537220685,-0.7733648389928718,0.3936359513440821,0.17122222313838445,0.0383030174311472,0.13625577052029872,-0.0008923735081104259,-0.0034855776721047496,0.0351688865583151,-0.11363154257781749,-0.10168818344324229
0.388651758449078,-0.7649843596366807,0.3713318009310498,0.003851897423162936,0.014421688357528072,0.05226800881199032,-0.00603219154548516,-0.013629893015100663,-0.01511883150698263,-0.09285385344035674,-0.11635184511417722
0.420748324349751,0.22900372193677299,0.17358691428024473,-0.14251331903986256,-0.010531983411200029,0.06268854482981599,-0.04964912951864423,-0.008383169956569464,-0.04858693227481666,-0.1244943020603684,-0.10507585469870794
0.437709928746239,0.2523248288165469,0.218184108331403,-0.23840904088533696,-0.1259369780718811,0.03892952542925373,-0.048740208766589015,-0.010528244110812235,-0.09849887787087673,-0.08655054905964649,-0.06011204982908461
0.440163796884805,0.24703808196521534,0.37665982619865085,0.08865883118989115,-0.0003067004385398543,-0.02376365885672637,-1.4489341209165615e-05,-0.030218664060467665,-0.23359386032780588,-0.1624103892326848,-0.03958292500787044
0.449688614212724,0.24800906916195165,0.2732888599117951,-0.06778790963741158,-0.04962063367036253,-0.028944247642213247,-0.007955112786534975,-0.015412180391581504,-0.11169136110945409,-0.06536520512918317,-0.011442064371180416
0.450025487950132,0.2422573383265827,0.28775424082425183,0.03693816176133637,-0.0005000661939326613,-0.032173981192483575,-0.00805881720254785,-0.00914959606695658,-0.07533119853802954,-0.014016496021297727,-0.0002962199776253767
0.451402088647877,0.24919531773124243,0.2554684846064254,-0.014126178333032587,-0.07446570453269388,-0.014436373397781144,-0.02735506983335421,-0.030971093028855385,-0.049530434618653904,0.03667735090439237,0.01588848854164784
0.452679007574816,0.24407940200180808,0.25280120760002217,0.04449721064988862,-0.056356167021660346,0.0033490716293506995,-0.018109667680095053,-0.011389260141985246,-0.02462194535192365,0.04212530825487586,0.058318309857813395
0.453375419463321,0.26163401304088857,0.283134564060429,-0.10429723265866021,-0.14083158071873952,0.006055732198211828,-0.029918733259165522,-0.027466004684063784,0.0005050757744033149,0.06699617550897814,0.09358829504135527
0.45608622308921,0.24911347896493044,0.31980257593608863,0.10598127171099242,-0.0682342091055951,0.033844810431583376,-0.012980772906098736,0.01009081928397792,0.0365823969654344,0.07140041171867828,0.10942389184521388
0.462730269483455,0.24796051524889623,0.2735436672597598,0.03526183116563788,-0.09445466460103714,-0.00762220390005335,-0.009549886391821503,0.04946742702740306,0.06657498427588965,0.05435852159230274,0.07902804252530025
0.470708590529088,0.2542698003474114,0.25960837783372864,-0.013869703592064719,-0.17044854587127523,0.030855223090747935,-0.005592646195189814,0.05734730743761555,0.10006388812049846,0.039736908124055705,0.1169622420086324
0.47167714332029,0.24666361285669763,0.29756194143599896,0.052194654396375655,-0.08887316022005338,0.0073543483198400764,-0.015853723701366763,0.07318852792692682,0.10404316444314082,-0.0011210768314684535,0.09103970646928831
0.527471619719246,-0.7287675391722486,0.36812531719559677,-0.20696982682436232,-0.2507744303456064,-0.0110612061197203,-0.014277730443972366,0.026904036898233785,0.11572532386704268,0.022437559110611034,0.07651653199206213
0.536512957449926,0.24295144414923572,0.230975096595853,0.03218616548142016,-0.12338376244804891,0.026388624831088798,-0.011761342845212451,0.08102623564589262,0.11581511784622031,-0.09314460780740576,0.09903716798547806
0.540999949491896,0.24611525968841313,0.16556616645048464,-0.13210461382499056,-0.1560910584984066,0.0010372617212047693,-0.02102215711369192,0.05088996626883636,0.11105604654785771,-0.09013158017349816,0.07538342226844913
0.541269050941392,0.2269641388750966,0.19637264189598488,0.15650079170880954,-0.015755431392698978,-0.03880656850340282,0.019369407512927254,0.047698775666849734,0.07827732560001925,-0.11878266198482251,0.06685543747776031
0.551418591570473,0.2622743192317453,0.11945349214767403,-0.31250274500756015,-0.28634597611901597,-0.0014858928624463619,-0.010796489911862528,0.021290462765246234,0.04889376555127609,-0.07145775536165712,0.07497146537815125
0.55346785118836,0.24230379987648856,0.23509457571230521,0.08237919860199482,-0.08118836227890289,-0.05769735576276996,0.03897112133939064,0.007933046386801377,0.027122273962254986,-0.09500977590779454,0.05565126995922915
0.55387852468264,0.24842076595365783,0.2123733341873775,0.033405382875928896,-0.13448356660631666,-0.06547924730829664,0.026766150305913197,-0.03478966260223448,0.007811024842727898,-0.07424792928882705,0.04846935428062983
0.555116611760192,0.25003702440976666,0.21954965074743604,0.05759756255321233,-0.1501729001569139,-0.03654362736798739,0.0355256639209836,-0.03674837226653669,0.012239150244410964,-0.0620593371099657,0.0417983039915378
0.564606244871735,0.25077484710286285,0.26509905450917937,0.13629379144045192,-0.12232213163706344,-0.07034547845818064,0.06510598810477462,-0.1029156444268217,-0.005307852244461312,-0.012370925975551806,0.03340608250589396
0.575949590945403,0.24239443888783055,0.25460985040827655,0.1882585465270953,-0.05921815311466989,-0.06244970102352567,0.028893553149226415,-0.07524150000146897,-0.023977763956071697,0.03585107202064389,0.005540093434996249
0.582019976212569,0.2248313632051246,0.2760808293277058,0.4105589628460151,0.06663232138456311,-0.03977023592515817,0.037458814413839,-0.07367074332131192,0.018593652350183263,0.05702649288017523,-0.024321610714030346
0.584430480880847,0.23570175401023144,0.18789017006749822,0.11346962086091887,-0.03474184554432993,-0.04164039168115966,-0.003318137920270772,-0.08652606404327814,0.07133798306081403,0.06115366355712503,-0.04825585320485376
0.586765822437222,0.22999350323834036,0.05927953456124389,-0.06855157879518177,-0.0683197998684782,-0.025402055827708533,-0.09921697020627508,-0.12785709943354143,0.0532428670007056,0.08298941029154892,-0.048393324059185595
0.617047406540971,0.1928966351459865,0.11892523197774538,0.46396954150677727,0.15092812711145018,-0.04213257573498603,-0.06521480549000021,-0.04690737489822358,0.07094608425436932,0.04298171079896982,-0.028121680868622247
0.623406931075868,0.22330748840804204,-0.09106453704192427,-0.2346073996875346,-0.1539062281387396,0.000993633792266411,-0.18552633075874142,-0.04378046662671362,0.09612766176183522,0.08990573704704252,-0.04975755998218059
0.630493923357263,0.20250095056611905,0.019595353484216878,0.11284239635571526,0.026564276091837466,-0.042036327309446495,-0.16610965361076918,0.014400392197493686,0.08965343425283002,0.07645824151576833,-0.03898797980610484
0.631887316538843,-0.785012538912902,0.12410391628350814,0.07881420348212897,-0.06725229248085426,-0.054800485058633185,-0.1289651408792516,-0.0017960440204277906,0.07989230954996877,0.10030244696820366,-0.03627015407097518
0.632004751630834,-0.7946460735516891,0.05481761109484705,0.007567155096585742,-0.028637633667078433,-0.10291877909719074,-0.17970495534253067,0.04882976333544079,0.024203717108844624,0.08173540188591542,-0.03606732369715543
0.635926384697436,0.18737622275708085,-0.06833879293642589,0.09695790183534778,0.07276155469933615,-0.05537148970656548,-0.25071057381371475,0.07251423424914036,-0.038266943363492394,0.09287175511315389,-0.03490982380790968
0.638875774665152,0.18325596826841672,-0.0979875907359407,0.10584260505554594,0.06673880973029261,-0.08458436098684154,-0.1763824396019741,0.13170097262101885,-0.035740447957609424,0.0850146506760015,-0.032310944218041565
0.639047426527176,-0.8147235468503702,0.03977676686996303,0.22887773117845495,0.09535761047606965,-0.1454102931779333,-0.12551777268825953,0.1366806066661071,-0.04168982495581906,0.08774610425930336,-0.019093556015187724
0.653490672021814,0.19659467340795211,-0.1224124317537162,-0.15151086360835528,0.04409539417415985,-0.15319489661858898,-0.1522262951123177,0.10966880519104909,-0.07266511042493046,0.05680865364926208,-0.024568746250818247
0.655183366782917,0.1930273498100841,-0.11287515805925154,-0.024472529083063414,0.0554472754047206,-0.15564622093278743,-0.12099747829132257,0.09889329961112586,-0.07753600228518481,0.02421496993614708,-0.023092622109089373
0.660076370133045,0.17696298953063255,-0.15562209371023666,0.09328443381101306,0.1097860021916496,-0.15143498301986197,-0.11773637914192794,0.13468195662603474,-0.0902941948776663,-0.021167356266570826,-0.008771261981873526
0.664209238405918,0.21302315768952446,-0.2135049052125562,-0.29710008387826986,-0.18118263654603764,-0.08477225310674182,-0.09349151660305162,0.09726832447593874,-0.07438608569610367,-0.009587691692326145,-0.00980740509844317
0.704552283446089,0.19809068936992394,-0.14930547844186073,0.0569715718522729,-0.0999070406258096,-0.10013835748833358,-0.0038953307891983874,0.09972856314862864,-0.08393058358353411,-0.057373994291663365,0.004254493976484738
0.704582336230196,0.20776964511169724,-0.12141541534839223,-0.002733589064594985,-0.13659257469064415,-0.11304301579685068,0.019219416327239423,0.07290791822846546,-0.09806625197144146,-0.03430746368776171,-0.0019342005737825033
0.705107123421253,0.20941431309067113,-0.0883766243422859,0.04018732067314728,-0.1426835310339073,-0.09608495297181507,0.01401612640838439,0.006347607036794662,-0.08895551864818513,-0.038330963017255595,-0.020320342818106678
0.708159050419622,-0.7763156713060994,-0.025947374977206637,-0.0006132468634907506,-0.3181680165694603,-0.07254993454969762,0.03803355282718527,-0.006497005965175581,-0.10754448503538543,0.018829091424569785,-0.02721947990537212
0.721130109732367,-0.7957582320800279,0.0009596934711841999,0.25111739877733763,-0.18371192554145171,-0.07198621072534334,0.06992868114572702,-0.016858285813371895,-0.09079541733415442,-0.00295578775780623,-0.02663603366806428
0.723940541018978,0.20362371052077552,-0.008730568056160985,0.306219376024395,-0.07510215715820638,-0.04179205321072518,0.09823372581962699,-0.07559969782654193,-0.06739522108922466,0.02144828248979362,-0.0479323424707034
0.725046661095401,0.2192148153018337,-0.06229981236994773,0.0419642834184454,-0.17586748579703793,-0.08266672253289034,0.10771616825400787,-0.13238475632188051,-0.05375272047018272,0.048118031891875655,-0.05870806292649377
0.72812901198104,0.21852818493328327,-0.06828577472295491,0.026401511857212272,-0.15868058407146338,-0.051530758682377394,0.10273840822703914,-0.13029702212015212,-0.0412384032806459,0.08350359900357851,-0.08358509430894348
