TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.946564987391368,0.18656788100253546,-0.2064004953373092,0.0182697192609092,0.02667940917955441,0.0003687245121213418,0.06238864556439033,0.06692440896721442,-0.034724687027707375,0.03470014616473126,0.028922492708360142,0.023354075089723314,-0.008459260664110938,0.027804327508126607
-0.839253719086909,-0.8064125815424775,-0.34497305986675214,0.03003354814828839,0.02872271012002549,-0.01855396422925087,0.014083878473773064,0.043706498522951144,-0.028658837849020943,0.030729110587037322,0.0007510844944965605,0.01803077098826141,-0.005164565353501124,0.0303001764110728
-0.629508410326847,-0.8377334241739242,-0.0078002977109537215,0.18880745158686355,-0.08421273467906885,-0.1188852528760625,0.022067328825711906,0.013150333770780252,-0.024235124187124993,0.01412539477281696,-0.02958360824385818,0.007614040089059567,0.004040644169571042,0.028209280418123896
-0.552569765555599,0.19486331350334452,-0.41109855338102436,0.1773692499572256,-0.04737848620123973,-0.10868698449095414,0.03200268838304231,0.016501732128332693,-0.01890916946995316,0.005076091409867111,-0.050424412037972155,-0.005847583195500357,0.00386414244199973,0.014785998142805725
0.085024864095449,0.1918511236498074,-0.35221649723477755,0.17160238064381592,-0.09035113693067252,-0.12362301434267005,0.011927647962671949,-0.0264146466463552,-0.0040094362290543535,0.010078242365994068,-0.045672067265533516,-0.009016302806563601,-0.007264612705009479,0.0014239261328518693
0.750610688492847,-0.7914946694899254,-0.5518685902231107,0.07480429095931679,-0.09510194019813199,-0.0693576537084145,0.011475523150297377,-0.0711028562312515,0.008425824115904704,-0.005766006249121073,0.00969131614349524,0.017224314601962876,-0.016209186619191518,-0.04182084748761094
0.933069430133357,0.17229080617529688,-0.0616314237879091,0.20255295297873627,-0.27748695827319436,-0.023994188673101095,-0.0012842767497507448,-0.07718822958725546,0.013351832050887913,0.004802385022973249,0.0039008008366464408,0.013079517286379209,-0.0074504585970368836,-0.047178814125462
0.964985078500852,0.16306558012894506,0.0820109306128878,0.17745147364488306,-0.3131686583512135,-0.013757472028054964,-0.004587295597016126,-0.07913600634915159,-0.010389487565659366,0.002719709083345163,0.03342259117908348,0.023108982292589474,-0.010394164141695007,-0.04207284011300076
1.15457215880067,0.20725949919039208,-0.4000665696247135,0.009105636756551898,-0.18866147466153588,0.10356198793888323,-0.08464533047729218,-0.055020721533782194,-0.048169187486617,0.01567447968468706,0.029465433948522843,0.030512478622003715,-0.018547721465510827,-0.03604468472238344
1.16298914923932,0.18785546002010667,-0.16163730150355304,0.04268175542140636,-0.23716931986430795,0.18922504158287193,-0.02517306291094524,-0.07579015059768313,-0.05508772009352202,-0.02227915602151823,0.07349872264781739,-0.001185058395275691,0.015290399256778496,-0.0016409997867284642
1.39767420290358,0.17660955772999246,-0.017276423357534116,0.04898885069443954,-0.24754101752132043,0.17771524348086762,-0.07983946385477264,-0.02880900734192415,-0.07109143901316446,0.0016609545316417828,0.02933633908100841,-0.02829925626574224,0.03309656180387905,0.03780050071118394
1.46717689965213,0.17961490655160608,-0.039712938574049284,-0.06633851589350057,-0.15160013540491513,0.12952866031697982,-0.01070463356335645,-0.013235659256169473,-0.09817381488319206,-0.028208557563888344,0.0710915650259714,-0.023226876209003235,0.016301789020819565,0.04809208549880669
1.57934041643112,-0.8455640046750351,0.23793074705448516,-0.03579376337918337,-0.22847837356451248,0.10894195445973791,0.0037738008000404674,0.030723565891643507,-0.11181003585579621,-0.025252714254001673,0.05633706136048249,-0.027501223157984343,-0.03512025833361222,0.026203822100703458
1.90189828659735,0.16098389743242797,0.2082726190234484,-0.10618151160757136,-0.1987996850053508,0.12069839209536401,0.07541598413831026,0.05087243402461901,-0.07079533022114982,-0.03651867854178339,0.0621638963415892,-0.04100134370513017,-0.012984544709825387,0.023831963750035972
1.99736532572493,-0.7933908721679823,-0.33990426976353344,-0.28819330244585983,-0.1275079454701205,0.0828605432906724,0.0007648919968004527,0.1272901816644151,-0.037463800853260246,0.023234025765574567,0.02057025582970185,0.006896772267400856,-0.05534167086912232,-0.03142865816313104
2.08856392307049,0.17251892787515336,0.041548329644682955,-0.10462926890014067,-0.21354342532961718,0.023476110556062163,0.08201474027679563,0.1555024625797964,0.009912420254036974,0.012384400802380284,-0.009295233471482832,0.04577578757811641,-0.018455405551704267,-0.020005817013303926
2.10800584058625,0.1570449063369717,0.22988853732377898,-0.06085395390530593,-0.24298493424703413,-0.021850536911405222,0.08504971984624206,0.14371609931411577,0.0329924976738353,0.019454381951171006,-0.04484995204071547,0.04249199296033691,-0.0021246662508162734,-0.011389397184834279
2.10959538299129,0.2009069920586229,-0.25874025472425827,-0.18298007028499577,-0.06373464448848468,0.10416719985100606,0.0202371560355634,0.0628575821701172,0.10604205084277575,0.009318236651225408,-0.08893607604373492,0.04203893153807544,0.044329274224347716,0.0026216634734791467
2.18307450301212,-0.8426382385747972,0.24156681532592902,-0.08415566490781803,-0.14099122382535642,0.029712016580246706,-0.013461206546936619,0.022902092104721192,0.07856355564592533,-0.011316393467324454,-0.11564239767519537,0.050022211635181335,0.04211010505756086,0.015940743113095405
2.18673876833911,-0.8284254322681364,0.10179075439026054,-0.13724142714694237,-0.05186617233493113,0.04336125538569877,-0.04787821975254524,-0.0029026225535445536,0.04051296515367595,-0.036000088403747826,-0.1217874345657757,0.04639083840014537,0.034648113329349924,0.03237816804321693
2.26578497197039,0.18757654799664197,-0.021649450691786774,-0.2260214175096104,0.011991121827154607,0.053400976194129125,-0.03371145894784021,-0.04482197059959329,-0.01802984638600272,-0.05444911422168659,-0.10657455124871253,0.026589787117232512,0.006215292121294406,0.05345002145331824
2.27083487674283,0.17515917797090524,0.1155666778164732,-0.15451041266287915,-0.04519564028360288,0.0003482858337539845,-0.029175472421079852,-0.0577156749604777,-0.02034894447353278,-0.0366703901085557,-0.10220757178827825,0.012298121348021124,0.008117546151898091,0.05658671094008987
2.30516343750525,0.19875854320704825,-0.17117833745444652,-0.22252087472574966,-0.03189962186003212,-0.04931359009121657,-0.03876595120889006,-0.035970942278171276,-0.04990033106999852,0.002738404541199318,-0.073468427547724,0.012483934807023003,-0.004780258351237543,0.05260811742199374
2.31073414033149,0.16872266749782772,0.17587850145797018,-0.11514275340926845,-0.10062014614947747,-0.1006788027650404,0.007820088362316742,-0.04869999174927545,-0.05511200725277049,0.0239783646470182,-0.03204456483750143,0.00892548563454179,-0.01655716342156529,0.06886256610170313
2.33206780874885,0.1820087569663519,0.01136990701892407,-0.13262529961460473,-0.0831273679060175,-0.007614044325246653,0.008001705633429095,-0.06557700197684331,-0.023798469362369647,0.051927267544216955,-0.04336158276373082,-0.0019704150812834835,-0.025616939388233707,0.055729428959870424
2.33281406790127,0.1732865896270197,0.11792839881158435,-0.10394251879751773,-0.08862570049789949,-0.04085208561778598,0.007602284198775706,-0.0690829084664403,-0.0016516243332525896,0.06446224651959807,-0.04169826345290709,-0.023053151606145243,-0.006846180337136838,0.02085855880422824
2.33585780652913,0.1803536556226605,0.05858569688880441,-0.16330775464367392,-0.019039891455127928,0.01713445813678155,0.015683201733704927,-0.04146070917929125,-0.007703096980374776,0.04643448450262574,-0.024760046202370406,-0.00981712581396334,-0.016430774381058715,-0.0034627800252415306
2.33867288492065,0.17571194652303998,0.11659138635300365,-0.1545157286306986,-0.042350489565358376,-0.001186119305052358,0.019718235574994778,-0.021426735412088303,-0.0037371441228991474,0.050898352645136,-0.029331921267652692,-0.004294007971779151,-0.01951292951700159,-0.017180619170020787
2.34020485222729,0.1896514304997979,-0.049819900403635625,-0.17941142085877013,-0.07149269950796719,-0.005184778516885616,0.0033568091578487828,0.0049875518516522,0.01894253827630139,0.07376343724752643,-0.03506711508168179,-0.026966455042976876,-0.020097850309266755,-0.04881752870230917
2.34614583171231,0.1716552047735277,0.16319566596311177,-0.14482162883931454,-0.07146079135450917,-0.10677791510832706,0.004855755722776287,0.009025071624012004,-0.0035725699964771138,0.03759595251437633,-0.020140099738881825,-0.03832327956978902,0.005624141460082182,-0.035713236645680345
2.36055933695408,0.1777755493558139,0.10980984159029981,-0.19643495789371238,-0.0002297560431051508,-0.08291302359929195,0.014813545402673756,0.014504669994961457,0.0005828801223752315,0.026087973002294387,0.003586026852122899,-0.03938091941661269,-0.009356960210627477,-0.0289466591205677
2.37759728821484,0.1825347025678887,0.03918230574040746,-0.207314319408696,-0.003033183025730344,-0.024828517253209722,0.02416165591031095,-0.011485237857215398,0.009786238825671851,0.002476733311107897,0.014001412478341132,-0.07173621608949414,-0.001069273252887348,-0.015956876081957606
2.37964604173184,0.17388332741223064,0.12209751341745323,-0.16405206264296826,-0.04587319594772688,-0.0630863795383454,0.00990360276357913,-0.014653313675485606,0.02477192265917825,-0.03138249234656356,0.010590054020303356,-0.08655992504026702,0.00641743782947708,-0.019590182012107053
2.38513735077248,0.17718921835571036,0.09664379737246091,-0.22210201458000586,0.04471463864239595,-0.02816201762104282,0.05232526307058323,-0.030159959929357806,0.030015197790318793,-0.06939924492081703,0.025899559444394978,-0.062465138866297135,0.020308689944044264,-0.028761049151013986
2.49109772687554,-0.8028222286604375,-0.1600768423188174,-0.3101169297555757,0.02063580156213716,0.0003447850807864505,0.029773850119589867,-0.02953005626881406,0.0480773100655282,-0.04988278721871598,0.032200318119057894,-0.03765439479224498,-0.024939097556717332,-0.03827021609754225
2.50804369880753,0.17640376279839376,0.08296279725859795,-0.19174084755146897,-0.08074607300620236,-0.03047391883681147,0.06914451084705371,-0.032716496613109866,0.051231879027135524,-0.042263814315679105,0.027903613570187127,-0.038698163010419506,-0.012218128732557811,-0.03832494315323321
2.5163481317498,0.1902847600038438,-0.09260112797339168,-0.20967447762697639,-0.019457415912179258,-0.08014185773242699,0.04553600115569244,-0.035043593259267494,0.0393980335569678,-0.04948747470557377,0.02772718718100624,-0.015529905668594718,0.010039146968846752,-0.02472133122295074
