TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
-0.629508410326847,-0.8390388288652838,-0.13272544035096623,0.1305159601457681,0.04800350912098886,0.10584995331472821,-0.05826282989969123,-0.02199496574867315,-0.0565326776309704
-0.552569765555599,0.20306932364077343,-0.39841730271742576,-0.11185774067302502,-0.02936085799006072,0.03918004778180261,-0.01892627338513675,-0.03887102854684406,-0.07455776205092456
0.085024864095449,0.19386067388437647,-0.45788220784176836,-0.051136183507770834,0.0996724548318823,0.12553208800618051,-0.030799202020525974,-0.04140514409354045,-0.08821483746414638
0.458468272734064,0.1661248273164429,-0.28620359965762476,0.1195929575443139,0.21462536966566428,0.18171590155319656,-0.05682516540100777,-0.011462554581310565,-0.08888316295312917
0.750610688492847,-0.7853101434274835,-0.5923173022517929,-0.2491132294289424,0.03564630446052082,0.09311068916266156,-0.012787161744142421,0.04082289003368,-0.06331395548023162
0.933069430133357,0.16208956650747103,-0.26700847157053653,0.051709163170433795,0.382595480749315,0.08132120223514921,-0.0508192025825637,0.044720165542627366,-0.02845053597034502
0.964985078500852,0.14817593247625777,-0.12195214973803939,0.06817682031045041,0.4526534753598373,0.07786281996320361,-0.06376418074423944,0.043964147981251936,-0.010996655126235667
1.15457215880067,0.20531680334075603,-0.44188615725993585,-0.2681940054993097,0.22922134396762514,-0.03265671913749865,0.0413895600230474,0.05881867502441455,-0.03701680798046727
1.16298914923932,0.17708736094652275,-0.281889554830308,-0.12682701819814482,0.3339626417301084,-0.0921160208504666,-0.022392142664109636,0.08726115673575631,0.054569290047673746
1.39767420290358,0.16333220750910707,-0.10466376799642638,-0.10118143262768463,0.38046411372428945,-0.145326816589055,0.03238417873992781,0.10436137489468253,0.06373293704128702
1.46717689965213,0.16710163194333866,-0.10430809511979126,-0.1865294381557085,0.39121071520080897,-0.1535710327587341,0.045772021324764295,0.08178158046506355,0.0650324027122101
1.57934041643112,-0.8618692265411881,0.13293528377075653,-0.048004106584198895,0.4266080568307984,-0.11694837822271628,0.053215040468687816,0.06814595938354956,0.017004474081894805
1.68746124857948,-0.8327950234577268,-0.0012561059965203844,-0.2532280409667591,0.2319735842919308,-0.10571779131635546,0.045512460949040684,-0.016462915951097182,-0.0014357134405004305
1.90189828659735,0.14436830067615344,0.225415762128166,-0.12859006393240707,0.29824504046385997,-0.08599690294029463,-0.017724946040187685,-0.053631708022679525,0.022534720059792252
1.99736532572493,-0.7983755080181317,-0.13568905054926197,-0.5369037310775955,0.05800703501612779,-0.17648708682434455,0.03245530456001269,-0.05796807725893502,0.0180159986348057
2.08856392307049,0.15885843902151797,0.1100394656311492,-0.25510870013646797,0.30079390788350197,-0.02178520940338457,0.03816429545975571,-0.1526883688897873,-0.03940078575460978
2.10800584058625,0.1402190898573722,0.2699817520688502,-0.15027744553533331,0.33185163458430933,0.036041486322858855,-0.030608566152479116,-0.17098316748955492,-0.04963664965686485
2.10959538299129,0.19892939853285996,-0.06851744817633937,-0.4086540574010084,0.03142948693504967,-0.14498642943938314,0.021401134742830574,-0.15951955352516292,-0.04195876646493863
2.18307450301212,-0.8544752986765282,0.2878427906452293,-0.09723822062294234,0.1636722400770516,-0.04535797264799708,-0.010740354535117649,-0.1469297253257335,-0.05639849319038749
2.18673876833911,-0.8343329523849498,0.21177731327431876,-0.1822511694801246,0.021439995786995257,-0.047243190585321754,0.004839325283192753,-0.08804783671821849,-0.07687246870972432
2.26578497197039,0.18280737016797477,0.06613205080399959,-0.22383014011348693,0.04478916256315363,-0.0734951002698033,0.026412092376943752,-0.08234473078562415,-0.07062621007034214
2.27083487674283,0.16767020277647826,0.17576340140276614,-0.12069954377456801,0.09931962245516689,-0.039581103426349046,0.007524984929675696,-0.060016356531984526,-0.09773241072205366
2.29600929534971,0.16453450700301622,0.2656936907969129,-0.1284756293218271,0.08427942315767518,0.020750868081500378,-0.025173174396061003,0.017743484631965727,-0.080236163053942
2.30516343750525,0.20140478972681242,0.015281539014533161,-0.3049274731012663,-0.0746144672226836,-0.0297237640645541,0.009350365752801385,0.05891733486741758,-0.0689308714844395
2.31073414033149,0.1622675758757627,0.26751714463740794,-0.11783054741372859,0.0906388621925217,0.11333088394796405,-0.0394873113876408,0.061791036155099836,-0.07587804247974322
2.33206780874885,0.18034980950935944,0.1283928032138835,-0.202669614084081,0.04944835891575787,0.015610488139886749,-0.040339254339737805,0.09304858299328635,-0.050178467677267136
2.33281406790127,0.1673361121906192,0.17999636067389624,-0.13670993073595805,0.12484983555504466,0.05699128635526333,-0.050462214884967736,0.10244366396315821,-0.019916028344924234
2.33585780652913,0.17678512678860128,0.16452253618502066,-0.21298893939588986,0.05752234594053838,0.03963476853935222,-0.03811672294073556,0.08578324057941959,-0.025154393777989604
2.33867288492065,0.17142930616072208,0.20993652223787856,-0.16227519239042645,0.053663235010771505,0.058535091956377454,-0.0344219389879941,0.09416678742580922,-0.0021907584901536886
2.34020485222729,0.18798103300477573,0.11773872177554019,-0.2648953766991882,-0.020322037755613784,0.017682409645895663,-0.012389506110764491,0.07970479673416611,0.017142515347171837
2.34614583171231,0.16546398754470573,0.28139449520077564,-0.12559313789176157,0.038800544034661835,0.0592782317872428,-0.02717312680071246,0.052672611997754776,0.01630139044146333
2.36055933695408,0.17427466647976617,0.25482251147404344,-0.1731396569696735,-0.03018985312443362,0.05437264280420059,-0.014418211224150533,0.0366835217872611,0.031072519481757835
2.37759728821484,0.1806062619202951,0.2205424364676618,-0.24212641529042592,-0.061396717193640336,0.05315472839297575,-0.02590684502938927,0.014011542291767574,0.058245431704886545
2.37964604173184,0.1706334874505142,0.32573173114493875,-0.2105407874980974,-0.04187589604542932,0.021331692481699013,-0.08209841625649236,0.02091225246735457,0.07055740727684423
