TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
-0.946564987391368,0.20472983116155125,-0.11476781997220366,-0.19324365346784078,-0.07437598585297628,-0.10893251964421156,0.009147319279310654,0.05568721363164385,0.10848408202567347,0.11658532410182333,-0.0848376146880026,0.014170455036034623,-0.1426046884272141,-0.11663869539737014,0.061416493369603746,0.022157797862354563,0.007228607489837842,0.013242217763858536,0.010695585388341654,0.02484627291795465,-0.0680683790407975,-0.0343418764152693,0.04770952156062603,-0.00443342611820726
-0.839253719086909,-0.7861078768913101,-0.2812839823847529,-0.16740156285872104,-0.00042610394911049646,-0.02349052368912658,0.011483218004625501,0.022451190614127006,0.08162820568963512,0.1130348887525297,-0.08612439875065457,0.02383018928416368,-0.1458652365692971,-0.07638032082333154,0.05220686895751767,-0.0022551110221239777,-0.038764736169201106,0.009858026303803037,-0.018353437884987316,0.028068943564969192,-0.05690820214931951,-0.019501821699612586,0.029073675431187804,0.038228316771428766
-0.629508410326847,-0.8137073059058694,-0.019941837775385735,0.11781145401193838,0.01931952572093114,0.07453849522756081,0.06249736478263753,0.024025035137832343,0.002721777958314877,0.08793818109749993,-0.03687553291555217,0.10616528145979295,-0.12190651485283674,-0.07147626181430727,0.001469704227587865,-0.03167530949420857,-0.04859916727004735,0.017588865029301137,-0.04221147412338496,0.03832513599268069,-0.016503617608594867,-0.0005454269706319645,-0.010852547809053953,0.08293305832344551
-0.552569765555599,0.2166801445125937,-0.4196429735530517,0.00275301299539959,0.013007548779155218,0.08184977276184494,0.10245799851487662,-0.050975249435138634,-0.0071519353368663776,0.041661404962158234,-0.00879666437105995,0.09511158355876827,-0.06518956993562836,-0.03678315455610388,-0.03492041010524599,0.024673304065254045,-0.02572544993103698,-0.003964147244161391,0.00620341033958513,0.01588844978010587,0.0324156575024042,0.04840414065396865,-0.04785075701790248,0.03990271700670566
0.750610688492847,-0.7704739397777858,-0.56898409615612,-0.034942588351443996,0.047916095852674825,0.11649702516715242,0.05615028208750557,-0.04822844274754818,-0.05697179278414468,0.054188841567425,0.057237914550980054,0.05917661148935906,-0.030876765932956796,-0.032182303846040684,-0.0063136776773911095,0.026870104368711883,-0.030995431437810087,0.005602921302341378,-0.008452130131854436,-0.05182158638017722,0.01789781711403367,-0.030791411628541362,-0.004112414449099429,0.012399001838466536
0.933069430133357,0.19291567782368324,-0.1666740589657224,0.26123641535261094,-0.031305728262439915,0.15095968643434177,0.09985561062155915,-0.034225807637803585,-0.11237690969817885,-0.008129310916471351,0.127572367809688,0.049325860995144376,-0.03089429695091298,-0.0528939304328364,0.03144759552924643,0.03314749996141956,0.005245597690401428,0.018715909621010964,-0.004410958891573104,-0.0005051367616193761,-0.009451396650814872,-0.05244966000521535,-0.0071833394356274815,-0.03457710518758616
0.964985078500852,0.18757180016369723,0.028268709041593988,0.2700197149420009,0.11357929687065933,0.0717627447135078,0.13706578302857086,-0.033741720952825426,-0.05622392290260721,-0.03594653030388577,0.07936665704437056,0.01415193299564811,-0.0535515649062015,-0.0353014318473426,0.07687013691065443,-0.01905324969165583,0.11542530946418345,0.032346490521011656,-0.030355749988154702,-0.02447744259630343,-0.05081232695736008,-0.0696146772793571,0.005961367888278708,-0.03243304230556187
1.15457215880067,0.2273480779690073,-0.4625269514381738,0.13269379922535218,0.3561988280846334,-0.08434306937998727,0.10045348112714218,-0.06652745910496262,0.020537099830146087,0.030343663078225103,0.012687077077048768,-0.003391808651530511,0.03151248131374374,0.030533156543530345,0.05682353310137218,-0.0552253694205064,0.11154975237485472,0.03956629849573126,0.026329577044165848,-0.07025676895993738,-0.01066656294252417,0.01540642696051265,-0.048270992341495164,0.0018435050654053422
1.39767420290358,0.20338101166414393,-0.14108556995997523,0.32751787139111066,0.413976159586602,-0.05712457484996382,0.14065577503925314,-0.05987992854530817,0.0548416255746815,0.014465511328281543,0.0510275375334172,0.01637424614829273,0.009348640290102165,0.02103007715243928,0.03133537291102343,-0.09266062795686679,0.07268812491484139,0.04905753998179194,0.008274414473320845,-0.0506575245939614,0.014677115341452973,0.023571491882413108,-0.03618808369643496,0.024873052294622913
1.46717689965213,0.19627511232200107,-0.1877846654914399,0.34445854590222913,0.4209928253987204,-0.2370925722013789,0.17251203913688753,-0.06079910441416485,0.07876668284288434,0.027332181663073392,0.04296635887491354,0.015878670257299266,0.0432273277414333,0.04613744871907138,-0.0191343026787791,0.024431295352701905,-0.0989518498659487,0.007718236678589565,0.04515537886623729,0.02513092544251958,0.033568471959666134,0.06136581282398381,0.022473854792422723,0.010788247927068213
