TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57
0.0059456383787162,-0.26632439968139804,0.2997456103438976,0.2640642347039242,-0.2327949898079813,0.7238341647691957,-0.6303215899919913,0.11285494866504941,0.1328237450132653,0.5410198428219949,-0.029077494894310305,0.4175021071995668,0.2661791589698348,0.07113461452084208,-0.021690887081903164,-0.12058762248234976,-0.11881421090170728,0.2839989068596617,0.29937777312590136,-0.184260445073061,-0.03329505216673278,0.22389818905601896,0.2758707065698667,0.17184100900636237,0.49568642158006543,0.008721282739095212,0.16273772385496604,-0.27382755881008053,0.14823718605456462,-0.06897864555020197,-0.10213577813371619,-0.2533796247602231,-0.1362576843894622,0.14713715400075758,-0.1020317667985812,0.11839220171657076,0.07692994698392229,0.07126192744555776,0.06890131468739168,0.08201556311685021,-0.22217527802916123,0.021986348282580993,-0.2680480135424514,0.32999415719416686,0.029981361725654302,0.013999398523755086,-0.2690628160950965,0.15041878082945473,-0.04779823945726383,-0.2266457540409885,0.07092305168169338,-0.08236528059274854,-0.04767776261196985,0.03100221655096505,-0.0006082492284991512,-0.14965954707851706,0.19257881348248318,-0.03200265802646723
0.0152489763573463,0.46876367919042455,0.02658189434444248,0.14530618787135668,0.1285190355440391,0.23508859257797052,-0.2614283375874487,0.08649533066868059,0.17197462855984802,0.13997762198949543,-0.09451778878966847,0.47548409682838944,-0.25487259320823263,-0.1446743136002975,-0.19292474855763506,-0.13161293872891894,0.05058642562181802,-0.010252636991669695,-0.0826312862856181,-0.0989074545856527,0.09266200616907885,0.13446337526082203,0.1233855157756967,0.2388088714703728,0.275057996723897,0.03717417166481816,0.055516276428259875,0.007600859577595928,0.2042226113376154,-0.2071115078422527,-0.027698252636380507,0.004201048049878026,0.01169145838496799,0.0961227123053508,-0.0755033715419206,0.024594847040686544,0.20229194139166834,0.259923197238671,0.06301204069066192,0.09152641680120374,0.17015098229247827,-0.06221858486404227,-0.1653390772099181,-0.10732978958643666,-0.20869515198267743,-0.05160195723770305,0.05287113582948114,-0.0085444836167541,-0.03928908787576687,-0.21227147156323734,0.009813403619249827,0.10467899196099717,0.08412459436152582,-0.03529020495937996,-6.524630159188857e-05,0.04562909323625494,0.09804194510104026,0.08364816009314115
0.0171508319673862,0.34393899900745334,0.4132590452989388,0.6267615070777468,-0.699701841273279,-0.4216047732205231,-0.45770872495015025,-0.05526968912796112,0.018069975335704064,-0.016775207095778746,0.20057168351894783,0.043572795997198016,0.07886807254879938,-0.005862789602436957,-0.3434177887042498,0.42612858391955016,-0.014730067951079461,0.03233377224415045,0.32911595463862703,0.032120450246508996,0.03232819053322291,0.35119655428151636,0.0485094518377537,0.1744301627481936,0.22784158874541766,-0.14655107489077465,0.21464008427769168,-0.20287417924844978,-0.013097291325131485,-0.19206484484667743,-0.12208277214274642,0.33203920420028926,-0.18065048110583143,-0.2054147664295614,-0.08539877072779063,-0.14429056952411598,0.2883395300478916,-0.18223966758058063,-0.0638531876711104,0.04161897090829649,-0.15125948183039076,-0.04519585830253247,0.043218163675873895,0.14587879865026654,-0.171500625071278,-0.2840186876499508,-0.05493243940047875,-0.06306469833558065,0.09191760242106338,0.0008119261502840107,0.004723048165002096,-0.21353395502060785,-0.05985972713601355,0.04156242580714799,0.005228555421640544,0.115802618674603,0.1588243090701212,0.16343348235322228
0.0215125728042562,1.2242093319838796,0.49514899842170007,0.064520440016126,-0.9432366645415156,-0.46357025073128255,-0.06460901051884961,-0.12706628749119614,0.4232545048007712,-0.29624174579003376,0.2622867930595985,0.2983151042780533,0.19075750372978897,-0.07943164835061987,-0.24352884479107387,0.11290570885293659,-0.08521395887765557,-0.21914371753131223,-0.19027793633054266,-0.10106520611295895,0.2833586637481315,0.014989838031529182,-0.05289561453869437,0.30112783266293813,0.11627059647633142,-0.29903556836696144,0.10059134674517249,0.03900827549816098,0.18710773977062195,0.1364481690818847,-0.08936023663790309,-0.19852726384302125,0.0047024604801063526,-0.08677047537755916,0.05586178513758791,-0.38354910763394856,0.08830359462675971,-0.23514265101232243,-0.07748391682841237,0.2724302147035398,0.06797026216085326,0.1236405113130828,-0.2430454435814549,-0.156622405433833,0.19613472829043002,0.015098663996142445,0.24400201010333603,0.14715313246623885,0.1601653416634366,0.15114441561234623,-0.297237548891821,0.0338128341684832,0.08767940725584658,0.21886036736992306,-0.04832125636186603,-0.06102286029935844,-0.1182637402046733,0.05618065483906399
0.0233562126500812,0.49543684029809504,0.5780577716482562,0.31196481435832696,0.2276894128420469,-0.3049521514299572,-0.10775972239999779,0.06922698470883547,0.2572345717970062,-0.1732417538501181,-0.15843408247053678,0.10408189838666512,-0.03800596178015972,-0.30132850428873686,-0.08948346215365678,0.2712700255137223,0.1606426865107124,-0.013185829098722898,-0.22818605654750715,0.04674987114125946,0.10700745311951369,0.23840010636720438,0.12146692991376119,0.11713122747826019,-0.05068626366699041,0.02373685839227742,0.1515478007931491,0.0598398970405083,-0.04107607391965498,0.024028497430111307,-0.2444336542159979,0.29547375543766613,-0.07767521722829195,-0.14809295017460386,-0.09283546527490444,0.040629473000350615,-0.13126420477405165,-0.04287022197148085,-0.18532677275855303,0.038944992969874345,0.06312034962460784,0.033203731998603964,0.0416420375707566,0.1274871780647116,0.03937673592062183,-0.09293549895155412,-0.13752629237258526,0.03190612755535705,0.01466197141449664,-0.05742612133856723,0.213584700974142,-0.0698106753246952,0.13565466804129683,0.16131921966827875,-0.04350804447597585,-0.057231215966273986,0.16434540737292935,-0.060752516054189395
0.0455616641763256,0.4831442992792485,0.6342663233152245,0.07178025791025383,-0.09295284355763733,-0.000804745235467291,-0.2306521612469609,0.1601017486621568,0.035430139424570704,0.0789271600572203,-0.13431225630774568,0.3781313798029296,-0.1378923039056222,-0.3244072834914904,0.11455663716993085,0.21337654086550675,0.1525525720084617,-0.09616604844276323,-0.2552302663728547,0.2679505527699032,0.02536193984653271,0.09836887656412534,-0.117872070515728,0.30309960269996367,-0.04560332873872435,-0.2308443499584105,-0.5759326521437336,0.1841074022108681,0.05855999698930908,0.2512716871168866,-0.30784216053840785,-0.041524146986581495,0.06372681692605624,0.025018920206015975,-0.11071796288139622,-0.052534351793670005,-0.0005449692525963344,0.14247024007154988,0.056611978990769064,0.03925955801318189,-0.03095630497178437,0.15156577586773126,-0.05792304327344876,-0.09110117819144233,0.08864732735104744,0.11491374130079288,-0.015281538585537205,0.19317149857332255,-0.04259312413525966,-0.223368322738364,0.033329574372652125,-0.09737731386479889,0.02891041627330471,-0.0272163376453376,-0.06150844432296923,0.07771113371123242,-0.14943190803688905,-0.09860006444830592
0.0668858753704981,0.3802543500211261,1.0176482491625511,0.30337830586707987,-0.14407072073441915,0.0672174793487872,0.17625175618086908,0.2889023696198979,0.4114059555930278,0.15119049386025735,0.011600176120307872,-0.11989065054147584,0.04587790921515231,0.1649689694611236,0.60405976867102,0.05919773342051664,-0.04815773500572301,-0.3680479113771129,-0.1164886888925113,0.25919247151986763,0.08664535687960769,0.37108039226374734,0.06376631858884309,-0.024182441362125027,-0.4305080018641265,0.01121290490290652,-0.026030607531418903,0.1642084945715916,0.19652976422988827,-0.04688885737082985,-0.2916941968398349,0.030673919329664113,-0.23721966183197274,0.2333056061883528,-0.10992477326686181,0.0805916846375582,-0.026597726323126077,0.027123793688839624,0.10283296043233635,-0.09206549738580759,0.22431429962373656,-0.13985222178891515,-0.0004668742693591716,-0.15006755594842042,-0.07145921044566521,-0.2450086769817919,-0.2915911929492862,-0.0050970533085474045,0.33089319810873313,0.2579071747659953,0.02341800300008566,0.08491724262109614,0.01106120271314529,-0.08543885468130769,0.017242320286127245,0.020317466009754134,0.02618848480338644,-0.1869604237600623
0.0901023109950052,-0.04477507034928061,0.11403158132609946,0.5822732271025799,-0.6392022615546042,-0.5173580675421332,-0.5590187475102348,0.2946614204213692,-0.3457285646989482,-0.19442428679177348,-0.02798447311413565,0.035534294117733005,-0.15437019668988233,-0.4549290301817284,-0.01992680715301635,-0.07972160225598464,0.022459327441524252,-0.2918263882148161,-0.39166000246713273,0.1774054219973834,-0.043252016624722604,-0.028461291619424747,0.028928540217606245,0.033572224590716404,-0.05149638148666987,0.22599478238278653,-0.32792423047394326,0.10087947948024388,-0.03691709743010086,-0.05013260541651131,-0.2518191426565054,0.09768811272145257,0.23623033077943117,0.16647181634500652,0.009784080891776356,0.3625028925700246,-0.04258646796490126,0.27816909267647577,0.06828954748666524,0.03267695485650285,-0.2907527062017503,-0.03727271466087271,-0.11610995263927265,-0.13742479468287,-0.18304287033912717,0.29688448864677625,-0.11841755977301938,-0.10955627511870283,-0.10796336600364896,0.012601538804940228,-0.07922908439223555,0.058456465840094264,0.053504621834350986,-0.08553696774129281,0.08634947979950665,0.09932568050803538,0.01805745941826328,0.17157097706927876
0.108445839560347,-0.29560424536959273,1.132530910063182,0.8419027715057015,0.04912616873254097,-0.07310386606371606,0.11423305910841988,0.22976173199660938,-0.2563149163197881,0.07313503377472738,0.14574524150145043,0.14041960964262828,0.04309593156934423,0.16712055881629848,0.349492719243584,-0.06375050204138141,0.048134515483814456,-0.3385917481728766,-0.04611365636507925,0.2988345677537731,-0.4075888157711555,-0.2920333152407169,-0.37156691929108265,-0.01691993286904049,-0.33697083392719773,0.022593895113718274,0.024635323617704062,0.05434100168489827,-0.055013035730417874,-0.2007347597264782,-0.32838939493754393,-0.16949626554005048,0.09677664316577936,0.0238850783252587,-0.24224315426997342,0.03485422416263771,-0.0629302722358623,0.1148334801342343,-0.012714355089391153,-0.2726359645548339,-0.0718248250281578,-0.1102521591917984,-0.4951666049289548,0.2586435742816341,0.2382152850233171,-0.2895653989174229,0.1914963589970306,-0.21489288863052275,-0.032200110066896166,0.0738792785809377,-0.054712955772987,0.08032051009052164,-0.13803995244831863,0.1896903980474221,-0.049682099386399774,0.18247549316169817,0.1286297564038863,-0.04341208188118994
0.112012722518823,0.05069293718694909,0.3293540383228156,1.0989288569326934,0.6312651198104358,-0.5388785213401852,0.20930882000191423,-0.36871495626004813,-0.22611192870829008,-0.16734244415762553,-0.2298131264008531,-0.21729207046880497,0.1644664589009653,0.21424556893823676,-0.1694162168511136,0.28581007963469884,-0.18356004178101157,0.05078628114640017,-0.36019296703575243,0.15455447191887414,-0.0029518904315373696,0.274211259644063,0.06706090457923064,-0.02735777874480019,-0.13502748973982748,-0.2043777224439186,-0.1547215985328095,-0.5993213507542938,-0.3989264384316965,-0.12278820993851107,-0.08776921989043421,0.16587869692590348,-0.24220582224807038,0.11792777156206263,0.3775416305067326,-0.014758069398144304,0.3000008566710801,-0.12906723312435128,-0.0718419491698479,-0.1017556585239272,-0.18176765699037994,-0.07188091484343298,-0.267173680457972,0.09239405362194564,0.11097323041513711,-0.10482780916298771,-0.11700612740080917,-0.12469095540983446,-0.2651906925981036,-0.08194521575636622,0.08242061884237468,-0.13401363122165005,0.14467441199549133,-0.25968435666383544,0.027690587364161835,-0.04237443946275772,-0.10836359628353942,0.04366215950746535
