TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
0.015261738676321,0.18833367407818893,-0.20234677464850107,-0.0006193447377097546,-0.01880744816140673,-0.01563882004857461,-0.03818648986573265,-0.032602028661746184,-0.015767257024836386,-0.010584808619027823,-0.08415317355138419,-0.05782631062404172,-0.037004369107309705,0.09589731172795286,0.000559051230235955
0.0171651860055275,-0.80460587893217,-0.3368791194939206,0.011084452636972933,-0.032946422138481694,0.017667451780226714,-0.03896778357264487,-0.007531976076456415,-0.017073499094104272,-0.020981469469125245,-0.0731598370867888,-0.05379730161405842,-0.016485695911245338,0.07713840001665202,0.002176792937092025
0.0215305773122087,-0.835907252035501,0.02033779631481571,-0.09722056434122209,-0.08915524014574472,0.11625640317492746,0.0011684388520644918,-0.048539490374236174,0.02218026124379272,-0.03332404414719072,-0.04941427692766947,-0.07420376466647849,0.012233061818475692,0.06512572518752437,0.00831752533807036
0.0233757601547069,0.19670309077536413,-0.3818218946006885,-0.09838830781430952,-0.05870729295761473,0.11309038827418169,0.010517684934248301,-0.035547523276900486,0.04076906802531424,0.0025189898568272005,-0.030135356422656006,-0.06057130961453218,0.024251171852582472,0.03988374868239099,0.01984463040325957
0.0455997960795833,0.1918204716662953,-0.3197295086597352,-0.09246027386923975,-0.08403058794456128,0.1137377240906017,0.03422693012428321,-0.029932789620258225,0.02946136236869287,-0.004529590110166917,-0.036519506227160325,-0.07567211047411736,0.036758903885213856,0.011644288490128302,0.026648793732267015
0.0901777202819192,-0.7899099725417552,-0.5111878566180108,0.04181269088868233,-0.07738795179804679,0.11326775308565157,-0.029117560245131062,-0.03125017017319522,0.01049869169032621,-0.021139991220134564,-0.009899559739306042,-0.069077563348209,0.02614613892732837,-0.031074945152841704,0.020289366021205707
0.108536601088434,0.17261584011112682,-0.0203791651129554,-0.06839594793395112,-0.2545453508975961,0.10592289945627055,-0.003709144052577343,-0.0299106284390133,0.027658275487927344,-0.0021954358173132136,0.017869403568277837,-0.06221002290021949,0.057470755919863906,-0.038245957024044,0.01491687510238945
0.112106469276672,0.1631835598223753,0.11811178164270296,-0.05873110324411567,-0.29514558038908206,0.11866425280632717,-0.010942389356776659,-0.030854266154420027,0.019406111603618884,0.004871253857157155,0.025652593799281708,-0.0461070829671364,0.04372381825251318,-0.049008526846245716,0.019578416646893887
0.135830459809855,0.20856083200350212,-0.3809549948143327,0.1380337234249428,-0.2534256782193289,0.06951812314037412,-0.0321000080464416,-0.023376491261238395,-0.04964013227171228,0.013382208439531765,0.02343581967748775,-0.036008093650179915,-0.00029620683111784575,-0.054443177087836296,0.005719352356728362
0.136991595400043,0.19060613191307774,-0.14504230965190992,0.11386930301891453,-0.35392626792444287,-0.005332856046594538,-0.061936682003583154,-0.037693226043599565,-0.06623859268890035,-0.020720563695435304,0.07167389036704239,-0.010036899129867702,-0.036654750283271635,-0.02904867553853189,-0.0008651559162687095
0.173634963621368,0.17821302562535357,-0.008481971132748749,0.0676223224415456,-0.3433419828855203,-0.031210933542886208,-0.003236051912351116,-0.021741132644306837,-0.07076282740024602,0.01193928217738479,0.07240849658757474,0.01697183701998141,-0.0318951475075091,-0.00020520878249313023,-0.0085862395426911
0.186243258439798,0.18263823417322864,-0.02867928638470368,0.15840175865024744,-0.21742257980597002,-0.041468427570796766,0.02071312958972252,-0.04973607657771412,-0.0861815946019765,-0.0032083239828551886,0.02336963424551605,0.03966855424900858,-0.07717124674520376,0.018345182649897006,0.005032111182481392
