TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81
0.0152489763573463,-0.2037036104639822,0.08034959358967993,0.15245305437635293,-0.044735818567048447,0.07847802791417187,0.14478393037087622,0.09251075902172948,-0.28106673543082883,-0.26700740661679,0.11265717633180927,-0.01864234124189703,0.13259159762809203,-0.2572724163562684,0.20587265396943247,-0.17342854011928308,0.15973916856797973,0.11467463776050889,0.28709500607060523,-0.24634004921907726,-0.008352451185168008,-0.27154499832677803,-0.028156055570249947,-0.22077098799349307,-0.14875641010645838,-0.15649475654270498,-0.2698641713728448,0.12008706821519476,0.10136938406171646,-0.165211594648905,0.2636623783958391,0.10229329617568633,0.08523542815243756,0.049265611929189934,-0.22472349978819586,-0.17431654634412497,-0.12768628797065504,-0.052028094200086125,0.19434905977553074,-0.4535525116731907,0.2838540049185413,-0.3832764728960599,-0.08051904406788377,-0.17593351991262451,0.3832863889883592,0.17765079974322173,-0.1989161907469418,0.46110849129122916,0.28217777528644034,-0.23883762728449184,0.057875360211607614,-0.08102497990519715,0.0558503336682765,0.12981935257711474,-0.06102443067688711,0.03491416987768217,-0.06432161559645055,-0.028118286674264987,0.025406382922676753,-0.2664346477784969,-0.12587165719214977,-0.11832539643901946,0.04369649336391356,-0.1966322222658343,-0.3008855386302672,0.41250521069544205,-0.0729987547302995,0.03918345022227029,-0.027649319832336886,-0.18526052003340954,0.07984594390047586,0.04878127685294163,-0.11035008857649624,0.1938069293973806,-0.3135065214906385,0.1590328210212327,-0.012148357926917073,0.07995781602483841,-0.16120571895795727,-0.09117582980897006,-0.00997873857008137,0.22866437295737163
0.0171508319673862,0.6092670420230356,-1.2498223036120473,1.2487432562445688,-0.1345455146280756,-0.4753308004598536,-1.183437875162364,-0.583944292576732,-0.13399690036547188,0.12504772080592783,-0.6493016189904345,-0.07660663602574791,-0.6524012405057881,0.4974900032136769,0.07542021165552885,0.20092075113907462,-0.42645492634871884,-0.20860431464347431,0.3299397597251132,-0.8076211189786037,0.39068690924352767,0.36411132113163985,0.46978489593068173,-0.8657145095692103,-0.0013070216169394006,-0.552735013607389,0.21600560453226686,-0.08881068000523848,0.42669598275328674,0.6951868895541062,-0.37503856769400085,-0.08047447058962755,-0.24002517586940778,-0.10094786550702045,-0.04375035475896292,-0.2195166514279563,0.18828040379631883,0.18564186209754163,-0.18467016024177618,0.6215119679104071,0.14424586534565384,0.37838619677855767,-0.6031903313803305,0.18308810968946537,0.31255656277670013,-0.13642239950845148,0.19817645230426717,0.20357081987903716,-0.11353559511225818,0.2837698885324645,0.3014312980063776,0.06973873284532475,-0.46473383921841527,-0.09764244850005838,-0.018863380198694563,-0.3087942552380854,-0.05271310635909257,0.025771396468575555,0.2376672150902182,-0.10216939081815117,0.15300387718362404,0.21735859031663465,-0.0915995718393262,-0.17268580892706437,0.09108284811861608,0.08842364398753325,0.15549927945201483,0.07759218858570828,-0.14304965376312553,-0.02736108780913283,-0.06392011134384784,-0.07215647156993771,0.12350699075207694,0.22542492855280027,0.006118873289100048,-0.02868167344046002,0.11225124441059456,0.0171073972060255,0.0683674940243952,0.11111647676538275,-0.11260485786406817,-0.014972435044284147
0.0215125728042562,-0.0324708736440939,-0.5989366741270126,0.2535213693166226,-0.4364228014282235,-0.8161692100495582,-0.40165561198155575,0.12342440590965723,-0.17804651314938594,0.20268039036458194,0.4209113410230929,-0.23134627910095304,0.19582048458495757,0.11183927996213396,-0.5900483780474322,-0.10972620101505355,-0.1887676349335878,0.06731146702578615,0.06942159714991163,0.28974858904930006,0.051973308954459355,-0.32456453982146555,-0.14107756474136532,-0.033020592477059095,-0.3282333464110219,-0.23091163014851515,0.2029670545828408,0.6834666528355645,0.12005501088760909,0.0073569636892086895,-0.3155076284535928,-0.6433431691212074,0.024777160501992926,0.1073887507203444,-0.15441706482193784,-0.13009202979685144,-0.0636606377020864,-0.23147063306607493,-0.011021647761753262,0.2027259620777828,0.1728183640805937,-0.11501517078234756,0.29031136129935087,-0.4737585102645037,-0.07540072977852777,-0.18289124422360564,0.4736522295336068,-0.08971593373128665,-0.15025868935840683,-0.05056489304390319,-0.06929110885486714,0.31728063282451596,0.05785655522634151,-0.15394882924225536,0.09780012830510298,0.14638914372328085,0.2218482785327248,-0.1337762663535687,-0.19172743975701897,0.044444984665208936,-0.035447843085447926,0.044086643944796,-0.21089400861626012,0.25345967251437446,-0.14790262510346686,0.07021526955564773,0.14699734082309954,0.16964627394884463,-0.23397494927624257,0.01207369099506594,-0.15368658090960408,0.03497267075832689,0.02501867222482993,-0.12820943544849686,0.019582075094797737,0.15767614311400682,0.06555356048412841,0.027394716189770768,-0.25781589323043896,0.3455527722316186,0.386544978690459,0.030996360902367806
0.0233562126500812,0.33612196198355937,0.03001006170383253,0.4407265490600643,-0.1686952477804656,0.44139502816728143,0.1881399801293127,-0.07690679182888417,-0.18663959939647998,-0.06896330562036118,0.3343238434489349,0.18244217325374074,0.013766228037689962,-0.18230457586025284,-0.1374133243824435,-0.41841681871598835,-0.1606948487665681,-0.29811342085104003,-0.37745840161575356,-0.1104986712207459,0.10388650327450964,0.027806627844440865,0.05738054949307987,0.32364599254323984,0.46757632506772623,0.26839729098118503,-0.25033032750845247,-0.02534844227448868,0.24667427029542555,0.057735397347219344,-0.04459189408592101,-0.343862898238622,0.18329333027656067,-0.11851199943883158,0.2644824884059965,-0.2859083949090679,-0.2901815154159405,-0.15396414915375567,-0.24458706533904892,-0.037412867347244194,0.20104631657283917,-0.10571582071859606,0.021541020635206257,0.014784240654590346,0.034605234941214105,0.078519898911161,0.1304874927592843,-0.6083022763991945,0.5635397996013514,0.04798281382846245,0.327807822136502,0.2735310525222076,-0.10313513775163678,0.6881680920455988,0.013210784594560461,-0.14594129689574722,0.025410882035854936,0.006794757636184727,0.0719185730926735,0.265057926177754,0.19627359347390672,-0.15412865835111297,0.11298053150340405,-0.07647679209765883,-0.044634999804650216,-0.5042961421325877,0.01180305353589309,0.3611839142667994,0.11583867757109076,-0.28216269123166304,0.22747217056231858,-0.4195261052984462,-0.0060773858566996195,-0.06248289532638845,-0.08823257769601399,0.12252531619927476,0.28191462326512196,0.11166895230651493,-0.028558204720185724,0.11164939242158509,-0.04080231656171364,0.04324889203289855
0.0455616641763256,0.05327846438038571,-0.21971659608350466,0.49852635988043253,0.2681275619206379,0.8055400221406778,-0.15510190825758047,-0.10338967502143212,-0.540050853458176,0.10534465112748687,-0.14952839821101283,0.08824777084313529,-0.06261439264594124,0.03521760309152728,-0.40983502560132595,-0.34145489327315764,-0.1688021077102833,-0.3147240913588854,0.2313655319576156,-0.022174829126374716,-0.14301584694152553,0.0510753747776055,0.37537501388437156,0.5690534206510587,-0.3061269902106569,0.5169174982340068,-0.41398998314280716,-0.28014055848052233,-0.6867466937969989,-0.029473076259117974,0.19085076286094144,0.39394822905000754,0.10225164093975801,-0.28399235903827896,-0.11548342072387294,0.24515914868960886,-0.25373837272323546,-0.3454354586822124,0.19119888477831345,-0.2756412537743104,0.15264406057157753,0.13540247162643976,-0.4781208668074554,0.30853338741625824,-0.13454053714448647,0.06270014680101779,0.030462250139406732,-0.08417196857168761,-0.11660600381563507,-0.06423245607591453,0.16290207981266006,0.021249052826269113,-0.24048750664128316,-0.4412828378217331,0.12560823888348865,0.23406678458716507,0.09607980120152754,0.1845874029247118,0.3317937198293044,0.07946797706970088,0.20820248615440415,-0.09138724060567938,0.23258920886652465,0.2506144106725425,0.3849600399862272,-0.03360123095189751,-0.044779403544997126,-0.2236631262472136,0.2099174585199403,0.11592627370924945,-0.028389574819377726,0.3062846822779396,0.053434758160714003,0.1410047402406022,0.05659677019208326,0.19408424983210543,-0.08282088678122455,-0.07492985264523326,-0.08038993738114542,0.2729960609631119,0.014594885347249653,-0.3330747340617466
0.0668858753704981,0.035396187627208885,0.15475179637016603,-0.18117071939965446,-0.7707409937681281,-0.1742360070209507,0.35230661452841966,0.2544517661688884,-0.09787912817045273,0.09122761275294826,-0.27354156506519167,0.054400243757262955,-0.05409277007270827,-0.36976872053411125,0.24003589956374596,-0.03004392316764599,0.18669282043491534,-0.10966267998235657,0.21435321814561567,0.16055847356651753,-0.18287814011860054,-0.12029138272111467,0.1741731727129574,-0.12470616127806852,0.05708207526825092,0.09707549835253511,-0.407690605120858,-0.021886746386839084,0.22163974011435147,0.1054548767996386,-0.11729453234027563,0.20485320797711068,-0.04198828363256964,-0.21303359375870756,-0.06856552602493358,0.21061750044730326,0.20766026961503659,-0.24981201044621565,0.33727039515861695,0.06046018632946987,-0.10145818335096174,0.14273261904490478,-0.2763412612287234,-0.21221070489057386,-0.10638958004096746,0.15660157493928692,-0.01856405579846253,0.13718380175557415,0.23269612466153952,0.07168216761211664,-0.0231231591209115,-0.18437772069814998,0.053208810722517326,-0.16432527549778816,-0.06992283114298944,0.009201904473620529,-0.438038503859131,0.05731597028343139,0.08383057394480228,0.14581162181953602,-0.0009904970851013072,0.36173020308215037,-0.05046548344618618,0.14566740296992714,0.04066644854762013,-0.1607405439023793,-0.2189547102766882,0.02302082473896527,-0.12276711652255681,-0.08429906903500967,-0.09836028314977327,0.09177574452460908,0.10786796283706322,0.14332697332325847,0.04075641212325529,0.015404816567296458,-0.080935449111299,0.14068958291492648,0.27321587772557526,0.053991484119211855,0.11153520540381189,-0.07578802572727085
0.0901023109950052,-0.04755768565883825,0.0005873589812947791,0.6347408082810997,-0.7291051216542842,-0.22195310956156805,0.2830907063653548,-0.6433623359334957,-0.1854905334616663,-0.4428200897269789,0.49507877331380096,0.10426712161083244,-0.18795965690483765,0.3926498973014436,0.6210567370143053,-0.38495596390495374,0.3108824493157138,0.1933075564605601,0.07691770601437767,0.13447093851973763,0.32345116919334815,-0.15070723314852758,-0.07282271052640145,0.06558679423103256,0.28411403512091693,-0.10944767587259537,0.2791499918966494,0.09404613904181362,-0.4226290443259796,-0.37962691037249724,0.05473124199392552,0.0572450674416444,-0.43233526649910436,-0.4247079550783088,0.01377142198796023,0.35428860390309347,-0.21118028845001885,-0.10736072376314855,0.09802145698125045,0.1635355350276998,-0.003300167100433764,0.04461437571858447,-0.1655959659667557,0.07231954713932676,0.519474566207687,0.03462233400756589,-0.09312698178943624,0.19280081453873119,-0.09504769877150566,0.34092990084276126,-0.21815331481942088,-0.06832299715138834,0.3294993396279629,-0.015474970428481056,0.20555577925893015,-0.1186018286334437,-0.21406660717446846,0.004761223083457946,-0.19614475721269908,-0.26844354232729706,-0.26088876937608385,-0.23324142527504388,0.12029797409502707,-0.20647002260053104,0.012789321169763286,-0.14669554205593952,-0.009017583028086617,0.061191064824492804,0.32692696263613297,-0.10896109701758439,-0.19359582663139152,0.2688011860042063,-0.07813113672936865,-0.02691456395175102,-0.16169612834110325,-0.1463764221078126,0.4212457705518425,0.051053513710151224,0.06475961750553078,0.09341549140180722,-0.17627515852206396,0.003583846635762951
0.108445839560347,0.4001057255846431,-0.292960512984028,1.440714364594384,0.7061218014208465,0.5676368895504544,-0.39706119770859183,0.16159397104394327,0.1481998509884996,-0.23832025229179019,-0.5119571522993496,-0.24788344063311893,-0.5017281550580287,0.024011206815448646,1.128740431005331,0.14161852237137204,-0.4918536509191592,0.7465257685715311,0.09883952420317983,-0.639864296461898,-0.1288496610903408,-0.31601119758332813,-0.3039812098609668,0.21749619484141505,0.5953866493073666,-0.3122368289697561,0.7078597351966505,-0.4602541299203966,-0.048330802945138855,-0.4052402147787459,-0.2152800568494028,-0.10170780017583657,0.31768453102396155,0.22343904874166895,-0.18679992747388166,-0.2068881187173938,-0.5949532018648276,0.17434436164655978,0.46443995968936386,0.4805532127270359,-0.012991136097951087,-0.39023359301525967,0.347827017107006,-0.2975151854547367,-0.3380573690382095,-0.29365794284541835,0.06403151290773397,0.11248101607355548,0.14444117627370695,-0.3390700290056468,0.27558530984108004,-0.0832276754971898,-0.04715998987094494,0.046036451673880374,-0.1880748284908175,0.13185374172508077,0.3926080463072941,0.10951301669217675,-0.11759815196664032,-0.1719023858799192,0.04958109020635417,-0.30375928970471766,0.15828529071216832,0.2857259129846443,-0.14199823941089515,-0.027638236485741405,0.11112004310923213,0.0036546439219946507,0.103415968638514,0.02013823171553936,0.1185860253589966,0.18493160853545176,-0.0014465666904350698,-0.08412858335852798,-0.07489479821817653,0.10094872415279343,-0.14588658856150927,0.0048101252219679815,-0.041045016399747315,0.0354421727031155,0.05413500845561467,0.06449365725133213
0.112012722518823,-0.1577451398830709,0.47722523429662594,-0.30339322819238734,-0.026555871934353634,0.055632301252755686,0.3424349232602706,0.0032196701055337757,-0.45666865423406094,-0.09321843935361478,0.28590468380273787,0.5634494201929813,0.07511364857713436,-0.0014291246731114842,0.12072141836638395,-0.05733642722211703,-0.0428689562921347,-0.19920264819333675,0.06017381153959169,-0.10031088301783886,-0.496132915293391,-0.2529377327524271,0.4540756293155119,0.19131832636892215,-0.5911418381601451,0.028655475221376472,-0.09353151398350094,-0.13323317275063845,0.11987747734580563,0.5820790046169835,-0.28187077868941424,-0.5161434602594648,0.28801314271938666,-0.03490061622671203,-0.02983324489565131,-0.05707954742560137,-0.12131868456522533,0.11140475183199804,0.8000158621572925,-0.21686208701166376,0.022576120050013308,-0.15634250936356717,-0.22423527777389138,0.011566404099965675,-0.24262512483357276,0.2893246732705876,0.49708491584169023,0.12677957879762666,0.22977508605568245,-0.10911588456957556,0.12833969205647758,-0.594002511290021,0.1454698846809354,0.10499910781657633,-0.011636526759661914,0.05936463077411134,-0.00034595166548825147,0.4251188798419591,0.18384776943514772,-0.3221462655913925,0.061933580374035305,0.10358583944094191,-0.10440010241702649,-1.250955247320789e-05,0.07294307516716844,-0.08501497170166566,-0.08463080870552857,0.06558803648240395,-0.45078024825281454,-0.15092761550809747,-0.00894744500045756,-0.06820304956090283,-0.34067772852788836,-0.22774503059307233,-0.2716255945311314,-0.08891017535301979,0.17142701245113015,-0.06384654961367246,-0.204655965147067,0.13497428307358067,0.21266685563274904,-0.17309557011455237
0.1357168743468,-1.2123144019732275,-0.01933025836257155,0.8633456492074173,-0.3639011127875108,-0.16286279191145892,0.9055660369329603,0.1795196663734559,-0.5187910374731733,-0.18745222406398923,0.013061168230718566,-0.4183301489678834,0.22271438376245034,-0.3493029373957555,0.09927968323407774,-0.0656061227031705,0.02745927745138473,0.009142277133691715,0.17502035260370735,-0.042094836485563135,0.4951423433334299,0.2877519841275313,-0.1041544876596099,0.3850657794525517,-0.5181729059288063,0.15385554433093623,0.5357899431910406,0.056390395500794895,0.05768004392230251,0.04009177799215397,0.3602019271388303,-0.345645934245789,-0.10151555304384484,-0.08465408942755898,0.3206819336597766,0.014946416943598469,0.0843390887679006,0.4536231097745908,0.10109493757975915,0.08293943198176824,-0.4773337191185829,-0.13562028505912407,-0.18582640328824837,0.041034370506086784,0.10233001246714765,0.5719651475978307,-0.24793249792014643,-0.023307594230873432,-0.05430966743667603,-0.044330750166713145,0.013678132875177863,0.14180172064992896,-0.20479311949588133,-0.17031533855802677,-0.13917201175398988,-0.00925956986484312,-0.17831913929363702,-0.08859146031728181,0.38640613184565176,0.302575172891305,0.6231758020140457,-0.09056796491949737,-0.3393816018288729,-0.12079286071359069,-0.22295152253872366,0.14489754146969222,0.3686721223227522,-0.034641181420219554,0.20483243031332132,0.04331211284634538,-0.19458459879374634,0.0687663057500675,-0.14907271390677415,-0.01183414781488187,-0.08967688647021689,0.2305891658833781,-0.1714365316156453,0.08043203718857138,-0.03785471014095277,0.1649447970592923,0.04760975007397137,0.30797181597251094
