TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
-1.75430895079149,0.17080442977337162,0.1640474610916625,-0.016963014997028493,-0.0016176140622872442,0.032163358841912335,-0.14535021546115165,-0.035218962619833635,0.026655831488507243,0.003637062567561273,0.020981765105999868,-0.033890004927322095,0.05310945061701531,-0.07829407703800338,-0.05872084737053745,-0.026560323513088076,0.058023118224213556,-0.03728847961667817,0.08047657835339275,0.03594244063767769,-0.030055048558640433,-2.690447606787164e-05,0.0005104043949554694,0.01601801200180985,0.03710560183234501,-0.05306539088848884
-0.946564987391368,0.19888886104715253,-0.20631404507168105,-0.013226583405800607,-0.05966734647490483,-0.02172588111952426,-0.06116687658681937,-0.03549223909610091,0.033563520739913845,0.027367012226539745,-0.01386990351657075,-0.021047463719538795,0.03715602481059402,-0.06357763588798587,-0.06960035740832901,-0.031110734383698394,0.05692516113535615,-0.03989640046870868,0.10226755393064625,0.038878860762250826,-0.04670405805125359,-0.005151024655000982,0.0012681218218141136,0.024231568260371025,0.025415310790827927,-0.0305289942239574
-0.839253719086909,-0.7930760357252543,-0.3712913753973052,-0.03338569565809945,0.03354291960560974,0.03308551274203862,0.034121113107098554,-0.03654128019202287,0.025143643564488054,0.005897069460036571,-0.01632812770736729,-0.01187382987940862,0.0013486592447227354,-0.012864087494922209,-0.032518139974681545,-0.04414057710759546,0.04874151452944996,-0.02939959484451617,0.08944551216091556,-0.0017248941639258905,-0.05945111635186729,-0.001274639765625822,-0.015735486052800972,0.020289922576155375,0.04257431809378541,-0.013250425425860144
-0.629508410326847,-0.8277722616325326,-0.034559270964488915,-0.21227542283232603,0.08416328877277204,0.1327706133696448,0.028931021902444388,-0.028830081534693974,-0.03300245877421257,-0.0012692995650447265,-0.03773478835990109,0.027391732704771594,-0.05483899138804595,-0.010023351996478727,-0.03599088915063858,-0.060302331350256096,-0.011723013497967389,-0.0048256856047090525,0.04894583195081288,-0.01568675072161671,-0.06989213988887383,0.017146792765152363,-0.015859468519580297,0.008278720529923074,0.02414079199556668,-0.006053348026670482
-0.552569765555599,0.2089096735587103,-0.4093606122872427,-0.1452888569392499,0.056197818907614654,0.06200964884901109,0.0547630465652227,-0.0008360526736885896,-0.025548431709429352,-0.0032156799517207633,-0.041292320453402614,-0.006215554803432058,-0.04819593481852572,-0.02238485872382522,0.007498409970474111,-0.025011279207536808,-0.05356886725540921,-0.0038498327043698655,0.02143474849360501,0.0055264344975673825,-0.05025735260615348,0.04543784276214965,-0.0034328003107804332,-0.0069218173860332915,0.0019571704739837553,0.005234931919973237
0.085024864095449,0.20614247992048554,-0.33747992595844994,-0.10804328293430085,0.06843223857939625,0.04677959045082813,0.01981655283669995,-0.053220492284845905,-0.017614661652054664,-0.004903819955220838,-0.05234807467719252,0.0020565387121900787,-0.050377192251866765,-0.04527487524209379,0.057293866924145676,-0.03674958222664465,-0.04557001398005114,-0.011617953301845622,-0.00017719958863449798,0.018466648657780593,-0.02429346245412182,0.08237490517982587,0.009704334835737361,-0.014121711197937932,-0.025138927732655005,-0.02868870032439464
0.458468272734064,0.18487278111814084,-0.0944512224263188,-0.14289547145366865,0.18621322949665572,0.10185560440591315,-0.044214177797016585,-0.08459495050931069,-0.04893624100879283,0.014721887875321736,-0.029562779235774453,0.015123314770015902,-0.052766393720109286,-0.036034510211899656,0.07934956168765454,-0.03693224441497293,-0.05426318710080917,-0.00628232872030165,-0.026376975359725253,0.047150322756036304,0.031293723967747045,0.05788027717854889,0.015836721572828578,-0.03371519828899031,-0.030901929456985645,-0.015183565517898125
0.750610688492847,-0.7742625859538497,-0.5459697114467956,0.029337907494600902,0.109394458019372,0.03905985155491819,0.023304910296415175,-0.06641007250773309,-0.038872516826436915,-0.026836077578009994,0.0010189960309129392,0.020642826941655135,-0.02628903180927641,-0.03196235549350622,0.1105742905138404,-0.03528656779403965,-0.006738404755685676,0.0016998688268018752,-0.014013993289932749,0.03992724524982541,0.012825980712264106,0.015418735939835952,0.009610249294908524,-0.019003053425139603,-0.008093138660913473,-0.028400164320866703
0.933069430133357,0.18481527378652907,-0.06416391650979485,-0.08645184689516223,0.25438896838021285,0.05925632894929862,-0.09646350852579882,0.024837835146580136,-0.10318175805361812,0.03181284632202521,0.06263986295271297,0.006119314274265426,0.034389087343870986,-0.025888175310357465,0.04244262000878184,-0.03039794535400615,0.011604241784292275,0.07242012481241226,0.031208871560963348,0.07399982725185592,0.01380384578133118,0.007368375735270732,0.020521304495472598,-0.03716635840429514,0.01746152871740131,0.007807688906533625
0.964985078500852,0.16978270357190528,0.0985485102810125,-0.09319151406993967,0.3762164542499506,-0.14621767767663468,-0.02194093373743499,0.014755315305272168,-0.06352054632237683,-0.019930032542626392,0.06810423574429447,0.04076517651726501,0.07074927350710941,0.05049760593815146,0.0323407564098212,-0.028268537553470058,0.0220109196138721,0.03259746167632429,0.05401126857197582,0.03158302393732448,0.03501000779729447,-0.009567398083012338,0.04850734574133689,0.005027122989066827,0.03584068242997433,-0.0034468444122679365
