TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
0.085024864095449,0.25767036586478237,-0.3130578230461445,-0.000501979379996986,-0.036996293356145876,-0.06871817267323287,-0.007148237077526795,-0.04680415070133322,-0.011012559268642037,0.016671728518845193
0.458468272734064,0.23774707810677453,-0.06136180018947854,-0.012302942379796537,0.09307826802441098,-0.05584026085791419,0.03039219921657674,-0.027698613886117874,-0.007558884040292154,0.011319697782719124
0.638245310984327,-0.7696284941952586,0.05780348330922981,0.06284031563299644,0.1300130316847993,-0.04501722431692436,0.05894455554878641,-0.05807718118247987,-0.0279000699855534,0.01646306505222253
0.933069430133357,0.23375926937856903,-0.06468230626469197,0.07655316249144811,0.24877945313801222,-0.07277967653255263,0.010025832458098283,-0.05555672868051757,-0.03665824397881939,0.03430346491822299
0.964985078500852,0.22502596495978472,0.06823209400919374,0.08446065090945598,0.294774951075651,-0.0627459954773197,0.041810068609150826,-0.05210479819034653,-0.04245139120270487,0.019522863854565375
1.15457215880067,0.2607043412454569,-0.45416342197528575,0.20586138934074028,0.16834623915476768,-0.07561996247907747,-0.004187370585313793,-0.07580741610031595,-0.060181373416162594,0.024920892958980884
1.16298914923932,0.2469218687793602,-0.2194113527041247,0.22144826083173538,0.2373309653748032,-0.07601666043517373,0.03516633917351875,-0.06710093896166233,-0.07248163892335076,0.031378861477267275
1.19285899045282,0.22920610107953024,0.016557345947777805,0.21634137269319303,0.34039071473401583,-0.05309118153857094,0.06242263924130439,-0.04219382014111542,-0.055610206106391065,0.015426964044022034
1.39767420290358,0.23656389109261292,-0.09065505074126284,0.2513944473218346,0.3176768122072756,-0.059082477130207235,0.03382534120345377,-0.03474509858100593,-0.041962232118491,0.016362048730043197
1.57934041643112,-0.7792158731831308,0.17654671862575558,0.2741590632266205,0.32797937732760457,-0.034763924546230264,0.03404647643760224,0.01685527903998997,-0.04006268615151736,0.02382278619072081
1.68746124857948,-0.7590220386209556,-0.07933430259931602,0.30703105237800765,0.15209995941008542,-0.061080543464345646,0.038003183602010895,0.023435042047374885,0.00919573168144063,0.0012816818307323217
1.90189828659735,0.22782815371856735,0.1334064165210451,0.2553216141177117,0.2251777377397832,-0.08684533136100048,0.04149345719764793,0.02909701110969607,0.043452074744573126,0.0007176341078841741
1.99736532572493,-0.7363872982611086,-0.4018374550053749,0.3201681941713111,0.04886665043653622,-0.05218363499812156,-0.05657773043801923,0.018863690630918153,0.06358479142497513,-0.027124003980805975
2.10800584058625,0.22574657326845984,0.19278751656371446,0.20900855827116296,0.20429897936085867,-0.06695070118070102,-0.0218155451891314,0.0541966214740883,0.09882512587511781,-0.04370471165357915
2.10959538299129,0.2631152396048593,-0.3154544949646876,0.28316500884666906,0.0002578026316899697,-0.07834400815363027,-0.04880353268873816,0.04806031655459156,0.09109015930197778,-0.051813120754982796
2.18307450301212,-0.7693608068087833,0.2365840271282413,0.2275270496561115,0.05057853800869641,-0.04645330802037011,-0.002491214669277042,0.09342894809089512,0.06864121354171195,-0.05965188960664015
2.26578497197039,0.25008186083444883,-0.10640338629177946,0.1769735627769478,0.00872724245250653,-0.03942969185368338,-0.013756708818178118,0.0807008262645337,0.08225212593814572,-0.060578260457450406
2.27083487674283,0.2433306150513954,0.0712443670402744,0.15460497611961097,-0.01679970002570306,-0.003885345466170524,0.0019395572244919961,0.08739457847699916,0.05963979173682559,-0.06141013759233165
2.29600929534971,0.23864216017458256,0.1285248969900416,0.1658733369924816,0.014826137437858863,-0.004594046297926938,0.012514302939390688,0.1137577442662828,0.04642548378523255,-0.05834975740047031
2.29796221875781,-0.7475655901534946,-0.021559751990306315,0.22901726255611562,-0.12783171287550268,0.007951507513279875,0.00047595663498178247,0.08158418359520435,0.00761248709310859,-0.030336981371696242
2.30516343750525,0.2642946312415438,-0.1930241263065332,0.21541069306740993,-0.1481512005528994,0.019033270859410478,0.004785209650073752,0.07245214433883163,0.005453706679783413,-0.023715953988222883
